dataset_name,seed,number_of_attributes,percentage_of_numeric_features,number_of_instances,number_of_class,proportion_of_attributes_per_instances,number_of_classes_per_attributes,number_of_instances_per_class,proportion_of_min_to_max_instance_per_class,proportion_of_attributes_with_outliers,minimum_continuous_mutual_information,maximum_continuous_mutual_information,minimum_discrete_mutual_information,maximum_discrete_mutual_information,equivalent_number_of_continuous_attributes,equivalent_number_of_discrete_attributes,noise_signal_ratio_of_continuous_attributes,noise_signal_ratio_of_discrete_attributes,normal_training_loss,normal_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Mushroom,531,22,0.0,8124,9,0.0027080256031511,0.4090909090909091,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.3570968392142275,inf,-0.654728314035529,"[1.935713291168213, 1.9414836168289185, 1.9418683052062988, 1.939944863319397, 1.7559322118759155]","[1.9313358068466187, 1.9313358068466187, 1.9313358068466187, 1.9313358068466187, 1.773646354675293]","[1.6384614706039429, 1.603916883468628, 1.5987153053283691, 1.5658373832702637, 1.5884957313537598]","[1.6424000263214111, 1.5969512462615967, 1.601290225982666, 1.5651874542236328, 1.5922666788101196]","[1.5821412801742554, 1.5713050365447998, 1.5662511587142944, 1.8401180505752563, 1.565726399421692]","[1.591325283050537, 1.5616568326950073, 1.5607271194458008, 1.837181806564331, 1.5603588819503784]","[1.9357136487960815, 1.941483974456787, 1.9418691396713257, 1.9399452209472656, 1.9373362064361572]","[1.9313361644744873, 1.9313361644744873, 1.9313364028930664, 1.9313359260559082, 1.9313361644744873]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6348892450332642, 1.6755354404449463, 1.6715490818023682, 1.6363649368286133, 1.9373351335525513]","[1.641166090965271, 1.6765958070755005, 1.675906777381897, 1.6411254405975342, 1.9313422441482544]","[2.181914806365967, 2.182659864425659, 2.1825897693634033, 2.1822519302368164, 2.182079553604126]","[2.1820931434631348, 2.1820881366729736, 2.182112216949463, 2.1821177005767822, 2.182097911834717]","[2.1011295318603516, 1.9414836168289185, 1.9418683052062988, 1.5585618019104004, 1.5629050731658936]","[2.119642972946167, 1.9313358068466187, 1.9313358068466187, 1.566561222076416, 1.5647480487823486]","[2.1011297702789307, 2.1078617572784424, 2.1040148735046387, 1.939944863319397, 2.1015665531158447]","[2.1196436882019043, 2.1196436882019043, 2.1196436882019043, 1.9313358068466187, 2.1196436882019043]",batch_normalisation,batch_normalisation
Mushroom,6172,22,0.0,8124,9,0.0027080256031511,0.4090909090909091,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.3570968392142275,inf,-0.654728314035529,"[1.5680147409439087, 1.5699199438095093, 1.5598030090332031, 1.9316741228103638, 1.9361820220947266]","[1.5592610836029053, 1.5566025972366333, 1.5727695226669312, 1.9381048679351807, 1.9381049871444702]","[1.6724570989608765, 1.6060491800308228, 1.5982422828674316, 1.5961986780166626, 1.5968546867370605]","[1.6635712385177612, 1.5898157358169556, 1.5939959287643433, 1.5884696245193481, 1.588468313217163]","[1.5688027143478394, 1.9416760206222534, 1.5640133619308472, 1.5622849464416504, 1.5615211725234985]","[1.5581339597702026, 1.9381049871444702, 1.560526728630066, 1.5558178424835205, 1.5555870532989502]","[1.943600058555603, 1.941676378250122, 1.934752106666565, 1.9316744804382324, 1.9361823797225952]","[1.9381054639816284, 1.9381052255630493, 1.9381054639816284, 1.9381051063537598, 1.9381052255630493]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6239595413208008, 1.6752910614013672, 1.6233495473861694, 1.5727447271347046, 1.6371560096740723]","[1.6057982444763184, 1.6624218225479126, 1.6128572225570679, 1.5689035654067993, 1.631014347076416]","[2.1827938556671143, 2.182698965072632, 2.1820385456085205, 2.1817963123321533, 2.1820952892303467]","[2.1821370124816895, 2.1821374893188477, 2.1821365356445312, 2.1821494102478027, 2.1821300983428955]","[1.573449730873108, 1.9416760206222534, 1.6713529825210571, 1.5612672567367554, 1.5615015029907227]","[1.562318205833435, 1.9381048679351807, 1.6665154695510864, 1.5656312704086304, 1.559055209159851]","[1.9435994625091553, 1.9416760206222534, 1.9460605382919312, 1.9316741228103638, 1.9361820220947266]","[1.9381049871444702, 1.9381049871444702, 1.9489864110946655, 1.9381049871444702, 1.9381049871444702]",batch_normalisation,batch_normalisation
Mushroom,51723,22,0.0,8124,9,0.0027080256031511,0.4090909090909091,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.3570968392142275,inf,-0.654728314035529,"[1.9395601749420166, 1.5626858472824097, 1.5616225004196167, 1.9322513341903687, 1.5623434782028198]","[1.9448740482330322, 1.5730316638946533, 1.5794146060943604, 1.9448740482330322, 1.5799627304077148]","[1.5967967510223389, 1.5807636976242065, 1.6001936197280884, 1.6124367713928223, 1.5960791110992432]","[1.601998209953308, 1.6108286380767822, 1.602463960647583, 1.630764365196228, 1.6020030975341797]","[1.5701826810836792, 1.56394362449646, 1.5648616552352905, 1.9322513341903687, 1.5590810775756836]","[1.5805606842041016, 1.5745165348052979, 1.5765963792800903, 1.9448740482330322, 1.57568359375]","[1.9395604133605957, 1.9314820766448975, 1.9426381587982178, 1.9322516918182373, 1.9334900379180908]","[1.9448741674423218, 1.9448744058609009, 1.9448744058609009, 1.9448745250701904, 1.9448745250701904]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6195069551467896, 1.6710634231567383, 1.643959879875183, 1.6637746095657349, 1.6376994848251343]","[1.6197971105575562, 1.6707156896591187, 1.6403155326843262, 1.6709033250808716, 1.6400249004364014]","[2.1824467182159424, 2.1818618774414062, 2.1826775074005127, 2.1817197799682617, 2.181912422180176]","[2.1827590465545654, 2.1828250885009766, 2.182748317718506, 2.182793140411377, 2.182796001434326]","[1.5651463270187378, 1.561439871788025, 1.565833568572998, 1.9322513341903687, 1.6679456233978271]","[1.5731760263442993, 1.581904411315918, 1.5799773931503296, 1.9448740482330322, 1.6712747812271118]","[2.106515407562256, 1.8121576309204102, 2.1043996810913086, 1.9322513341903687, 1.9334896802902222]","[2.0999510288238525, 1.817826747894287, 2.0999510288238525, 1.9448740482330322, 1.9448740482330322]",batch_normalisation,batch_normalisation
Mushroom,60457,22,0.0,8124,9,0.0027080256031511,0.4090909090909091,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.3570968392142275,inf,-0.654728314035529,"[1.5608447790145874, 1.9420608282089233, 1.6708704233169556, 1.9355210065841675, 1.5577447414398193]","[1.5771160125732422, 1.939950942993164, 1.67624831199646, 1.939950942993164, 1.5838662385940552]","[1.6154627799987793, 1.5626190900802612, 1.6007360219955444, 1.6340595483779907, 1.5971770286560059]","[1.6285697221755981, 1.5763599872589111, 1.608094573020935, 1.6532691717147827, 1.6015293598175049]","[1.562215805053711, 1.5644233226776123, 1.565055012702942, 1.5566067695617676, 1.5617727041244507]","[1.572431206703186, 1.5776736736297607, 1.5737767219543457, 1.5734156370162964, 1.5714045763015747]","[1.936098337173462, 1.9420610666275024, 1.937829613685608, 1.9355213642120361, 1.9340670108795166]","[1.9399513006210327, 1.9399513006210327, 1.9399515390396118, 1.9399514198303223, 1.9399515390396118]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.639949917793274, 1.6381714344024658, 1.6402002573013306, 1.6611132621765137, 1.5676476955413818]","[1.6506458520889282, 1.650457739830017, 1.648363709449768, 1.678339958190918, 1.5768040418624878]","[2.1821398735046387, 2.182464361190796, 2.1823606491088867, 2.1818740367889404, 2.1819679737091064]","[2.1826283931732178, 2.1826484203338623, 2.1826231479644775, 2.1826486587524414, 2.1826372146606445]","[1.9360979795455933, 1.561097264289856, 1.9378292560577393, 1.6611709594726562, 1.5574790239334106]","[1.939950942993164, 1.5789719820022583, 1.939950942993164, 1.6782881021499634, 1.5828471183776855]","[2.1068999767303467, 1.9420608282089233, 1.9378292560577393, 1.9355210065841675, 1.934066653251648]","[2.1122586727142334, 1.939950942993164, 1.939950942993164, 1.939950942993164, 1.939950942993164]",dropout,dropout
Mushroom,73898,22,0.0,8124,9,0.0027080256031511,0.4090909090909091,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.3570968392142275,inf,-0.654728314035529,"[1.9449458122253418, 1.9407144784927368, 1.940137267112732, 1.9422529935836792, 1.9490666389465332]","[1.9147201776504517, 1.9147204160690308, 1.9147204160690308, 1.9147204160690308, 1.9147204160690308]","[1.592624545097351, 1.9407144784927368, 1.601876974105835, 1.604069709777832, 1.6443246603012085]","[1.5900182723999023, 1.9147204160690308, 1.589469075202942, 1.589500904083252, 1.6378034353256226]","[1.5671364068984985, 1.560970425605774, 1.5650784969329834, 1.5879020690917969, 1.5610243082046509]","[1.5614477396011353, 1.562343716621399, 1.5644116401672363, 1.5794774293899536, 1.5667564868927002]","[1.9449462890625, 1.9407148361206055, 1.9401379823684692, 1.942253828048706, 1.9490666389465332]","[1.9147207736968994, 1.9147207736968994, 1.9147210121154785, 1.914721131324768, 1.9147206544876099]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6745615005493164, 1.5608868598937988, 1.6402441263198853, 1.644828200340271, 1.6376137733459473]","[1.6636735200881958, 1.561567783355713, 1.6396547555923462, 1.6392854452133179, 1.639061689376831]","[2.182868719100952, 2.1823487281799316, 2.1824533939361572, 2.1827032566070557, 2.182992458343506]","[2.1806631088256836, 2.1806020736694336, 2.1805739402770996, 2.1805808544158936, 2.18078875541687]","[1.9449458122253418, 1.5559189319610596, 1.940137267112732, 1.5675787925720215, 1.9490666389465332]","[1.9147201776504517, 1.5740058422088623, 1.9147201776504517, 1.5655326843261719, 1.9147204160690308]","[1.9449458122253418, 1.9407144784927368, 1.940137267112732, 1.9422529935836792, 2.0952205657958984]","[1.9147204160690308, 1.9147204160690308, 1.9147204160690308, 1.9147204160690308, 2.12272047996521]",dropout,dropout
Mushroom,44152,14,0.0,8124,9,0.001723289020187,0.6428571428571429,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0209398332964979,0.6280433159496361,1.0,1.3992428932976166,inf,-0.5068263645363895,"[1.939944863319397, 1.619584321975708, 1.9420607089996338, 1.620621919631958, 1.9396435022354126]","[1.9301048517227173, 1.5990709066390991, 1.9301048517227173, 1.5989807844161987, 1.9301048517227173]","[1.5716078281402588, 1.5719926357269287, 1.5704525709152222, 1.6037123203277588, 1.6232998371124268]","[1.550416111946106, 1.5504156351089478, 1.560260534286499, 1.58070969581604, 1.604568600654602]","[1.594807505607605, 1.5950524806976318, 1.5750676393508911, 1.5709943771362305, 2.105412721633911]","[1.5822739601135254, 1.5904346704483032, 1.5633578300476074, 1.5563119649887085, 2.0987203121185303]","[1.939945101737976, 1.9397529363632202, 1.942061424255371, 1.9364830255508423, 1.9396439790725708]","[1.9301050901412964, 1.9301053285598755, 1.930105447769165, 1.9301050901412964, 1.930105447769165]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6214754581451416, 1.6750320196151733, 1.6432539224624634, 1.6422501802444458, 1.620581030845642]","[1.5997371673583984, 1.654690146446228, 1.6247512102127075, 1.624613881111145, 1.599830985069275]","[2.1825451850891113, 2.182560920715332, 2.182671308517456, 2.182246685028076, 2.1824142932891846]","[2.18135404586792, 2.181349277496338, 2.1813466548919678, 2.181342601776123, 2.1813435554504395]","[1.939944863319397, 2.109400510787964, 1.9420607089996338, 1.6162997484207153, 1.6199500560760498]","[1.9301048517227173, 2.0987203121185303, 1.9301048517227173, 1.5950363874435425, 1.5992399454116821]","[2.1086313724517822, 1.9397525787353516, 1.9420607089996338, 2.1101698875427246, 2.105412721633911]","[2.0987203121185303, 1.9301048517227173, 1.9301048517227173, 2.0987203121185303, 2.0987203121185303]",batch_normalisation,batch_normalisation
Mushroom,55781,21,0.0,8124,9,0.0025849335302806,0.4285714285714285,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.354190646197478,inf,-0.635729347121941,"[1.553504228591919, 1.5577958822250366, 1.9439842700958252, 1.588388204574585, 1.5596957206726074]","[1.5812541246414185, 1.579460620880127, 1.9239510297775269, 1.600615382194519, 1.5809636116027832]","[1.6391348838806152, 1.6428874731063843, 1.9007415771484375, 1.5984410047531128, 1.5980348587036133]","[1.644536018371582, 1.6444933414459229, 1.9171770811080933, 1.5942221879959106, 1.5942105054855347]","[1.5587868690490723, 1.5634709596633911, 1.5642919540405273, 2.103437900543213, 1.562841773033142]","[1.5751051902770996, 1.57472562789917, 1.5733400583267212, 2.1202585697174072, 1.572678804397583]","[1.9428308010101318, 1.9397529363632202, 1.9439847469329834, 1.9401376247406006, 1.9388747215270996]","[1.9239516258239746, 1.9239513874053955, 1.9239516258239746, 1.9239516258239746, 1.9239516258239746]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6361936330795288, 1.5677605867385864, 1.67227303981781, 1.615033745765686, 1.669299840927124]","[1.6435881853103638, 1.5751606225967407, 1.670619010925293, 1.6210979223251343, 1.6704881191253662]","[2.182546615600586, 2.1824021339416504, 2.182722330093384, 2.182420015335083, 2.1823203563690186]","[2.181419610977173, 2.181361436843872, 2.18141770362854, 2.181375503540039, 2.1813721656799316]","[1.559103012084961, 1.558044195175171, 1.5635885000228882, 1.940137267112732, 1.5592048168182373]","[1.5767641067504883, 1.5789458751678467, 1.5730904340744019, 1.9239510297775269, 1.5780054330825806]","[2.0990140438079834, 2.1040148735046387, 2.1018993854522705, 2.103437900543213, 1.938874363899231]","[2.1202585697174072, 2.1202585697174072, 2.1202585697174072, 2.1202585697174072, 1.9239510297775269]",prune,prune
Mushroom,75249,18,0.0,8124,9,0.0022156573116691,0.5,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.4172454580553024,inf,-0.6304824986671353,"[1.6115167140960693, 1.554430603981018, 1.641573190689087, 1.6654165983200073, 1.5641565322875977]","[1.6242836713790894, 1.57513427734375, 1.6505793333053589, 1.6782313585281372, 1.5668840408325195]","[1.5951030254364014, 1.6068174839019775, 1.6029292345046997, 1.5974758863449097, 1.591764211654663]","[1.5977938175201416, 1.6134895086288452, 1.6016923189163208, 1.6014933586120605, 1.6101375818252563]","[1.5635573863983154, 1.5582468509674072, 2.3196332454681396, 1.5641411542892456, 1.5649915933609009]","[1.571523666381836, 1.5667012929916382, 2.3184125423431396, 1.5649882555007935, 1.5652670860290527]","[1.9310976266860962, 1.9276350736618042, 1.941483974456787, 1.9376370906829834, 1.9346435070037842]","[1.9504128694534302, 1.9504128694534302, 1.9504128694534302, 1.9504128694534302, 1.9504128694534302]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6394363641738892, 1.6305015087127686, 1.6714882850646973, 1.6391429901123047, 1.6408714056015015]","[1.6530152559280396, 1.651047706604004, 1.6826286315917969, 1.6522923707962036, 1.6504924297332764]","[2.181645154953003, 2.1813087463378906, 2.1825060844421387, 2.1821982860565186, 2.182060956954956]","[2.183542251586914, 2.183581829071045, 2.183450222015381, 2.1834754943847656, 2.1835124492645264]","[1.9310972690582275, 1.927634835243225, 1.5624940395355225, 1.9376367330551147, 1.9346435070037842]","[1.950412631034851, 1.950412631034851, 1.5775645971298218, 1.950412631034851, 1.950412631034851]","[1.9310972690582275, 1.927634835243225, 2.102476119995117, 1.9376367330551147, 1.9346435070037842]","[1.950412631034851, 1.950412631034851, 2.1048741340637207, 1.950412631034851, 1.950412631034851]",batch_normalisation,batch_normalisation
Mushroom,84446,15,0.0,8124,9,0.0018463810930576,0.6,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0209398332964979,0.6280433159496361,1.0,1.3609904949869227,inf,-0.4983087661644867,"[1.9284042119979858, 1.6690272092819214, 1.939944863319397, 1.5618804693222046, 1.9338743686676025]","[1.9559509754180908, 1.6691147089004517, 1.9559509754180908, 1.5672680139541626, 1.9559509754180908]","[1.5681315660476685, 1.5718079805374146, 1.5754364728927612, 1.5712244510650635, 1.600581407546997]","[1.5687904357910156, 1.5707505941390991, 1.565782070159912, 1.5639665126800537, 1.6014368534088135]","[2.112478256225586, 1.6001672744750977, 1.8003026247024536, 1.9312894344329834, 2.108105182647705]","[2.088874101638794, 1.6045211553573608, 1.813797116279602, 1.9559509754180908, 2.088874101638794]","[1.9284045696258545, 1.9320591688156128, 1.9399454593658447, 1.9312901496887207, 1.9338743686676025]","[1.955951452255249, 1.955951452255249, 1.955951452255249, 1.9559516906738281, 1.9559513330459595]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.660319447517395, 1.6194952726364136, 1.6187248229980469, 1.683855652809143, 1.6172903776168823]","[1.6632511615753174, 1.612600326538086, 1.6125564575195312, 1.6836358308792114, 1.6140397787094116]","[2.181515693664551, 2.1818840503692627, 2.182514190673828, 2.1817665100097656, 2.1819417476654053]","[2.1837100982666016, 2.1836600303649902, 2.1835155487060547, 2.1836557388305664, 2.1836109161376953]","[1.9284042119979858, 1.9320589303970337, 1.939944863319397, 1.9312894344329834, 1.565959095954895]","[1.9559508562088013, 1.9559509754180908, 1.9559509754180908, 1.9559509754180908, 1.5668425559997559]","[1.9284042119979858, 2.112478256225586, 2.1074771881103516, 1.9312894344329834, 1.9338743686676025]","[1.9559509754180908, 2.088874101638794, 2.088874101638794, 1.9559509754180908, 1.9559509754180908]",batch_normalisation,batch_normalisation
Mushroom,83473,16,0.0,8124,9,0.0019694731659281,0.5625,902.6666666666666,0.010204081632653,0.0,0.0,0.0,0.0,0.6598973310110031,1.0,1.380870554510245,inf,-0.5507993413000657,"[1.6662282943725586, 1.6775506734848022, 1.6677651405334473, 1.664564847946167, 1.941182017326355]","[1.668022632598877, 1.6680126190185547, 1.6680126190185547, 1.66802179813385, 1.926412582397461]","[1.6031489372253418, 2.0281260013580322, 1.6474002599716187, 1.601828694343567, 1.756951093673706]","[1.6034561395645142, 2.043687582015991, 1.6413990259170532, 1.5941733121871948, 1.7491812705993652]","[1.9376367330551147, 1.5769519805908203, 1.5707324743270874, 1.56886625289917, 1.5743157863616943]","[1.926412582397461, 1.569901704788208, 1.566959261894226, 1.5671314001083374, 1.5706994533538818]","[1.9376373291015625, 1.9474467039108276, 1.9391758441925049, 1.9370601177215576, 1.941182017326355]","[1.9264129400253296, 1.9264129400253296, 1.9264129400253296, 1.9264129400253296, 1.92641282081604]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6389648914337158, 1.6508725881576538, 1.644018530845642, 1.6361415386199951, 1.6439051628112793]","[1.6399964094161987, 1.6419342756271362, 1.6435405015945435, 1.6384648084640503, 1.6383945941925049]","[2.182142972946167, 2.183098554611206, 2.182302236557007, 2.1820597648620605, 2.1826155185699463]","[2.1815061569213867, 2.1815900802612305, 2.1815121173858643, 2.1814935207366943, 2.181501865386963]","[1.6660629510879517, 1.947446346282959, 1.6677632331848145, 1.664560079574585, 1.6731024980545044]","[1.6678650379180908, 1.926412582397461, 1.668009638786316, 1.6680161952972412, 1.6672024726867676]","[1.7933074235916138, 1.947446346282959, 1.9391754865646362, 2.1015143394470215, 1.941182017326355]","[1.7965997457504272, 1.926412582397461, 1.926412582397461, 2.1159510612487793, 1.926412582397461]",prune,dropout
Mushroom,36412,22,0.0,1408,9,0.015625,0.4090909090909091,156.44444444444446,0.0098039215686274,0.0,0.0,0.0,0.0,0.6539226123972711,1.0,1.352022035333733,inf,-0.6506289971623005,"[1.660410761833191, 1.6615828275680542, 1.6582635641098022, 1.9379888772964478, 1.6576470136642456]","[1.712223768234253, 1.7159615755081177, 1.7114043235778809, 1.9464191198349, 1.7118312120437622]","[1.6554375886917114, 1.6394914388656616, 1.6463582515716553, 1.6106959581375122, 1.6528148651123047]","[1.7057058811187744, 1.6893361806869507, 1.6961565017700195, 1.6503465175628662, 1.7058005332946777]","[1.6602219343185425, 1.926890254020691, 1.6592295169830322, 1.6666353940963745, 1.6578278541564941]","[1.7118180990219116, 1.9464191198349, 1.71583890914917, 1.710587978363037, 1.712130069732666]","[1.9419536590576172, 1.9268914461135864, 1.9302217960357666, 1.9379914999008179, 1.9379901885986328]","[1.9464218616485596, 1.9464201927185059, 1.9464207887649536, 1.946421504020691, 1.9464201927185059]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6600428819656372, 1.6587388515472412, 1.6588126420974731, 1.6689616441726685, 1.6572754383087158]","[1.7112329006195068, 1.7115139961242676, 1.7117589712142944, 1.7116260528564453, 1.7112400531768799]","[2.1822004318237305, 2.181135892868042, 2.181403875350952, 2.1822128295898438, 2.1818699836730957]","[2.1841936111450195, 2.184169292449951, 2.1840786933898926, 2.1840829849243164, 2.184171199798584]","[1.941951036453247, 1.6611649990081787, 1.6626378297805786, 1.6689563989639282, 1.6575493812561035]","[1.9464191198349, 1.7155550718307495, 1.7123115062713623, 1.7120029926300049, 1.7119899988174438]","[2.0908401012420654, 2.104470729827881, 1.9302197694778442, 1.9379888772964478, 2.092262029647827]","[2.137908458709717, 2.137908458709717, 1.9464191198349, 1.9464191198349, 2.137908458709717]",batch_normalisation,batch_normalisation
Mushroom,1917,22,0.0,2178,9,0.0101010101010101,0.4090909090909091,242.0,0.0105708245243128,0.0,0.0,0.0,0.0,0.6574884620589415,1.0,1.3561706076064828,inf,-0.6538088775295636,"[1.9462511539459229, 1.6739925146102905, 1.677944540977478, 1.6684554815292358, 1.6751686334609985]","[1.9155288934707642, 1.6541130542755127, 1.6580414772033691, 1.6570268869400024, 1.6527804136276245]","[1.665522813796997, 1.6725876331329346, 1.6728883981704712, 1.664418339729309, 1.6729403734207153]","[1.6502678394317627, 1.650541067123413, 1.650169849395752, 1.6500415802001953, 1.6501591205596924]","[1.6450806856155396, 1.6204665899276733, 1.6366522312164307, 1.6476848125457764, 1.6301014423370361]","[1.6246962547302246, 1.6035438776016235, 1.6092380285263062, 1.6311429738998413, 1.6021556854248047]","[1.9462529420852661, 1.9412277936935425, 1.947275996208191, 1.9429715871810913, 1.9379498958587646]","[1.9155311584472656, 1.915531039237976, 1.9155317544937134, 1.915531039237976, 1.915531039237976]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.670468807220459, 1.676903247833252, 1.6775227785110474, 1.6688746213912964, 1.67729651927948]","[1.6556510925292969, 1.655408501625061, 1.656967282295227, 1.6552801132202148, 1.6552852392196655]","[2.182776927947998, 2.1826939582824707, 2.1830716133117676, 2.1825504302978516, 2.182481288909912]","[2.18053936958313, 2.1803762912750244, 2.1804988384246826, 2.1804416179656982, 2.180354356765747]","[1.6707473993301392, 1.9412260055541992, 1.6770496368408203, 1.6688735485076904, 1.67743718624115]","[1.6584826707839966, 1.9155288934707642, 1.6569033861160278, 1.6571298837661743, 1.6559184789657593]","[1.9462511539459229, 1.9412260055541992, 2.103658437728882, 2.0993542671203613, 1.937948226928711]","[1.9155288934707642, 1.9155288934707642, 2.112776756286621, 2.112776756286621, 1.9155288934707642]",dropout,dropout
Mushroom,9574,22,0.0,3970,9,0.0055415617128463,0.4090909090909091,441.1111111111111,0.0104408352668213,0.0,0.0,0.0,0.0,0.6558686205332036,1.0,1.3561053447812683,inf,-0.6538800273082003,"[1.6671785116195679, 1.6637212038040161, 1.6696689128875732, 1.6728230714797974, 1.6668004989624023]","[1.6673855781555176, 1.667776346206665, 1.671177625656128, 1.6712144613265991, 1.6716861724853516]","[1.6642978191375732, 1.639411211013794, 1.583829402923584, 1.6169472932815552, 1.662246584892273]","[1.664217233657837, 1.6464817523956299, 1.5947672128677368, 1.623033881187439, 1.6666873693466187]","[1.5923309326171875, 2.0900354385375977, 1.590254306793213, 1.7934898138046265, 1.5865317583084106]","[1.5934078693389893, 2.112424373626709, 1.598527431488037, 1.7787026166915894, 1.5889458656311035]","[1.947542428970337, 1.9421998262405396, 1.9394450187683105, 1.9355095624923706, 1.9398387670516968]","[1.924849033355713, 1.9248485565185547, 1.9248485565185547, 1.9248485565185547, 1.9248487949371338]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6707408428192139, 1.6673922538757324, 1.6697196960449219, 1.6730308532714844, 1.666527509689331]","[1.6713753938674927, 1.6716710329055786, 1.6713266372680664, 1.6716008186340332, 1.6716258525848389]","[2.1828999519348145, 2.182483434677124, 2.182378053665161, 2.1822118759155273, 2.182300329208374]","[2.181555986404419, 2.181485414505005, 2.181447982788086, 2.1813836097717285, 2.1814637184143066]","[1.668052315711975, 1.5965336561203003, 1.6697046756744385, 1.6727856397628784, 1.6661036014556885]","[1.6684297323226929, 1.6038784980773926, 1.6712535619735718, 1.6712344884872437, 1.671157717704773]","[1.9475417137145996, 2.098829984664917, 2.104339838027954, 1.9355087280273438, 1.9398378133773804]","[1.9248476028442383, 2.1200618743896484, 2.1200618743896484, 1.9248476028442383, 1.9248476028442383]",batch_normalisation,batch_normalisation
Mushroom,97569,22,0.0,5661,9,0.0038862391803568,0.4090909090909091,629.0,0.0101667344448962,0.0,0.0,0.0,0.0,0.6573989329176716,1.0,1.3545099453567473,inf,-0.6525967592865154,"[1.5695210695266724, 1.559138298034668, 1.6646078824996948, 1.5624102354049683, 1.6677693128585815]","[1.5689523220062256, 1.5723645687103271, 1.6710256338119507, 1.5670303106307983, 1.670874834060669]","[2.0119335651397705, 1.5975041389465332, 1.610406756401062, 1.5920965671539307, 1.6155158281326294]","[1.9694880247116089, 1.5978068113327026, 1.616922378540039, 1.59810471534729, 1.617126703262329]","[1.5706872940063477, 1.5632888078689575, 1.5625996589660645, 1.5794131755828857, 1.5798214673995972]","[1.5695494413375854, 1.5675078630447388, 1.5717730522155762, 1.5896788835525513, 1.5834075212478638]","[1.9324151277542114, 1.9313117265701294, 1.9321396350860596, 1.9231520891189575, 1.9289485216140747]","[1.969480037689209, 1.9694807529449463, 1.969480037689209, 1.969480037689209, 1.969480037689209]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6743890047073364, 1.6395742893218994, 1.640053391456604, 1.6338173151016235, 1.6717097759246826]","[1.6757153272628784, 1.6470069885253906, 1.6464369297027588, 1.6440528631210327, 1.675113558769226]","[2.1819722652435303, 2.1817240715026855, 2.1818394660949707, 2.181016683578491, 2.1816771030426025]","[2.184675931930542, 2.1847176551818848, 2.184666872024536, 2.184976577758789, 2.1847827434539795]","[1.9324148893356323, 1.6453262567520142, 1.6677268743515015, 1.8906511068344116, 1.928948163986206]","[1.9694796800613403, 1.6517994403839111, 1.674136996269226, 1.9283040761947632, 1.9694797992706299]","[1.9324979782104492, 2.109388828277588, 2.109941244125366, 1.9231518507003784, 1.928948163986206]","[1.9696528911590576, 2.0789239406585693, 2.0789239406585693, 1.969480037689209, 1.969480037689209]",dropout,dropout
