dataset_name,seed,subset_type,file_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features
Dry Bean,60971,instances,Data/Datasets/Input/Subsets/Dry Bean/60971_20251130_170241.csv,16,1.0,448,7,28.0,0.4375,64.0,0.1452991452991453,0.9375,0.8206361027105191,0.09708630326891798,1.1066208810045677,2.271944568083088,-0.8603326199748648
Dry Bean,77079,instances,Data/Datasets/Input/Subsets/Dry Bean/77079_20251130_170241.csv,16,1.0,3151,7,196.9375,0.4375,450.14285714285717,0.14666666666666667,1.0,0.8114995648373828,0.1879747638015603,1.0669771639819625,2.2512813991441747,-0.8587733998347754
Dry Bean,21377,instances,Data/Datasets/Input/Subsets/Dry Bean/21377_20251130_170241.csv,16,1.0,6078,7,379.875,0.4375,868.2857142857143,0.14707730986800754,1.0,0.8030518740003254,0.20702645236505735,1.0659325196142388,2.232343373812005,-0.8572803632375211
Dry Bean,57530,instances,Data/Datasets/Input/Subsets/Dry Bean/57530_20251130_170242.csv,16,1.0,9570,7,598.125,0.4375,1367.142857142857,0.1472466081404629,1.0,0.801706141643925,0.19798504802896755,1.0571115929964074,2.2293412575788145,-0.8570399539794564
Dry Bean,26163,instances,Data/Datasets/Input/Subsets/Dry Bean/26163_20251130_170242.csv,16,1.0,11217,7,701.0625,0.4375,1602.4285714285713,0.1470888661899898,1.0,0.8000926229764762,0.1982184364809969,1.0581312481260874,2.225747074264304,-0.8567532896766873
Led7,74578,classes,Data/Datasets/Input/Subsets/Led7/74578_20251130_170245.csv,7,1.0,304,9,43.42857142857143,1.2857142857142858,33.77777777777778,0.7435897435897436,0.0,0.048962694714152946,0.0,0.10685108296416379,1.05018117270042,5.396844812399873
Led7,3408,classes,Data/Datasets/Input/Subsets/Led7/3408_20251130_170245.csv,7,1.0,195,6,27.857142857142858,0.8571428571428571,32.5,0.8055555555555556,0.0,0.048243862342598795,0.010774367224081427,0.13861167508282968,1.049426539737282,4.2940757584109255
Led7,96543,classes,Data/Datasets/Input/Subsets/Led7/96543_20251130_170245.csv,7,1.0,133,4,19.0,0.5714285714285714,33.25,0.7435897435897436,0.0,0.08001829790137618,0.0,0.1866070585854227,1.0833068897362355,1.4644960905314137
Led7,91651,classes,Data/Datasets/Input/Subsets/Led7/91651_20251130_170245.csv,7,1.0,173,5,24.714285714285715,0.7142857142857143,34.6,0.7435897435897436,0.0,0.07067799758214097,0.0,0.14608152158296406,1.07323558576932,2.241866441584093
Led7,31145,classes,Data/Datasets/Input/Subsets/Led7/31145_20251130_170245.csv,7,1.0,101,3,14.428571428571429,0.42857142857142855,33.666666666666664,0.8055555555555556,0.0,0.03125748038135824,0.0,0.06739716254023165,1.0317511253621208,3.9985083701542714
Led7,95422,features,Data/Datasets/Input/Subsets/Led7/95422_20251130_170245.csv,3,1.0,336,10,112.0,3.3333333333333335,33.6,0.7435897435897436,0.0,0.07035387269240163,0.02421581843227738,0.11215749223757321,1.0728877797727532,9.888455388267888
Led7,11666,features,Data/Datasets/Input/Subsets/Led7/11666_20251130_170245.csv,3,1.0,336,10,112.0,3.3333333333333335,33.6,0.7435897435897436,0.0,0.058094573874632495,0.02421581843227738,0.11691713230184364,1.0598152218027483,12.186171325676836
Led7,62087,features,Data/Datasets/Input/Subsets/Led7/62087_20251130_170245.csv,5,1.0,336,10,67.2,2.0,33.6,0.7435897435897436,0.0,0.09005732552427644,0.0208890632688985,0.14371964542543658,1.0942370096175542,4.103715881479916
Led7,36375,features,Data/Datasets/Input/Subsets/Led7/36375_20251130_170245.csv,6,1.0,336,10,56.0,1.6666666666666667,33.6,0.7435897435897436,0.0,0.037223768606590824,0.0,0.0723933108986814,1.0379252499413214,9.289729289627301
Led7,59037,features,Data/Datasets/Input/Subsets/Led7/59037_20251130_170245.csv,4,1.0,336,10,84.0,2.5,33.6,0.7435897435897436,0.0,0.06362468005394928,0.0,0.09950287280443026,1.0656923480981098,8.03004545822715
Led7,88759,instances,Data/Datasets/Input/Subsets/Led7/88759_20251130_170245.csv,7,1.0,116,10,16.571428571428573,1.4285714285714286,11.6,0.7142857142857143,0.0,0.07764748171010767,0.0,0.1680608027439554,1.0807416103264862,3.225282112061359
Led7,70734,instances,Data/Datasets/Input/Subsets/Led7/70734_20251130_170245.csv,7,1.0,154,10,22.0,1.4285714285714286,15.4,0.7222222222222222,0.0,0.0687097324492929,0.018307492335199793,0.11921401901476125,1.0711252511168743,3.776643441508159
Led7,7135,instances,Data/Datasets/Input/Subsets/Led7/7135_20251130_170245.csv,7,1.0,237,10,33.857142857142854,1.4285714285714286,23.7,0.7142857142857143,0.0,0.08159554494690413,0.0009266471321196512,0.1604715756325752,1.085016880511925,3.023573728619246
Led7,82661,instances,Data/Datasets/Input/Subsets/Led7/82661_20251130_170245.csv,7,1.0,272,10,38.857142857142854,1.4285714285714286,27.2,0.71875,0.0,0.04420738730263692,0.006736056790420442,0.11343880966208619,1.0451990934339617,6.4242623707172575
Led7,45151,instances,Data/Datasets/Input/Subsets/Led7/45151_20251130_170245.csv,7,1.0,302,10,43.142857142857146,1.4285714285714286,30.2,0.7428571428571429,0.0,0.08753026871971852,0.020803961424441297,0.16358356205623892,1.0914753015029353,2.751230570369223
Mofn_3_7_10,24737,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/24737_20251130_170248.csv,7,1.0,1024,2,146.28571428571428,0.2857142857142857,512.0,0.29292929292929293,0.0,0.03495153316572942,0.0,0.05950959855697491,1.0355695168071628,1.187066508898013
Mofn_3_7_10,15137,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/15137_20251130_170248.csv,9,1.0,1024,2,113.77777777777777,0.2222222222222222,512.0,0.29292929292929293,0.0,0.029179508776488214,0.0,0.05393771611721121,1.029609401811345,1.0375382732853125
Mofn_3_7_10,32279,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/32279_20251130_170248.csv,9,1.0,1024,2,113.77777777777777,0.2222222222222222,512.0,0.29292929292929293,0.0,0.029997116695944737,0.0,0.05393771611721121,1.0304515628440636,0.9820026881382558
Mofn_3_7_10,16722,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/16722_20251130_170248.csv,6,1.0,1024,2,170.66666666666666,0.3333333333333333,512.0,0.29292929292929293,0.0,0.02746923434615974,0.0,0.04611534279953222,1.0278499921437465,2.2465975486538055
Mofn_3_7_10,68742,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/68742_20251130_170248.csv,7,1.0,1024,2,146.28571428571428,0.2857142857142857,512.0,0.29292929292929293,0.0,0.038440383058482616,0.0,0.05294441428629448,1.0391887732548948,0.9885683112238579
Mofn_3_7_10,45877,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/45877_20251130_170248.csv,8,1.0,1024,2,128.0,0.25,512.0,0.29292929292929293,0.0,0.02551901355117836,0.0,0.048335716024405784,1.025847411087268,1.6210324131294969
Mofn_3_7_10,4729,features,Data/Datasets/Input/Subsets/Mofn_3_7_10/4729_20251130_170248.csv,9,1.0,1024,2,113.77777777777777,0.2222222222222222,512.0,0.29292929292929293,0.0,0.03524809995305721,0.0,0.06410092288951064,1.0358766778764514,0.6867395975085093
Mofn_3_7_10,78594,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/78594_20251130_170248.csv,10,1.0,156,2,15.6,0.2,78.0,0.2892561983471074,0.0,0.023025083448385296,0.0,0.08277072679262854,1.0232922069225585,1.3121300139120593
Mofn_3_7_10,71742,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/71742_20251130_170248.csv,10,1.0,237,2,23.7,0.2,118.5,0.29508196721311475,0.0,0.03605518794410578,0.0,0.07277166627065035,1.036713058974542,0.48844897614138777
Mofn_3_7_10,87596,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/87596_20251130_170248.csv,10,1.0,385,2,38.5,0.2,192.5,0.29194630872483224,0.0,0.03195431779735254,0.0,0.08630834068804294,1.0324703387085492,0.6722803017256552
Mofn_3_7_10,4129,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/4129_20251130_170248.csv,10,1.0,512,2,51.2,0.2,256.0,0.29292929292929293,0.0,0.02980800434918145,0.0,0.07139122905176665,1.0302567101558937,0.795119482276004
Mofn_3_7_10,56498,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/56498_20251130_170248.csv,10,1.0,650,2,65.0,0.2,325.0,0.2922465208747515,0.0,0.0239076129538248,0.0,0.07106784727310012,1.0241956911049377,1.236053689951444
Mofn_3_7_10,2877,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/2877_20251130_170248.csv,10,1.0,774,2,77.4,0.2,387.0,0.2921535893155259,0.0,0.03056381133327286,0.0,0.06338590218867379,1.0310356797110698,0.7488610389885325
Mofn_3_7_10,69968,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/69968_20251130_170248.csv,10,1.0,865,2,86.5,0.2,432.5,0.2929745889387145,0.0,0.02749032916726877,0.0,0.08333175888007482,1.0278716746841516,0.9465847656904747
Mofn_3_7_10,88456,instances,Data/Datasets/Input/Subsets/Mofn_3_7_10/88456_20251130_170248.csv,10,1.0,921,2,92.1,0.2,460.5,0.29353932584269665,0.0,0.02307821117399613,0.0,0.054819969698532534,1.0233465735543223,1.3205297945707757
Obesity Levels,61227,classes,Data/Datasets/Input/Subsets/Obesity Levels/61227_20251130_170249.csv,16,0.5,621,2,38.8125,0.125,310.5,0.9166666666666666,0.3125,0.21904555837224987,0.0011891767342109422,0.6618251202653337,1.2448879904661068,-0.8024949386938901
Obesity Levels,59349,classes,Data/Datasets/Input/Subsets/Obesity Levels/59349_20251130_170249.csv,16,0.5,1811,6,113.1875,0.375,301.8333333333333,0.7606837606837606,0.25,0.30617757888646985,0.008150690196132125,1.249843466484545,1.3582234769464867,-0.6351083788824603
Obesity Levels,29915,classes,Data/Datasets/Input/Subsets/Obesity Levels/29915_20251130_170249.csv,16,0.5,1446,5,90.375,0.3125,289.2,0.8240740740740741,0.125,0.33140319593047585,0.010617285105451941,1.2314896985361692,1.3929212993012716,-0.6969149570061814
Obesity Levels,8920,classes,Data/Datasets/Input/Subsets/Obesity Levels/8920_20251130_170249.csv,16,0.5,1163,4,72.6875,0.25,290.75,0.8240740740740741,0.1875,0.3090972738465322,0.008398992990248209,1.0991593398652715,1.3621948699936806,-0.7202042535158892
Obesity Levels,54586,classes,Data/Datasets/Input/Subsets/Obesity Levels/54586_20251130_170249.csv,16,0.5,1145,4,71.5625,0.25,286.25,0.9292929292929293,0.1875,0.21939257462143294,0.005302407764759178,0.8770832005190332,1.2453200617907607,-0.6051857722048273
Obesity Levels,90850,features,Data/Datasets/Input/Subsets/Obesity Levels/90850_20251130_170249.csv,8,0.375,2087,7,260.875,0.875,298.14285714285717,0.7606837606837606,0.125,0.21128775910228118,0.007527923664219567,0.5984042379883401,1.235267763465632,0.14877956961419553
Obesity Levels,79410,features,Data/Datasets/Input/Subsets/Obesity Levels/79410_20251130_170249.csv,12,0.5,2087,7,173.91666666666666,0.5833333333333334,298.14285714285717,0.7606837606837606,0.3333333333333333,0.3053768322610359,0.007527923664219567,1.2445180141265422,1.357136319407692,-0.47011247454688615
Obesity Levels,81421,features,Data/Datasets/Input/Subsets/Obesity Levels/81421_20251130_170249.csv,12,0.5833333333333334,2087,7,173.91666666666666,0.5833333333333334,298.14285714285717,0.7606837606837606,0.3333333333333333,0.33470925013034614,0.007527923664219567,1.2492759552356523,1.397533993319739,-0.5165494413001881
Obesity Levels,60553,features,Data/Datasets/Input/Subsets/Obesity Levels/60553_20251130_170249.csv,14,0.42857142857142855,2087,7,149.07142857142858,0.5,298.14285714285717,0.7606837606837606,0.2857142857142857,0.2762729594021473,0.007527923664219567,1.2445180141265422,1.3182076320911933,-0.49796428763471073
Obesity Levels,94281,features,Data/Datasets/Input/Subsets/Obesity Levels/94281_20251130_170249.csv,9,0.5555555555555556,2087,7,231.88888888888889,0.7777777777777778,298.14285714285717,0.7606837606837606,0.3333333333333333,0.33250727931872565,0.033025514616660104,1.2542929695775171,1.3944600498671271,-0.3511305003244659
Obesity Levels,45139,instances,Data/Datasets/Input/Subsets/Obesity Levels/45139_20251130_170249.csv,16,0.5,118,7,7.375,0.4375,16.857142857142858,0.75,0.0625,0.22199393886516028,0.0,1.0917445335072722,1.2485638101277396,-0.4533133254901197
Obesity Levels,91002,instances,Data/Datasets/Input/Subsets/Obesity Levels/91002_20251130_170249.csv,16,0.5,601,7,37.5625,0.4375,85.85714285714286,0.7623762376237624,0.25,0.27605602461415485,0.009986827767998039,1.2522229611768574,1.3179216980136412,-0.5603690674434795
Obesity Levels,52046,instances,Data/Datasets/Input/Subsets/Obesity Levels/52046_20251130_170249.csv,16,0.5,911,7,56.9375,0.4375,130.14285714285714,0.7647058823529411,0.125,0.2746848364653101,0.0078981442745545,1.1725496782309164,1.316115817783949,-0.5581571431715241
Obesity Levels,63255,instances,Data/Datasets/Input/Subsets/Obesity Levels/63255_20251130_170249.csv,16,0.5,1319,7,82.4375,0.4375,188.42857142857142,0.7612612612612613,0.1875,0.27990280162547715,0.010487226235675006,1.2559188541878163,1.3230012125203428,-0.5664276961840767
Obesity Levels,34547,instances,Data/Datasets/Input/Subsets/Obesity Levels/34547_20251130_170249.csv,16,0.5,1878,7,117.375,0.4375,268.2857142857143,0.759493670886076,0.25,0.28909676475311924,0.007844910583405867,1.2643659062983186,1.3352209246007232,-0.580216650363545
Online shopper,15437,features,Data/Datasets/Input/Subsets/Online shopper/15437_20251130_170255.csv,10,0.9,12205,2,1220.5,0.2,6102.5,0.1852966883558318,0.9,0.033102095149425484,0.003958424514071579,0.16646954263472247,1.0336560651247968,0.3096835784493837
Online shopper,33609,features,Data/Datasets/Input/Subsets/Online shopper/33609_20251130_170256.csv,11,0.7272727272727273,12205,2,1109.5454545454545,0.18181818181818182,6102.5,0.1852966883558318,0.7272727272727273,0.02441055804992821,0.00037654688094909683,0.16238390365715993,1.024710934864029,0.6145498987028785
Online shopper,85944,features,Data/Datasets/Input/Subsets/Online shopper/85944_20251130_170256.csv,11,0.8181818181818182,12205,2,1109.5454545454545,0.18181818181818182,6102.5,0.1852966883558318,0.8181818181818182,0.02512462106202458,0.00037654688094909683,0.1651074330960438,1.025442904345771,0.5686630229963134
Online shopper,10107,features,Data/Datasets/Input/Subsets/Online shopper/10107_20251130_170256.csv,16,0.8125,12205,2,762.8125,0.125,6102.5,0.1852966883558318,0.8125,0.022949878819074915,0.00037654688094909683,0.16401438176350136,1.0232152535051235,0.18065085362886135
Online shopper,69059,features,Data/Datasets/Input/Subsets/Online shopper/69059_20251130_170256.csv,14,0.7857142857142857,12205,2,871.7857142857143,0.14285714285714285,6102.5,0.1852966883558318,0.7857142857142857,0.012571084136579402,0.0,0.03687452522811352,1.012650432363898,1.4633214923150502
Online shopper,97634,features,Data/Datasets/Input/Subsets/Online shopper/97634_20251130_170256.csv,16,0.8125,12205,2,762.8125,0.125,6102.5,0.1852966883558318,0.8125,0.02204652266357163,0.0,0.1649604034606631,1.0222913430803793,0.2290280164314171
Online shopper,77357,features,Data/Datasets/Input/Subsets/Online shopper/77357_20251130_170256.csv,14,0.7857142857142857,12205,2,871.7857142857143,0.14285714285714285,6102.5,0.1852966883558318,0.7857142857142857,0.025561651415622277,0.0,0.16453230413320785,1.0258911519626241,0.21144840103762794
Online shopper,84638,instances,Data/Datasets/Input/Subsets/Online shopper/84638_20251130_170256.csv,17,0.8235294117647058,126,2,7.411764705882353,0.11764705882352941,63.0,0.18867924528301888,0.7647058823529411,0.024577197732868972,0.0,0.15308448197762803,1.0248817065975993,0.04726001800006228
Online shopper,81702,instances,Data/Datasets/Input/Subsets/Online shopper/81702_20251130_170256.csv,17,0.8235294117647058,3088,2,181.64705882352942,0.11764705882352941,1544.0,0.1854126679462572,0.8235294117647058,0.02095941612457468,0.0,0.1539928013816958,1.0211806073299945,0.21711919537196026
Online shopper,93094,instances,Data/Datasets/Input/Subsets/Online shopper/93094_20251130_170257.csv,17,0.8235294117647058,4162,2,244.8235294117647,0.11764705882352941,2081.0,0.1854172600398747,0.8235294117647058,0.018547441085740808,0.0,0.1668509700317835,1.0187205132304122,0.37541515883809534
Online shopper,36460,instances,Data/Datasets/Input/Subsets/Online shopper/36460_20251130_170257.csv,17,0.8235294117647058,5969,2,351.11764705882354,0.11764705882352941,2984.5,0.1852660841938046,0.8235294117647058,0.024028262619893697,0.00034325295056225613,0.17426432956256632,1.0243192674276298,0.06124041841005073
Online shopper,65731,instances,Data/Datasets/Input/Subsets/Online shopper/65731_20251130_170257.csv,17,0.8235294117647058,7085,2,416.7647058823529,0.11764705882352941,3542.5,0.18537727957169148,0.8235294117647058,0.02190335986730595,0.00013095937097218346,0.15819815209110177,1.022144999468836,0.16455243458360092
Online shopper,83491,instances,Data/Datasets/Input/Subsets/Online shopper/83491_20251130_170257.csv,17,0.8235294117647058,8026,2,472.11764705882354,0.11764705882352941,4013.0,0.18534928370993944,0.8235294117647058,0.02337294608861147,0.0,0.16269936259709583,1.0236482339720459,0.09124607415804735
Online shopper,19187,instances,Data/Datasets/Input/Subsets/Online shopper/19187_20251130_170257.csv,17,0.8235294117647058,10067,2,592.1764705882352,0.11764705882352941,5033.5,0.18532909454845167,0.8235294117647058,0.02138051062710844,0.00040551560397539266,0.17166753883151653,1.0216107114207136,0.19287192822761404
Online shopper,29704,instances,Data/Datasets/Input/Subsets/Online shopper/29704_20251130_170257.csv,17,0.8235294117647058,10737,2,631.5882352941177,0.11764705882352941,5368.5,0.1853610068447781,0.8235294117647058,0.02273879636092544,0.0,0.16795733766819265,1.022999293507683,0.12171561227182418
Schizo,4834,features,Data/Datasets/Input/Subsets/Schizo/4834_20251130_170300.csv,6,1.0,340,3,56.666666666666664,0.5,113.33333333333333,0.31,0.0,0.04392326221160699,0.028416343372471564,0.06006317872124867,1.0449021683303288,2.6435248690475346
Schizo,50870,features,Data/Datasets/Input/Subsets/Schizo/50870_20251130_170300.csv,6,1.0,340,3,56.666666666666664,0.5,113.33333333333333,0.31,0.0,0.042271211393038986,0.0,0.08328942402613282,1.0431773619739804,2.785921740204487
Schizo,19777,features,Data/Datasets/Input/Subsets/Schizo/19777_20251130_170300.csv,10,1.0,340,3,34.0,0.3,113.33333333333333,0.31,0.0,0.04475494721557396,0.017912878988388004,0.056440247132307775,1.0457715592739338,1.1454901612574744
Schizo,32157,features,Data/Datasets/Input/Subsets/Schizo/32157_20251130_170300.csv,11,1.0,340,3,30.90909090909091,0.2727272727272727,113.33333333333333,0.31,0.0,0.03216029395150597,0.009369791679822992,0.056064641687086914,1.032683024881582,1.7142814694926896
Schizo,97500,features,Data/Datasets/Input/Subsets/Schizo/97500_20251130_170300.csv,7,1.0,340,3,48.57142857142857,0.42857142857142855,113.33333333333333,0.31,0.0,0.04005841429743619,0.0,0.07852475907491607,1.0408715741983041,2.4243313564766935
Schizo,10038,features,Data/Datasets/Input/Subsets/Schizo/10038_20251130_170300.csv,11,1.0,340,3,30.90909090909091,0.2727272727272727,113.33333333333333,0.31,0.0,0.034453645238385074,0.011055265055842645,0.056064641687086914,1.0350540475804195,1.5336097043443662
Schizo,84644,features,Data/Datasets/Input/Subsets/Schizo/84644_20251130_170300.csv,7,1.0,340,3,48.57142857142857,0.42857142857142855,113.33333333333333,0.31,0.0,0.04286187929331975,0.024266306271749194,0.0775603249044945,1.0437937153681607,2.200356270678599
Schizo,67895,instances,Data/Datasets/Input/Subsets/Schizo/67895_20251130_170300.csv,12,1.0,121,3,10.083333333333334,0.25,40.333333333333336,0.30985915492957744,0.0,0.037079395568278974,0.0,0.10782274734179809,1.0377754123359622,1.1607963438198918
Schizo,35472,instances,Data/Datasets/Input/Subsets/Schizo/35472_20251130_170300.csv,12,1.0,156,3,13.0,0.25,52.0,0.30434782608695654,0.0,0.05318278205282926,0.0,0.11519353890828588,1.054622393549395,0.501278930411236
Schizo,88499,instances,Data/Datasets/Input/Subsets/Schizo/88499_20251130_170300.csv,12,1.0,166,3,13.833333333333334,0.25,55.333333333333336,0.30612244897959184,0.0,0.042840378598641114,0.0,0.08608935003261187,1.0437712733194398,0.8631664765568904
Schizo,11616,instances,Data/Datasets/Input/Subsets/Schizo/11616_20251130_170300.csv,12,1.0,219,3,18.25,0.25,73.0,0.31007751937984496,0.0,0.04832011508618569,0.0,0.11251045230771184,1.0495065644411425,0.6547950225305191
Schizo,18987,instances,Data/Datasets/Input/Subsets/Schizo/18987_20251130_170300.csv,12,1.0,223,3,18.583333333333332,0.25,74.33333333333333,0.31297709923664124,0.0,0.05629223557926657,0.011112341375956403,0.09448946064272445,1.0579067965730335,0.4230729417624159
Schizo,44743,instances,Data/Datasets/Input/Subsets/Schizo/44743_20251130_170300.csv,12,1.0,252,3,21.0,0.25,84.0,0.3108108108108108,0.0,0.04426388671591377,0.0,0.10089909292867416,1.0452581482377632,0.8094754476952578
Schizo,99687,instances,Data/Datasets/Input/Subsets/Schizo/99687_20251130_170300.csv,12,1.0,298,3,24.833333333333332,0.25,99.33333333333333,0.30857142857142855,0.0,0.047919755753828196,0.0,0.12450866747931544,1.0490864687939159,0.6709621698291823
Schizo,34550,instances,Data/Datasets/Input/Subsets/Schizo/34550_20251130_170300.csv,12,1.0,306,3,25.5,0.25,102.0,0.3111111111111111,0.0,0.0384118206079487,0.0,0.07471724367383414,1.0391590919008515,1.0834752618443764
Twonorm,85327,features,Data/Datasets/Input/Subsets/Twonorm/85327_20251130_170308.csv,17,1.0,7400,2,435.29411764705884,0.11764705882352941,3700.0,0.9983796921415069,1.0,0.09027044751426733,0.07591621385366443,0.10322181406700515,1.0944702404389912,-0.5483201274681568
Twonorm,81537,features,Data/Datasets/Input/Subsets/Twonorm/81537_20251130_170308.csv,11,1.0,7400,2,672.7272727272727,0.18181818181818182,3700.0,0.9983796921415069,1.0,0.09127873987513478,0.07588977147350695,0.10621196790629428,1.0955743429571492,-0.309660165613176
Twonorm,50111,features,Data/Datasets/Input/Subsets/Twonorm/50111_20251130_170308.csv,19,1.0,7400,2,389.4736842105263,0.10526315789473684,3700.0,0.9983796921415069,1.0,0.09014912847671368,0.07605170710347364,0.10577350834423616,1.0943374684168399,-0.5953215092386028
Twonorm,242,features,Data/Datasets/Input/Subsets/Twonorm/242_20251130_170309.csv,14,1.0,7400,2,528.5714285714286,0.14285714285714285,3700.0,0.9983796921415069,1.0,0.0898499254453485,0.07599532673913245,0.10649664626338606,1.094010088307956,-0.4489646021111753
Twonorm,26609,features,Data/Datasets/Input/Subsets/Twonorm/26609_20251130_170309.csv,17,1.0,7400,2,435.29411764705884,0.11764705882352941,3700.0,0.9983796921415069,1.0,0.0913342102297037,0.0765717074660246,0.10636728028359599,1.09563511653996,-0.5535808091612928
Twonorm,58009,features,Data/Datasets/Input/Subsets/Twonorm/58009_20251130_170309.csv,19,1.0,7400,2,389.4736842105263,0.10526315789473684,3700.0,0.9983796921415069,1.0,0.0906891311688383,0.07614848318675183,0.10577350834423616,1.0949285731805958,-0.5977311417010558
Twonorm,51174,features,Data/Datasets/Input/Subsets/Twonorm/51174_20251130_170309.csv,17,1.0,7400,2,435.29411764705884,0.11764705882352941,3700.0,0.9983796921415069,1.0,0.08931797402658159,0.07591621385366443,0.10322181406700515,1.0934282828491744,-0.5435034810070558
Twonorm,24978,instances,Data/Datasets/Input/Subsets/Twonorm/24978_20251130_170309.csv,20,1.0,428,2,21.4,0.1,214.0,1.0,0.75,0.11084107081725633,0.05902696927487927,0.2009731757944453,1.1172173343062137,-0.6873238523188138
Twonorm,64766,instances,Data/Datasets/Input/Subsets/Twonorm/64766_20251130_170309.csv,20,1.0,1041,2,52.05,0.1,520.5,0.9980806142034548,1.0,0.08940307743939986,0.05332891645679516,0.13129747401254055,1.093521341287456,-0.6123473939477533
Twonorm,26394,instances,Data/Datasets/Input/Subsets/Twonorm/26394_20251130_170309.csv,20,1.0,2821,2,141.05,0.1,1410.5,0.9978753541076487,1.0,0.09287032642462492,0.07434868406945694,0.11188366904214564,1.0973194327076727,-0.6268201901623495
Twonorm,94041,instances,Data/Datasets/Input/Subsets/Twonorm/94041_20251130_170309.csv,20,1.0,3105,2,155.25,0.1,1552.5,0.9980694980694981,1.0,0.0930685990792647,0.07892803675505444,0.10820138991100103,1.0975370227149448,-0.6276151566361373
