Mg,Al,Si,Ca,Fe,target
-1.8601716121459453,0.8701527689940562,-0.6022830433296734,3.0128811518865994,2.9038927220570434,2
-1.8601716121459453,1.3148131698126115,-3.6844692535613275,3.055059507808509,2.2876232270738317,2
-1.8601716121459453,-0.9084888342801636,-3.2312065755860906,5.086650318047128,1.8767768970850234,2
-1.8601716121459453,-0.9084888342801636,0.019334343607809355,1.8037682821252068,0.23339157712979225,2
-1.8601716121459453,-1.7978096359172735,2.3244988201676238,1.4311928048150109,-0.5883010828478235,2
-1.8601716121459453,-1.3733610714995619,0.7186539039124614,4.025161694012416,-0.5883010828478235,2
-1.8601716121459453,-1.4137847443012488,0.5502991949502337,4.221994021647992,-0.5883010828478235,2
-1.8601716121459453,-1.575479435507996,-0.8224392012033657,3.828329366376841,-0.5883010828478235,2
0.7989998870962455,-0.3829810878582349,-0.13607000312656595,-0.5230710195667738,0.8496610721130041,2
0.8962019784523569,-0.5244639426641389,-0.2785239876330705,-0.3684170478531082,-0.5883010828478235,2
0.8406579262488647,-0.24149823305233092,-0.3562261610002581,-0.47386293765788107,-0.5883010828478235,2
0.847600932774301,-0.07980354184558396,-0.42097797213957505,-0.45277375969692574,0.4388147421241962,2
0.6948547892146976,0.7286699141881526,-0.770637752291901,-0.7550519771372742,-0.5883010828478235,2
0.6670827631129514,0.16273849496453716,-0.16197072758228903,-0.649606087332502,2.390334809571033,2
0.6184817174348956,0.04146747655947661,-0.26557362540519974,-0.6988141692413955,-0.5883010828478235,2
0.7503988414181896,-0.2617100694531744,-0.3303254365445166,-0.3754467738400929,-0.5883010828478235,2
0.5976526978585861,0.34464502257212803,0.39489484821585846,-0.649606087332502,1.5686421495934177,2
0.5976526978585861,0.06167931296032003,0.23949050148150156,-0.600398005423608,-0.5883010828478235,2
0.5559946587059669,0.5265515501797184,-0.17492108981015977,-0.6777249912804407,-0.5883010828478235,2
0.6948547892146976,-0.6053112882675126,0.12293724143072009,-0.30514951397024476,-0.5883010828478235,2
0.6809687761638245,0.22337400416706746,-0.1878714520380121,-0.2840603360092895,0.6442379071186001,2
0.6462537435366417,-0.3829810878582349,0.12293724143072009,-0.24891170607436602,-0.5883010828478235,2
-0.2771661243464168,-0.039379869043897106,-0.8612902878869595,0.6298040422987388,1.15779581960461,2
-0.4090832483297108,0.4457042045763447,-0.6152334055575257,0.43297171466316375,1.15779581960461,2
-0.9228657312120139,0.364856858972971,-1.1591486191278209,1.1289145873746629,1.2605074021018117,2
-1.158927953076856,-0.18086272384980065,-0.6022830433296734,1.5366386946197836,-0.5883010828478235,2
-1.8601716121459453,-0.18086272384980065,-1.8325674549767683,3.1534756716262957,0.4388147421241962,2
0.9031449849777933,-0.5446757790649823,-0.21377217649375357,-0.5652493754886833,-0.5883010828478235,2
0.8684299523506108,0.1829503313653806,-1.094396807988504,-0.5230710195667738,0.9523726546102059,2
0.8128859001471185,-0.4031929242590783,0.1617883281143139,-0.5863385534496386,-0.5883010828478235,2
0.847600932774301,-0.3021337422548612,-0.42097797213957505,-0.36138732186612355,2.2876232270738317,2
0.7781708675199357,-0.7467941430734162,0.537348832722363,-0.40356567778803165,0.6442379071186001,2
0.6531967500620783,0.24358584056791088,0.39489484821585846,-0.5933682794366233,-0.5883010828478235,2
0.583766684807713,0.1829503313653806,0.9129093373304304,-0.7409925251633042,-0.5883010828478235,2
0.6115387109094591,0.38506869537381444,0.6280013683174214,-0.6777249912804407,-0.5883010828478235,2
0.5976526978585861,0.3244331861712846,-0.1490203653544183,-0.5933682794366233,-0.5883010828478235,2
0.6601397565875148,-0.7670059794742596,0.2265401392536308,-0.3824764998270776,1.15779581960461,2
0.5768236782822763,-0.019168032643053678,0.4596466593551938,-0.5090115675928045,1.9794884795822254,2
0.5490516521805304,0.6882462413864658,0.08408615474712626,-0.5441601975277292,-0.5883010828478235,2
0.3477044629428711,-0.4436165970607652,0.4078452104437292,-0.10128746034768381,1.8767768970850234,2
0.6879117826892609,-0.4234047606599218,-0.11016927867084286,-0.19267389817848726,3.0066043045542448,2
0.6809687761638245,-0.6861586338708859,0.14883796588644316,-0.24891170607436602,-0.5883010828478235,3
0.5907096913331493,-0.2212863966514875,0.019334343607809355,-0.43871430772295633,-0.5883010828478235,3
0.6184817174348956,-0.14043905104811424,0.05818543029140318,-0.36138732186612355,0.4388147421241962,3
0.583766684807713,-0.20107456025064407,0.30424231262081847,-0.2981197879832601,-0.5883010828478235,3
0.5351656391296574,0.6276107321839356,-0.22672253872160592,-0.40356567778803165,1.15779581960461,3
0.847600932774301,-1.2520900530945016,-1.4958580370522945,0.376733906767285,-0.5883010828478235,3
0.6740257696383878,-1.6159031083096829,0.446696297127323,-0.01693074850386629,-0.5883010828478235,3
0.5004506065024745,-0.4638284334616086,0.04523506806353244,-0.44574403370994103,-0.5883010828478235,3
0.6254247239603322,-0.2819219058540178,-0.05836782975937829,-0.11534691232165444,-0.5883010828478235,3
0.5004506065024745,-0.3829810878582349,0.4596466593551938,-0.2629711580483354,-0.5883010828478235,3
0.4935075999770382,-0.3425574150565481,-0.01951674307578447,-0.21376307613944132,-0.5883010828478235,3
0.7503988414181896,-1.7573859631155868,-1.120297532444227,0.48920952255904254,-0.5883010828478235,3
0.5073936130279113,0.14252665856369373,-0.7965384767476241,-0.11534691232165444,-0.5883010828478235,3
0.4726785804007284,0.364856858972971,-0.9260420990262763,-0.10128746034768381,0.33610315962699416,3
0.45879256734985535,0.1829503313653806,-0.6670348544689904,0.02524760741804309,-0.5883010828478235,3
0.5976526978585861,-1.4137847443012488,-0.006566380847913725,-0.04504965245180505,1.8767768970850234,3
0.7642848544690626,-1.0903953618877542,-1.677163108242393,0.13069349722281592,3.212027469548649,3
0.000554136671044625,4.144470265930689,-3.580866355738417,-2.1680269005212267,-0.5883010828478235,4
-0.5757154049401874,0.8297290961923698,0.04523506806353244,0.7985174659863751,-0.5883010828478235,4
-0.5548863853638779,0.22337400416706746,0.26539122593722464,1.726441296268374,-0.5883010828478235,4
-0.6729174962962988,0.22337400416706746,1.0165122351533413,1.874065541995055,-0.5883010828478235,4
-1.8601716121459453,0.40528053177465784,1.4179734642171318,1.8107980081121915,-0.5883010828478235,4
-1.8601716121459453,0.7690935869898395,1.5863281731793595,0.8547552738822538,-0.5883010828478235,4
-1.8601716121459453,0.6276107321839356,0.48554738381091683,1.6631737623855105,-0.5883010828478235,4
-1.8601716121459453,0.2637976769687543,-0.5634319566460796,2.309908553188116,-0.5883010828478235,4
-1.8601716121459453,3.214725791491892,-2.8167949842944293,-1.4017867679398792,-0.5883010828478235,4
-1.8601716121459453,3.174302118690205,-2.5318870152814204,-1.422875945900834,-0.5883010828478235,4
-1.8601716121459453,-0.10001537824642738,-0.5245808699624858,2.492681428849721,-0.5883010828478235,4
-0.7423475615506641,1.4562960246185153,-0.6152334055575257,0.524358152493966,4.649989624509477,4
-1.6310523968065398,0.12231482216285032,0.9517604240140243,1.6280251324505859,2.2876232270738317,4
-0.20079305256661475,0.22337400416706746,-0.36917652322811045,0.43297171466316375,-0.5883010828478235,5
-0.18690703951574167,-0.5244639426641389,0.13588760365859082,0.57356623440286,-0.5883010828478235,5
-0.30493815044816264,0.34464502257212803,-0.3562261610002581,0.21505020906663344,-0.5883010828478235,5
-0.3396531830753455,0.4254923681755013,0.019334343607809355,0.2572285649885428,-0.5883010828478235,5
-0.6520884767199893,0.1829503313653806,2.4540024424462574,-0.9589140307598346,-0.5883010828478235,5
-1.318617103161896,0.5871870593822487,-0.20082181426588283,0.7001013021685869,-0.5883010828478235,5
-1.8601716121459453,1.2946013334117679,0.10998687920284934,1.353865818958178,-0.5883010828478235,5
-1.8601716121459453,-1.7978096359172735,1.0683136840648058,1.5928765025156624,-0.5883010828478235,5
-1.8601716121459453,-2.2424700367358286,3.5677335940425707,-1.619708273536409,-0.5883010828478235,5
0.36159047599374416,0.7286699141881526,0.20063941479790773,-2.47733484394856,-0.5883010828478235,6
0.40324851514636306,1.5573552066227327,-1.8196170927488975,-2.224264708417105,-0.5883010828478235,6
0.45879256734985535,-0.4436165970607652,-0.3562261610002581,-0.08722800837371443,-0.5883010828478235,6
-0.33271017654990875,1.233965824209238,-3.1017029533074383,0.5665365084158753,-0.5883010828478235,6
-0.5896014179910605,-0.2819219058540178,-2.881546795433746,-0.24188198008738132,-0.5883010828478235,6
-0.6243164506182431,0.6882462413864658,0.5761999194059568,-0.19970362416547194,-0.5883010828478235,6
-1.8601716121459453,1.8807445890362267,0.8093064395075198,-0.1364360902826085,0.33610315962699416,6
-1.8601716121459453,2.7094298814708067,1.0424129596090643,0.060396237352966536,0.33610315962699416,6
-1.8601716121459453,1.1126948058041775,0.4725970215830461,-0.2981197879832601,0.23339157712979225,6
-1.8601716121459453,1.0722711330024906,0.8222568017353905,-0.30514951397024476,0.13067999463259033,6
-1.8601716121459453,2.4870996810615296,0.9517604240140243,0.08148541531392185,-0.07474317036181363,6
-1.8601716121459453,2.2041339714497217,0.7445546283682029,0.3204960988714063,-0.4855895003506215,6
-1.8601716121459453,1.799897243432853,0.8093064395075198,-0.0028712965298969134,-0.5883010828478235,6
-1.8601716121459453,2.4466760082598427,0.5761999194059568,0.08851514130090654,-0.5883010828478235,6
-1.8601716121459453,2.143498462247191,0.5114481082666399,-0.08722800837371443,-0.5883010828478235,6
-1.8601716121459453,1.6179907158252627,1.0942144085205288,-0.4316845817359717,-0.5883010828478235,6
-1.8601716121459453,-0.5244639426641389,3.2698752628017096,-0.01693074850386629,-0.5883010828478235,6
-1.8601716121459453,1.9615919346396005,1.379122377533538,-0.39653595180104695,-0.5883010828478235,6
-1.8601716121459453,1.092482969403334,0.5891502816338275,-0.47386293765788107,-0.5883010828478235,6
-1.8601716121459453,1.6584143886269493,0.8352071639632428,-0.17158472021753193,-0.5883010828478235,6
-1.8601716121459453,0.7084580777873093,0.4337459348994523,-0.24188198008738132,-0.5883010828478235,6
-1.8601716121459453,0.8499409325932132,0.5891502816338275,-0.19970362416547194,-0.5883010828478235,6
-1.8601716121459453,0.7488817505889961,0.26539122593722464,-1.7462433413021365,-0.5883010828478235,6
-1.8601716121459453,2.6083706994665903,0.25244086370935387,0.34861500281934504,-0.5883010828478235,6
-1.8601716121459453,2.8913364090783973,-0.05836782975937829,0.15881240117075468,-0.5883010828478235,6
-1.8601716121459453,1.092482969403334,0.5243984704945107,-0.3895062258140623,-0.5883010828478235,6
-1.8601716121459453,1.1531184786058641,0.9906115106976181,-0.36138732186612355,-0.5883010828478235,6
-1.8601716121459453,0.9914237873991167,1.2366683930270335,-0.3332684179181835,-0.5883010828478235,6
-1.8601716121459453,1.2743894970109249,0.9129093373304304,-0.23485225410039665,-0.5883010828478235,6
