dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,prune_training_loss,prune_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,best_training_technique,best_testing_technique,subset_type
Ring,8088,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0869077643857295,0.0745656754716952,0.1039563302425654,1.0907960648331274,-0.55693778028052,"[0.3181220591068268, 0.3185445964336395, 0.3191782534122467, 0.3172778785228729, 0.31917840242385864]","[0.35372501611709595, 0.3497590720653534, 0.3507019877433777, 0.35367366671562195, 0.3470645546913147]","[0.31516358256340027, 0.31516435742378235, 0.3162201941013336, 0.31600892543792725, 0.3151642084121704]","[0.35740286111831665, 0.3550153970718384, 0.3534058630466461, 0.36151033639907837, 0.35560494661331177]","[0.3183726668357849, 0.3191644847393036, 0.31979984045028687, 0.320195734500885, 0.31904008984565735]","[0.3596431612968445, 0.3616471588611603, 0.35632428526878357, 0.3621651828289032, 0.3578396439552307]","[0.8039519786834717, 0.8212854862213135, 0.8128384351730347, 0.32213133573532104, 0.4631842076778412]","[0.8085124492645264, 0.8179915547370911, 0.8085311055183411, 0.35037559270858765, 0.4679880738258362]","[0.31988465785980225, 0.31991496682167053, 0.3220313489437103, 0.3210381865501404, 0.319571316242218]","[0.3502250611782074, 0.3486486077308655, 0.34926655888557434, 0.3535551130771637, 0.35276466608047485]","[0.3187558948993683, 0.31833314895629883, 0.31896674633026123, 0.31938934326171875, 0.3196001946926117]","[0.3479675054550171, 0.3463289439678192, 0.3477197289466858, 0.3474545180797577, 0.34726881980895996]",batch_normalisation,weight_normalisation,
Ring,23100,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0867968218200413,0.0745656754716952,0.1064530467874005,1.090675055831701,-0.556371463929478,"[0.31960034370422363, 0.317911297082901, 0.3172781765460968, 0.31896844506263733, 0.31833356618881226]","[0.3443371057510376, 0.3458290100097656, 0.3493710160255432, 0.3486042022705078, 0.3430733382701874]","[0.31474190950393677, 0.31495317816734314, 0.314861536026001, 0.3147416412830353, 0.3151647746562958]","[0.35025304555892944, 0.35682758688926697, 0.351394921541214, 0.35254234075546265, 0.3506040871143341]","[0.3177214562892914, 0.3189370930194855, 0.3189881443977356, 0.3207356929779053, 0.31917187571525574]","[0.35595160722732544, 0.35093095898628235, 0.3588583469390869, 0.35860857367515564, 0.35156139731407166]","[0.3183307349681854, 0.32066047191619873, 0.31980830430984497, 0.8041775822639465, 0.3208640217781067]","[0.34996849298477173, 0.34577205777168274, 0.3491554856300354, 0.8085271120071411, 0.3457166254520416]","[0.32001110911369324, 0.32395967841148376, 0.31883931159973145, 0.32132405042648315, 0.32324862480163574]","[0.3508724868297577, 0.3509216904640198, 0.3448491096496582, 0.3437202274799347, 0.3462519943714142]","[0.318966805934906, 0.31917810440063477, 0.31896689534187317, 0.31896689534187317, 0.318333238363266]","[0.3472268581390381, 0.3474523723125458, 0.34849581122398376, 0.34182456135749817, 0.34394341707229614]",batch_normalisation,weight_normalisation,
Ring,62712,13.0,1.0,7400.0,2.0,569.2307692307693,0.1538461538461538,3700.0,0.9807280513918628,1.0,0.0880344788663782,0.0783794544912863,0.1043119597910697,1.0920257731898244,-0.3943807760866136,"[0.3259345591068268, 0.32804611325263977, 0.32762306928634644, 0.3299463093280792, 0.326145738363266]","[0.37757906317710876, 0.37362241744995117, 0.3791825771331787, 0.37382772564888, 0.3822139799594879]","[0.3202526271343231, 0.3200235962867737, 0.31961590051651, 0.32040935754776, 0.3199646472930908]","[0.39126843214035034, 0.38598179817199707, 0.39073026180267334, 0.386228084564209, 0.39046919345855713]","[0.32619309425354004, 0.3305337429046631, 0.32958027720451355, 0.33615586161613464, 0.32901570200920105]","[0.3862411081790924, 0.3932189345359802, 0.38924816250801086, 0.3845597505569458, 0.3879950940608978]","[0.3290991485118866, 0.8065038323402405, 0.3532484471797943, 0.3297324776649475, 0.3290994167327881]","[0.37675270438194275, 0.808530867099762, 0.39055168628692627, 0.377229779958725, 0.3766506314277649]","[0.3357069790363312, 0.3324216902256012, 0.3337128162384033, 0.33243417739868164, 0.33955004811286926]","[0.38077178597450256, 0.37723320722579956, 0.37705937027931213, 0.3808742165565491, 0.38385874032974243]","[0.32804638147354126, 0.32762306928634644, 0.32846829295158386, 0.3293130397796631, 0.328890323638916]","[0.3764622211456299, 0.3726206421852112, 0.37965989112854004, 0.3771190047264099, 0.37756702303886414]",batch_normalisation,weight_normalisation,
Ring,64563,12.0,1.0,7400.0,2.0,616.6666666666666,0.1666666666666666,3700.0,0.9807280513918628,1.0,0.0882164481691128,0.0725988730151852,0.1029345446496872,1.0922245064394671,-0.3452658580327966,"[0.3341697156429291, 0.3310016989707947, 0.3341695964336395, 0.3314242959022522, 0.3329024910926819]","[0.3792329728603363, 0.3868989050388336, 0.3832252025604248, 0.378958135843277, 0.38484859466552734]","[0.32497918605804443, 0.32299795746803284, 0.32213324308395386, 0.32340008020401, 0.3228767216205597]","[0.39356303215026855, 0.3942946791648865, 0.4027553200721741, 0.3939230144023895, 0.39723923802375793]","[0.3407759964466095, 0.3350967764854431, 0.33591359853744507, 0.3371341824531555, 0.3358079493045807]","[0.3900909125804901, 0.3912561535835266, 0.3947664201259613, 0.3908712863922119, 0.396423876285553]","[0.3347998559474945, 0.816066324710846, 0.8007575869560242, 0.3320549726486206, 0.33332231640815735]","[0.38463398814201355, 0.8178390264511108, 0.8084838390350342, 0.38328826427459717, 0.38836216926574707]","[0.34524187445640564, 0.3346679210662842, 0.3477977216243744, 0.3436843454837799, 0.3361304998397827]","[0.39148062467575073, 0.38883665204048157, 0.3816933333873749, 0.3813752830028534, 0.379001647233963]","[0.3329060673713684, 0.3324809670448303, 0.33374688029289246, 0.33269089460372925, 0.33248040080070496]","[0.3792010545730591, 0.38111555576324463, 0.3810103237628937, 0.3811146318912506, 0.3826694190502167]",batch_normalisation,weight_normalisation,
Ring,64394,20.0,1.0,593.0,2.0,29.65,0.1,296.5,0.9832775919732442,1.0,0.0882858619641577,0.043159920646379,0.1250868917112702,1.09230032451888,-0.6074617056971874,"[0.3133358955383301, 0.31333693861961365, 0.31333136558532715, 0.31334277987480164, 0.31333741545677185]","[0.36939114332199097, 0.3566490113735199, 0.35000771284103394, 0.36995962262153625, 0.35324040055274963]","[0.3133428394794464, 0.31334853172302246, 0.3159801959991455, 0.31334275007247925, 0.31334441900253296]","[0.3923017680644989, 0.38883689045906067, 0.3733724057674408, 0.3908170759677887, 0.37563806772232056]","[0.3134180009365082, 0.3136461675167084, 0.313436895608902, 0.31388017535209656, 0.31348735094070435]","[0.3579479157924652, 0.35807740688323975, 0.3648989498615265, 0.3640887141227722, 0.3581455945968628]","[0.33439359068870544, 0.8066622614860535, 0.7802794575691223, 0.801358699798584, 0.8105703592300415]","[0.3756731450557709, 0.80905681848526, 0.8090591430664062, 0.8174318075180054, 0.8090009093284607]","[0.3195377290248871, 0.3162131607532501, 0.31675395369529724, 0.3192228674888611, 0.31709223985671997]","[0.3690192997455597, 0.38189390301704407, 0.3665793538093567, 0.3886386752128601, 0.3783130943775177]","[0.3133355379104614, 0.3133365213871002, 0.3133366107940674, 0.3159734010696411, 0.313339501619339]","[0.3537856340408325, 0.36395809054374695, 0.3486354649066925, 0.35680079460144043, 0.35495465993881226]",baseline,weight_normalisation,
Ring,73022,20.0,1.0,1715.0,2.0,85.75,0.1,857.5,0.9803695150115472,1.0,0.0900883600105566,0.0706443822720661,0.1043068784850911,1.0942709692279733,-0.6153231946475833,"[0.8146290183067322, 0.3151036500930786, 0.31604620814323425, 0.31509923934936523, 0.31510260701179504]","[0.8176348209381104, 0.3524723947048187, 0.35135534405708313, 0.3460443615913391, 0.3476800322532654]","[0.8077604174613953, 0.8328595757484436, 0.8196326494216919, 0.3624367415904999, 0.8050580024719238]","[0.8044211268424988, 0.8176345229148865, 0.8176316022872925, 0.4051346182823181, 0.8176282048225403]","[0.8146291375160217, 0.8328607082366943, 0.32059505581855774, 0.8196370005607605, 0.8050650358200073]","[0.8176349997520447, 0.8176349997520447, 0.3568921983242035, 0.8176349997520447, 0.8176349997520447]","[0.8146289587020874, 0.8328607082366943, 0.8068864941596985, 0.8196365237236023, 0.8050649762153625]","[0.8176348209381104, 0.8176349997520447, 0.8088886141777039, 0.817634642124176, 0.8176349997520447]","[0.3162425458431244, 0.3177328407764435, 0.3170798122882843, 0.31693655252456665, 0.8050642013549805]","[0.3472611904144287, 0.3567131757736206, 0.34538549184799194, 0.3474932312965393, 0.8176328539848328]","[0.3169308602809906, 0.3132840096950531, 0.3151026666164398, 0.8196350932121277, 0.3150993287563324]","[0.3569003641605377, 0.3508775234222412, 0.33127427101135254, 0.8176347017288208, 0.3605418801307678]",prune,prune,
Ring,32007,20.0,1.0,2210.0,2.0,110.5,0.1,1105.0,0.9802867383512543,1.0,0.0860392122297633,0.061168469910944,0.1190841561231998,1.0898490628791253,-0.5972199109891686,"[0.31398487091064453, 0.31398534774780273, 0.31469202041625977, 0.3139854967594147, 0.31469136476516724]","[0.3413681387901306, 0.34361177682876587, 0.34921830892562866, 0.34361910820007324, 0.340701162815094]","[0.3132723271846771, 0.31327128410339355, 0.3139819800853729, 0.3148137927055359, 0.31327465176582336]","[0.34899282455444336, 0.3553617000579834, 0.3525523245334625, 0.3716437816619873, 0.3506908416748047]","[0.31331565976142883, 0.313977986574173, 0.3169964849948883, 0.31531405448913574, 0.31428974866867065]","[0.36013364791870117, 0.35129421949386597, 0.34899094700813293, 0.37182798981666565, 0.34778448939323425]","[0.8111391067504883, 0.800528347492218, 0.809724748134613, 0.3160971701145172, 0.31679946184158325]","[0.8177856802940369, 0.8087332248687744, 0.8087360262870789, 0.3538728952407837, 0.34970250725746155]","[0.31508350372314453, 0.314851313829422, 0.3155917227268219, 0.3148874342441559, 0.31561124324798584]","[0.345896452665329, 0.3443627953529358, 0.3471949100494385, 0.34558969736099243, 0.3444007635116577]","[0.31398531794548035, 0.3139837980270386, 0.3146916627883911, 0.3146897554397583, 0.31469056010246277]","[0.34277305006980896, 0.34527644515037537, 0.3445889949798584, 0.3444862365722656, 0.3440757691860199]",batch_normalisation,baseline,
Ring,27513,20.0,1.0,3612.0,2.0,180.6,0.1,1806.0,0.9802631578947368,1.0,0.0873413242596949,0.0749768324892341,0.0995358476903924,1.091269092773076,-0.6032247522657024,"[0.31630048155784607, 0.31543442606925964, 0.3154347538948059, 0.3150028586387634, 0.3145686388015747]","[0.34694865345954895, 0.34479039907455444, 0.34720221161842346, 0.3473587930202484, 0.3421105444431305]","[0.3141326904296875, 0.3132677674293518, 0.31326884031295776, 0.31413325667381287, 0.31370270252227783]","[0.3477506637573242, 0.35212230682373047, 0.35810062289237976, 0.3529598116874695, 0.3508652448654175]","[0.3169783055782318, 0.31533533334732056, 0.31662341952323914, 0.31510645151138306, 0.31542810797691345]","[0.3524286150932312, 0.35990703105926514, 0.3599209487438202, 0.3532845079898834, 0.363680362701416]","[0.808716356754303, 0.43009766936302185, 0.31759098172187805, 0.800493061542511, 0.3162916302680969]","[0.8084189295768738, 0.4305988550186157, 0.35459965467453003, 0.808417022228241, 0.35028016567230225]","[0.31867408752441406, 0.316006064414978, 0.31624317169189453, 0.31607675552368164, 0.31603723764419556]","[0.3454740047454834, 0.34377744793891907, 0.34956562519073486, 0.34274059534072876, 0.35134896636009216]","[0.31500136852264404, 0.3150017261505127, 0.31673261523246765, 0.31673315167427063, 0.3154340386390686]","[0.34577640891075134, 0.34625914692878723, 0.3476759195327759, 0.3407730758190155, 0.3455621600151062]",batch_normalisation,weight_normalisation,
Ring,94750,20.0,1.0,4134.0,2.0,206.7,0.1,2067.0,0.9808337326305702,1.0,0.0882984595342507,0.0743323321266018,0.1167075155181014,1.0923140849354545,-0.6075240879827957,"[0.31478145718574524, 0.3166722059249878, 0.3178047239780426, 0.31666994094848633, 0.3155367374420166]","[0.3418472111225128, 0.35129955410957336, 0.3448750376701355, 0.34599053859710693, 0.3428415358066559]","[0.31544172763824463, 0.36450231075286865, 0.8143738508224487, 0.3150913119316101, 0.3152363896369934]","[0.3614853322505951, 0.407221257686615, 0.8187030553817749, 0.35673174262046814, 0.3658204674720764]","[0.31589534878730774, 0.3185983896255493, 0.3149406313896179, 0.3165452182292938, 0.31568098068237305]","[0.3557914197444916, 0.3529948890209198, 0.35915666818618774, 0.36201849579811096, 0.36357027292251587]","[0.5212022662162781, 0.8145845532417297, 0.3529594838619232, 0.8191868662834167, 0.34459882974624634]","[0.5683910846710205, 0.818702757358551, 0.38157549500465393, 0.818580687046051, 0.3620781898498535]","[0.3164641559123993, 0.316737562417984, 0.3166303336620331, 0.3168962001800537, 0.3164343237876892]","[0.3407564163208008, 0.353031188249588, 0.3414483368396759, 0.34716013073921204, 0.35035440325737]","[0.3155376613140106, 0.31704986095428467, 0.31629234552383423, 0.3162930905818939, 0.3159148693084717]","[0.3422462046146393, 0.34629303216934204, 0.34470880031585693, 0.34268152713775635, 0.34302932024002075]",weight_normalisation,weight_normalisation,
Ring,36425,20.0,1.0,4999.0,2.0,249.95,0.1,2499.5,0.9805863708399366,1.0,0.0848953377120091,0.0697041112941445,0.1044663452959304,1.0886031250420245,-0.59179198807825,"[0.31576892733573914, 0.31545618176460266, 0.31701919436454773, 0.31639397144317627, 0.3160812258720398]","[0.3352586328983307, 0.33264437317848206, 0.3351401388645172, 0.3355619013309479, 0.3320784270763397]","[0.31424421072006226, 0.31365036964416504, 0.3138914108276367, 0.3148280382156372, 0.31420379877090454]","[0.337643027305603, 0.3432646691799164, 0.34078070521354675, 0.3408907651901245, 0.3349810242652893]","[0.3161115050315857, 0.3156140148639679, 0.3157007694244385, 0.31799453496932983, 0.31639406085014343]","[0.3407638370990753, 0.33792608976364136, 0.34221145510673523, 0.3502245545387268, 0.33517804741859436]","[0.814353883266449, 0.8024728298187256, 0.3185781240463257, 0.317640095949173, 0.3170129954814911]","[0.8182597160339355, 0.8082573413848877, 0.3421647846698761, 0.33699139952659607, 0.3332516551017761]","[0.331829696893692, 0.3163624703884125, 0.31661561131477356, 0.3175016939640045, 0.3172747790813446]","[0.33931607007980347, 0.3407667875289917, 0.34140652418136597, 0.33869120478630066, 0.3363895118236542]","[0.31545642018318176, 0.31483206152915955, 0.31576889753341675, 0.31608128547668457, 0.3163932263851166]","[0.33207032084465027, 0.3370344936847687, 0.33726587891578674, 0.3367205262184143, 0.33026227355003357]",batch_normalisation,baseline,
Ring,58037,20.0,1.0,6213.0,2.0,310.65,0.1,3106.5,0.980554670066943,1.0,0.0863496158259166,0.0690162187912244,0.1129039109096614,1.0901874084566323,-0.5986670146799413,"[0.31678810715675354, 0.3157818615436554, 0.3165363669395447, 0.3167877197265625, 0.31804558634757996]","[0.34823596477508545, 0.34431424736976624, 0.3418278098106384, 0.34225544333457947, 0.34004682302474976]","[0.3145224153995514, 0.31376853585243225, 0.3142707943916321, 0.3920693099498749, 0.33883723616600037]","[0.35324743390083313, 0.3498532176017761, 0.3505810499191284, 0.44629576802253723, 0.3928254544734955]","[0.31654083728790283, 0.31619176268577576, 0.31684690713882446, 0.3173516094684601, 0.3172478675842285]","[0.3524181544780731, 0.35383784770965576, 0.3487677574157715, 0.35613423585891724, 0.35411858558654785]","[0.3177907168865204, 0.8092370629310608, 0.3192990720272064, 0.3187969923019409, 0.31804159283638]","[0.35221126675605774, 0.8080319762229919, 0.34784379601478577, 0.3439866304397583, 0.35155007243156433]","[0.31797584891319275, 0.3187987804412842, 0.3233911991119385, 0.3177960515022278, 0.32443058490753174]","[0.35059791803359985, 0.34690749645233154, 0.35241642594337463, 0.3570903539657593, 0.34181809425354004]","[0.31653621792793274, 0.3152783215045929, 0.3175422251224518, 0.3160351812839508, 0.3170391917228699]","[0.35061115026474, 0.3458848297595978, 0.33752188086509705, 0.34180060029029846, 0.3441494107246399]",weight_normalisation,baseline,
Ring,93397,20.0,1.0,6821.0,2.0,341.05,0.1,3410.5,0.9805458768873404,1.0,0.0857102749145512,0.073004413946909,0.1104228892832335,1.089490629808633,-0.5956733666562242,"[0.31647416949272156, 0.31761911511421204, 0.3173902630805969, 0.3180773854255676, 0.31807729601860046]","[0.3398646414279938, 0.34012120962142944, 0.339406818151474, 0.34132370352745056, 0.3388364613056183]","[0.31440994143486023, 0.3150983154773712, 0.3146384358406067, 0.315326452255249, 0.3150973618030548]","[0.3466634750366211, 0.34238988161087036, 0.3477204144001007, 0.34202146530151367, 0.34375613927841187]","[0.3160843253135681, 0.31779465079307556, 0.3159927427768707, 0.3166980743408203, 0.3163120448589325]","[0.3499971926212311, 0.3461332321166992, 0.34590569138526917, 0.3494466543197632, 0.3495900332927704]","[0.8054705262184143, 0.3185358941555023, 0.8106268048286438, 0.32128670811653137, 0.31876108050346375]","[0.8084995746612549, 0.3434320092201233, 0.8084995150566101, 0.3469407856464386, 0.3430672883987427]","[0.31815657019615173, 0.3260488212108612, 0.31956472992897034, 0.3184930086135864, 0.3188956081867218]","[0.3381807506084442, 0.3393418788909912, 0.3434506952762604, 0.33964747190475464, 0.33857929706573486]","[0.31693246960639954, 0.3169315457344055, 0.31784817576408386, 0.3171609342098236, 0.31738951802253723]","[0.3392915427684784, 0.34179389476776123, 0.3408556878566742, 0.34141188859939575, 0.3383285105228424]",batch_normalisation,prune,
Salaries 2023,5991,10.0,0.3,1920.0,3.0,192.0,0.3,640.0,0.0617760617760617,0.2,0.1000914798448349,0.0162499152283652,0.3846061231928365,1.105272023564236,-0.4037235381623081,"[0.6945920586585999, 0.7402161359786987, 0.7092990279197693, 0.7499802112579346, 0.7013860940933228]","[0.7147425413131714, 0.7415489554405212, 0.7086536288261414, 0.7415489554405212, 0.7145277261734009]","[0.73386549949646, 0.7402269244194031, 0.7459245324134827, 0.7499905824661255, 0.7410397529602051]","[0.7415575385093689, 0.7415590286254883, 0.7415608167648315, 0.7415579557418823, 0.7415575385093689]","[0.7035490274429321, 0.6933873891830444, 0.7059201002120972, 0.7066214084625244, 0.7080342769622803]","[0.7127513885498047, 0.7079145908355713, 0.7021785974502563, 0.7169488668441772, 0.7084693908691406]","[0.7338560819625854, 0.7402161359786987, 0.7459131479263306, 0.749980092048645, 0.7410303354263306]","[0.7415498495101929, 0.7415489554405212, 0.7415503859519958, 0.7415488958358765, 0.7415494918823242]","[0.7057080268859863, 0.6993944644927979, 0.7085492014884949, 0.7111280560493469, 0.7063588500022888]","[0.7047879695892334, 0.7060410976409912, 0.7006837129592896, 0.7013828158378601, 0.7025464773178101]","[0.693940281867981, 0.684209406375885, 0.7009829878807068, 0.6949057579040527, 0.7148637771606445]","[0.7204421758651733, 0.707274317741394, 0.7097783088684082, 0.7087807059288025, 0.7238737940788269]",weight_normalisation,prune,
Salaries 2023,9756,10.0,0.3,934.0,2.0,93.4,0.2,467.0,0.4066265060240964,0.2,0.0694913514695501,0.0047229607349652,0.3473916888507237,1.0719627902618485,-0.1346762349313029,"[0.5264196395874023, 0.608069121837616, 0.5192488431930542, 0.5975427031517029, 0.5846781730651855]","[0.6157862544059753, 0.6020317673683167, 0.5930924415588379, 0.6020317673683167, 0.5704669952392578]","[0.5320850610733032, 0.5058028101921082, 0.5214860439300537, 0.5273869037628174, 0.5165926814079285]","[0.6264414191246033, 0.6160836815834045, 0.5782365798950195, 0.5553206205368042, 0.5659400224685669]","[0.5526943206787109, 0.5582724809646606, 0.5546206831932068, 0.5496866106987, 0.5549392104148865]","[0.6090395450592041, 0.5925790667533875, 0.6119616031646729, 0.6062614917755127, 0.605129063129425]","[0.6063939929008484, 0.6080690622329712, 0.5975425243377686, 0.5975427031517029, 0.6025594472885132]","[0.6020317673683167, 0.6020317673683167, 0.6020317077636719, 0.6020317673683167, 0.6020317673683167]","[0.536016047000885, 0.5435377359390259, 0.556466817855835, 0.5490162372589111, 0.5537702441215515]","[0.6011676788330078, 0.5923474431037903, 0.596930980682373, 0.5849630832672119, 0.5948172211647034]","[0.5324148535728455, 0.5311725735664368, 0.5809008479118347, 0.5179668068885803, 0.6025594472885132]","[0.5909521579742432, 0.5914643406867981, 0.587750256061554, 0.5703769326210022, 0.6020317673683167]",batch_normalisation,batch_normalisation,
Salaries 2023,13044,10.0,0.3,2488.0,3.0,248.8,0.3,829.3333333333334,0.1737451737451737,0.2,0.1185236957194729,0.0131891921592437,0.4956420957929852,1.1258335512219204,-0.2511988119881364,"[0.8733609318733215, 0.9148159027099609, 0.8569430112838745, 0.8310914635658264, 0.882004976272583]","[0.9019189476966858, 0.9351811408996582, 0.8753722906112671, 0.892412006855011, 0.9138818383216858]","[0.8374071717262268, 0.8502137660980225, 0.8473235964775085, 0.8291631937026978, 0.835387647151947]","[0.8818954229354858, 0.874615490436554, 0.8687049150466919, 0.8777785301208496, 0.8848291039466858]","[0.8597655892372131, 0.8594242334365845, 0.8705431818962097, 0.847779393196106, 0.8554983139038086]","[0.8796575665473938, 0.8708264827728271, 0.899548351764679, 0.8794124126434326, 0.8763357400894165]","[0.928956925868988, 0.9277017116546631, 0.9346108436584473, 0.9163948893547058, 0.9264447093009949]","[0.9269464015960693, 0.926947295665741, 0.9269471168518066, 0.9269456267356873, 0.926946759223938]","[0.8355700373649597, 0.8480264544487, 0.8420126438140869, 0.8329813480377197, 0.8360997438430786]","[0.8748235702514648, 0.8688123226165771, 0.8700929880142212, 0.8683618307113647, 0.8658389449119568]","[0.8814542293548584, 0.8410647511482239, 0.9346105456352234, 0.8201647996902466, 0.9264447093009949]","[0.893803596496582, 0.8731395602226257, 0.926946759223938, 0.8810746669769287, 0.9269466996192932]",prune,prune,
Salaries 2023,15741,6.0,0.5,2584.0,4.0,430.6666666666667,0.6666666666666666,646.0,0.0617760617760617,0.3333333333333333,0.0879309852552122,0.0189630774282565,0.1826138358301734,1.0919127613471733,0.920669993533946,"[1.1029043197631836, 1.093476414680481, 1.1392747163772583, 1.1026402711868286, 1.1425988674163818]","[1.1094015836715698, 1.1217464208602905, 1.1429795026779175, 1.111038088798523, 1.1419503688812256]","[1.0871480703353882, 1.0883475542068481, 1.0807337760925293, 1.0961185693740845, 1.0878726243972778]","[1.1034022569656372, 1.1058298349380493, 1.1052711009979248, 1.0998660326004028, 1.1136445999145508]","[1.1093533039093018, 1.097630500793457, 1.0981252193450928, 1.1063400506973267, 1.1029744148254395]","[1.1177023649215698, 1.1177010536193848, 1.118541955947876, 1.1191364526748657, 1.1240322589874268]","[1.1417338848114014, 1.1405236721038818, 1.1414932012557983, 1.143911361694336, 1.1439117193222046]","[1.1421223878860474, 1.1421221494674683, 1.142122507095337, 1.1421221494674683, 1.142122745513916]","[1.1369616985321045, 1.1093571186065674, 1.1388832330703735, 1.1032997369766235, 1.0960379838943481]","[1.1426520347595215, 1.1190335750579834, 1.1419484615325928, 1.1105135679244995, 1.1093422174453735]","[1.1010050773620605, 1.095787525177002, 1.1408038139343262, 1.1047370433807373, 1.1427162885665894]","[1.1336407661437988, 1.1185053586959839, 1.1419665813446045, 1.1233309507369995, 1.1421083211898804]",SMOTE,batch_normalisation,
Salaries 2023,2510,5.0,0.4,2584.0,4.0,516.8,0.8,646.0,0.0617760617760617,0.4,0.0791449635163092,0.0132431633107522,0.1789567675697034,1.0823612135857053,1.56066434115055,"[1.1450399160385132, 1.1332026720046997, 1.1421037912368774, 1.1356821060180664, 1.1299017667770386]","[1.1418038606643677, 1.1413400173187256, 1.1414082050323486, 1.1415183544158936, 1.1411631107330322]","[1.1514134407043457, 1.1393183469772339, 1.147540807723999, 1.1408952474594116, 1.1324286460876465]","[1.1421377658843994, 1.1421314477920532, 1.142135739326477, 1.142133116722107, 1.1421326398849487]","[1.146288514137268, 1.1356478929519653, 1.1433464288711548, 1.137345790863037, 1.1304649114608765]","[1.1415338516235352, 1.141847014427185, 1.141111135482788, 1.1413685083389282, 1.1415324211120605]","[1.1514127254486084, 1.1393141746520996, 1.1475390195846558, 1.1408883333206177, 1.1324244737625122]","[1.1421220302581787, 1.142122507095337, 1.142122507095337, 1.1421220302581787, 1.1421222686767578]","[1.1488958597183228, 1.1381843090057373, 1.1453768014907837, 1.1398237943649292, 1.1316982507705688]","[1.1425985097885132, 1.1427748203277588, 1.142263412475586, 1.1426925659179688, 1.1424729824066162]","[1.14500093460083, 1.1332699060440063, 1.1421481370925903, 1.1354658603668213, 1.1298457384109497]","[1.1418360471725464, 1.1413496732711792, 1.1413909196853638, 1.1416720151901245, 1.141442894935608]",SMOTE,baseline,
Salaries 2023,26560,8.0,0.375,2584.0,4.0,323.0,0.5,646.0,0.0617760617760617,0.25,0.1527234860695053,0.0189630774282565,0.5675229547078426,1.1650027948987478,-0.1706265557379591,"[1.0650569200515747, 1.063686490058899, 1.4867151975631714, 1.0704634189605713, 1.0765951871871948]","[1.0872784852981567, 1.085094928741455, 1.4864150285720825, 1.0913439989089966, 1.1008235216140747]","[1.0790132284164429, 1.0736815929412842, 1.0843336582183838, 1.0760451555252075, 1.0683914422988892]","[1.0879260301589966, 1.087723731994629, 1.086203694343567, 1.0892466306686401, 1.0888557434082031]","[1.0909947156906128, 1.0918703079223633, 1.0870451927185059, 1.07817804813385, 1.0693939924240112]","[1.0980864763259888, 1.1062172651290894, 1.0905464887619019, 1.0909818410873413, 1.084795355796814]","[1.1411288976669312, 1.1387087106704712, 1.1529805660247803, 1.1445162296295166, 1.1342382431030273]","[1.142122507095337, 1.1421221494674683, 1.1421232223510742, 1.142122507095337, 1.142122507095337]","[1.083230972290039, 1.0766046047210693, 1.0743510723114014, 1.079187035560608, 1.0755977630615234]","[1.0831615924835205, 1.0878984928131104, 1.075343370437622, 1.0867096185684204, 1.0915606021881104]","[1.083916187286377, 1.0694472789764404, 1.0819063186645508, 1.1445149183273315, 1.0615811347961426]","[1.0962897539138794, 1.0925376415252686, 1.0881843566894531, 1.1421210765838623, 1.0975141525268555]",SMOTE,prune,
Salaries 2023,71737,5.0,0.2,2584.0,4.0,516.8,0.8,646.0,0.0617760617760617,0.2,0.1802024086441666,0.0333980964695828,0.5675229547078426,1.1974597147912611,0.1246447113704256,"[1.089507818222046, 1.0744460821151733, 1.0842304229736328, 1.1330275535583496, 1.1433056592941284]","[1.0934358835220337, 1.0804955959320068, 1.081421136856079, 1.1421210765838623, 1.1421210765838623]","[1.0828771591186523, 1.0833548307418823, 1.089570164680481, 1.0728403329849243, 1.079548716545105]","[1.0742868185043335, 1.077507734298706, 1.084773302078247, 1.0779181718826294, 1.080681562423706]","[1.1071593761444092, 1.0872435569763184, 1.0908215045928955, 1.083685040473938, 1.0912059545516968]","[1.084822416305542, 1.0890933275222778, 1.0905280113220215, 1.07506263256073, 1.080416202545166]","[1.1502020359039307, 1.1356837749481201, 1.149353265762329, 1.1330287456512451, 1.143307089805603]","[1.1421211957931519, 1.1421220302581787, 1.1421228647232056, 1.1421221494674683, 1.142122507095337]","[1.0814287662506104, 1.080657958984375, 1.083600401878357, 1.0747839212417603, 1.0894602537155151]","[1.0708431005477905, 1.0822515487670898, 1.0724153518676758, 1.07516348361969, 1.0778542757034302]","[1.0798078775405884, 1.0673556327819824, 1.149351716041565, 1.1330275535583496, 1.1433056592941284]","[1.0779451131820679, 1.0824247598648071, 1.1421210765838623, 1.1421210765838623, 1.142117977142334]",batch_normalisation,prune,
