dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,depth_to_width_ratio,batch_size_to_dataset_ratio,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,avg_learning_slope,std_learning_slope,avg_validation_gap,std_validation_gap,avg_first_overfit_epoch,std_first_overfit_epoch,avg_first_stay_epoch,std_first_stay_epoch,avg_percentage_weights_near_zero,std_percentage_weights_near_zero,avg_avg_weights,std_avg_weights,batch_normalisation,layer_normalisation,dropout,prune,weight_decay,weight_normalisation,weight_perturbation,baseline
Agaricus Lepiota,Data\Input\Subsets\Agaricus Lepiota\102350252_20260528_183138.csv,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.7875429537484425,21.0,-1.3344754758686572,0.5487404886090809,-1.2662121658801861,0.11530153954510669,-1.5738969290137519,0.9918474047359664,0.9301408450704224,0.2857142857142857,0.4930985551663585,-0.23304010578892403,1.0926986088738235,0.43120146073163557,-1.3417193913399887,0.4947107097694317,-0.7448156288046776,-1.2366396320204367,-1.1924969841395168,1.3454078138510563,2.0159521910638043,0.2749917368003443,0.15781924191020102,0.5162319396414556,-1.0483349243982645,-0.6004503839213524,-0.9974031744924994,2,1,3,3,3,3,3,2
Agaricus Lepiota,Data\Input\Subsets\Agaricus Lepiota\1915252817_20260528_183138.csv,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.8520065072099969,21.0,-1.3344754758686572,0.754596921126728,-1.2662121658801861,0.3161238698944787,-1.5738969290137519,1.1634096762040937,0.9303242769500438,0.238095238095238,0.5346164697215348,-0.2766785899363457,1.0861639225469457,0.4747830581796122,-1.3602005046507395,0.6833911256987569,-0.4735833310845644,-1.1633338170444274,-0.7354801336450144,1.53145636529738,1.7501954918900762,0.056674887752832075,0.03164652334026219,0.5474686211822725,1.220023261416126,-0.5910574299761677,-0.18960343763396534,2,1,4,3,3,4,3,4
Agaricus Lepiota,Data\Input\Subsets\Agaricus Lepiota\2376520247_20260528_183139.csv,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.9038060154391349,21.0,-1.3344754758686572,0.965845967853434,-1.2662121658801861,0.5192560556656346,-1.5738969290137519,1.3358171620891017,0.930635838150289,0.2857142857142857,0.5343163147916028,-0.2705686746281103,1.0799986257683003,0.4744669825360963,-1.360063987350044,0.8225435267983471,-0.9761097796036393,-1.1603931223667907,-1.4561437455882775,1.4023286099362902,1.581497234175172,-0.06909349178171803,0.19099914222599998,0.49203974421510405,0.05488909912097235,-0.5432369795248804,-0.6904109397152202,2,1,4,5,4,3,3,3
Agaricus Lepiota,Data\Input\Subsets\Agaricus Lepiota\1368497363_20260528_183139.csv,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.9400815654711463,21.0,-1.3344754758686572,1.153084570201107,-1.2662121658801861,0.6968320154477317,-1.5738969290137519,1.485644365648431,0.930536638518115,0.2857142857142857,0.5264797048902089,-0.23981361632097406,1.0856542866032135,0.4662198763645736,-1.3566168539320007,1.0006691047206562,-0.3485582864727733,-0.9814828207455842,-0.1492083157302037,1.255715841207441,1.3037815733345302,-0.5408202607993264,-0.5405656975538061,0.5113248730944018,1.1835434853133648,-0.5542753959706019,-0.16377698630222848,2,1,5,4,4,4,4,3
Agaricus Lepiota,Data\Input\Subsets\Agaricus Lepiota\288863345_20260528_183140.csv,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.9415425386821856,21.0,-1.3344754758686572,1.1615664726885524,-1.2662121658801861,0.7048218440339007,-1.5738969290137519,1.492366653377818,0.93042071197411,0.2857142857142857,0.5276197312983443,-0.2500586274691614,1.0866391648983078,0.4674190006879854,-1.3571215079199341,0.9398507612368617,-0.6189285442926755,-1.3427825639134068,-1.4727975007282328,1.3770800914779289,1.3604978158285088,-0.284403604874509,-0.3500068503924493,0.510350938487635,0.5277971285477778,-0.544593418420654,-0.4531748402873284,2,1,4,3,4,3,3,3
Agaricus Lepiota,,64.0,-0.9324749765366483,200.0,-0.988184896104378,112.0,0.3090434378781607,176.0,-0.5074735266713447,-0.8809016074846352,-0.9589477410135052,21.0,-1.3344754758686572,1.2697439665988766,-1.2662121658801861,0.806313827132253,-1.5738969290137519,1.5776173559609334,0.9306083650190116,0.2857142857142857,0.5239248234651023,-0.25518197532538367,1.0864912789201746,0.4635333169616146,-1.3554873472132511,1.0010935592644523,-0.763249259442037,-1.2847628805733107,-1.1673206105669212,0.703224744907672,1.1415929974120107,-0.5408202607993264,-0.3776219627957645,0.43235842660576806,0.7410544353840531,-0.48308030512000133,-0.4327890652416422,2,1,3,5,4,5,5,6
Ann thyroid,Data\Input\Subsets\Ann thyroid\3961129730_20260528_183143.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,19.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,0.7818019864980673,-1.0504273617515432,1.215093136050801,0.0251705837755875,0.8947368421052632,-1.0655279084975855,-0.7435812636487937,-0.11123443079236123,-1.028062710608696,-0.5088839658978968,0.8983159246130671,-1.4891307416420785,-1.081893688777172,-1.2958610674354956,0.1532946925320275,-0.5521535409670321,-1.4854324888809838,-1.743563238926427,-0.9405725222367072,-0.08404166892220172,1.5210601053859716,0.4458540598718853,5,6,4,1,2,3,3,4
Ann thyroid,Data\Input\Subsets\Ann thyroid\616739963_20260528_183144.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,18.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,0.8251589588402425,-0.9850479124597762,1.215093136050801,0.0251705837755875,0.8888888888888888,-1.0515736262119668,-0.7435812636487937,-0.11045215296330933,-1.0163101993688854,-0.4797961288558403,0.9057933910442337,-1.5160644765405045,-0.914521582296659,-1.1723100912378832,0.4036381079323217,0.5251989773768805,-1.4854324888809838,-1.743563238926427,-0.8954314740783397,-1.547056503877984,1.4921078826983392,-0.1414450670354474,4,5,4,1,2,2,3,3
Ann thyroid,Data\Input\Subsets\Ann thyroid\2457631660_20260528_183144.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,20.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,0.7406776829968194,-1.110808659763392,1.215093136050801,0.0251705837755875,0.9,-1.012943125244591,-0.7435812636487937,-0.11428657978720412,-0.9836689216392276,-0.6669371734777562,0.9437335341904215,0.0796905844480733,-0.9747506557740919,-0.9448171316136816,0.26335318318269385,0.12160164535306749,-1.4854324888809838,-1.743563238926427,-0.9160526661103277,1.1667241825746426,1.470442552693241,1.9439685107517721,6,5,5,1,3,2,4,3
Ann thyroid,Data\Input\Subsets\Ann thyroid\4095911610_20260528_183145.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,12.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,1.150558788023843,-0.4430867091821855,1.215093136050801,0.0251705837755875,0.9166666666666666,-1.2116594943991459,-0.7435812636487937,-0.8666909200738844,-1.1499381738425078,0.3416495646439359,1.4071643095067705,-1.7857171393753675,-1.2414275833999566,-1.4534787654798438,-0.10279243656614773,-0.10749495617554537,-1.4854324888809838,-1.743563238926427,-0.5000645602472876,-0.5364103276952176,0.23084857940988432,-0.7577133606149199,2,3,2,2,1,2,2,2
Ann thyroid,Data\Input\Subsets\Ann thyroid\3358462597_20260528_183145.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,12.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,1.150558788023843,-0.4430867091821855,1.215093136050801,0.0251705837755875,0.9166666666666666,-0.8441151099320027,-0.7435812636487937,-0.1117435568427097,-0.8391474249909501,-0.41684945269327783,0.9788748789744928,-1.6536886463440392,-1.0985409080649124,-1.2461915281354814,0.15909539637703538,-0.49934054604992584,-1.4854324888809838,-1.743563238926427,-1.18459335018851,0.33186522963021436,1.62879993575282,1.1917634198711127,5,3,4,4,1,2,6,2
Ann thyroid,Data\Input\Subsets\Ann thyroid\3692951717_20260528_183146.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,14.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,1.0267981453014687,-0.6590559411779995,1.215093136050801,0.0251705837755875,0.8571428571428571,-1.297816331892915,-0.7435812636487937,-0.9856277776622928,-1.220791869603157,0.43150643908817926,1.3738887602791727,-1.085736578021681,-1.2104941265216838,-1.243649420650265,-0.20384429626638728,0.3721994564483414,-1.4854324888809838,-1.743563238926427,-0.597044632680672,1.2924713403151034,0.5738879835662138,1.9034043463846237,2,6,4,5,1,2,3,4
Ann thyroid,Data\Input\Subsets\Ann thyroid\4123607450_20260528_183146.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,13.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,1.0862890474746423,-0.5565801637810645,1.215093136050801,0.0251705837755875,0.8461538461538461,-1.2986570855122428,-0.7435812636487937,-0.9803638086464531,-1.2214797055663196,0.5016224758418544,1.4038172102695647,-1.6516871991297515,-1.2272122304587627,-1.4078749141213611,0.1117333027674299,1.1655035435252092,-1.4854324888809838,-1.743563238926427,-0.5209336020013361,0.3932017953902649,0.34103271403497976,1.2785398318084484,2,4,3,3,1,3,3,2
Ann thyroid,Data\Input\Subsets\Ann thyroid\1642850339_20260528_183147.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,0.5892284509698787,21.0,0.7422668038777241,-0.5318889399313073,-0.4281273930126596,-0.9850492579650196,-1.1667366199393898,-0.25759345219051216,0.0253164556962025,0.8571428571428571,-1.0045075756781052,-0.7435812636487937,-0.15898050345069542,-0.9765203554622102,-0.7302168182753016,-0.3367406778414564,0.9944012583623436,-0.5490809755285103,0.45864782167357543,1.1612554803062347,1.8430625461083772,-0.32395540308983906,-1.743563238926427,-0.5686135946110555,0.9581150155437642,0.6918383891901259,1.7573715180005292,2,6,3,1,3,2,4,5
Ann thyroid,Data\Input\Subsets\Ann thyroid\1984699523_20260528_183147.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.006839301075542784,21.0,0.7422668038777241,-0.056737284878648285,-0.4281273930126596,-0.49190615255098846,-1.1667366199393898,0.18294974565966285,0.0250507786052809,0.8571428571428571,-1.037165315506419,-0.7435812636487937,-0.160437132723166,-1.00415400829205,-0.6689946164962861,0.4045506989575565,1.1552633930696228,-0.8843552413735424,-0.34483121491772767,1.0140735482052543,1.5909210666332538,-1.4854324888809838,-1.743563238926427,-0.6090266081542575,0.7162000558912317,0.7487169879696111,1.8057497117842944,4,5,3,1,2,1,3,3
Ann thyroid,Data\Input\Subsets\Ann thyroid\687496161_20260528_183147.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.3737224449943763,21.0,0.7422668038777241,0.3414320899899975,-0.4281273930126596,-0.08982644762932965,-1.1667366199393898,0.5354337034417401,0.0253061224489795,0.8571428571428571,-1.028759364137536,-0.7435812636487937,-0.13220409074589634,-0.9970519396772588,-0.6844591568744285,0.857221903115836,-1.087656127626651,-0.8339248994897592,-0.8053592695243728,0.2207827748845669,0.39794956014598865,-1.4854324888809838,-1.743563238926427,-0.8067783149176876,-0.092419600959516,1.1228446656251172,0.5655012223063485,3,4,2,2,1,1,1,2
Ann thyroid,Data\Input\Subsets\Ann thyroid\796844370_20260528_183147.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.5149317277294938,21.0,0.7422668038777241,0.5442225228320616,-0.4281273930126596,0.11086203659072628,-1.1667366199393898,0.7094514332209203,0.0250634517766497,0.8571428571428571,-0.9986587464331923,-0.7435812636487937,-0.09286470519787197,-0.9715594519468121,-0.7419211614754303,0.9872986490223561,0.4610775539654393,-1.0172037506136156,-0.8077565544660892,0.22620575311361235,0.7323025517458713,-1.4854324888809838,-1.743563238926427,-0.7404505746874621,0.970505275285753,1.0966663751610124,1.9127898487581976,4,5,3,4,2,1,4,4
Ann thyroid,Data\Input\Subsets\Ann thyroid\2811279679_20260528_183148.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.6386863890033199,21.0,0.7422668038777241,0.7644738037898645,-0.4281273930126596,0.32568762059379636,-1.1667366199393898,0.8944354740829689,0.0252182347235693,0.8571428571428571,-1.028056008327732,-0.7435812636487937,-0.10724335953957384,-0.9964573486490704,-0.6878325794681438,0.9899175821716292,0.4927997264521512,-0.9894085861451575,-0.767868721556521,-0.06628272687649041,0.2448547304153388,-1.4854324888809838,-1.743563238926427,-0.8330924490315188,1.3832944950189272,1.2277775313252515,1.9524480665906894,3,5,3,4,1,1,2,2
Ann thyroid,Data\Input\Subsets\Ann thyroid\1750869421_20260528_183148.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7024744954251458,21.0,0.7422668038777241,0.9018571753023763,-0.4281273930126596,0.458039484246908,-1.1667366199393898,1.007768521112456,0.0250719276613234,0.9047619047619048,-1.051938885729197,-0.7435812636487937,-0.1355691385693283,-1.0166180847790436,-0.6424127637147051,0.8852455400668956,-1.538566700847986,-0.7440697018324351,-1.0602774738274483,0.3239155880243929,0.02864027117038597,-1.4020378586448015,-1.0993821554529528,-0.8480310946206622,-0.25517981230446746,1.3451119894864134,0.6501179416264291,4,5,5,1,2,2,3,4
Ann thyroid,Data\Input\Subsets\Ann thyroid\3332487923_20260528_183149.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7224491790948655,21.0,0.7422668038777241,0.949446112394069,-0.4281273930126596,0.5035925607042889,-1.1667366199393898,1.046667215424566,0.025237817899437,0.9047619047619048,-1.050438324697514,-0.7435812636487937,-0.12613680823003545,-1.0153531395968673,-0.6450951985954185,0.9315834614363179,0.10638005847629381,-0.9805705899634849,-1.004562857314427,0.1532946925320275,0.16255218743939423,-1.4854324888809838,-1.743563238926427,-0.889778174815903,0.905503589050162,1.4140449843344567,1.9154936921646626,4,3,3,1,2,3,2,3
Ann thyroid,Data\Input\Subsets\Ann thyroid\3498068960_20260528_183150.csv,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7608779819908031,21.0,0.7422668038777241,1.0486247708740506,-0.4281273930126596,0.5980469794748876,-1.1667366199393898,1.1271500345382552,0.0251897860593512,0.9047619047619048,-1.0260875216927774,-0.7435812636487937,-0.11054082810000365,-0.9947929868597635,-0.6921308828658667,0.8976914891977118,-1.4992501144753747,-0.9753749133972411,-1.2031246942835272,-0.052017810982012136,-0.05135566478245552,-1.4854324888809838,-1.743563238926427,-0.9372366781986523,0.3797815882482227,1.4981168943325178,1.6683481689892168,4,5,3,3,1,1,3,2
Ann thyroid,,128.0,0.3338030814310958,140.0,-0.988184896104378,80.0,-1.1527743006177256,144.0,-0.9092954132480006,-0.2687326626826213,-0.7986891742833687,21.0,0.7422668038777241,1.158111599921105,-0.4281273930126596,0.7015679698375432,-1.1667366199393898,1.215093136050801,0.0251705837755875,0.9047619047619048,-1.0368063362030255,-0.7435812636487937,-0.12069700330323332,-1.003850863025593,-0.6715741357405841,0.8988218237439619,-1.5844812725680453,-1.0110571567720932,-1.2594361988437395,-0.052017810982012136,0.09218514803781573,-1.4854324888809838,-1.743563238926427,-0.9352145525874853,0.40690197266638484,1.5414932078922756,0.6101095210379118,5,6,4,1,3,2,3,4
Balance Scale,Data\Input\Subsets\Balance Scale\1287481636_20260528_183150.csv,32.0,1.0990694040851636,200.0,0.9687941238460849,156.0,0.8654406440546291,224.0,1.142401533406863,-0.2198107836398547,-0.18401512077671797,4.0,-1.7453799889102986,-0.9234431749216264,0.12638185383992961,-0.09707670627381587,1.5065421046021477,-0.8437438167572475,1.0,0.0,-0.9979016088544901,-0.7435812636487937,-0.8010034083332797,-0.9709169929440933,1.7384348100843594,1.9405619700544323,0.8881428975757675,-1.241535584548016,0.01156653620883868,-1.446173548016412,-0.8268473098840378,0.056674887752832075,1.3136354124446894,-0.4514885644073768,1.622396744438337,0.7047657563610015,1.7446218345851723,4,1,6,4,2,3,5,5
Balance Scale,Data\Input\Subsets\Balance Scale\4164078283_20260528_183150.csv,32.0,1.0990694040851636,200.0,0.9687941238460849,156.0,0.8654406440546291,224.0,1.142401533406863,-0.2198107836398547,0.04643030690832234,4.0,-1.7453799889102986,-1.1283424561790882,-0.4281273930126596,-0.32591408947604794,1.1678653976282518,-0.8437438167572475,1.0,0.0,-1.1154173231246383,-0.7435812636487937,-0.970172585778671,-1.0699156350825687,1.7370292217152257,1.981082927924761,1.4003355973385907,-1.1141000210326073,1.278506703689522,-1.1758292870939577,-0.3873106517781033,0.02639902979190562,0.9540359458446527,-0.44959698034737267,0.8818764271514214,0.6889677033036724,1.0373560648587181,4,1,6,2,3,2,4,5
Balance Scale,Data\Input\Subsets\Balance Scale\2433980817_20260528_183150.csv,32.0,1.0990694040851636,200.0,0.9687941238460849,156.0,0.8654406440546291,224.0,1.142401533406863,-0.2198107836398547,0.04643030690832234,4.0,-1.7453799889102986,-1.1283424561790882,-0.4281273930126596,-0.32591408947604794,1.1678653976282518,-0.8437438167572475,1.0,0.0,-1.3029523516281543,-0.7435812636487937,-1.2510816443993682,-1.2249926699552511,1.9269394188074334,1.5113825954854148,1.8522044168902414,0.0655416295350385,1.8733179352026201,-1.1239817701297483,-0.5878834128000054,-0.036452022859135076,0.32316884140888597,-0.270259423309692,1.2843479939642024,0.48502671332796476,1.3451934584498746,4,3,6,1,2,1,5,4
