dataset_name,seed,subset_type,file_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features
Agaricus Lepiota,1915252817,instances,Data\Input\Subsets\Agaricus Lepiota\1915252817_20260528_183138.csv,21,0.5714285714285714,4405,2,209.7619047619048,0.0952380952380952,2202.5,0.9303242769500438,0.238095238095238,0.1451208696088455,0.0049585336050841,0.627954419906663,1.1561793087635883,-0.7727688571774944
Agaricus Lepiota,2376520247,instances,Data\Input\Subsets\Agaricus Lepiota\2376520247_20260528_183139.csv,21,0.5714285714285714,5678,2,270.3809523809524,0.0952380952380952,2839.0,0.930635838150289,0.2857142857142857,0.1450862380654838,0.0050298351819952,0.6246715641163274,1.1561392691830432,-0.7727126408493762
Agaricus Lepiota,1368497363,instances,Data\Input\Subsets\Agaricus Lepiota\1368497363_20260528_183139.csv,21,0.5714285714285714,7087,2,337.4761904761905,0.0952380952380952,3543.5,0.930536638518115,0.2857142857142857,0.1441848307033572,0.0053916144495131,0.6276821871059023,1.155097586295004,-0.7712923297062821
Agaricus Lepiota,288863345,instances,Data\Input\Subsets\Agaricus Lepiota\288863345_20260528_183140.csv,21,0.5714285714285714,7158,2,340.85714285714283,0.0952380952380952,3579.0,0.93042071197411,0.2857142857142857,0.1443156316386851,0.0052705632939937,0.6282084217547482,1.1552486840213327,-0.7715003592264605
Agaricus Lepiota,2065521201,full,,21,0.5714285714285714,8124,2,386.8571428571428,0.0952380952380952,4062.0,0.9306083650190116,0.2857142857142857,0.1438921034189366,0.0052102297135727,0.6281293668227831,1.1547595072002288,-0.7708265993851068
Ann thyroid,3961129730,features,Data\Input\Subsets\Ann thyroid\3961129730_20260528_183143.csv,19,1.0,7129,3,375.2105263157895,0.1578947368421052,2376.333333333333,0.0251705837755875,0.8947368421052632,0.0255724264743264,0.0,0.2357702732008625,1.0259022060595648,-0.3566838306885454
Ann thyroid,616739963,features,Data\Input\Subsets\Ann thyroid\616739963_20260528_183144.csv,18,1.0,7129,3,396.05555555555554,0.1666666666666666,2376.333333333333,0.0251705837755875,0.8888888888888888,0.0262779833242113,0.0,0.2359323396950791,1.0266262938008568,-0.3391765149864739
Ann thyroid,2457631660,features,Data\Input\Subsets\Ann thyroid\2457631660_20260528_183144.csv,20,1.0,7129,3,356.45,0.15,2376.333333333333,0.0251705837755875,0.9,0.0282504219615069,0.0,0.2351386496442458,1.0286532495345575,-0.4467835670283293
Ann thyroid,4095911610,features,Data\Input\Subsets\Ann thyroid\4095911610_20260528_183145.csv,12,1.0,7129,3,594.0833333333334,0.25,2376.333333333333,0.0251705837755875,0.9166666666666666,0.0183950999752715,0.0,0.1066579759591992,1.0185653320367067,0.4160109384653973
Ann thyroid,3358462597,features,Data\Input\Subsets\Ann thyroid\3358462597_20260528_183145.csv,12,1.0,7129,3,594.0833333333334,0.25,2376.333333333333,0.0251705837755875,0.9166666666666666,0.0372195750866821,0.0,0.2356648355006599,1.0379208973902485,-0.3001622743278077
Ann thyroid,3692951717,features,Data\Input\Subsets\Ann thyroid\3692951717_20260528_183146.csv,14,1.0,7129,3,509.2142857142857,0.2142857142857142,2376.333333333333,0.0251705837755875,0.8571428571428571,0.0143346646641047,0.0,0.0902297800544504,1.0144378986546934,0.5575228733687184
Ann thyroid,4123607450,features,Data\Input\Subsets\Ann thyroid\4123607450_20260528_183146.csv,13,1.0,7129,3,548.3846153846154,0.2307692307692307,2376.333333333333,0.0251705837755875,0.8461538461538461,0.0142956355788297,0.0,0.0909392371184096,1.0143983068440616,0.6819116770945624
Ann thyroid,1642850339,instances,Data\Input\Subsets\Ann thyroid\1642850339_20260528_183147.csv,21,1.0,854,3,40.66666666666666,0.1428571428571428,284.6666666666667,0.0253164556962025,0.8571428571428571,0.0286849400457466,0.0,0.2260147830360852,1.0291003150958935,-0.4807587895958443
Ann thyroid,1984699523,instances,Data\Input\Subsets\Ann thyroid\1984699523_20260528_183147.csv,21,1.0,1597,3,76.04761904761905,0.1428571428571428,532.3333333333334,0.0250507786052809,0.8571428571428571,0.0270103380176851,0.0,0.2257213087166456,1.0273784237649035,-0.4479056413048146
Ann thyroid,687496161,instances,Data\Input\Subsets\Ann thyroid\687496161_20260528_183147.csv,21,1.0,2649,3,126.14285714285714,0.1428571428571428,883.0,0.0253061224489795,0.8571428571428571,0.0274394190206191,0.0,0.2314529783980603,1.0278193469184749,-0.4563013120879447
Ann thyroid,796844370,instances,Data\Input\Subsets\Ann thyroid\796844370_20260528_183147.csv,21,1.0,3407,3,162.23809523809524,0.1428571428571428,1135.6666666666667,0.0250634517766497,0.8571428571428571,0.028987026208066,0.0,0.2395953796452903,1.029411239021266,-0.486925538144986
Ann thyroid,2811279679,instances,Data\Input\Subsets\Ann thyroid\2811279679_20260528_183148.csv,21,1.0,4458,3,212.28571428571428,0.1428571428571428,1486.0,0.0252182347235693,0.8571428571428571,0.02747538282257,0.0,0.2365978791214393,1.027856311874605,-0.4581238483828814
Ann thyroid,1750869421,instances,Data\Input\Subsets\Ann thyroid\1750869421_20260528_183148.csv,21,1.0,5260,3,250.47619047619048,0.1428571428571428,1753.3333333333333,0.0250719276613234,0.9047619047619048,0.0262594685648127,0.0,0.2307649878052406,1.0266072862379956,-0.4333146701830039
Ann thyroid,3332487923,instances,Data\Input\Subsets\Ann thyroid\3332487923_20260528_183149.csv,21,1.0,5568,3,265.1428571428572,0.1428571428571428,1856.0,0.025237817899437,0.9047619047619048,0.0263355470089914,0.0,0.2326967950282044,1.026685391894156,-0.4347964134218035
Ann thyroid,3498068960,instances,Data\Input\Subsets\Ann thyroid\3498068960_20260528_183150.csv,21,1.0,6265,3,298.3333333333333,0.1428571428571428,2088.333333333333,0.0251897860593512,0.9047619047619048,0.0275760852178552,0.0,0.2359139649682416,1.027959824679126,-0.4604415010918321
Ann thyroid,3650928494,full,,21,1.0,7129,3,339.4761904761905,0.1428571428571428,2376.333333333333,0.0251705837755875,0.9047619047619048,0.0270286346044552,0.0,0.2338156570924747,1.027397221455346,-0.4493107421531078
Balance Scale,1287481636,classes,Data\Input\Subsets\Balance Scale\1287481636_20260528_183150.csv,4,0.25,500,4,125.0,1.0,125.0,1.0,0.0,0.0290261803234786,0.0,0.1161047212939147,1.0294515454968027,10.940034355799693
Balance Scale,4164078283,classes,Data\Input\Subsets\Balance Scale\4164078283_20260528_183150.csv,4,0.25,375,3,93.75,0.75,125.0,1.0,0.0,0.023079323522363,0.0,0.0923172940894521,1.0233477118728451,10.900395256425014
Balance Scale,2433980817,classes,Data\Input\Subsets\Balance Scale\2433980817_20260528_183150.csv,4,0.25,375,3,93.75,0.75,125.0,1.0,0.0,0.0140964184168858,0.0,0.0563856736675435,1.01419624142041,18.48389044964957
Balance Scale,2413724534,classes,Data\Input\Subsets\Balance Scale\2413724534_20260528_183150.csv,4,0.25,250,2,62.5,0.5,125.0,1.0,0.0,0.0060008341423029,0.0,0.0240033365692116,1.006018875216616,27.87711791905736
Balance Scale,2239044247,classes,Data\Input\Subsets\Balance Scale\2239044247_20260528_183150.csv,4,0.25,250,2,62.5,0.5,125.0,1.0,0.0,0.0344258088463118,0.0,0.1377032353852474,1.0350252358111438,4.033630318276489
Balance Scale,1904675452,features,Data\Input\Subsets\Balance Scale\1904675452_20260528_183150.csv,3,0.3333333333333333,625,5,208.3333333333333,1.6666666666666667,125.0,1.0,0.0,0.0312734874954577,0.0,0.0938204624863731,1.0317676408522891,16.15444445467173
Balance Scale,1149594675,features,Data\Input\Subsets\Balance Scale\1149594675_20260528_183150.csv,2,0.5,625,5,312.5,2.5,125.0,1.0,0.0,0.0,0.0,0.0,1.0,inf
Balance Scale,3766030213,features,Data\Input\Subsets\Balance Scale\3766030213_20260528_183150.csv,3,0.3333333333333333,625,5,208.3333333333333,1.6666666666666667,125.0,1.0,0.0,0.0312734874954577,0.0,0.0938204624863731,1.0317676408522891,16.15444445467173
Balance Scale,1471551627,instances,Data\Input\Subsets\Balance Scale\1471551627_20260528_183150.csv,4,0.25,103,5,25.75,1.25,20.6,0.9523809523809524,0.0,0.0761733413365216,0.0,0.1349143329108205,1.079149619182794,4.281224897198224
Balance Scale,613540668,instances,Data\Input\Subsets\Balance Scale\613540668_20260528_183150.csv,4,0.25,212,5,53.0,1.25,42.4,0.9767441860465116,0.0,0.0419794052898727,0.0189965958127076,0.1012617414581725,1.0428730008624465,8.584290527801034
Balance Scale,4081336930,instances,Data\Input\Subsets\Balance Scale\4081336930_20260528_183150.csv,4,0.25,271,5,67.75,1.25,54.2,0.9818181818181818,0.0,0.0496616468442108,0.013068399003947,0.109812703352,1.0509154556524487,7.101879829073668
Balance Scale,4172805269,instances,Data\Input\Subsets\Balance Scale\4172805269_20260528_183150.csv,4,0.25,396,5,99.0,1.25,79.2,0.9875,0.0,0.0364259540447026,0.0062895210719254,0.0959415838078629,1.03709750829884,10.045868480820992
Balance Scale,2530794180,instances,Data\Input\Subsets\Balance Scale\2530794180_20260528_183150.csv,4,0.25,408,5,102.0,1.25,81.6,0.9878048780487804,0.0,0.02391385418328,0.0,0.0868916612573378,1.0242020833652008,15.825182834750624
Balance Scale,2990017953,instances,Data\Input\Subsets\Balance Scale\2990017953_20260528_183150.csv,4,0.25,531,5,132.75,1.25,106.2,0.9906542056074766,0.0,0.0227735172887906,0.0,0.0881187995047039,1.023034813609001,16.667789434425767
Balance Scale,1007268913,instances,Data\Input\Subsets\Balance Scale\1007268913_20260528_183150.csv,4,0.25,562,5,140.5,1.25,112.4,0.991150442477876,0.0,0.0241551825915845,0.000844537821051,0.0924512520790806,1.0244492822506184,15.657175055194047
Balance Scale,3925076729,full,,4,0.25,625,5,156.25,1.25,125.0,1.0,0.0,0.0234551156215932,0.0,0.0938204624863731,1.0237323501252142,16.15444445467173
Car evaluation,2903257547,classes,Data\Input\Subsets\Car evaluation\2903257547_20260528_183153.csv,6,1.0,1344,3,224.0,0.5,448.0,0.0537190082644628,0.0,0.0508007046637812,0.0,0.0846379620270467,1.0521131911354005,0.2909681223242341
Car evaluation,3812274549,classes,Data\Input\Subsets\Car evaluation\3812274549_20260528_183153.csv,6,1.0,134,2,22.33333333333333,0.3333333333333333,67.0,0.9420289855072465,0.0,0.0837725073232545,0.0,0.2393853973816342,1.0873814943423183,0.3781402415041022
Car evaluation,3772102763,classes,Data\Input\Subsets\Car evaluation\3772102763_20260528_183153.csv,6,1.0,1663,3,277.1666666666667,0.5,554.3333333333334,0.0570247933884297,0.0,0.067678387697435,0.0025042895255817,0.158671469182023,1.0700211211777308,0.7284340642056562
Car evaluation,206314115,features,Data\Input\Subsets\Car evaluation\206314115_20260528_183153.csv,4,1.0,1728,4,432.0,1.0,432.0,0.0537190082644628,0.0,0.0394152293320939,0.0115224190532947,0.0664255190528135,1.0402023165022438,4.30097102066736
Car evaluation,1240130516,features,Data\Input\Subsets\Car evaluation\1240130516_20260528_183153.csv,3,1.0,1728,4,576.0,1.3333333333333333,432.0,0.0537190082644628,0.0,0.1262144112510556,0.0655941298278002,0.1685525799930745,1.1345253972163547,1.207238580669772
Car evaluation,1967781947,features,Data\Input\Subsets\Car evaluation\1967781947_20260528_183153.csv,3,1.0,1728,4,576.0,1.3333333333333333,432.0,0.0537190082644628,0.0,0.1043497013084555,0.0,0.1685525799930745,1.1099885515015162,1.669727986344287
Car evaluation,2416487703,features,Data\Input\Subsets\Car evaluation\2416487703_20260528_183153.csv,5,1.0,1728,4,345.6,0.8,432.0,0.0537190082644628,0.0,0.0513583316656544,0.0,0.1489743858278274,1.0527000414663932,2.2546070977942563
Car evaluation,700614227,features,Data\Input\Subsets\Car evaluation\700614227_20260528_183153.csv,4,1.0,1728,4,432.0,1.0,432.0,0.0537190082644628,0.0,0.0971646878789995,0.0071155519984473,0.164405209618879,1.1020418516120984,1.1503592819912385
Car evaluation,1289566210,features,Data\Input\Subsets\Car evaluation\1289566210_20260528_183153.csv,5,1.0,1728,4,345.6,0.8,432.0,0.0537190082644628,0.0,0.0739032201926487,0.0,0.1869294860386592,1.0767025973837314,1.2617578819188895
Car evaluation,806145203,instances,Data\Input\Subsets\Car evaluation\806145203_20260528_183153.csv,6,1.0,344,4,57.333333333333336,0.6666666666666666,86.0,0.0539419087136929,0.0,0.0724980724658876,0.0055918326451203,0.1776404776127427,1.075190733621341,0.9241208635577292
Car evaluation,1126560463,instances,Data\Input\Subsets\Car evaluation\1126560463_20260528_183153.csv,6,1.0,468,4,78.0,0.6666666666666666,117.0,0.0518292682926829,0.0,0.0897057578525697,0.0,0.1880551495917111,1.0938523788756167,0.5492605513692232
Car evaluation,3599858963,instances,Data\Input\Subsets\Car evaluation\3599858963_20260528_183153.csv,6,1.0,818,4,136.33333333333334,0.6666666666666666,204.5,0.0541012216404886,0.0,0.0637792352820442,0.0,0.1596613551442205,1.0658570691509712,1.180854252095529
Car evaluation,3504410743,instances,Data\Input\Subsets\Car evaluation\3504410743_20260528_183154.csv,6,1.0,948,4,158.0,0.6666666666666666,237.0,0.0527108433734939,0.0,0.095242124416994,0.0,0.2219581466558302,1.099925141621223,0.4604151110912414
Car evaluation,353183589,instances,Data\Input\Subsets\Car evaluation\353183589_20260528_183154.csv,6,1.0,1304,4,217.3333333333333,0.6666666666666666,326.0,0.0536692223439211,0.0,0.0787712493702299,0.0061109479291292,0.2009560003046466,1.0819567954621143,0.7681677390290367
Car evaluation,3252412601,instances,Data\Input\Subsets\Car evaluation\3252412601_20260528_183154.csv,6,1.0,1475,4,245.8333333333333,0.6666666666666666,368.75,0.0532429816069699,0.0,0.0792694188097711,0.0078663224547794,0.1850769226501123,1.082495927550933,0.7559699700489199
Car evaluation,2221904327,full,,6,1.0,1728,4,288.0,0.6666666666666666,432.0,0.0537190082644628,0.0,0.0791735431143658,0.008708082437471,0.1711156780655647,1.0823921474761784,0.7593334022416793
Dry Bean,897734242,classes,Data\Input\Subsets\Dry Bean\897734242_20260528_183154.csv,16,1.0,6182,2,386.375,0.125,3091.0,0.7433728144388043,0.9375,0.257481456531345,0.0,0.4999720731862003,1.293667821669193,-0.834387694410338
Dry Bean,167171150,classes,Data\Input\Subsets\Dry Bean\167171150_20260528_183155.csv,16,1.0,7558,4,472.375,0.25,1889.5,0.1472081218274111,0.8125,0.7377215457503664,0.1047070331909649,1.067764621983757,2.091165457556245,-0.8970202030097834
Dry Bean,3787265179,classes,Data\Input\Subsets\Dry Bean\3787265179_20260528_183155.csv,16,1.0,6839,4,427.4375,0.25,1709.75,0.6521953626048347,0.6875,0.7038634882893406,0.270809749609568,0.9787701313393032,2.0215478660290915,-0.8779911695143746
Dry Bean,3685977759,classes,Data\Input\Subsets\Dry Bean\3685977759_20260528_183156.csv,16,1.0,9656,5,603.5,0.3125,1931.2,0.1472081218274111,1.0,0.6453482099959894,0.0302355235761653,1.095747953793416,1.90665082857181,-0.8593221709587007
Dry Bean,3013555001,classes,Data\Input\Subsets\Dry Bean\3013555001_20260528_183157.csv,16,1.0,11516,6,719.75,0.375,1919.3333333333333,0.1472081218274111,1.0,0.7257535486877197,0.1393238402995087,1.0970608863237532,2.066287561738572,-0.8570331538104456
Dry Bean,680191783,features,Data\Input\Subsets\Dry Bean\680191783_20260528_183158.csv,8,1.0,13543,7,1692.875,0.875,1934.7142857142856,0.1472081218274111,1.0,0.8041097742664454,0.2306055083836176,1.055377684179339,2.234706220068708,-0.714932817467415
Dry Bean,2776538981,features,Data\Input\Subsets\Dry Bean\2776538981_20260528_183159.csv,15,1.0,13543,7,902.8666666666668,0.4666666666666667,1934.7142857142856,0.1472081218274111,1.0,0.8018564303452944,0.1972740855601413,1.0551070068661277,2.2296763275593108,-0.8475369244852042
Dry Bean,2712631053,features,Data\Input\Subsets\Dry Bean\2712631053_20260528_183200.csv,14,1.0,13543,7,967.3571428571428,0.5,1934.7142857142856,0.1472081218274111,1.0,0.7755834056485547,0.1972456705535092,1.0371274345899275,2.1718588323566976,-0.8311130831116614
Dry Bean,751609287,features,Data\Input\Subsets\Dry Bean\751609287_20260528_183200.csv,8,1.0,13543,7,1692.875,0.875,1934.7142857142856,0.1472081218274111,1.0,0.8508971138550301,0.2306055083836176,1.055377684179339,2.3417467233037508,-0.7306074917112689
Dry Bean,2363171313,features,Data\Input\Subsets\Dry Bean\2363171313_20260528_183201.csv,10,1.0,13543,7,1354.3,0.7,1934.7142857142856,0.1472081218274111,1.0,0.7918446685699057,0.2306161324676181,1.055107554879607,2.2074647135577217,-0.768413865097016
Dry Bean,2771109370,instances,Data\Input\Subsets\Dry Bean\2771109370_20260528_183201.csv,16,1.0,1656,7,103.5,0.4375,236.57142857142856,0.1474654377880184,1.0,0.8015093549968393,0.2019992405137887,1.0760471647941856,2.2289025961502973,-0.8569977122243706
Dry Bean,801041472,instances,Data\Input\Subsets\Dry Bean\801041472_20260528_183202.csv,16,1.0,2930,7,183.125,0.4375,418.57142857142856,0.1473272490221642,0.9375,0.7933542279603716,0.1828335861671703,1.0457448953713362,2.2107995290629527,-0.855526059049043
Dry Bean,3195394058,instances,Data\Input\Subsets\Dry Bean\3195394058_20260528_183202.csv,16,1.0,6195,7,387.1875,0.4375,885.0,0.1473489519112207,1.0,0.8046341645692808,0.2029569668449928,1.05942592759513,2.2358783856494693,-0.8575558829265049
Dry Bean,3212966016,instances,Data\Input\Subsets\Dry Bean\3212966016_20260528_183203.csv,16,1.0,10173,7,635.8125,0.4375,1453.2857142857142,0.1471471471471471,1.0,0.8065979791165878,0.2133992425821067,1.0686924732465068,2.2402735503809152,-0.8579095626109247
Dry Bean,3135969831,instances,Data\Input\Subsets\Dry Bean\3135969831_20260528_183204.csv,16,1.0,12188,7,761.75,0.4375,1741.142857142857,0.1472892510184895,1.0,0.802102127956092,0.1945776992820271,1.058979109287166,2.230224221011144,-0.8571055606697531
Dry Bean,2555033788,full,,16,1.0,13543,7,846.4375,0.4375,1934.7142857142856,0.1472081218274111,1.0,0.8027190186666631,0.1972648556996969,1.0551059572483257,2.2316004500633912,-0.8572194613142481
Glass Identification,3487583150,classes,Data\Input\Subsets\Glass Identification\3487583150_20260528_183204.csv,9,1.0,135,4,15.0,0.4444444444444444,33.75,0.1710526315789473,0.8888888888888888,0.262005316723587,0.077281637711803,0.397929325767175,1.2995334516711692,-0.5164995748545408
Glass Identification,2784330809,classes,Data\Input\Subsets\Glass Identification\2784330809_20260528_183204.csv,9,1.0,128,4,14.22222222222222,0.4444444444444444,32.0,0.1884057971014492,0.8888888888888888,0.2811576080276056,0.0,0.5148811539175957,1.324662364906199,-0.5376691795212571
Glass Identification,466960853,classes,Data\Input\Subsets\Glass Identification\466960853_20260528_183204.csv,9,1.0,162,3,18.0,0.3333333333333333,54.0,0.2236842105263158,1.0,0.089131173496204,0.0,0.2595016227944127,1.0932240489421037,0.1907120109705046
Glass Identification,84787042,classes,Data\Input\Subsets\Glass Identification\84787042_20260528_183204.csv,9,1.0,175,4,19.444444444444443,0.4444444444444444,43.75,0.1710526315789473,1.0,0.125106632211038,0.0,0.2824983439565005,1.1332692896342318,0.0202826267870063
Glass Identification,826265242,classes,Data\Input\Subsets\Glass Identification\826265242_20260528_183204.csv,9,1.0,114,3,12.666666666666666,0.3333333333333333,38.0,0.1184210526315789,0.8888888888888888,0.2688218346012989,0.0356795002337479,0.4063950422616103,1.308422004750527,-0.6614920343673731
Glass Identification,2445884433,features,Data\Input\Subsets\Glass Identification\2445884433_20260528_183204.csv,8,1.0,213,6,26.625,0.75,35.5,0.1184210526315789,0.875,0.2769547216580498,0.0869694938075418,0.4173575877025612,1.3191066427211318,-0.3182675326621028
Glass Identification,1266969517,features,Data\Input\Subsets\Glass Identification\1266969517_20260528_183204.csv,6,1.0,213,6,35.5,1.0,35.5,0.1184210526315789,1.0,0.2818489330278074,0.0846079144301357,0.3907254468473233,1.325578453736955,-0.1068074484274888
Glass Identification,1044192441,features,Data\Input\Subsets\Glass Identification\1044192441_20260528_183204.csv,5,1.0,213,6,42.6,1.2,35.5,0.1184210526315789,0.8,0.2605988316514368,0.0444165236459781,0.4245722773635205,1.297706962036933,0.1592317558160891
Glass Identification,3053459324,features,Data\Input\Subsets\Glass Identification\3053459324_20260528_183204.csv,8,1.0,213,6,26.625,0.75,35.5,0.1184210526315789,0.875,0.3032322646522739,0.0869694938075418,0.4173575877025612,1.3542289674371313,-0.3773451979018916
Glass Identification,781444047,features,Data\Input\Subsets\Glass Identification\781444047_20260528_183205.csv,8,1.0,213,6,26.625,0.75,35.5,0.1184210526315789,0.875,0.2663964954161338,0.0781901165869167,0.4037119221365581,1.305252482728318,-0.2912480870219889
Glass Identification,2153360541,instances,Data\Input\Subsets\Glass Identification\2153360541_20260528_183205.csv,9,1.0,88,3,9.77777777777778,0.3333333333333333,29.33333333333333,0.3947368421052631,1.0,0.2528173500259,0.0338581682995766,0.4962425619265993,1.2876480664687102,-0.5469269202172079
Glass Identification,662514310,instances,Data\Input\Subsets\Glass Identification\662514310_20260528_183205.csv,9,1.0,126,4,14.0,0.4444444444444444,31.5,0.22,1.0,0.2500578855998181,0.0281274755700779,0.48504558757908,1.284099745420429,-0.4522196838888214
Glass Identification,1024952247,instances,Data\Input\Subsets\Glass Identification\1024952247_20260528_183205.csv,9,1.0,148,5,16.444444444444443,0.5555555555555556,29.6,0.1818181818181818,0.8888888888888888,0.2701624899077728,0.0469805695736185,0.4250692066108854,1.3101773240304455,-0.4253173817957753
Glass Identification,1921785078,instances,Data\Input\Subsets\Glass Identification\1921785078_20260528_183205.csv,9,1.0,168,5,18.666666666666668,0.5555555555555556,33.6,0.1774193548387097,1.0,0.2470818991894619,0.078964194723865,0.4173545226283544,1.280283962703476,-0.3712515986757577
Glass Identification,2554903021,instances,Data\Input\Subsets\Glass Identification\2554903021_20260528_183205.csv,9,1.0,183,5,20.33333333333333,0.5555555555555556,36.6,0.1764705882352941,1.0,0.258375460415515,0.05182788464877,0.4892491713489786,1.2948248828581252,-0.3998817106698518
Glass Identification,2758370753,full,,9,1.0,213,6,23.666666666666668,0.6666666666666666,35.5,0.1184210526315789,0.8888888888888888,0.2731478806611578,0.0290969214292196,0.4027946675951539,1.314094559628986,-0.3855700264151311
Indian Engineering Student Placement,2110793989,features,Data\Input\Subsets\Indian Engineering Student Placement\2110793989_20260528_183205.csv,12,0.6666666666666666,3994,2,332.8333333333333,0.1666666666666666,1997.0,0.1671537112799532,0.25,0.0192423126127939,2.012468265089052e-07,0.0537166960697754,1.0194286391088432,0.7788777953681222
Indian Engineering Student Placement,879781880,features,Data\Input\Subsets\Indian Engineering Student Placement\879781880_20260528_183205.csv,15,0.6,3994,2,266.26666666666665,0.1333333333333333,1997.0,0.1671537112799532,0.2,0.0188270520123186,0.0,0.0752745028982728,1.0190053984436935,0.4544910213679482
Indian Engineering Student Placement,4065998540,features,Data\Input\Subsets\Indian Engineering Student Placement\4065998540_20260528_183206.csv,21,0.7142857142857143,3994,2,190.1904761904762,0.0952380952380952,1997.0,0.1671537112799532,0.2857142857142857,0.0211472612173692,0.0,0.059402469442487,1.021372449113643,-0.075065025838453
Indian Engineering Student Placement,2695216473,features,Data\Input\Subsets\Indian Engineering Student Placement\2695216473_20260528_183206.csv,16,0.625,3994,2,249.625,0.125,1997.0,0.1671537112799532,0.1875,0.0164017157533189,2.012468265089052e-07,0.0484997355573977,1.0165369623065623,0.5652199053399898
Indian Engineering Student Placement,1682471515,features,Data\Input\Subsets\Indian Engineering Student Placement\1682471515_20260528_183206.csv,15,0.7333333333333333,3994,2,266.26666666666665,0.1333333333333333,1997.0,0.1671537112799532,0.3333333333333333,0.0245892090160433,0.0,0.0676692924637276,1.0248940168159282,0.1136502232698155
