gender,self_study_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,internet_quality,target,focus_index,burnout_level
1,1.0708005589509706,-0.2290284885029313,-0.3095731363891781,-0.3386041791501289,-0.8166013104356239,1,8,-0.14772434387692696,1.064548898589834
2,-0.7715048809194504,-0.6759267594511189,0.5995305505700028,0.24376630977039873,-1.3589145099988325,2,2,-1.575162051763971,0.6089557588585252
2,-0.1262734826238191,-1.3204915733186977,0.036368974577589905,1.3619176484978117,0.7686218882876009,2,5,0.48568859119812585,0.18986622970661268
1,1.3254971635413513,0.6217970658022729,-1.6410480053426686,-0.08236116402509676,-0.9278450436793589,1,10,3.1408030337868955,-0.9642094586112169
1,-0.23664201127965068,-2.2314765102515426,1.5448374817001242,1.385212468054633,-0.503728310687619,2,2,-1.0009747318544147,1.1565099175494664
0,-0.8733835227556028,0.33818854770053813,0.02430122652060953,0.2903559488840409,-0.33686271082201635,1,10,1.3068166116282256,-1.167787286842464
1,-0.13476336944349865,-0.6931151544875881,-1.041683185179315,-1.4800503374343632,-1.6926457097300376,2,4,0.2939582098996547,-0.21799141926702426
1,-0.10080382216478119,-0.15168071083882198,-1.633002839971348,-1.2238073223093309,0.28888328867399343,1,6,1.0387956074047089,-0.13305032541881412
0,-0.3894599740338793,-0.03136194558354012,0.6437789601122637,-0.40848863782059225,-0.6358302439145543,1,4,-0.7570455032914387,-0.8294268964719084
0,0.3152006319995076,-0.9595352775528536,-1.3353317212325013,-0.9675643071842988,-0.6984048438641554,0,8,0.2668549622815467,-1.0617864176599872
1,-0.36399031357484135,0.42413052288288167,1.4080696703876812,-0.5482575551615189,-0.48287011070441865,0,1,-0.37760003663792063,-1.1663833018201795
0,1.3509668240003896,0.5874202757293353,-0.43025061695898076,0.6164834226795364,-0.2603826442169485,1,5,-0.566318945978824,-0.8701424621181577
0,-0.0753341617057429,-0.9509410800346194,-0.8405540508963103,-0.8510902094001932,0.5113707551614636,1,6,-1.287064567823337,-0.32750225100521213
1,-0.024394840787666704,-0.9595352775528536,-0.11648916747749352,1.5016865658387384,-1.7204566430409713,0,9,0.19859493124334734,0.4762791742526432
1,-0.05835438806638417,0.9827533615681169,1.7902150255253895,0.47671450533860976,0.37926882193452816,1,6,-0.6667013445644108,1.6415867427487485
1,-0.25362178491900944,-0.4524776239770251,-0.3819796247310596,-1.456755517877542,-0.11437524433454622,2,1,-0.39667269236918223,-0.07057299192715544
1,-1.0686509196082281,1.1288547193781013,0.5874628025130221,1.0124953551454952,0.5252762218169305,0,6,-2.2256399945985734,-1.7722028389359257
2,1.1896589744264814,2.5640857049232433,1.001788819136012,-1.2238073223093309,0.0733485555142567,2,9,0.10925459650217506,-0.36891980916260403
1,0.4340590474750187,-1.9908389797409798,-1.3393543039181615,0.8960212573613897,-1.1572852434945626,2,8,-0.5211468666153101,-0.5303780867253172
2,-1.1450599009853424,-0.804839722224635,1.5408148990144641,0.1505870315431143,-0.4689646440489518,2,5,-0.4679441953649489,0.22987980284171994
0,-1.7053924310841801,-0.2376226860211655,-0.32164088444615846,1.0357901747023164,0.9980620881028045,0,10,0.726606347803534,1.511718128187436
2,1.223618521705199,0.2522465725181938,-1.3755575480891022,0.7329575204636419,0.518323488489197,0,10,1.2686713001657024,-0.009499643457781436
2,2.0641173168534555,-0.08292713069294685,-0.10039883673485314,-0.1755404422523812,-1.574449243158569,0,8,-0.36153885286422704,0.4088878931829889
2,0.7906342939015517,-0.4266950314223225,-0.8325088855249899,1.2221487311568853,-0.503728310687619,0,8,1.6511282387767883,-1.2836160511809325
2,0.34916017927822507,0.3897537328099441,0.5914853851986821,-1.689703713445753,0.6573781550438659,2,4,-1.675544450349558,0.4622393240297989
2,-1.5865340156086691,-0.38372404383115,-0.7882604759827291,1.3153280093841695,-0.9556559769902927,2,3,-1.5099134926833395,-1.6304003516851948
1,-0.1262734826238191,0.14052200478114693,0.5794176371417021,-0.9675643071842988,-0.5802083772926868,1,2,-0.3665579727935061,0.03051392967732581
1,0.8755331620983451,0.44131891791935085,1.0983308035918542,0.7795471595772842,-1.2685289767382977,0,3,-0.06942607298016952,-1.0821442004831119
0,-0.21966223764029194,-0.933752684998151,-0.16073757701975466,1.5016865658387384,-1.400630909965233,1,5,0.1584419718091128,-0.5556498171264376
0,0.19634221652399644,0.6217970658022729,-0.17682790776239504,1.2454435507137063,-1.4145363766207,0,3,-0.194904071212153,-0.17657386110963233
1,-1.5016351474118754,-0.28918787113057226,-0.4181828689020004,1.5482762049523806,-0.5941138439481537,0,2,-2.297915321580196,-0.31556837831579454
2,-0.21966223764029194,0.4671015104740534,-0.1285569155344739,1.1522642724864218,0.9007238215145363,1,3,-0.6907931202249514,0.2951651063779475
0,0.11993323514688234,0.04598583208056921,-0.15269241164843464,-0.15224562269556008,-1.6509293097636368,1,6,1.1492162458488544,-0.3913835695191555
2,1.1641893139674435,-0.7704629321516974,0.044414139948909914,1.0124953551454952,0.4001270219177285,0,6,-0.2993017657411632,0.17863434952833673
2,-0.9158329568539997,-0.24621688353939972,0.10877546291947143,1.3153280093841695,-0.030942444401744925,2,2,-0.6004489614979235,-1.0477465674371422
0,0.5274478024914916,-0.564202191714072,-0.07626334062089275,-0.1755404422523812,-1.101663376872695,2,4,-0.05637636116404298,1.3242861277124598
0,-2.1044171116091097,-0.9165642899616818,1.9672086636944333,0.7096627009068208,-0.5454447106540197,0,9,-0.8765005576082872,0.7240825306858513
0,-1.8157609597400117,-1.4837813261651513,-0.2814150575895573,1.2920331898273485,-0.3090517775110826,0,3,-0.02525781760251121,-0.573901622416136
2,-0.4573790685913142,-1.0626656477716663,0.08061738411985069,0.7096627009068208,0.14982862211932457,0,4,0.21766758697460897,1.4309889894060788
2,1.656602749508846,-1.5095639187198546,1.412092253073341,0.010818114202187668,0.5252762218169305,2,9,0.5609753901373159,1.5587516264339647
1,0.13691300878624107,-0.19465169842999375,-0.4865667745582223,1.385212468054633,1.067589421380139,1,10,1.2847324839393959,1.1094764193029367
0,-0.6101970313455426,-0.6243615743417129,-0.3538215459314392,0.8960212573613897,-1.3102453767046982,0,1,-1.5872079395942416,0.14072675392665626
1,0.7227151993441168,0.04598583208056921,-0.5991990897567046,-1.6198192547752897,0.18459228875799177,1,9,1.006673239857321,0.25374754822055556
2,-0.9413026173130375,0.6389854608387413,-1.27901556363326,1.2454435507137063,0.5948035550942649,0,2,0.3481647051358715,-0.9192819378981136
1,0.9264724830164213,0.269434967554663,-1.8381545569400128,0.8261367986909264,-1.588354709814036,1,2,-0.7118734239279247,-0.7402738475568447
2,0.1538927824255998,1.0085359541228196,-0.5147248533578427,-0.7346161116160878,1.540375287666013,0,9,1.6491205908050763,-1.2471124406015361
1,1.8009308254433951,-0.11730392076588442,-1.2910833116902403,-0.6414368333888033,0.3305996886403941,0,2,0.0018454300155971777,-0.5233581616138953
1,-0.2790914453780477,-0.6587383644146505,-0.8928476258098914,-1.1306280440820464,-0.5593501773094866,1,1,-1.5952385314810884,-0.16463998842021427
0,-1.7818014124612942,0.44991311543758505,-0.015924600335991242,-0.40848863782059225,-0.9208923103516256,1,8,0.5077727188869549,-1.6318043367074793
1,0.7651646334425135,-1.6642594740480734,-1.8743578011109538,0.9892005355886742,-1.101663376872695,2,6,1.2857363079252524,1.4660886149631904
1,0.1538927824255998,1.8593615084280237,-0.24118923073295656,0.03411293375900877,0.3514578886235944,2,1,-0.03931135340449342,-1.2716821784915144
0,-0.7799947677391298,0.39834793032817906,-0.27739247490389735,-1.3402814200934365,1.3178878211785428,2,3,-0.03931135340449342,-0.4707087232782279
0,0.23030176380271392,-0.08292713069294685,-1.327286555861181,0.523304144452252,-0.05180064438494525,2,7,0.22770582683316742,1.0933305915466651
2,-0.9667722777720756,1.3866806449251334,-0.615289420499345,-0.78120575072973,0.12897042213612425,2,6,1.3851148825249828,-1.716043438044547
1,1.4273758053775036,-0.5985789817870095,-0.4181828689020004,-0.8045005702865511,-1.164237976822296,0,4,-0.4016918122984616,-0.6188291431292388
0,1.2490881821642372,0.32959435018230393,0.2334755261749341,1.7113399418501285,1.13016402132974,1,1,0.13535402013442777,1.2660207492876543
1,0.48499836839309457,0.23505817748172544,-0.26532472684691694,-0.10565598358191786,-1.1294743101836289,2,1,0.44653945574974696,0.46504729407436773
2,-1.212978995542777,2.5640857049232433,-2.4053387156180857,1.3386228289409907,0.42793795522866224,1,6,-1.8331448161289292,-2.4706853875224466
1,-2.1044171116091097,0.5530434856563977,-1.5324382728298458,-1.689703713445753,-1.101663376872695,1,4,-0.7570455032914387,-0.5998753453283984
1,-1.0856306932475868,-1.7759840417851203,0.301859431831156,-1.1772176831956886,1.5195170876828126,2,9,2.097829912482649,-0.023539493680625776
2,-0.37248020039452057,1.9538976811286015,1.581040725871065,0.2903559488840409,1.4221788210945445,0,8,0.2738817301825371,-1.4169946282979564
2,-1.4422059396741198,-0.02276774806530592,0.2938142664598356,0.24376630977039873,1.4013206211113443,0,1,-1.3101525194980221,0.12247494863695836
1,0.7057354257047581,0.35537694273700654,0.7081402830828252,-0.78120575072973,-0.44810644406575145,0,8,2.5104015706694107,0.42362973591697584
2,-0.1772128035418953,0.08036262215350677,1.6252891354133256,-1.0840384049684042,-0.35772091080521673,0,5,-0.7530302073480154,-0.5998753453283984
2,0.6717758784260406,1.6616949655086324,1.154646961191095,1.385212468054633,-0.6149720439313541,2,1,-2.2236323466268617,-0.8055591510930723
2,1.0198612380328944,-0.5040428090864318,-0.884802460438571,-0.6181420138319822,-0.6844993772086885,0,2,-0.6466248648472935,-1.5293134300807136
2,-1.900659827936805,0.15771039981761611,-0.3618667113027592,0.38353522711132537,-0.6010665772758872,2,4,-0.2932788218260277,0.23409175790857348
2,1.3594567108200688,2.3406365694491496,-1.411760792260043,-0.43178345737741336,-0.9834669103012265,2,8,1.0568644391501143,-0.48896052856792577
2,0.21332199016335518,-1.2517379931728234,-0.6193120031850049,-0.9209746680706565,1.1649276879684072,1,4,-0.021242521659087823,1.5538376788559696
0,1.053820785311612,0.5960144732475695,0.7885919367960267,0.9426108964750319,-0.5106810440153524,1,2,-0.6897892962390958,-1.079336230438543
2,1.4273758053775036,0.7850868186487258,-0.10844400210617351,-0.2687197204796656,0.3305996886403941,0,4,1.0297611915320057,-0.6981542968883107
0,1.3594567108200688,-1.1743902155087131,-0.027992348392971617,-1.689703713445753,0.4766070885227964,1,1,-0.8634508457921609,0.25585352575398235
2,1.9028094672795475,-0.18605750091175954,0.9816759057077112,-0.7113212920592666,-1.3867254433097662,1,2,-0.36956944475107384,1.1635298426608882
0,-0.31305099265676517,-0.29778206864880646,0.9213371654228097,0.10399739242947209,0.7964328215985347,0,2,-1.9345310387003718,-0.3478600338283373
1,-0.34701053993548264,0.34678274521877234,-0.6032216724423646,-0.03577152491145454,0.3305996886403941,1,7,0.45356622365073807,-2.262895604224346
2,0.009564706491050765,1.6702891630268681,0.19324969931833333,1.2454435507137063,-1.1364270435113621,1,7,1.493527872997417,-0.9887791965011948
0,-0.2026824640009332,-0.7360861420787599,0.10475288023381144,0.6630730617931786,1.7002881542038821,2,9,-0.0684222489943135,0.6447573769267788
1,-0.14325325626317784,2.3922017545585565,2.590708979971748,-0.8045005702865511,1.3109350878508095,0,10,1.0147038317441677,0.38010620022615765
2,-0.015904953967987523,2.4007959520767903,-0.38600220741672,-0.1755404422523812,-0.12828071099001312,0,9,-0.25412968637764916,-2.171636577775856
1,1.1726792007871227,0.3639711402552415,0.7202080311398051,0.5931886031227153,1.6377135542542811,2,3,-0.060391657107466724,0.12668690370381192
1,0.9010028225573833,0.9311881764587102,-1.5565737689438064,-0.2687197204796656,0.9146292881700032,0,6,1.4071990102138126,-0.05934111174887947
2,1.8348903727221126,0.9569707690134143,-2.1921418332781006,0.8028419791341053,-1.525780109864435,2,6,1.097017398584349,-1.4240145534093789
1,0.12842312196656153,1.5929413853627574,-2.4053387156180857,-0.6414368333888033,-0.7123103105196222,0,1,-0.7078581279845014,-1.796772576825904
1,1.0453308984919323,-0.12589811828411862,-1.0457057678649748,0.2903559488840409,1.4499897544054783,0,2,-0.1698084715657563,-1.2653642458912342
2,-0.15174314308285738,0.7249274360210856,1.0782178901635535,0.7795471595772842,-1.0668997102340279,1,1,-0.9246841089293688,-0.2608129624467004
1,0.04352425376976785,2.0999990389385874,1.3557760954740996,-0.45507827693423447,-0.49677557735988553,0,9,0.2999811538147902,0.21443596759659092
2,-0.3979498608535588,0.7593042260940231,0.14900128977607222,0.8727264378045686,-0.28124084420014883,1,8,0.6954878042420019,0.608253766347383
2,-2.1044171116091097,1.4898110151439454,-1.6048447611717274,0.4534196857817887,-1.2685289767382977,2,2,-1.902408671152984,-0.9628054735889324
1,0.374629839737263,-1.1572018204722447,0.3662207548017172,-0.8277953898433721,0.9911093547750711,0,6,0.7737860751387596,1.65773257050502
2,1.1472095403280849,0.8538403987946008,-2.4053387156180857,0.38353522711132537,1.4847534210441455,0,7,-0.3946650443974705,-0.7725655030693874
1,-0.27060155855836815,0.7163332385028506,-0.4543861130729415,-0.38519381826377114,1.1510222213129402,2,7,0.9123137851868697,-0.21939540428930845
2,0.8840230489180246,0.6389854608387413,0.4024239989726583,1.5016865658387384,0.24716688870759276,0,2,-1.5862041156083855,-0.14709017564165847
2,-0.7884846545588091,-0.4266950314223225,0.26565618766021487,-1.5499347961048264,-0.08656431102361246,2,2,-1.155563625676218,1.0448931082778512
0,0.1538927824255998,-1.7416072517121826,0.3380626760020968,-0.8743850289570143,1.3456987544894765,1,3,-2.2718158979479433,1.8374426533574317
2,-1.04318125914919,0.9483765714951786,-2.1318030929931995,0.33694558799768315,-1.400630909965233,1,1,-0.42377593998729063,-2.0972253715947793
1,2.2084453927880046,-0.3579414512764474,0.47885307000019983,-0.43178345737741336,0.5948035550942649,0,5,0.0831551728699227,1.621930952436766
2,-0.262111671738689,0.7764926211304916,1.6494246315272865,1.1522642724864218,-0.12132797766227967,1,9,1.2345412846466026,-0.2755548051806873
2,0.8585533884589867,2.5640857049232433,0.583440219827362,-0.40848863782059225,-0.9834669103012265,2,1,-0.5301812824880128,-1.1130318709733698
0,1.4868050131152595,-1.2775205857275258,-0.15269241164843464,-1.456755517877542,-1.101663376872695,1,2,-0.15675875974962977,-0.7234260272894311
0,0.30671074517982805,1.0171301516410538,0.08463996680551104,-0.8510902094001932,1.526469821010546,2,7,0.4365012158911881,1.3334120303573085
2,-0.007415067148307969,0.6991448434663822,-0.4624312784442615,-1.1306280440820464,0.692141821682533,2,10,1.0719217989379524,-0.5872394801278381
0,-1.2724082032805326,1.9882744712015397,-0.24118923073295656,-1.3635762396502575,-1.1920489101332297,2,10,0.14940755593640997,-0.9206859229203984
0,0.9094927093770625,-0.7618687346334632,-0.17682790776239504,-0.1755404422523812,-1.4910164432257678,2,7,0.7095413400439841,0.9143225012053962
2,-0.13476336944349865,0.810869411203429,1.3115276859318388,-0.3386041791501289,0.1359231554638577,1,8,0.7396560596196597,1.649308660371313
1,-0.6950958995423363,-0.03136194558354012,1.6816052930125673,-1.4800503374343632,-0.628877510586821,0,2,-1.143517737845948,0.9227464113391027
0,-0.21117235082061278,0.3897537328099441,-0.3618667113027592,-1.3169866005366153,-1.5674965098308355,0,10,0.6834419164117317,-0.05793712672659528
0,2.4801217710177443,0.15771039981761611,-0.26532472684691694,-0.40848863782059225,-1.2337653100996304,2,7,1.5286617125023718,0.3808081927372997
0,-0.7290554468210536,0.20927558492702208,0.438627243143599,0.8727264378045686,0.27497782201852655,1,7,0.726606347803534,0.6054457963028141
2,-0.6950958995423363,-1.2689263882092918,-0.3739344593597396,-1.6198192547752897,0.7199527549934668,1,9,-0.45890977949224615,1.7651374247097817
0,0.35765006609790423,-1.5009697212016204,-0.8244637201536699,-0.8510902094001932,0.9563456881364039,2,7,0.04500986140739947,1.3853594761818333
1,0.6547961047866819,1.472622620107477,-0.11648916747749352,0.5698937835658943,-1.0947106435449616,0,6,0.5850671657978562,-0.8188970088047746
0,-0.29607121901740646,-1.2689263882092918,0.2254303608036141,-1.6198192547752897,0.3027887553294603,0,3,-1.1585750976337859,1.0491050633447048
0,0.7906342939015517,1.3437096573339609,0.8247951809669675,0.03411293375900877,-1.4423473099316337,0,3,-0.405707108241885,-0.7423798250902715
2,1.8603600331811507,0.8452462012763666,-1.2951058943759006,-0.7346161116160878,0.2680250886907931,0,5,1.946252490618413,-0.3239922884495012
1,-0.6611363522636188,-0.18605750091175954,0.16911420320437295,1.641455483179665,0.16373408877479145,1,5,-0.6877816482673841,0.5212066949657461
0,1.0283511248525736,-0.8564049073340417,0.13291095903343184,-0.9675643071842988,1.6099026209433474,2,2,-0.6907931202249514,1.4267770343392254
0,1.7499915045253192,-0.14308651332058778,-1.70943191099889,1.2454435507137063,0.7408109549766672,0,7,0.315038513602628,-2.2986972222926
2,-0.15174314308285738,-0.9939120676257912,0.2576110222888949,0.10399739242947209,-1.1086161102004284,1,4,0.23071729879073516,-0.5556498171264376
1,-0.7969745413784886,1.9195208910556647,0.7564112753107459,1.2920331898273485,-1.3936781766374995,0,5,0.9293787929464189,-1.3215236467826128
2,-2.1044171116091097,-0.7876513271881666,-0.20096340387635545,1.2920331898273485,-0.441153710738018,0,1,-1.1997318810538764,0.9704819020967745
2,0.2897309715404693,0.5788260782111011,0.052459305320230284,-0.6414368333888033,-0.21866624425054787,2,4,-0.6777434084088253,-0.517742221524757
0,-0.7799947677391298,0.7678984236122574,-1.230744571405339,1.0823798138159586,-0.42724824408255113,2,5,-0.9176573410283777,-0.356985936473186
1,-0.525298163148749,-1.097042437844604,0.2576110222888949,-0.9908591267411199,-1.5674965098308355,1,7,-0.29428264581188374,1.829720735734867
2,0.7227151993441168,-1.1400134254357757,-1.5002576113445651,0.7329575204636419,-0.802695843780157,0,10,-0.02525781760251121,-1.2808080811363634
2,-0.28758133219772686,0.16630459733585032,-0.12453433284881389,0.8494316182477475,-1.289387176721498,0,5,0.09821253265776057,-1.8985614909415276
1,-1.0686509196082281,-0.2376226860211655,0.5351692275994413,-0.45507827693423447,1.1093058213465397,0,10,-0.7811372789519798,1.2723386818879345
2,0.09446357468784405,0.9655649665316485,0.17313678589003295,-0.45507827693423447,-0.9000341103684252,2,5,-0.3454776690905332,0.4552193989183765
1,0.162382669245279,-0.5384195991593694,-0.4825441918725619,1.3619176484978117,-0.8583177104020245,1,6,0.4495509277073139,-1.2499204106461053
1,-2.1044171116091097,-0.4352892289405567,-0.4141602862163404,0.22047149021357762,-0.21866624425054787,0,10,-0.31034382958557766,-0.3941915395637244
2,0.8925129357377037,-0.804839722224635,0.13291095903343184,1.2221487311568853,-1.4353945766039002,1,10,0.33109969737632156,0.6545852720827701
2,0.5444275761308504,-0.8564049073340417,0.8207725982813074,-0.19883526180920227,-1.2754817100660312,2,9,-0.43782947578927284,0.729698470774989
2,-1.1111003537066249,0.7764926211304916,0.313927179888136,-0.43178345737741336,0.6573781550438659,0,10,-0.15274346380620638,0.14072675392665626
2,0.2897309715404693,0.09755101718997518,0.3501304240590768,-0.45507827693423447,-0.03789517772947837,0,9,1.8990727632831874,0.532438575144022
0,-1.2724082032805326,1.3351154598157267,-0.3699118766740796,1.2920331898273485,0.1706868221025249,1,6,0.2728779061966814,-0.3197803333826476
1,1.5632139944923735,0.16630459733585032,-0.5911539243853845,0.6164834226795364,-0.503728310687619,0,9,1.102036518513628,-0.2144814567113128
2,0.841573614819628,0.5444492881381635,-0.5469055148431234,1.7113399418501285,0.817291021581735,1,6,-0.37860386062377666,-1.3966368454748317
2,2.437672336919347,1.3265212622974925,1.134534047762795,0.2670611293272198,0.0733485555142567,2,3,0.24376701060686132,-0.6244450832183766
0,0.3321804056388663,-2.5924328060173867,0.3501304240590768,-0.45507827693423447,-1.5396855765199018,1,7,-0.8243017103437821,1.2358350713085382
0,-0.8479138622965647,-1.1829844130269482,-0.46645386112992154,-0.9209746680706565,-0.7262157771750891,0,6,-0.16880464757990027,0.7928777967777897
2,0.6887556520653993,0.44991311543758505,1.8223956870106703,1.7346347614069495,-1.6787402430745708,1,5,-0.38964592446819113,0.2853372112219562
0,2.0641173168534555,0.5960144732475695,0.4185143297152983,1.408507287611454,-0.7887903771246901,2,2,-0.44586006767611996,0.15125664159379013
0,-1.3912666187560438,-1.939273794631574,-0.14866982896277428,-0.1755404422523812,-1.0321360435953606,0,7,0.5529447982504685,1.136854127237484
1,-0.40643974767323804,1.7476369406909775,2.0516829000932955,1.3619176484978117,-1.4840637098980343,2,8,0.5569600941938918,-1.3460933846725909
0,-0.23664201127965068,-0.005579353028837521,-0.6474700819846257,0.756252340020463,1.0467312213969386,0,9,1.0839676867682224,-0.6146171880623853
2,1.4188859185578244,0.22646397996349124,-0.7641249798687684,-1.1772176831956886,-1.178143443477763,0,1,-0.7028390080552219,-1.27659612606951
1,0.4085893870159804,1.9882744712015397,0.00016573040664913822,-0.5016679160478766,0.14982862211932457,1,8,0.8641302338657876,0.3176288667344989
2,-0.4573790685913142,0.7077390409846164,-0.24521181341861656,-1.5033451569911842,-0.18390257761188064,1,5,0.6894648603268664,-1.1207537885959347
1,0.6123466706882852,1.1288547193781013,-1.456009201802304,-0.08236116402509676,1.7002881542038821,1,5,0.19558345928577964,0.5057628597206171
2,0.3916096133766217,0.4671015104740534,-1.3152188078042009,-1.3402814200934365,-1.463205509914834,1,2,-0.7881640468529709,-0.8188970088047746
2,-0.8818734095752822,0.13192780726291273,0.04843672263456992,1.2221487311568853,-1.0947106435449616,0,9,0.5800480458685772,0.34149661211333454
0,-0.16023302990253657,-0.8220281172611041,-0.048105261821272,1.175559092043243,-1.226812576771897,1,9,0.20461787515848243,0.06491156272329532
1,-0.5932172577061839,-0.10011552572941525,0.31794976257379604,-0.19883526180920227,-1.3797727099820327,1,1,-1.2981066316677516,-0.02073152363605691
0,0.7821444070818722,1.1030721268233987,1.8223956870106703,-0.6647316529456244,0.7060472883379999,1,7,0.5609753901373159,-0.5051063563241969
2,0.17087255606495855,-0.9681294750710886,0.7282531965111252,0.1738818510999354,1.241407754573475,0,3,0.3120270416450603,1.5110161356762934
2,1.300027503082313,1.0601011392322262,-0.24118923073295656,0.2670611293272198,-0.04484791105721181,0,4,0.6131742374018206,-0.8743544171850113
2,-1.4422059396741198,-0.6759267594511189,0.5231014795424606,1.7346347614069495,0.8937710881868028,0,10,0.8882220095263286,1.5054001955871557
2,-0.975262164591755,0.32959435018230393,0.45471757388623907,0.33694558799768315,0.8590074215481357,2,6,1.6230211671728239,0.008050169320774363
0,-1.2978778637395707,2.5640857049232433,-0.9692766968374329,0.523304144452252,-0.7192630438473557,2,6,0.4154209121882148,-2.610381897239751
0,-0.8394239754768853,-0.24621688353939972,-0.24923439610427658,0.08070257287265098,0.3027887553294603,2,4,-0.9517873565474773,-0.43771507525454256
2,0.6463062179670027,-0.6329557718599471,0.7805467714247066,0.22047149021357762,1.429131554422278,0,6,0.011883669874155999,1.5966592220356455
1,-0.43190940813227613,-0.48685441404996266,0.7000951177115051,0.1971766706567565,-1.1433797768390956,2,1,-1.3462901829888332,0.20952202001859527
1,-2.0959272247894307,0.5702318806928661,0.3380626760020968,1.385212468054633,-0.06570611104041213,1,2,-1.3914622623523472,-1.6633939997088798
2,-1.6969025442645007,0.6991448434663822,-1.7013867456275698,0.22047149021357762,0.5530871551278642,1,5,-0.0433266493479168,-0.6841144466654664
1,1.5886836549514112,0.31240595514583475,-1.021570271751014,-1.456755517877542,-0.5593501773094866,0,5,-0.18285818338188248,-0.6363789559077946
1,0.5529174629505295,2.5640857049232433,-1.3996930442030628,1.1289694529296008,-1.5814019764863025,2,4,1.4965393449549846,-2.20112026324383
0,0.10295346150752362,-0.572796389232307,0.2777239357171952,1.1056746333727796,-1.0947106435449616,0,4,0.18152992348379743,0.7009167778181576
0,-0.9158329568539997,1.532782002735118,0.7644564406820666,-0.4783730964910555,-1.477110976570301,1,7,1.204426565070927,-0.895414192519278
0,0.985901690754177,-0.13449231580235282,-0.3699118766740796,0.33694558799768315,0.5739453551110646,0,9,-0.0433266493479168,0.011560131876485823
2,0.3916096133766217,1.5069994101804138,-1.1543155003777972,-0.8510902094001932,-0.0935170443513459,2,10,1.5437190722902103,-0.04249329148146626
2,0.7736545202621931,-1.294708980763995,0.7282531965111252,1.2687383702705275,0.32364695531266063,0,1,0.38932148855596244,-0.6272530532629454
2,0.4680185947537358,0.3897537328099441,-0.9974347756370537,-1.1073332245252254,1.4221788210945445,0,8,0.4445318077780349,1.0687608536566875
2,-1.1535497878050216,-0.512637006604666,-0.43025061695898076,0.2670611293272198,-1.0599469769062944,1,5,-1.5209555565277542,1.046999085811278
2,0.32369051881918676,0.8796229913493034,-0.14866982896277428,-0.45507827693423447,0.9980620881028045,2,5,-0.32941648531683926,-0.429291165120836
2,-0.5083183895093905,0.15771039981761611,1.7419440332974687,1.0124953551454952,-1.63702384310817,1,4,-1.0341009233876584,0.2832312336885294
2,-2.0619676775107134,2.426578544631493,-0.6635604127272661,0.9892005355886742,0.17763955543025833,2,10,1.0769409188672314,-1.4492862838104992
0,1.2830477294429545,-0.5470137966776036,-0.8123959720966895,-0.03577152491145454,1.5056116210273458,0,7,0.010879845888299974,1.6345668176373265
