area code,international plan,voice mail plan,number vmail messages,total day calls,total eve minutes,total eve calls,total eve charge,total night minutes,total intl minutes,total intl calls,target
2,0,0,-0.5725491215445375,0.7045463255248713,0.3474726365397639,0.545234072304503,0.34812244372829604,-1.401183413407057,-0.7829360344720518,-0.5842357749619053,1
2,0,1,1.8637672869258741,-1.71612448497674,0.24063979301282848,-1.7751255655905054,0.24105640136154577,-0.6866536255028569,-0.09480936779139987,0.22991664276650228,1
1,0,0,-0.5725491215445375,-0.5057890797259343,-0.8138399403178537,-0.6149457466430012,-0.8133113636849275,-0.15026145785178088,0.9917064217043662,-0.9913119838261091,1
1,0,0,-0.5725491215445375,0.855838251181222,0.7728256246562678,-0.3627327425239785,0.7717315678750029,0.16642764482044087,0.12249379010775321,-0.1771595660977015,1
0,0,0,-0.5725491215445375,-0.5562197216113846,-0.60808779722894,1.0496600805425484,-0.6084893695920146,0.18226209995405163,-1.6521486660686646,0.6369928516307061,2
1,0,0,-0.5725491215445375,0.6036850417539709,-2.5271222087313068,-0.060077137581151324,-2.526368041552929,-0.36798521593893335,-0.2758953327073609,5.928983566865355,1
1,0,0,-0.5725491215445375,0.1498092647849187,-1.2530416303730343,0.09125066489026228,-1.2532131464526617,-0.21359927838622556,-0.9278048064048204,0.6369928516307061,1
2,0,0,-0.5725491215445375,-0.7075116472677353,0.8816368541744433,-1.4220273598238737,0.8811251329018994,0.7245921882802315,0.013842211158176996,-0.9913119838261091,1
1,0,0,-0.5725491215445375,-1.2118180661222377,1.5127419853798614,0.5956766731283076,1.5118837738016662,0.9957572324433211,1.8971362462841712,0.22991664276650228,1
0,0,1,2.306733906647767,0.7549769674103215,-0.1886699670861549,0.5956766731283076,-0.18953529076560155,-0.3501714539136213,-0.2758953327073609,-0.5842357749619053,1
0,0,0,-0.5725491215445375,-1.3631099917785883,-0.8929753799674357,-0.009634536757346792,-0.8924471341299166,-1.9454928086249383,1.6073987024186334,-0.1771595660977015,1
1,0,0,-0.5725491215445375,0.4523931160976201,1.1388270330355852,-0.8167161499382193,1.1394801481781875,-0.3739231366140377,-1.4348455081695115,0.6369928516307061,1
2,0,0,-0.5725491215445375,0.855838251181222,0.2861426708113379,0.444348870656894,0.28527933190433413,-0.42934372958167677,0.3035797550237142,-1.3983881926903128,1
1,0,0,-0.5725491215445375,-0.2536358702986832,-1.2649119463204719,-1.8760107672381146,-1.2648507597533956,0.9917986186599186,1.4263127375026723,0.6369928516307061,1
2,0,0,-0.5725491215445375,0.25067054855581916,0.017082176002758742,0.34346366900928493,0.017614225987458484,0.9066884223167587,0.013842211158176996,0.22991664276650228,1
0,0,0,-0.5725491215445375,1.057560818723023,-3.3521091670782006,0.7470044755997212,-3.3526385859050216,1.838941968308112,0.8468376497715973,2.265297687087521,1
0,0,0,-0.5725491215445375,0.9062688930666722,1.0240806455436915,0.9487748788949393,1.0231040151708504,1.57965276549523,0.5571001059060601,-0.5842357749619053,2
0,0,1,1.2731451272966834,-0.30406651218413344,-0.11151291342781222,-1.27069955735246,-0.11039952032061241,0.2594550687304058,-0.7105016485056671,-0.1771595660977015,1
1,0,1,2.1590783667404696,-1.0100954985804367,0.3296671626186084,0.09125066489026228,0.32950226244712166,-0.9419842145323353,1.6073987024186334,0.6369928516307061,1
0,0,1,1.6422839770649276,1.4105753119211746,-0.754488360580667,-1.0184865532334375,-0.755123297181259,-1.407121334082161,1.5349643164522493,0.6369928516307061,1
1,0,0,-0.5725491215445375,-1.8169857687476405,0.45628386605793936,0.7974470764235257,0.4551884860950463,0.5424959542437042,-0.09480936779139987,0.22991664276650228,1
1,1,1,1.8637672869258741,0.30110119044126943,-0.2579134767795393,-0.060077137581151324,-0.2570334479098568,-1.9534100361917437,0.08627659712456115,0.6369928516307061,1
0,0,0,-0.5725491215445375,-0.30406651218413344,1.407887527844165,-0.41317534334778305,1.407145254095063,-0.23933026797834325,0.3035797550237142,1.8582214782233173,1
0,0,0,-0.5725491215445375,0.09937862289946846,-0.669417762957366,-0.7662735491144148,-0.6690049587558298,-0.24922680243685016,-0.312112525690553,-0.9913119838261091,1
0,1,1,2.454389446555065,-0.7579422891531855,0.06456343979250813,0.34346366900928493,0.06416467919039312,-1.5476521233929594,1.5711815094354413,4.3006787314085395,2
2,0,0,-0.5725491215445375,-0.9092342148095363,1.613639670933078,-0.11051973840495585,1.6142947708481223,2.199175822597764,-0.09480936779139987,-0.1771595660977015,1
1,0,0,-0.5725491215445375,-1.1613874242367874,-0.6990935528259593,0.4947914714806985,-0.6992627533377372,-0.4333023433650793,-0.3845469116569378,-0.1771595660977015,1
2,0,0,-0.5725491215445375,-1.6656938430912898,0.4978299718739704,0.8983322780711348,0.49708389397768754,1.284736038631724,-2.448926911698893,-0.5842357749619053,1
0,0,1,1.49462843715763,-0.15277458652778272,0.24459656499530735,-0.41317534334778305,0.24571144668183914,-0.7381156046870928,-0.6380672625392829,0.22991664276650228,1
1,0,0,-0.5725491215445375,1.0071301768375727,-0.7525099745894276,1.1001026813663528,-0.7527957745211123,-1.3002387619302866,1.0641408076707504,0.22991664276650228,1
0,0,0,-0.5725491215445375,1.6627285213484257,-1.3064580521365026,-1.3211421581762646,-1.3067461676360368,0.8275161466487033,-1.036456385354397,0.22991664276650228,1
1,0,0,-0.5725491215445375,0.7045463255248713,0.6066412013921458,0.8478896772473302,0.606477459004584,-1.1319976761356687,-0.529415683589706,-0.5842357749619053,2
1,0,1,1.1993173573430345,1.7635898051193262,0.3276887766273684,-2.128223771357137,0.3271747397869754,-2.568974479510875,0.26736256204052217,-0.5842357749619053,1
0,0,0,-0.5725491215445375,0.40196247421216985,1.368319808019374,-0.2114049400525649,1.367577368872568,0.720633574496829,-0.8915876134216284,0.22991664276650228,1
0,0,0,-0.5725491215445375,-2.170000261945792,0.20700723116175573,0.7470044755997212,0.20614356145934498,0.9621090152843979,-1.2537595432535504,-0.5842357749619053,1
0,0,0,-0.5725491215445375,0.6036850417539709,-0.206475441007311,-1.7246829647667008,-0.20582794938662796,1.6311147446794665,0.4122313339732911,0.6369928516307061,1
1,0,0,-0.5725491215445375,0.855838251181222,1.3228169302208639,-1.6742403639428964,1.3233544383297797,0.5563511024856137,-0.348329718673745,0.22991664276650228,1
1,0,0,-0.5725491215445375,-0.858803572924086,0.3771484264083572,0.7974470764235257,0.37605271565005716,0.06944160712707285,-0.20346094674097673,-0.5842357749619053,2
0,0,0,-0.5725491215445375,-1.6656938430912898,0.9627506798152654,-0.7662735491144148,0.9625884260070356,1.3817220763250915,-0.02237498182501572,-0.5842357749619053,1
1,0,0,-0.5725491215445375,-0.10234394464233247,-0.4082708121137452,-1.926453368061919,-0.4083224208193946,-1.1795010415365015,-0.8191532274552439,-0.9913119838261091,1
0,0,1,1.6422839770649276,1.461005953806625,-2.4796409449415573,-1.169814355704851,-2.4798175883499938,-0.3798610572891421,-1.6159314730854724,-0.5842357749619053,2
1,0,0,-0.5725491215445375,-1.514401917434939,0.9073558720605577,3.218691915966143,0.9067278821635134,-1.397224799623654,0.6657516848556363,-0.5842357749619053,1
0,0,0,-0.5725491215445375,0.1498092647849187,-0.4597088478859735,1.301873084661571,-0.45952791934262305,-0.21953719906132937,0.6295344918724441,1.4511452693591136,1
0,0,0,-0.5725491215445375,-0.15277458652778272,-0.60808779722894,-0.312290141700174,-0.6084893695920146,-0.6688398634775443,0.4122313339732911,-0.1771595660977015,1
1,0,1,1.937595056879523,-0.858803572924086,-0.4438817599560574,2.1089546978424436,-0.4432352607215958,-0.6747777841526481,0.4846657199396752,-0.5842357749619053,1
2,0,1,1.8637672869258741,-0.45535843784048413,0.8994423280955993,-0.2114049400525649,0.8997453141830738,-1.2349216345041405,1.5711815094354413,-0.5842357749619053,1
0,0,1,1.49462843715763,-0.40492779595503386,-0.25395670479705984,-1.82556816641431,-0.2547059252497097,1.2886946524151264,0.8468376497715973,-0.5842357749619053,1
0,0,0,-0.5725491215445375,-0.10234394464233247,-0.7465748166157087,-0.16096233922876038,-0.7458132065406723,-0.8192671872468495,-0.7467188414888598,0.6369928516307061,1
1,0,1,2.454389446555065,-1.3126793498931382,-0.6160013411938983,-0.6149457466430012,-0.6154719375724547,0.271330910080614,-1.4710627011527035,0.22991664276650228,1
1,1,0,-0.5725491215445375,0.25067054855581916,0.24063979301282848,0.19213586653787135,0.24105640136154577,-0.8430188699472659,-0.348329718673745,-0.1771595660977015,1
0,1,0,-0.5725491215445375,-0.35449715406958365,0.11402308957349697,0.9487748788949393,0.11304265505347487,-1.407121334082161,-0.7105016485056671,1.4511452693591136,1
0,0,0,-0.5725491215445375,-1.514401917434939,0.32175361865365004,-1.0184865532334375,0.322519694466682,-0.9281290662904258,-0.8915876134216284,-1.3983881926903128,1
2,0,0,-0.5725491215445375,0.048947981014018226,-0.6239148851588566,0.4947914714806985,-0.6247820282130419,-1.0251151039837938,1.2814439655699041,-0.5842357749619053,2
0,0,0,-0.5725491215445375,-0.35449715406958365,-0.5962174812815028,-0.8671587507620239,-0.5968517562912807,1.8785281061421397,0.5571001059060601,1.0440690604949099,1
2,0,1,2.823528296323309,-0.15277458652778272,-0.24604316083210206,-0.8167161499382193,-0.24539583460912295,1.0729502012196752,0.6657516848556363,-0.9913119838261091,1
2,0,0,-0.5725491215445375,-0.858803572924086,-1.0235488553892462,-0.7662735491144148,-1.0227884030981342,-0.5520607568671625,-0.8191532274552439,-0.1771595660977015,1
1,0,0,-0.5725491215445375,2.318326865859279,0.5156354457951259,0.8478896772473302,0.5157040752588611,-0.949901442099141,-1.0726735783375894,-0.1771595660977015,1
1,0,0,-0.5725491215445375,0.4523931160976201,-0.8593428181163636,-0.312290141700174,-0.8598618168878626,-0.2413095748700451,0.6295344918724441,-0.5842357749619053,1
1,0,0,-0.5725491215445375,-0.5057890797259343,0.44837032209298155,-1.4220273598238737,0.4482059181146058,-0.375902443505739,-1.5072798941358958,-0.9913119838261091,1
1,0,0,-0.5725491215445375,0.4523931160976201,-0.38848695220134966,-0.009634536757346792,-0.387374716878074,1.3797427694333906,0.5208829129228674,-0.1771595660977015,2
0,0,0,-0.5725491215445375,0.855838251181222,-2.4440299970992454,-0.7662735491144148,-2.4449047484477924,-0.5421642224086555,-0.7467188414888598,1.0440690604949099,2
1,0,0,-0.5725491215445375,-1.4135406336640386,-0.7168990267471154,0.19213586653787135,-0.7178829346189112,-0.45309541228209316,-0.7467188414888598,-0.5842357749619053,1
0,0,0,-0.5725491215445375,-0.10234394464233247,-0.8989105379411546,0.09125066489026228,-0.8994297021103571,0.5583304093773149,1.7160502813682104,-0.9913119838261091,1
1,0,0,-0.5725491215445375,-0.05191330275688224,2.035035887067103,-1.3211421581762646,2.035576372334683,0.46728229235905133,1.0641408076707504,-0.9913119838261091,1
1,1,0,-0.5725491215445375,0.20023990667036892,0.08236891371366423,-1.0689291540572419,0.08278486047156748,1.5460045483363067,0.8468376497715973,0.22991664276650228,1
0,0,1,1.2731451272966834,1.1584221024939234,-1.2767822622679093,-0.26184754087636947,-1.276488373054129,-0.4887229363327183,0.26736256204052217,-0.9913119838261091,1
1,0,1,1.1993173573430345,0.048947981014018226,1.1685028229041785,-0.11051973840495585,1.1674104200999487,0.44155130276693305,-0.16724375375778402,-0.1771595660977015,1
2,0,0,-0.5725491215445375,-0.20320522841323294,0.9607722938240254,-0.7662735491144148,0.9602609033468885,-0.1779717543356004,0.7744032638052131,-1.3983881926903128,2
2,0,1,1.5684562071112786,0.20023990667036892,0.49980835786520983,-0.7158309482906102,0.49941141663783384,2.426796115143423,-0.6018500695560909,1.0440690604949099,1
0,0,0,-0.5725491215445375,0.25067054855581916,-0.9028673099236335,0.04080806406645774,-0.9017572247705038,-0.21359927838622556,-0.8191532274552439,0.22991664276650228,2
2,0,0,-0.5725491215445375,0.9062688930666722,0.15556919538952746,-1.2202569565286556,0.15493806293611614,-0.3561093745887251,0.6295344918724441,-0.9913119838261091,1
1,0,1,2.0114228268331718,0.20023990667036892,-1.5280372831553322,-0.8167161499382193,-1.5278608203499768,0.03381408307644768,0.23114536905733007,1.8582214782233173,1
1,0,0,-0.5725491215445375,1.2592833862648238,0.9291181179641926,-0.3627327425239785,0.9300031087649812,0.16840695171214215,1.3176611585530962,-0.1771595660977015,2
2,0,0,-0.5725491215445375,-1.9682776944039913,-0.11349129941905166,0.24257846736167588,-0.11272704298075868,-1.7970447917473342,0.3035797550237142,-0.9913119838261091,1
1,0,0,-0.5725491215445375,-0.0014826608714320064,-0.19262673906863378,0.19213586653787135,-0.19186281342574782,-0.08692363731733675,-0.493198490606514,-0.1771595660977015,2
1,0,0,-0.5725491215445375,-0.0014826608714320064,-0.5467578315005139,0.34346366900928493,-0.5456462577680523,1.0452399047358558,-0.855370420438436,1.8582214782233173,1
1,0,0,-0.5725491215445375,-0.35449715406958365,-0.43992498797357793,0.5956766731283076,-0.4409077380614491,1.2570257421479039,-0.2758953327073609,1.0440690604949099,1
1,0,0,-0.5725491215445375,-1.463971275549489,-0.19856189704235266,-0.9680439524096329,-0.19884538140618832,-1.4387902443493832,0.12249379010775321,1.0440690604949099,1
0,0,0,-0.5725491215445375,0.30110119044126943,-2.366872943440903,0.6461192739521121,-2.3657689780028033,-0.7361362977953916,-0.16724375375778402,0.22991664276650228,1
1,0,0,-0.5725491215445375,0.5028237579830703,0.25053172296902626,-1.4220273598238737,0.2503664920021325,-0.5203918465999404,0.9917064217043662,-0.1771595660977015,1
1,0,0,-0.5725491215445375,-0.6570810053822851,0.13182856349465305,-1.2202569565286556,0.13166283633464923,-0.18786828879410733,-0.5656328765728987,-0.5842357749619053,1
0,0,0,-0.5725491215445375,1.5618672375775253,0.17337466931068357,0.19213586653787135,0.1735582442172905,-0.6569640221273362,-1.7970174380014334,0.22991664276650228,2
1,0,0,-0.5725491215445375,-1.4135406336640386,0.10017438763481976,1.301873084661571,0.09907751909259473,1.4806874209101606,-0.16724375375778402,1.0440690604949099,2
2,0,1,0.9778340474820881,0.7045463255248713,1.020123873561212,-0.8671587507620239,1.0207764925107041,-0.7955155045464332,-2.122972174850163,1.4511452693591136,1
1,0,0,-0.5725491215445375,1.8644510888902266,-0.2302160729021854,-1.2202569565286556,-0.2291031759880957,-1.411079947865564,1.5711815094354413,0.22991664276650228,1
1,0,0,-0.5725491215445375,-0.9092342148095363,-1.6150862667698727,0.24257846736167588,-1.6139791587754064,-0.4036127399895585,0.08627659712456115,0.6369928516307061,1
0,0,0,-0.5725491215445375,-0.05191330275688224,-0.3370489164291214,0.2930210681854804,-0.336169218354846,0.8888746602914468,0.8106204567884052,1.8582214782233173,1
0,0,0,-0.5725491215445375,-0.30406651218413344,-0.5329091295618373,0.444348870656894,-0.5340086444673189,0.9541917877175922,0.376014140990099,-0.9913119838261091,1
0,0,0,-0.5725491215445375,-1.7665551268621902,-0.2658270207444976,-0.11051973840495585,-0.26634353855044357,-0.2056820508194199,0.5571001059060601,-0.1771595660977015,1
2,0,1,1.5684562071112786,0.09937862289946846,0.03093087794143539,-1.2202569565286556,0.031579361948339456,-0.26110264378705894,-0.4569812976233219,0.6369928516307061,1
2,0,1,0.9778340474820881,1.5618672375775253,-0.7149206407558759,0.7470044755997212,-0.7155554119587645,0.3287308099399543,-0.16724375375778402,-0.5842357749619053,1
1,0,1,1.7899395169722252,-0.45535843784048413,-1.375701561829887,-0.16096233922876038,-1.3765718474404387,0.3762341753407877,-0.058592174808207796,-1.3983881926903128,1
0,0,0,-0.5725491215445375,-0.5057890797259343,-1.0433327153016416,1.0496600805425484,-1.0437361070394549,0.8116816915150926,-0.23967813972416882,1.0440690604949099,1
0,0,0,-0.5725491215445375,-0.0014826608714320064,2.306074767866922,-0.8671587507620239,2.3055690009117047,-1.6070313301440011,-0.7105016485056671,1.4511452693591136,1
1,0,0,-0.5725491215445375,0.855838251181222,0.44837032209298155,-0.312290141700174,0.4482059181146058,0.4435306096586349,0.8468376497715973,-0.9913119838261091,1
0,0,0,-0.5725491215445375,0.855838251181222,-0.19262673906863378,0.6461192739521121,-0.19186281342574782,0.5405166473520023,0.6657516848556363,-0.1771595660977015,1
0,0,0,-0.5725491215445375,0.40196247421216985,0.10610954560853864,-0.5140605449953921,0.10606008707303521,0.9383573325839814,1.100358000653943,1.0440690604949099,1
1,0,0,-0.5725491215445375,1.2592833862648238,-0.6140229552026588,-2.0777811705333327,-0.613144414912308,0.2178896240046768,-0.312112525690553,-0.5842357749619053,1
2,1,1,2.528217216508714,-0.5562197216113846,1.0735402953246802,1.1001026813663528,1.0743095136940792,-1.2289837138290363,3.5269099305278204,0.6369928516307061,2
2,0,0,-0.5725491215445375,-0.858803572924086,-0.9562837316871012,0.444348870656894,-0.955290245953879,-2.8282636823237564,1.4263127375026723,-0.5842357749619053,1
1,0,0,-0.5725491215445375,0.7045463255248713,0.3811051983908367,-2.6326497795951824,0.38070776097035053,-0.601543429159697,-0.312112525690553,-0.1771595660977015,2
2,0,1,2.0852505967868207,0.855838251181222,-0.8534076601426447,-0.9176013515858283,-0.8528792489074221,-0.4511161053903919,-0.09480936779139987,-0.5842357749619053,1
0,0,0,-0.5725491215445375,1.2592833862648238,0.2802075128376195,0.545234072304503,0.28062428658404076,-1.130018369243967,-0.5656328765728987,0.22991664276650228,1
0,0,0,-0.5725491215445375,-0.40492779595503386,0.5275057617425637,-1.169814355704851,0.527341688559595,-0.005772054757580038,1.0279236146875583,1.0440690604949099,1
0,0,1,1.051661817435737,0.09937862289946846,-1.1640142607672543,-0.7158309482906102,-1.1647672853670852,-1.1517907450526825,-1.1088907713207814,-0.5842357749619053,1
2,0,0,-0.5725491215445375,0.1498092647849187,-0.33902730242036083,0.8478896772473302,-0.33849674101499266,0.4039444718246072,-0.16724375375778402,-0.1771595660977015,1
1,0,0,-0.5725491215445375,1.2088527443793737,-1.351960929935012,-0.26184754087636947,-1.3509690981788247,-1.7317276643211883,0.4846657199396752,-0.5842357749619053,1
2,0,0,-0.5725491215445375,0.9566995349521225,-1.7891842339989532,-0.11051973840495585,-1.788543358286412,0.5345787266768985,-0.3845469116569378,0.22991664276650228,1
0,0,0,-0.5725491215445375,-2.4221534713730435,0.5690518675585942,0.19213586653787135,0.5692370964422362,1.0313847564939462,0.6295344918724441,-0.5842357749619053,1
1,0,0,-0.5725491215445375,0.40196247421216985,-0.8534076601426447,-0.6653883474668058,-0.8528792489074221,-0.9023980766983075,-0.4207641046401298,-0.5842357749619053,2
2,0,1,1.420800667203981,1.2088527443793737,-1.069051733187756,0.1416932657140668,-1.0693388563010688,0.5009305095179747,-1.398628315186319,0.6369928516307061,2
0,0,0,-0.5725491215445375,-0.5057890797259343,-0.13723193131392664,1.1505452821901574,-0.1383297922423727,-0.5025780845746278,-0.3845469116569378,-0.1771595660977015,1
0,0,1,2.0852505967868207,0.7549769674103215,-0.7703154485105836,0.8478896772473302,-0.7714159558022863,1.2728601972815152,-0.2758953327073609,-0.1771595660977015,1
1,0,0,-0.5725491215445375,-0.40492779595503386,0.33758070658356615,0.6965618747759167,0.33648483042756216,-1.0587633211427172,0.23114536905733007,-0.9913119838261091,1
0,0,0,-0.5725491215445375,1.2592833862648238,-0.8395589582039681,-0.7158309482906102,-0.838914112946542,1.1145156459454042,-1.5072798941358958,0.22991664276650228,1
1,0,0,-0.5725491215445375,0.7549769674103215,0.5888357274709898,2.0080694961948344,0.5878572777234098,1.2075430698553693,-0.2758953327073609,-0.5842357749619053,1
0,0,0,-0.5725491215445375,-0.20320522841323294,0.011147018029039857,0.09125066489026228,0.010631658007018823,0.11298635874450312,-1.1451079643039739,-1.3983881926903128,1
0,0,0,-0.5725491215445375,0.4523931160976201,0.038844421906393714,1.40275828630918,0.03856192992877911,0.1189242794196075,-0.4207641046401298,2.265297687087521,1
2,1,0,-0.5725491215445375,0.6036850417539709,-0.540822673526795,-0.8671587507620239,-0.5409912124477589,0.9264814912337727,0.3397969480069063,-0.5842357749619053,1
1,0,1,0.9778340474820881,-0.15277458652778272,0.33362393460108725,0.2930210681854804,0.33415730776741503,0.7344887227387384,-1.7970174380014334,-0.1771595660977015,1
2,0,0,-0.5725491215445375,0.30110119044126943,0.1872233712493602,0.6461192739521121,0.18752338017817063,-0.09484086488414241,0.6295344918724441,-0.5842357749619053,1
2,0,1,2.0852505967868207,0.855838251181222,-1.4607721594531875,-1.2202569565286556,-1.4603626632057216,1.2451499007976963,0.3397969480069063,1.4511452693591136,1
1,0,1,1.1254895873893858,0.048947981014018226,-0.9622188896608201,-2.027338569709528,-0.9622728139343191,-0.8271844148136552,-0.02237498182501572,0.22991664276650228,1
2,0,0,-0.5725491215445375,0.7549769674103215,1.4988932834411837,-0.8167161499382193,1.4979186378407854,-0.13442700271817012,0.7744032638052131,-0.5842357749619053,1
1,0,1,2.306733906647767,-1.6152632012058394,0.39099712834703443,-0.16096233922876038,0.39001785161093727,1.0571157460860645,0.08627659712456115,-0.1771595660977015,1
1,0,1,1.49462843715763,0.35153183232671964,-0.10162098347161445,-1.3211421581762646,-0.10108942968002482,-1.7950654848556327,-1.2537595432535504,0.22991664276650228,1
2,0,0,-0.5725491215445375,-2.6743066808002944,-0.10162098347161445,-0.8167161499382193,-0.10108942968002482,0.002145172809225618,0.5208829129228674,-0.1771595660977015,1
0,1,0,-0.5725491215445375,-0.7075116472677353,-0.45773046189473404,-0.6653883474668058,-0.45720039668247636,0.9700262428512034,1.3900955445194803,1.0440690604949099,2
1,0,0,-0.5725491215445375,0.048947981014018226,-0.8019696243704164,-0.312290141700174,-0.8016737503841941,-1.781210336613723,1.462529930485865,0.6369928516307061,1
0,0,0,-0.5725491215445375,-0.45535843784048413,0.056649895827549805,-1.1193717548810465,0.057182111209953465,0.05954507266856592,1.2452267725867114,-0.5842357749619053,1
0,1,0,-0.5725491215445375,-0.6570810053822851,0.30988330270621284,1.301873084661571,0.3108820811659481,-1.569424499201675,0.5208829129228674,-0.1771595660977015,1
0,0,0,-0.5725491215445375,1.057560818723023,0.35142940852224336,-0.11051973840495585,0.3504499663884423,-0.7678052080626137,-0.6380672625392829,0.22991664276650228,1
0,0,1,2.6020449864623627,-0.15277458652778272,-0.7624019045456254,-0.26184754087636947,-0.7621058651616995,1.7122663272392227,0.3035797550237142,-0.1771595660977015,1
0,0,0,-0.5725491215445375,-0.05191330275688224,0.41078098825942994,1.2514304838377666,0.41096555555225794,-0.556019370650565,0.12249379010775321,0.6369928516307061,1
1,0,0,-0.5725491215445375,0.9566995349521225,0.11995824754721529,-0.4636179441715876,0.12002522303391536,1.9517624611350908,-0.058592174808207796,1.0440690604949099,1
0,0,0,-0.5725491215445375,0.8054076092957717,-0.8514292741514052,0.8478896772473302,-0.8505517262472754,0.5325994197851973,-1.0002391923712048,0.6369928516307061,1
1,0,0,-0.5725491215445375,0.6036850417539709,0.9469235918853488,0.8983322780711348,0.9462957673860084,-1.185438962211606,-1.217542350270358,2.6723738959517247,1
1,0,0,-0.5725491215445375,0.7549769674103215,-1.0809220491351934,-2.7335349812427916,-1.0809764696018027,1.3678669280831819,0.4484485269564832,-0.1771595660977015,1
0,0,0,-0.5725491215445375,0.8054076092957717,1.8094998840657943,1.9071842945472255,1.8098066743004484,1.2966118799819315,-0.16724375375778402,-0.1771595660977015,1
1,0,0,-0.5725491215445375,1.0071301768375727,0.5294841477338031,0.7974470764235257,0.5296692112197412,-0.9202118387236201,2.005787825233748,1.0440690604949099,2
2,0,1,1.1254895873893858,1.461005953806625,0.9172478020167555,-0.2114049400525649,0.9183654954642473,1.163998318237939,1.2452267725867114,-0.9913119838261091,1
2,0,0,-0.5725491215445375,0.855838251181222,1.1091512431669919,-1.4220273598238737,1.10922235359628,-0.431323036473378,-0.02237498182501572,-0.9913119838261091,1
2,0,1,1.1993173573430345,1.2088527443793737,-0.3410056884116003,1.4532008871329847,-0.34082426367513935,-0.704467387528169,-0.23967813972416882,-0.1771595660977015,1
1,0,0,-0.5725491215445375,-0.15277458652778272,-0.5625849194304305,0.39390626983308946,-0.5619389163890796,-1.2448181689626476,-1.1451079643039739,0.22991664276650228,1
1,0,0,-0.5725491215445375,0.5028237579830703,0.80843657249858,0.545234072304503,0.8089719304373507,1.0511778254109603,0.6295344918724441,0.6369928516307061,1
2,0,1,2.0852505967868207,-0.05191330275688224,0.8064581865073406,0.7974470764235257,0.8066444077772036,0.5761441714026275,0.08627659712456115,0.22991664276650228,1
1,0,0,-0.5725491215445375,0.1498092647849187,-1.2906309642065859,1.1001026813663528,-1.2904535090150095,0.7166749607134258,0.7019688778388283,-1.3983881926903128,1
1,0,0,-0.5725491215445375,2.5704800752865298,-1.029484013362965,-0.5645031458191967,-1.0297709710785743,-0.6569640221273362,-1.5072798941358958,-0.5842357749619053,1
1,0,1,1.8637672869258741,-0.40492779595503386,0.260423652925224,-0.41317534334778305,0.25967658264272014,0.5603097162690163,0.6657516848556363,-0.9913119838261091,1
