height,area,eccen,mean_tr,blackand,target
0.024934408583639874,-0.054752737392672446,-0.19591684045343472,-0.044349055534020694,0.030099120021608597,1
0.024934408583639874,-0.2036117848482592,-0.3903647527011169,-0.040607719600455276,-0.3093647984696581,1
-0.08004644250916161,-0.23949378664540477,-0.4312636302438795,-0.04823428900349247,-0.3744022781806017,1
-0.13253686805556236,-0.24379962686106224,-0.4371294755966845,0.0549402442413692,-0.39132259810540004,1
-0.3949889957875661,-0.1792120236262002,0.7714291149934098,0.3463327544517526,-0.32892891838270616,2
4.5916014311205045,-0.18843882408832335,-0.4482778225655516,1.9399979646147134,-0.32099751841795693,4
-0.44747942133396684,-0.2290367461216652,0.32850917887856423,0.3427353160540936,-0.3622407982346529,2
0.024934408583639874,-0.1021169797649046,-0.25778368453357225,-0.05140003479343244,-0.06507767955538206,1
-0.08004644250916161,-0.18044226368781663,-0.3160532422371276,-0.043197875246769796,-0.23851095878456505,1
-0.08004644250916161,-0.2099680251666107,-0.37367464023319086,-0.0663653785276941,-0.320468758420307,1
-0.13253686805556236,-0.2355980264502861,-0.41687448473755095,-0.01700852371181188,-0.3855062381312506,1
-0.02755601696276087,-0.04368057683812467,-0.1252026163660276,-0.05255121508068334,0.08456139977955325,1
-0.08004644250916161,-0.09186497925143443,-0.14322145623431282,-0.06276794013003505,-0.06825023954128175,1
-0.08004644250916161,-0.18966906414993978,-0.3340396741200383,-0.059170501732375994,-0.2776391986106612,1
0.024934408583639874,-0.02092113569822091,-0.15171234840246162,-0.04924157175483701,0.12527591959859927,1
0.024934408583639874,0.019676786335120933,-0.09869288432959361,-0.06190455491459688,0.15594399946229626,1
-0.02755601696276087,0.009629825831920173,-0.040941854392032,-0.0503927520420879,0.1776231593659441,1
-0.08004644250916161,-0.22473090590600772,-0.4024853392312224,-0.021757142396721833,-0.3680571582088023,1
-0.08004644250916161,-0.11031858017568072,-0.17922672798550865,-0.05744373130149965,-0.18034735904307075,1
0.024934408583639874,0.019676786335120933,-0.09869288432959361,-0.06377522288137959,0.12051707961974972,1
-0.02755601696276087,-0.15850298258899048,-0.30668733446386437,-0.043629567854488883,-0.19832519896316897,1
-0.08004644250916161,-0.17490618341054273,-0.3052613831073813,-0.05600475594243603,-0.21260171889971757,1
-0.13253686805556236,-0.16998522316407708,-0.25483455786448245,-0.06363132534547322,-0.21101543890676774,1
-0.08004644250916161,-0.16752474304084422,-0.2908398296156783,-0.04809039146758611,-0.20044023895376878,1
-0.08004644250916161,-0.16198866276357035,-0.2800479704859319,-0.05413408797565332,-0.2295220388245159,1
-0.08004644250916161,-0.17490618341054273,-0.3052613831073813,-0.05514137072699785,-0.2215906388597667,1
-0.3949889957875661,-0.1773666635337756,0.8038371003680236,0.8032074309544525,-0.3284001583850562,2
-0.44747942133396684,-0.24133914673782939,-0.15761060174064132,0.2851763016915487,-0.38286243814300086,2
-0.3949889957875661,-0.16752474304084422,0.9766688863708384,0.19883778014773137,-0.279754238601261,2
-0.49996984688036755,-0.24523490693294805,0.10165328125626831,-0.04219059249542526,-0.3876212781218504,2
-0.44747942133396684,-0.22042506569035025,0.6687930253120082,0.06573255943434636,-0.330515198375656,2
-0.44747942133396684,-0.22985690616274282,0.29610119350395053,0.17005827296645892,-0.3595969982464032,2
0.024934408583639874,-0.07505169840934336,-0.22242657248986872,-0.053990190439746955,-0.0053277998209379255,1
-0.08004644250916161,-0.17306082331811812,-0.3016316887454246,-0.06147286230687779,-0.2237056788503665,1
-0.49996984688036755,-0.23703330652217192,1.3979726962408165,-0.0355713058437326,-0.36647087821585245,2
-0.49996984688036755,-0.24667018700483387,-0.1252026163660276,0.04055049065073298,-0.39132259810540004,2
0.1824056852228421,0.2823330394902265,-0.021043351372019157,-0.05629255101424875,0.4954079179535629,1
-0.02755601696276087,0.06294022850196501,0.04331890758196362,-0.05773152637331237,0.22838411914033913,1
-0.44747942133396684,-0.20115130472502635,1.4303806816154303,0.16833150253558257,-0.2982608385190092,2
-0.08004644250916161,-0.021741295739298522,-0.006362533997319167,-0.05125613725752608,0.18026695935419385,1
-0.44747942133396684,-0.2417492267583682,-0.17381459442794817,0.007022364784550599,-0.37916111815945125,2
-0.02755601696276087,0.019881826345390336,-0.024737861704725143,-0.049529366826649726,0.19718727927899218,1
-0.49996984688036755,-0.24626010698429507,-0.060386645616800204,-0.03859315409776621,-0.39026507811010014,1
-0.23751771914836384,-0.2155041054438846,-0.30344653592640297,-0.04895377668302429,-0.35536691826520356,1
-0.1850272936019631,-0.22719138602924058,-0.3798321574543675,-0.04449295306992706,-0.35430939826990365,1
-0.1850272936019631,-0.1654743429381502,-0.18074990329811552,-0.05528526826290422,-0.23533839879866536,1
-0.1850272936019631,-0.18269770380078007,-0.23632959821557795,-0.028952019192039942,-0.29667455852605934,1
-0.49996984688036755,-0.24318450683025403,0.42573313500240534,-0.0313982773024481,-0.3823336781453509,1
-0.1850272936019631,-0.22432082588546892,-0.37056347363722797,-0.05010495697027518,-0.3601257582440531,1
-0.44747942133396684,-0.2360081064708249,0.05304130319434776,-0.060177784483720534,-0.3796898781571012,1
-0.44747942133396684,-0.2417492267583682,-0.17381459442794817,-0.04938546929074337,-0.3786323581618013,1
-0.44747942133396684,-0.24420970688160104,-0.27103855055178927,0.04055049065073298,-0.3855062381312506,1
-0.44747942133396684,-0.24092906671729059,-0.14140660905333446,-0.06305573520184778,-0.3765173181712015,1
-0.1850272936019631,-0.09514561941574488,0.04610599432418041,-0.06593368591997502,-0.13751779923342494,1
-0.2900081446947646,-0.23949378664540477,-0.39094809643785994,-0.06435081302500503,-0.37810359816415134,1
0.024934408583639874,-0.228421626090857,-0.4227727380757306,-0.0026187701211756653,-0.35853947825110327,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,0.022563298662437715,-0.3500793182887041,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,0.4722430983698195,-0.37493103817825163,1
0.024934408583639874,-0.23293250631678386,-0.42867099141391035,-0.006216208518834719,-0.3558956782628535,1
0.024934408583639874,-0.23293250631678386,-0.42867099141391035,-0.03715417873870258,-0.3558956782628535,1
0.024934408583639874,-0.228421626090857,-0.4227727380757306,0.13653014710027656,-0.3632983182299528,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,0.04055049065073298,-0.3569531982581534,1
-0.49996984688036755,-0.23990386666594357,0.9442609009962246,0.05134280584371015,-0.3738735181829517,2
-0.02755601696276087,-0.17080538320515468,-0.3261321256886326,-0.05312680522430878,-0.218418078873867,1
-0.13253686805556236,-0.2159141854644234,-0.3682625066756304,-0.04924157175483701,-0.3120085984579078,1
-0.08004644250916161,-0.18228762378024127,-0.31965052861370985,-0.047658698859867024,-0.23745343878926514,1
-0.02755601696276087,-0.047781377043512735,-0.13168421344095033,-0.05427798551155968,0.035915479995758025,1
-0.02755601696276087,-0.14825098207552032,-0.2904833417765575,-0.046219723500803396,-0.14756423918877395,1
-0.02755601696276087,-0.20566218495095323,-0.3812257008254759,-0.052119522472964246,-0.3030196784978587,1
-0.08004644250916161,-0.21365874535145996,-0.3808692129863551,-0.05111223972161972,-0.32787139838740625,1
-0.08004644250916161,-0.1472257820241733,-0.25123727148790026,-0.06132896477097143,-0.1348739992451752,1
-0.08004644250916161,-0.2228855458135831,-0.3988556448692658,-0.06334353027366049,-0.3342165183592056,1
-0.13253686805556236,-0.21099322521795771,-0.35610951216015024,-0.06780435388675773,-0.29931835851430905,1
-0.13253686805556236,-0.191309384232095,-0.3074975340982297,-0.06507030070453684,-0.26547771866471237,1
-0.08004644250916161,-0.07156601823476351,-0.10358649012116028,-0.06075337462734598,-0.024363159736336057,1
-0.08004644250916161,-0.12692682100750238,-0.2116347133601224,-0.060177784483720534,-0.14386291920522432,1
-0.08004644250916161,-0.18597834396509053,-0.32684510136687406,-0.06291183766594141,-0.26442019866941247,1
-0.13253686805556236,-0.11257402028864416,-0.11304962185054747,-0.06363132534547322,-0.07776791949898082,1
-0.13253686805556236,-0.11749498053510983,-0.1252026163660276,-0.06420691548909868,-0.08464179946843015,1
-0.08004644250916161,-0.07341137832718814,-0.10718377649774243,-0.05873880912465691,-0.06983651953423159,1
-0.13253686805556236,-0.11749498053510983,-0.1252026163660276,-0.06420691548909868,-0.09786079940967884,1
-0.02755601696276087,-0.22206538577250548,-0.4071520891251668,-0.055429165798810576,-0.34955055829105414,1
-0.13253686805556236,-0.1338981813566621,-0.16571259808429475,-0.06507030070453684,-0.1248275592898262,1
0.024934408583639874,-0.059263617618599315,-0.2018150937916144,-0.06463860809681776,0.004189880136761141,1
-0.08004644250916161,-0.06602993795748963,-0.09279463099141391,-0.06118506723506507,-0.011144159795087354,1
-0.08004644250916161,-0.10109177971355758,-0.16120788811722345,-0.062336247522315966,-0.06613519955068195,1
0.024934408583639874,-0.02092113569822091,-0.15171234840246162,-0.06578978838406865,0.0840326397819033,1
0.07742483413004062,-0.1847481039034741,-0.37905436580537677,-0.06593368591997502,-0.23163707881511572,1
0.07742483413004062,-0.15030138217821434,-0.34126665485857716,-0.06060947709143962,-0.2104866789091178,1
-0.13253686805556236,-0.11093370020648893,-0.10899862367872076,-0.06319963273775414,-0.0534449596070832,1
-0.13253686805556236,-0.16178362275330094,-0.23457956700534885,-0.0667970711354132,-0.17664603905952111,1
-0.13253686805556236,-0.18146746373916364,-0.2831915450672694,-0.06550199331225594,-0.23322335880806555,1
-0.08004644250916161,-0.09740105952870833,-0.15401331536405918,-0.060177784483720534,-0.10790723936502786,1
-0.1850272936019631,-0.2286266661011264,-0.38446649936293725,0.17005827296645892,-0.36488459822290265,1
-0.13253686805556236,-0.20607226497149203,-0.3439565176446701,-0.06348742780956687,-0.2924444785448597,1
-0.13253686805556236,-0.17326586332838753,-0.26293655420813583,-0.062336247522315966,-0.2115441989044177,1
-0.08004644250916161,-0.18597834396509053,-0.32684510136687406,-0.06435081302500503,-0.24115475877281478,1
0.024934408583639874,-0.19007914417047858,-0.3726699926865779,-0.05988998941190781,-0.2543737587140635,1
0.024934408583639874,-0.15399210236306363,-0.3255487819518895,-0.056580346086061474,-0.1940951189819694,1
0.07742483413004062,-0.0961708194670919,-0.2818304096815356,-0.06622148099178773,-0.136989039235775,1
-0.13253686805556236,-0.12569658094588596,-0.14545760722516118,-0.062192349986409594,-0.11478111933447718,1
-0.13253686805556236,-0.21919482562873385,-0.3763645030192838,-0.05787542390921874,-0.3215262784156069,1
-0.1850272936019631,-0.20135634473529576,-0.2965112270562356,-0.054997473191091495,-0.2935019985401596,1
-0.08004644250916161,-0.13061754119235164,-0.21882928611328656,-0.05183172740115152,-0.1227125192992264,1
-0.08004644250916161,-0.18228762378024127,-0.31965052861370985,-0.04550023582127159,-0.2369246787916152,1
-0.13253686805556236,-0.2355980264502861,-0.41687448473755095,-0.026649658617538145,-0.38497747813360067,1
-0.13253686805556236,-0.21427386538226817,-0.3642115085038037,-0.06060947709143962,-0.3368603183474554,1
-0.08004644250916161,-0.06602993795748963,-0.09279463099141391,-0.0526951126165897,0.047019439946406935,1
-0.08004644250916161,-0.09371033934385906,-0.14681874261089495,-0.06262404259412868,-0.08041171948723055,1
-0.13253686805556236,-0.19787066456071592,-0.32370152678553654,-0.06248014505822233,-0.2929732385425097,1
0.44485781295484583,-0.24092906671729059,-0.4458796316478302,0.3571250696447298,-0.3802186381547511,4
-0.08004644250916161,-0.062339217772640364,-0.08560005823824968,-0.0503927520420879,0.017408880078009843,1
0.024934408583639874,0.017421346222157498,-0.10164201099868345,-0.06003388694781417,0.1644041594246954,1
-0.2900081446947646,-0.24667018700483387,-0.4363192759623192,0.026160737060096768,-0.39238011810069995,4
-0.02755601696276087,0.009629825831920173,-0.040941854392032,-0.05111223972161972,0.15805903945289604,1
0.07742483413004062,0.03915558731071424,-0.13330461270968103,-0.06478250563272413,0.10306799969730143,1
-0.08004644250916161,-0.18413298387266588,-0.323247814990292,-0.04780259639577339,-0.2855705985754104,1
-0.08004644250916161,-0.16383402285599497,-0.2836452568625139,-0.06132896477097143,-0.24855739873991406,1
-0.02755601696276087,-0.24461978690213984,-0.4428008730372419,0.06932999783200541,-0.39026507811010014,2
-0.13253686805556236,-0.17654650349269796,-0.27103855055178927,-0.042046694959518904,-0.22211939885741663,1
-0.13253686805556236,-0.16998522316407708,-0.25483455786448245,-0.06132896477097143,-0.2326945988104156,1
-0.13253686805556236,-0.18310778382131887,-0.28724254323909615,-0.05255121508068334,-0.22899327882686596,1
-0.13253686805556236,-0.17490618341054273,-0.2669875523799626,-0.04708310871624157,-0.21471675889031738,1
-0.08004644250916161,-0.21181338525903534,-0.377271926609773,-0.05514137072699785,-0.3437341983169047,1
-0.08004644250916161,-0.20812266507418606,-0.3700773538566087,-0.058594911588750555,-0.29561703853075944,1
-0.13253686805556236,-0.18146746373916364,-0.2831915450672694,-0.059026604196469636,-0.2348096388010154,1
-0.44747942133396684,-0.20279162480718158,1.3655647108662028,0.709674032615317,-0.3368603183474554,2
-0.49996984688036755,-0.23949378664540477,1.0090768717454521,-0.007367388806085617,-0.3728159981876519,2
-0.49996984688036755,-0.23334258633732266,1.9813164329838633,-0.009094159236961965,-0.3569531982581534,2
-0.13253686805556236,-0.1781868235748532,-0.275089548723616,-0.056436448550155116,-0.24855739873991406,1
0.024934408583639874,0.43016688689446625,0.43752964167876474,-0.05701203869378056,0.8909203961957242,1
-0.1850272936019631,-0.1984857845915241,-0.28724254323909615,-0.05341460029612151,-0.28345555858481064,1
-0.08004644250916161,-0.02358665583172315,-0.00995982037390131,-0.05197562493705789,0.1533001994740465,1
-0.02755601696276087,0.017831426242696305,-0.027978660242186502,-0.04880987914711792,0.13479359955629833,1
-0.23751771914836384,-0.1921295442731726,-0.20081044624500133,-0.060177784483720534,-0.279225478603611,1
-0.23751771914836384,-0.2155041054438846,-0.30344653592640297,-0.060177784483720534,-0.3389753583380552,1
-0.2900081446947646,-0.24051898669675179,-0.39742969351278273,-0.021757142396721833,-0.3823336781453509,1
-0.2900081446947646,-0.24564498695348685,-0.42983767888739643,0.01177098346946055,-0.3886787981171503,1
-0.2900081446947646,-0.21283858531038236,-0.22242657248986872,-0.025930170938006338,-0.319939998422657,1
-0.3424985702411653,-0.21017306517688011,-0.06848864196045364,-0.055429165798810576,-0.32311255840855674,1
-0.3949889957875661,-0.2296518661524734,-0.11441075723628125,-0.05873880912465691,-0.35853947825110327,1
-0.3949889957875661,-0.23887866661459656,-0.2764506841093498,-0.056580346086061474,-0.3728159981876519,1
-0.1850272936019631,-0.07361641833745754,0.11555630698197766,-0.0640630179531923,-0.11372359933917728,1
0.024934408583639874,-0.20135634473529576,-0.38741562603202706,-0.03197386744607355,-0.31359487845085765,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,-0.02952760933566539,-0.36858591820645226,1
0.024934408583639874,-0.228421626090857,-0.4227727380757306,0.04342844136886022,-0.3537806382722537,1
-0.02755601696276087,-0.23231738628597565,-0.42335608181247364,-0.01700852371181188,-0.35430939826990365,1
-0.02755601696276087,-0.20566218495095323,-0.3812257008254759,-0.04003212945682983,-0.32998643837800606,1
-0.44747942133396684,-0.1843380238829353,2.094744381795011,0.2923711784868668,-0.3051347184884585,2
-0.02755601696276087,-0.17080538320515468,-0.3261321256886326,-0.04823428900349247,-0.2163030388832672,1
-0.08004644250916161,-0.18228762378024127,-0.31965052861370985,-0.04147110481589345,-0.24009723877751488,1
-0.13253686805556236,-0.2159141854644234,-0.3682625066756304,-0.03859315409776621,-0.3172961984344073,1
-0.02755601696276087,-0.0518821772489008,-0.1381658105158731,-0.05312680522430878,0.053364559918206315,1
-0.08004644250916161,-0.1582979425787211,-0.2728533977327676,-0.045068543213552505,-0.16395579911592234,1
-0.49996984688036755,-0.242159306778907,0.587773061875474,-0.006216208518834719,-0.3796898781571012,2
-0.49996984688036755,-0.23805850657351893,1.235932769367748,0.058537682639028255,-0.3691146782041022,2
-0.49996984688036755,-0.24605506697402568,-0.027978660242186502,-0.02420340050712999,-0.3897363181124502,2
-0.08004644250916161,-0.20627730498176144,-0.366447659494652,-0.06564589084816229,-0.28715687856836025,1
-0.08004644250916161,-0.18044226368781663,-0.3160532422371276,-0.05945829680418872,-0.2543737587140635,1
-0.08004644250916161,-0.21181338525903534,-0.377271926609773,-0.05514137072699785,-0.31359487845085765,1
-0.13253686805556236,-0.11913530061726506,-0.12925361453785433,-0.05845101405284418,-0.07723915950133087,1
-0.08004644250916161,-0.09924641962113295,-0.15761060174064132,-0.05470967811927877,-0.05080115961883346,1
-0.13253686805556236,-0.13881914160312778,-0.17786559259977489,-0.05312680522430878,-0.18510619902192027,1
-0.08004644250916161,-0.18966906414993978,-0.3340396741200383,-0.06694096867131955,-0.2707653186412119,1
4.381639728934902,-0.21017306517688011,-0.44860190241929776,1.3068488066267199,-0.3453204783098546,4
-0.02755601696276087,-0.22616618597789356,-0.4136336862000896,-0.06737266127903864,-0.33844659834040525,1
-0.02755601696276087,-0.11749498053510983,-0.24187136371463694,-0.056580346086061474,-0.12324127929687635,1
-0.02755601696276087,-0.07853737858392322,-0.18029619150287088,-0.05988998941190781,-0.07829667949663076,1
0.07742483413004062,-0.06910553811153067,-0.25214469507838955,-0.05816321898103145,-0.1227125192992264,1
-0.13253686805556236,-0.22083514571088908,-0.3804155011911105,-0.060177784483720534,-0.3389753583380552,1
-0.08004644250916161,-0.22657626599843236,-0.40608262560780456,-0.06463860809681776,-0.3463779983051544,1
-0.08004644250916161,-0.09740105952870833,-0.15401331536405918,-0.05988998941190781,-0.0402259596658345,1
-0.13253686805556236,-0.16178362275330094,-0.23457956700534885,-0.06363132534547322,-0.19462387897961933,1
0.024934408583639874,-0.06151905773156275,-0.20476422046070425,-0.06435081302500503,0.03803051998635782,1
-0.02755601696276087,-0.08263817878931129,-0.18677778857779367,-0.058594911588750555,-0.049743639623533564,1
-0.08004644250916161,-0.09740105952870833,-0.15401331536405918,-0.058594911588750555,-0.05661751959298289,1
0.024934408583639874,-0.023176575811184347,-0.15466147507155148,-0.06161675984278415,0.04860571993935678,1
0.7598003662332503,0.11522543112066284,-0.35724379164826175,-0.05701203869378056,0.30558307879723157,1
-0.08004644250916161,-0.09740105952870833,-0.15401331536405918,-0.05888270666056327,-0.03176579970343533,1
-0.08004644250916161,-0.06972065814233888,-0.09998920374457813,-0.06348742780956687,0.028512840028658754,1
-0.08004644250916161,-0.18966906414993978,-0.3340396741200383,-0.06478250563272413,-0.26547771866471237,1
-0.13253686805556236,-0.11421434037079939,-0.11710062002237419,-0.05283901015249606,-0.0666639595483319,1
