height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,wb_trans,target
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.2525114584589221,0.5763794889291826,-0.027800838904789044,-0.27657401107569063,-0.6190377005202016,1
-0.2900081446947646,-0.7179776296163112,-0.24051898669675179,-0.39742969351278273,0.07421918736167879,-1.807810672007288,0.1268890121945503,-0.27813962926034813,-0.6369030415107696,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.2525114584589221,0.9933191476151175,-0.027800838904789044,-0.27657401107569063,-0.6190377005202016,1
-0.2900081446947646,-0.6223591924173612,-0.2292417861319346,-0.3261321256886326,-0.7756406382018467,-2.2482398889290494,-0.009813646916493774,-0.2726599656140469,-0.6190377005202016,1
-0.2900081446947646,-0.7440553852160248,-0.24359458685079283,-0.41687448473755095,0.22279607994271486,-1.3086575594959573,-0.01700852371181188,-0.28205367472199194,-0.630947927847247,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,0.3238283668978191,-1.6610009330333673,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,0.5674944707307182,0.053736818182025976,-0.009813646916493774,-0.2812708656296632,-0.630947927847247,1
-0.3424985702411653,-0.6310517776172657,-0.23395770636813087,-0.30344653592640297,-0.6686652755435009,-1.496574025382576,-0.05197562493705789,-0.2757912019833619,-0.6011723595296335,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,-0.03275617529666717,-1.37912623420344,0.01896586026477866,-0.27813962926034813,-0.630947927847247,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.39514527533671634,0.6057414367239667,-0.05298290768840242,-0.27813962926034813,-0.6071274731931563,1
-0.2900081446947646,-0.7527479704159293,-0.24461978690213984,-0.42335608181247364,0.8171036502668585,0.10071593465368062,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,-0.7637544867953637,-2.917692298650128,0.06731543232931633,-0.2303882746282941,-0.6011723595296335,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,-0.06841462951611582,-0.6039708124211384,-0.0026187701211756653,-0.2006415291198014,-0.5297109955673616,1
-0.1850272936019631,-0.6484369480170747,-0.22575610595735474,-0.37519781554579773,-0.24670690061335876,-0.821249226102541,-0.05197562493705789,-0.2617006383214443,-0.5594865638849749,1
-0.1850272936019631,0.10781796437462068,-0.10088673970328818,0.0275686266899014,-0.40122686889763626,-0.5393745272726139,-0.06363132534547322,-0.12314342897925465,0.07771059811195095,1
0.024934408583639874,-0.7092850444164066,-0.228421626090857,-0.4227727380757306,-0.11595923514204703,-0.9210798486048072,-0.04003212945682983,-0.2632662565061018,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,1.2925497065261733,1.2751938464450454,-0.015569548352748265,-0.24995850193651298,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,0.27628376127188753,-1.7960658928893742,0.42907383759791085,-0.2617006383214443,-0.6369030415107696,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,1.4232973719974849,1.2751938464450454,-0.004201643016145654,-0.24839288375185548,-0.5892621322025883,1
0.024934408583639874,-0.4832778292188884,-0.16978018315380766,-0.3461602606501438,0.1158207172843689,-0.7390357722771455,-0.0007481021543929585,-0.17480882907295248,-0.49993542724974815,1
-0.3949889957875661,0.19474381637366614,-0.1792120236262002,0.7714291149934098,0.28222683697512896,-1.8254278406841584,0.11106028324485046,-0.18107130181158254,-0.5833070185390655,2
-0.3949889957875661,-0.2746557844211793,-0.21242850528984353,0.18808537825036312,0.6685267576858224,-1.807810672007288,1.1197820099484492,-0.22412580188966405,-0.6369030415107696,2
-0.44747942133396684,-0.6136666072174566,-0.24051898669675179,-0.1252026163660276,1.8571418983341101,-0.6333327602159226,0.2995660552821849,-0.2687459201524031,-0.6369030415107696,2
-0.44747942133396684,0.09043279397481159,-0.20730250503310846,1.1873207913058275,1.0548266783965161,-0.23401027020685872,0.0678910224729418,-0.2045555745814452,-0.5833070185390655,2
-0.02755601696276087,-0.4572000736191748,-0.17080538320515468,-0.3261321256886326,0.37731604822699205,0.9639571998203333,-0.044061260462207964,-0.16306669268802115,-0.33319224467111336,1
-0.08004644250916161,-0.604974022017552,-0.2099680251666107,-0.37367464023319086,0.39514527533671634,-0.06371097299711063,-0.045788030893084315,-0.22647422916665033,-0.48207008625918013,1
-0.08004644250916161,-0.4658926588190793,-0.18044226368781663,-0.3160532422371276,1.0072820727705847,0.7642959548158018,-0.04262228510314434,-0.15132455630308983,-0.31532690368054533,1
-0.02755601696276087,0.06435503837509796,-0.047781377043512735,-0.13168421344095033,0.09799149017464456,0.306249569217169,-0.05701203869378056,0.0005404076086886487,0.35164582663399385,1
-0.08004644250916161,-0.3528890512203202,-0.15645258248629645,-0.2692237033708109,0.7933313474538927,1.0285534849688585,-0.050248854506181544,-0.11531533805596711,-0.14858372110191057,1
-0.3424985702411653,0.8988432175659343,-0.089609539138471,1.1225048205566,-0.5914052914013621,-2.9940333629165665,0.4002943304166384,-0.13018871081021344,-0.6071274731931563,2
-0.44747942133396684,-0.6310517776172657,-0.24133914673782939,-0.15761060174064132,1.8095972927081787,-0.5217573585957428,0.25639679451027625,-0.27109434742938937,-0.6369030415107696,2
-0.44747942133396684,-0.5962814368176476,-0.23969882665567416,-0.09279463099141391,2.3028725760772177,-0.1929035432941609,0.3859045768260022,-0.26404906559843055,-0.6369030415107696,2
-0.44747942133396684,-0.6310517776172657,-0.24133914673782939,-0.15761060174064132,2.635684815458738,0.29450479009925534,0.32834556246345736,-0.26718030196774556,-0.6369030415107696,2
-0.44747942133396684,-0.5962814368176476,-0.23969882665567416,-0.09279463099141391,2.035434169431353,0.47654886642691774,0.1340838889898684,-0.26561468378308806,-0.630947927847247,2
-0.02755601696276087,-0.21380768802184752,-0.11339418032972177,-0.23538976663971423,-0.5319745343689477,-0.7155462140413188,-0.06104116969915871,-0.14897612902610358,-0.08903258446668384,1
-0.08004644250916161,-0.005185643224138412,-0.08263817878931129,-0.1252026163660276,-0.6092345185110865,0.01850248082828434,-0.057587628837406014,-0.12470904716391217,-0.06521212981259315,1
-0.08004644250916161,-0.5962814368176476,-0.20812266507418606,-0.3700773538566087,-0.4428283988203264,0.2064189467149029,-0.053270702760215144,-0.24526164738254044,-0.5058905409132708,1
-0.08004644250916161,0.01219952717567068,-0.07894745860446202,-0.11800804361286339,-0.45471455022680923,0.5998690471650105,-0.06118506723506507,-0.10435601076336454,0.0896208254389963,1
-0.08004644250916161,-0.683207288816693,-0.22657626599843236,-0.40608262560780456,0.484291410885338,1.1636184448248656,-0.06435081302500503,-0.25230692921349923,-0.4761149725956575,1
-0.08004644250916161,-0.3441964660204157,-0.1546072223938718,-0.26562641699422873,-0.39528379319439483,0.01850248082828434,-0.05528526826290422,-0.1834197290885688,-0.29746156268997737,1
-0.08004644250916161,-0.49197041441879297,-0.18597834396509053,-0.32684510136687406,-0.2526499763166002,0.6057414367239667,-0.06650927606360046,-0.21316647459706148,-0.267685994372364,1
-0.08004644250916161,-0.09211149522318386,-0.10109177971355758,-0.16120788811722345,-0.17538999217446147,0.5587623202523128,-0.05988998941190781,-0.10200758348637827,0.06580037078490561,1
-0.13253686805556236,0.038277282775384315,-0.09289017930278144,-0.06443764378862692,-0.3536822632717047,0.9052333042307658,-0.06348742780956687,-0.10983567440966582,0.13130662108365498,1
0.024934408583639874,0.0730476235750025,-0.02543201592414778,-0.15761060174064132,-0.7875267896083296,-1.067889587578728,-0.05816321898103145,-0.09417949256309072,0.053890143457860265,1
-0.02755601696276087,-0.683207288816693,-0.22411578587519954,-0.4103928876626282,0.026674581735747917,1.2751938464450454,-0.06463860809681776,-0.25543816558281424,-0.4880251999227028,1
-0.02755601696276087,-0.3268112956206066,-0.1400493816647442,-0.27752014762671207,-0.4071699446008777,0.2122913362738604,-0.06319963273775414,-0.1677635472419937,-0.12476326644781988,1
-0.08004644250916161,0.01219952717567068,-0.07894745860446202,-0.11800804361286339,-0.4190560960073606,0.35322868568882365,-0.05945829680418872,-0.10044196530172075,0.05984525712138294,1
0.024934408583639874,-0.04864856922366114,-0.05700817750563588,-0.19886596712252455,-0.6270637456208108,0.652720553195622,-0.06492640316863048,-0.10200758348637827,0.21467821237297238,1
-0.08004644250916161,-0.06603373962347023,-0.09555569943628368,-0.15041602898747708,-0.46660070163329215,0.3884630230425653,-0.06147286230687779,-0.12392623807158341,0.01815946147672424,1
-0.08004644250916161,-0.683207288816693,-0.22657626599843236,-0.40608262560780456,0.5437221679177524,1.2751938464450454,-0.06463860809681776,-0.2515241201211705,-0.4701598589321348,1
-0.08004644250916161,-0.2311928584216566,-0.13061754119235164,-0.21882928611328656,-0.3774545660846705,1.0990221596763405,-0.06291183766594141,-0.1552386017647336,-0.0771223571396385,1
0.024934408583639874,0.09912537917471613,-0.018665695585257474,-0.14876322173337178,-0.8291283195310196,-0.08720053123293796,-0.06694096867131955,-0.09417949256309072,0.32782537197990314,1
0.07742483413004062,-0.683207288816693,-0.21919482562873385,-0.41687448473755095,-0.3358530361619804,1.151873665706952,-0.06463860809681776,-0.25543816558281424,-0.4880251999227028,1
0.07742483413004062,-0.300733540020893,-0.11093370020648893,-0.2980344023688425,-0.6330068213240522,0.259270452745515,-0.05988998941190781,-0.1552386017647336,-0.1366734937748652,1
-0.08004644250916161,-0.05734115442356569,-0.09371033934385906,-0.14681874261089495,-0.8350713952342611,0.9052333042307658,-0.06291183766594141,-0.15836983813404862,-0.08903258446668384,1
-0.08004644250916161,-0.31811871042070206,-0.14907114211659794,-0.25483455786448245,-0.4190560960073606,1.0226810954099017,-0.06766045635085136,-0.17872287453459626,-0.07116724347611583,1
-0.08004644250916161,-0.43112231801946116,-0.17306082331811812,-0.3016316887454246,-0.38339764178791197,-0.04609380432024014,-0.06161675984278415,-0.20377276548911644,-0.29746156268997737,1
-0.02755601696276087,-0.06603373962347023,-0.07853737858392322,-0.18029619150287088,-0.5735760642916378,0.259270452745515,-0.05873880912465691,-0.11688095624062461,-0.01757122050441179,1
-0.02755601696276087,-0.7527479704159293,-0.24051898669675179,-0.4363192759623192,0.07421918736167879,-2.2482398889290494,0.1268890121945503,-0.27813962926034813,-0.6369030415107696,1
0.07742483413004062,-0.6918998740165975,-0.22165530575196668,-0.4195643475236439,0.050446884548713024,1.2751938464450454,-0.06550199331225594,-0.2515241201211705,-0.46420474526861216,1
0.07742483413004062,-0.4050445624197475,-0.140459461685283,-0.3304423877434562,-0.603291442807845,-0.09307292079189479,-0.05470967811927877,-0.1818541109039113,-0.29746156268997737,1
-0.02755601696276087,-0.49197041441879297,-0.17900698361593081,-0.33909531983847807,-0.3893407174911534,0.5998690471650105,-0.06435081302500503,-0.21081804732007522,-0.2915064490264547,1
-0.08004644250916161,-0.12688183602280206,-0.10847322008325609,-0.17562944160892657,-0.32990996045873894,0.5822518784881401,-0.06248014505822233,-0.12549185625624093,0.036024802467292255,1
0.07742483413004062,-0.6658221184168839,-0.21427386538226817,-0.41146235117999047,-0.03275617529666717,1.0285534849688585,-0.055716960870623305,-0.2429132201055542,-0.4880251999227028,1
0.07742483413004062,-0.7266702148162157,-0.23149722624489805,-0.4303886146387649,-0.8826160008601927,-1.173592599639951,-0.03715417873870258,-0.2757912019833619,-0.6130825868566789,1
0.07742483413004062,-0.4050445624197475,-0.140459461685283,-0.3304423877434562,-0.4071699446008777,-0.23988265976581555,-0.055716960870623305,-0.16854635633432244,-0.2438655397182733,1
-0.02755601696276087,-0.23988544362156114,-0.11954538063780387,-0.2451121622520983,-0.7696975624986052,-0.45716107344721824,-0.06463860809681776,-0.17480882907295248,-0.12476326644781988,1
-0.08004644250916161,-0.5093555848186021,-0.18966906414993978,-0.3340396741200383,-0.5438606857754306,-1.1089963144914257,-0.056868141157874204,-0.22882265644363659,-0.4344291769509988,1
-0.3949889957875661,0.22082157197337976,-0.1773666635337756,0.8038371003680236,0.13364994439409322,-1.6962352703871082,0.3930994536213203,-0.1849853472732263,-0.6190377005202016,2
-0.49996984688036755,-0.700592459216502,-0.24667018700483387,-0.1252026163660276,3.788641501887577,1.2751938464450454,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,2
-0.49996984688036755,-0.6745147036167884,-0.24605506697402568,-0.027978660242186502,3.788641501887577,1.2751938464450454,0.09810950501327785,-0.2797052474450057,-0.6369030415107696,2
-0.49996984688036755,-0.7179776296163112,-0.2470802670253727,-0.19001858711525502,3.788641501887577,1.2751938464450454,0.026160737060096768,-0.28361929290664945,-0.6369030415107696,2
-0.49996984688036755,-0.4050445624197475,-0.23969882665567416,0.9766688863708384,-0.6686652755435009,1.2751938464450454,-0.057299833765593285,-0.2812708656296632,-0.6130825868566789,2
-0.44747942133396684,-0.6136666072174566,-0.24051898669675179,-0.1252026163660276,2.1542956834961817,0.5411451515754422,0.32834556246345736,-0.26718030196774556,-0.6369030415107696,2
-0.44747942133396684,-0.6136666072174566,-0.24051898669675179,-0.1252026163660276,2.4514494686582537,0.3943354126015215,0.3571250696447298,-0.26561468378308806,-0.6369030415107696,2
0.12991525967644135,-0.700592459216502,-0.22206538577250548,-0.4243607293590867,-0.37151149038142905,0.1476950511253346,0.004576106674142443,-0.25935221104445805,-0.6071274731931563,1
0.024934408583639874,-0.039955984023756594,-0.054752737392672446,-0.19591684045343472,0.3000560640848533,0.41195258127839196,-0.044349055534020694,0.01619658945526375,0.10748616642956431,1
0.024934408583639874,-0.6136666072174566,-0.2036117848482592,-0.3903647527011169,-1.1559974832092987,-0.1929035432941609,-0.040607719600455276,-0.26091782922911555,-0.5773519048755429,1
-0.08004644250916161,-0.7440553852160248,-0.23949378664540477,-0.4312636302438795,0.09204841447140312,0.8817437459949384,-0.04823428900349247,-0.27657401107569063,-0.6071274731931563,1
-0.13253686805556236,-0.7614405556158339,-0.24379962686106224,-0.4371294755966845,0.3238283668978191,-2.1484092664267838,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.3949889957875661,0.19474381637366614,-0.1792120236262002,0.7714291149934098,-0.03275617529666717,-2.3774324592260996,0.3463327544517526,-0.19516186547350012,-0.6190377005202016,2
4.5916014311205045,-0.7614405556158339,-0.18843882408832335,-0.4482778225655516,0.6982421362020296,-1.7432143868587628,1.9399979646147134,-0.179505683626925,-0.6369030415107696,4
-0.44747942133396684,-0.37027422162012935,-0.2290367461216652,0.32850917887856423,1.5599881131720381,-0.6215879810980088,0.3427353160540936,-0.2429132201055542,-0.630947927847247,2
0.024934408583639874,-0.22250027322175206,-0.1021169797649046,-0.25778368453357225,0.16336532291030043,0.5528899306933559,-0.05140003479343244,-0.07147802888555682,-0.005660993177366446,1
-0.08004644250916161,-0.4658926588190793,-0.18044226368781663,-0.3160532422371276,0.971623618551136,0.6762101114314494,-0.043197875246769796,-0.15289017448774733,-0.31532690368054533,1
-0.08004644250916161,-0.604974022017552,-0.2099680251666107,-0.37367464023319086,-0.42499917171060203,-0.12243486858667893,-0.0663653785276941,-0.24682726556719795,-0.4344291769509988,1
-0.13253686805556236,-0.7179776296163112,-0.2355980264502861,-0.41687448473755095,-0.7637544867953637,-2.671051937173941,-0.01700852371181188,-0.27813962926034813,-0.6249928141837243,1
-0.02755601696276087,0.08174020877490705,-0.04368057683812467,-0.1252026163660276,0.43674680525940646,0.7466787861389312,-0.05255121508068334,0.05142299861005773,0.3814213949516072,1
-0.08004644250916161,-0.04864856922366114,-0.09186497925143443,-0.14322145623431282,-0.3596253389749462,0.1711846093611626,-0.06276794013003505,-0.10905286531733706,0.11344128009308699,1
-0.08004644250916161,-0.5093555848186021,-0.18966906414993978,-0.3340396741200383,-0.3596253389749462,-0.010859466966499812,-0.059170501732375994,-0.2217773746126778,-0.39274338130634007,1
0.024934408583639874,0.09043279397481159,-0.02092113569822091,-0.15171234840246162,0.21090992853623197,0.617486215841881,-0.04924157175483701,0.05611985316403026,0.3099600309893351,1
0.024934408583639874,0.2468993275730934,0.019676786335120933,-0.09869288432959361,-0.603291442807845,0.0889711555357663,-0.06190455491459688,-0.022943865161174002,0.4350174179233112,1
-0.02755601696276087,0.3077474239724252,0.009629825831920173,-0.040941854392032,0.37137297252375057,0.46480408730900347,-0.0503927520420879,0.12970390784293323,0.548164577530242,1
-0.08004644250916161,-0.6745147036167884,-0.22473090590600772,-0.4024853392312224,-0.7340391082791567,-1.8841517362737263,-0.021757142396721833,-0.26796311106007437,-0.6071274731931563,1
-0.08004644250916161,-0.1355744212227066,-0.11031858017568072,-0.17922672798550865,-0.6330068213240522,-1.0385276397839438,-0.05744373130149965,-0.15445579267240486,-0.17240417575600125,1
0.024934408583639874,0.2468993275730934,0.019676786335120933,-0.09869288432959361,-0.7518683353888811,-0.2105207119710314,-0.06377522288137959,-0.04799375611569417,0.41119696326922056,1
-0.02755601696276087,-0.4050445624197475,-0.15850298258899048,-0.30668733446386437,0.18119455002002477,0.40608019171943516,-0.043629567854488883,-0.15445579267240486,-0.31532690368054533,1
-0.08004644250916161,-0.43981490321936567,-0.17490618341054273,-0.3052613831073813,-0.03869925099990861,1.08140499099947,-0.05600475594243603,-0.18968220182719883,-0.3093717900170227,1
-0.13253686805556236,-0.37027422162012935,-0.16998522316407708,-0.25483455786448245,-0.3596253389749462,0.7701683443747586,-0.06363132534547322,-0.1990759109351439,-0.24982065338179596,1
-0.08004644250916161,-0.4050445624197475,-0.16752474304084422,-0.2908398296156783,0.5793806221372011,0.9052333042307658,-0.04809039146758611,-0.14741051084144607,-0.2617308807088413,1
-0.08004644250916161,-0.37896680682003386,-0.16198866276357035,-0.2800479704859319,-0.5260314586657062,-0.2105207119710314,-0.05413408797565332,-0.1990759109351439,-0.3570126993252041,1
-0.08004644250916161,-0.43981490321936567,-0.17490618341054273,-0.3052613831073813,-0.2585930520198417,0.7995302921695427,-0.05514137072699785,-0.19985872002747265,-0.3510575856616814,1
-0.3949889957875661,0.22082157197337976,-0.1773666635337756,0.8038371003680236,-0.03869925099990861,-2.4185391861387977,0.8032074309544525,-0.19281343819651386,-0.630947927847247,2
-0.44747942133396684,-0.6310517776172657,-0.24133914673782939,-0.15761060174064132,2.1364664563864575,-0.35733045094495214,0.2851763016915487,-0.26952872924473187,-0.6369030415107696,2
-0.3949889957875661,0.3599029351718525,-0.16752474304084422,0.9766688863708384,0.8468190287830657,-1.3204023386138717,0.19883778014773137,-0.13331994717952847,-0.5833070185390655,2
-0.49996984688036755,-0.6397443628171703,-0.24523490693294805,0.10165328125626831,2.3920187116258393,1.2751938464450454,-0.04219059249542526,-0.2797052474450057,-0.6190377005202016,2
-0.44747942133396684,-0.18772993242213387,-0.22042506569035025,0.6687930253120082,1.5481019617655551,0.723189227903104,0.06573255943434636,-0.22256018370500655,-0.5952172458661109,2
-0.44747942133396684,-0.38765939201993843,-0.22985690616274282,0.29610119350395053,1.334151236448864,-0.12830725814563643,0.17005827296645892,-0.2476100746595267,-0.6249928141837243,2
0.024934408583639874,-0.11818925082289751,-0.07505169840934336,-0.22242657248986872,-0.10407308373556448,0.5352727620164861,-0.053990190439746955,-0.061301510685283,0.07175548444842829,1
-0.08004644250916161,-0.43112231801946116,-0.17306082331811812,-0.3016316887454246,-0.3655684146781876,0.6057414367239667,-0.06147286230687779,-0.20298995639678766,-0.29746156268997737,1
-0.49996984688036755,-0.2920409548209884,-0.23703330652217192,1.3979726962408165,0.5556083193242353,1.2751938464450454,-0.0355713058437326,-0.26952872924473187,-0.6011723595296335,2
-0.49996984688036755,-0.700592459216502,-0.24667018700483387,-0.1252026163660276,3.1943339315634334,1.2751938464450454,0.04055049065073298,-0.2828364838143207,-0.6369030415107696,2
0.1824056852228421,0.8206099507667934,0.2823330394902265,-0.021043351372019157,-0.644892972730535,-0.774270109630887,-0.05629255101424875,0.2244238080147126,1.0781696935837597,1
-0.02755601696276087,0.5337546391699434,0.06294022850196501,0.04331890758196362,-0.3893407174911534,-0.02847663564336965,-0.05773152637331237,0.06394794408731781,0.5958054868384234,1
-0.44747942133396684,0.22082157197337976,-0.20115130472502635,1.4303806816154303,1.5065004318428652,0.11246071377159428,0.16833150253558257,-0.1779400654422675,-0.5952172458661109,2
-0.08004644250916161,0.28166966837271157,-0.021741295739298522,-0.006362533997319167,-0.0030407967804599555,1.1929803926196498,-0.05125613725752608,0.0240246803785513,0.2682742353446764,1
-0.44747942133396684,-0.6397443628171703,-0.2417492267583682,-0.17381459442794817,1.3400943121521047,1.1048945492352973,0.007022364784550599,-0.2742255837987044,-0.6249928141837243,2
-0.02755601696276087,0.35121034997194794,0.019881826345390336,-0.024737861704725143,0.31194221549133616,0.4354421395142193,-0.049529366826649726,0.13518357148923452,0.5362543502031967,1
-0.49996984688036755,-0.683207288816693,-0.24626010698429507,-0.060386645616800204,1.3103789336358975,1.2751938464450454,-0.03859315409776621,-0.2844021019989782,-0.630947927847247,1
-0.23751771914836384,-0.5528185108181248,-0.2155041054438846,-0.30344653592640297,-1.2392005430546789,-1.772576334653547,-0.04895377668302429,-0.2703115383370606,-0.5892621322025883,1
-0.1850272936019631,-0.6571295332169793,-0.22719138602924058,-0.3798321574543675,-0.22887767350363444,-0.12243486858667893,-0.04449295306992706,-0.2632662565061018,-0.5773519048755429,1
-0.1850272936019631,-0.2833483696210839,-0.1654743429381502,-0.18074990329811552,-0.9539329092990898,-0.1870311537352047,-0.05528526826290422,-0.22569142007432158,-0.4344291769509988,1
-0.1850272936019631,-0.38765939201993843,-0.18269770380078007,-0.23632959821557795,-1.2332574673514374,-1.150103041404123,-0.028952019192039942,-0.25074131102884173,-0.5713967912120202,1
-0.49996984688036755,-0.5528185108181248,-0.24318450683025403,0.42573313500240534,1.369809690668312,1.2751938464450454,-0.0313982773024481,-0.2773568201680194,-0.6190377005202016,1
-0.1850272936019631,-0.6397443628171703,-0.22432082588546892,-0.37056347363722797,-0.8053560167180539,-1.1912097683168215,-0.05010495697027518,-0.2687459201524031,-0.5833070185390655,1
-0.44747942133396684,-0.5180481700185066,-0.2360081064708249,0.05304130319434776,-1.0014775149250212,-1.567042700090058,-0.060177784483720534,-0.28048805653733444,-0.6071274731931563,1
-0.44747942133396684,-0.6397443628171703,-0.2417492267583682,-0.17381459442794817,-0.22887767350363444,1.2751938464450454,-0.04938546929074337,-0.2812708656296632,-0.6190377005202016,1
-0.44747942133396684,-0.6918998740165975,-0.24420970688160104,-0.27103855055178927,0.27628376127188753,1.010936316291988,0.04055049065073298,-0.2828364838143207,-0.6369030415107696,1
-0.44747942133396684,-0.6223591924173612,-0.24092906671729059,-0.14140660905333446,-0.7459252596856396,1.2751938464450454,-0.06305573520184778,-0.2828364838143207,-0.6130825868566789,1
-0.1850272936019631,0.14258830517423887,-0.09514561941574488,0.04610599432418041,-0.549803761478672,-0.7566529409540159,-0.06593368591997502,-0.13175432899487097,0.10748616642956431,1
-0.2900081446947646,-0.7092850444164066,-0.23949378664540477,-0.39094809643785994,-0.5676329885883963,-0.02847663564336965,-0.06435081302500503,-0.28048805653733444,-0.6011723595296335,1
0.024934408583639874,-0.7092850444164066,-0.228421626090857,-0.4227727380757306,0.7279575147182368,-0.327968503150168,-0.0026187701211756653,-0.25230692921349923,-0.5952172458661109,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,2.035434169431353,1.2751938464450454,0.022563298662437715,-0.24134760192089666,-0.5952172458661109,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,0.4783483351820966,-1.8606621780378991,0.4722430983698195,-0.25935221104445805,-0.6369030415107696,1
0.024934408583639874,-0.7266702148162157,-0.23293250631678386,-0.42867099141391035,1.3935819934812776,1.2751938464450454,-0.006216208518834719,-0.25387254739815673,-0.5952172458661109,1
0.024934408583639874,-0.7266702148162157,-0.23293250631678386,-0.42867099141391035,0.6269252277631326,1.2751938464450454,-0.03715417873870258,-0.2617006383214443,-0.5833070185390655,1
0.024934408583639874,-0.7092850444164066,-0.228421626090857,-0.4227727380757306,0.6685267576858224,-0.8623559530152389,0.13653014710027656,-0.253089738305828,-0.6249928141837243,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,0.8824774830025143,0.40608019171943516,0.04055049065073298,-0.2546553564904855,-0.6130825868566789,1
-0.49996984688036755,-0.4137371476196521,-0.23990386666594357,0.9442609009962246,3.2359354614861235,1.2751938464450454,0.05134280584371015,-0.25935221104445805,-0.6190377005202016,2
-0.02755601696276087,-0.4572000736191748,-0.17080538320515468,-0.3261321256886326,0.1455360958005761,0.6116138262829242,-0.05312680522430878,-0.17480882907295248,-0.2915064490264547,1
-0.13253686805556236,-0.6136666072174566,-0.2159141854644234,-0.3682625066756304,0.8171036502668585,1.2751938464450454,-0.04924157175483701,-0.22725703825897908,-0.4701598589321348,1
