dataset_name,meta_learner_testing_f1_scores,baseline testing f1 scores mean,baseline testing f1 scores std,baseline testing f1 scores better,batch normalisation testing f1 scores mean,batch normalisation testing f1 scores std,batch normalisation testing f1 scores better,dropout testing f1 scores mean,dropout testing f1 scores std,dropout testing f1 scores better,layer normalisation testing f1 scores mean,layer normalisation testing f1 scores std,layer normalisation testing f1 scores better,prune testing f1 scores mean,prune testing f1 scores std,prune testing f1 scores better,weight decay testing f1 scores mean,weight decay testing f1 scores std,weight decay testing f1 scores better,weight normalisation testing f1 scores mean,weight normalisation testing f1 scores std,weight normalisation testing f1 scores better,weight perturbation testing f1 scores mean,weight perturbation testing f1 scores std,weight perturbation testing f1 scores better
Mushroom,"[0.7447055473456607, 0.7846611437075774, 0.7777963553000399, 0.8705703817127858, 0.7833002909576182, 0.7916703926298295, 0.8290119655019341, 0.7587923393044371, 0.7445302550280339, 0.7787035739992482]",0.7905198215190612,0.028549748646491332,0,0.7825765111965123,0.024203406493079043,0,0.7714921702316997,0.02167196996409536,0,0.760950569918628,0.010695699996328793,0,0.7819223084506839,0.03855134727468524,0,0.7845215458159213,0.043986916691639205,0,0.7863742245487165,0.036507230111654354,0,0.7784271038781008,0.04063953754110312,0
Mushroom,"[0.8589262937935901, 0.7416308269859293, 0.7489636806966385, 0.8052296686099504, 0.8551804322759928, 0.8217638845438084, 0.8502363442504287, 0.8623990990862431, 0.7822873731136929, 0.8589262937935901]",0.8294348678807489,0.03134766872644264,0,0.8420477821492105,0.03344441002338589,0,0.8490277800638195,0.02084047943346377,-1,0.7941157894392943,0.0077851170521892644,0,0.8536285390300238,0.026903492833031926,-1,0.834386025863893,0.031575060617236014,0,0.8185543897149865,0.04448662707143539,0,0.8263461759533804,0.030968603055753965,0
Mushroom,"[0.751315830002559, 0.7721212302216478, 0.847204255930239, 0.8545760203071082, 0.8474650452891566, 0.7664654783561796, 0.7564746484629441, 0.7662987081734352, 0.7465895254789429, 0.7556246727606819]",0.8201101798517533,0.04925501620208289,0,0.7864135414982895,0.04211628646562115,0,0.846263326728835,0.03882282994912221,-1,0.7683833581071242,0.03154017604298517,0,0.8363880769006167,0.03133139881158087,-1,0.8160153768703553,0.0496885079669051,0,0.8424390024831485,0.049922909176963015,-1,0.8486014592111285,0.038512562236010246,-1
Mushroom,"[0.8550587134982669, 0.7574082736549576, 0.8516564057461156, 0.7784013118537065, 0.7621025032825798, 0.7735191627142369, 0.8564383302055633, 0.8542589539363707, 0.7513916585713972, 0.7646863048742749]",0.8216896151654046,0.045350464607351475,0,0.8004921618337469,0.04455848354243334,0,0.8303314472380094,0.04177088153394743,0,0.7729866002557528,0.02874410808064528,0,0.8319720078043906,0.03653420533025296,0,0.8438178757759804,0.03968436926202967,-1,0.8574335307083896,0.01995517647608694,-1,0.8216396413232447,0.04847472942013438,0
Mushroom,"[0.8455934611208173, 0.8449308787143113, 0.8468031478797552, 0.7872248606820615, 0.847463128924085, 0.8258507149655011, 0.8498123307669186, 0.8472523477841343, 0.8533832818691219, 0.7881759103625405]",0.8312978251731012,0.025464777292595067,0,0.8336490063069247,0.023986193442350156,0,0.8477862017347565,0.01909091456624204,0,0.7974896471350614,0.023371518476393835,1,0.8430097404713435,0.02872895076971288,0,0.8210218036743203,0.03335100575084241,0,0.8410531369713208,0.030998505078424117,0,0.8340703147152368,0.03981329361046644,0
Mushroom,"[0.8470430272377469, 0.8490901154320684, 0.8602070284633712, 0.857124416186928, 0.759511669000537, 0.7739485929271646, 0.7628111169073013, 0.7618344814871454, 0.881531898935921, 0.8516224362909987]",0.8598475457697523,0.030362161430490118,0,0.8204724782869182,0.04667941134287998,0,0.8556941422597217,0.02389991280353651,0,0.8181468947745971,0.03229905536468981,0,0.8244885228054389,0.0636031531608093,0,0.8510267060923553,0.03076453266425424,-1,0.8403983970661455,0.0370364690162657,0,0.8305909792022181,0.04556534996013253,0
Online shopper,"[0.0051813471502590676, 0.02512562814070352, 0.005221932114882507, 0.0, 0.010256410256410256, 0.019753086419753086, 0.0051813471502590676, 0.0, 0.005208333333333333, 0.015267175572519083]",0.011135437163186523,0.0101529917687891,0,0.10261095478916193,0.027368561713139925,-1,0.002577333283753363,0.0034539096582706067,1,0.01804968882879568,0.028612725189408408,0,0.013153150691919321,0.013003782741046263,0,0.0,0.0,1,0.009119526013811993,0.00797616884488837,0,0.006665657812440428,0.003908475659964306,0
Online shopper,"[0.6206896551724138, 0.594679186228482, 0.6512968299711815, 0.5846153846153846, 0.6394160583941606, 0.571875, 0.641399416909621, 0.6165884194053208, 0.6179104477611941, 0.6306569343065693]",0.6207632087707715,0.01938662209700549,0,0.6059453301842195,0.009670952274552287,0,0.6313697288839173,0.008169428701964094,0,0.6156881433712529,0.029514291232082164,0,0.6394212265447975,0.006912273244806965,-1,0.6364557652022377,0.007174098266693487,0,0.6169127332764327,0.024613774599623946,0,0.6143417737743705,0.015756125617089126,0
Online shopper,"[0.5660964230171073, 0.5577812018489985, 0.5252854812398042, 0.5614035087719298, 0.5760709010339734, 0.5788667687595712, 0.6, 0.559375, 0.5701078582434514, 0.5749235474006116]",0.5717805950086081,0.014997965957440797,0,0.5820545632105663,0.014019840565817268,0,0.5825849043470247,0.010550168675510375,-1,0.5785053741277768,0.007916237678925735,0,0.597471450873486,0.01182755913184301,-1,0.595347055505216,0.007231632464267934,-1,0.5669910690315447,0.01816564653455511,0,0.5662179137080753,0.009569081284065403,0
Online shopper,"[0.025510204081632654, 0.0, 0.0, 0.015424164524421594, 0.0, 0.0, 0.0, 0.005194805194805195, 0.01038961038961039, 0.0]",0.0,0.0,0,0.05074463578685624,0.048565429578765654,-1,0.0,0.0,0,0.001507537688442211,0.004522613065326633,0,0.006136011402384982,0.007393856938517062,0,0.0,0.0,0,0.005651878419046984,0.0083914722902835,0,0.0010362763851135943,0.0020725614640361807,0
Online shopper,"[0.5750394944707741, 0.5466237942122186, 0.5802469135802469, 0.5478119935170178, 0.573228346456693, 0.5445705024311183, 0.56656346749226, 0.6020864381520119, 0.5984732824427481, 0.5866261398176292]",0.5673377281313765,0.01891819111040012,0,0.5865136492118963,0.012838501179375001,-1,0.5956186759105846,0.010171736713229183,-1,0.5544648714115378,0.026217079730159812,0,0.6161095128986601,0.015003389524430408,-1,0.6212824350591077,0.023254662368883,-1,0.5721270372572718,0.019772442112533945,0,0.5701601906031338,0.023524665113394905,0
Online shopper,"[0.6128550074738416, 0.6257309941520468, 0.6160714285714286, 0.6176470588235294, 0.6125356125356125, 0.5862068965517241, 0.5790297339593115, 0.6029850746268657, 0.5864661654135338, 0.6120058565153733]",0.601122328116065,0.011683306968557534,0,0.6082562749341742,0.014793259125965486,0,0.623276593956364,0.014259281008796294,-1,0.6081745306220885,0.013562146756843868,0,0.6353320777185394,0.0060511604127410825,-1,0.6374707436653729,0.014193349108033888,-1,0.6051533828623267,0.015016093071768771,0,0.6032564215139093,0.017763888324022727,0
Online shopper,"[0.0, 0.0103359173126615, 0.005221932114882507, 0.0, 0.015544041450777202, 0.0, 0.0, 0.005208333333333333, 0.005221932114882507, 0.0]",0.003120969705842168,0.0034442822367819147,0,0.026915463349664447,0.04824604818107675,0,0.0,0.0,1,0.0020460358056265987,0.006138107416879796,0,0.006213732344123643,0.007932510235317972,0,0.0,0.0,1,0.004153215632653705,0.005075630961175743,0,0.003621629230988373,0.006137709044187514,0
Online shopper,"[0.5416666666666666, 0.625, 0.5333333333333333, 0.5490196078431373, 0.5217391304347826, 0.5454545454545454, 0.5882352941176471, 0.5106382978723404, 0.5531914893617021, 0.5416666666666666]",0.5624611954312266,0.024927015055088268,0,0.5906122290129033,0.03494128628808809,-1,0.5743371030402328,0.01975246189949801,0,0.5576651935218508,0.037092622954560936,0,0.5908484883789612,0.030613188886334068,-1,0.5578010159304596,0.03734093600434245,0,0.5509945031750823,0.03142219325635606,0,0.5798042828330494,0.027706459486902035,-1
Online shopper,"[0.6490066225165563, 0.6376811594202898, 0.5985401459854015, 0.6573426573426573, 0.5864661654135338, 0.5873015873015873, 0.5801526717557252, 0.6268656716417911, 0.6, 0.647887323943662]",0.6217528972577453,0.02901836063374067,0,0.5997487245855556,0.026946264946570143,0,0.6181189805564378,0.03345055859152314,0,0.5825529555815685,0.04391289135589404,1,0.6129327718455511,0.013536449788785833,0,0.6340678735607679,0.028998187532400372,-1,0.6171244005321205,0.028164996581062827,0,0.6113268692658498,0.021917440550630878,0
Online shopper,"[0.5483870967741935, 0.5703125, 0.5882352941176471, 0.5830258302583026, 0.536, 0.5581395348837209, 0.6036363636363636, 0.5890909090909091, 0.5609756097560976, 0.5939849624060151]",0.5769205745566722,0.017341122673258078,0,0.5634567582347187,0.020637725726955745,0,0.581846780893494,0.012302623961223103,0,0.5679723067228688,0.015634190807235174,0,0.5839601139172822,0.021449446752300753,0,0.5851632535011656,0.008859519704379069,0,0.573178810092325,0.020778887250775296,0,0.5784325436863538,0.018082210279475274,0
Online shopper,"[0.5921787709497207, 0.585635359116022, 0.5775075987841946, 0.5862068965517241, 0.5754985754985755, 0.5875370919881305, 0.5850746268656717, 0.5921450151057401, 0.5739644970414202, 0.5396825396825397]",0.5701776760628923,0.02505156248997663,0,0.5487353271968768,0.02101026998239456,1,0.5827080954423621,0.01682889454135885,0,0.5724460709173211,0.01937134294662574,0,0.5815206009947864,0.009236693554543839,0,0.597638826484108,0.02109772176204278,0,0.5731604489670585,0.016875822815072827,0,0.5795430971583739,0.014611565525660902,0
Online shopper,"[0.5810055865921788, 0.5672514619883041, 0.5862068965517241, 0.546583850931677, 0.5882352941176471, 0.5949008498583569, 0.5714285714285714, 0.5833333333333334, 0.592, 0.6091644204851752]",0.5675459675501451,0.010549351898641068,1,0.5899857746785495,0.01128811710329846,0,0.5721798034466936,0.01549569915024049,0,0.5640668739935137,0.017719777622156128,0,0.5761618183454021,0.009643059054517655,0,0.5761680305128108,0.013746019060064259,0,0.5820110265286969,0.01627039658092805,0,0.5712602019258908,0.01957544466507854,0
Online shopper,"[0.618510158013544, 0.609271523178808, 0.5811138014527845, 0.5924276169265034, 0.5887850467289719, 0.5748218527315915, 0.5829383886255924, 0.5963302752293578, 0.5816554809843401, 0.5901639344262295]",0.5858043705669795,0.013102505846094304,0,0.5884857073859786,0.007239895205478102,0,0.5892594241450433,0.016537834664158143,0,0.5906883596561974,0.024175700717879285,0,0.6017857387668052,0.011458515917779624,0,0.5914265646945387,0.022218994065498356,0,0.5846861149940076,0.016161942174901873,0,0.5916018078297723,0.01278620177632685,0
Online shopper,"[0.6181102362204725, 0.5726495726495726, 0.6297709923664122, 0.6552380952380953, 0.6452830188679245, 0.5967078189300411, 0.6313799621928167, 0.6297709923664122, 0.6221374045801527, 0.6295585412667947]",0.6304745437045918,0.02139377053509738,0,0.6336835899903911,0.024869138700612192,0,0.6403177873640736,0.010614045634207668,0,0.6283004024926451,0.032851822956186674,0,0.6359008468358482,0.010793328851740069,0,0.6485870493763833,0.019099777152029103,0,0.6449059587859376,0.006898926664450026,-1,0.6230606634678695,0.022342381250669868,0
Online shopper,"[0.5669014084507042, 0.6261398176291794, 0.6085578446909667, 0.5831960461285008, 0.5943238731218697, 0.5942492012779552, 0.589041095890411, 0.6, 0.5958904109589042, 0.5872193436960277]",0.5994622910033226,0.009459289340950455,0,0.5866773328790147,0.012061999291934206,0,0.6196694428460205,0.00991537912012698,-1,0.5829722893681939,0.01576464347180909,0,0.6092279068363478,0.00998178788378477,0,0.6212154447897544,0.007163252932185251,-1,0.5945519041844518,0.014843249303162545,0,0.5802834375275785,0.012891282567457031,0
Online shopper,"[0.6064318529862175, 0.6045112781954888, 0.6160583941605839, 0.6419400855920114, 0.6156202143950995, 0.6, 0.6397774687065368, 0.5984962406015037, 0.6162962962962963, 0.6068759342301944]",0.6171966531894715,0.02092877830426902,0,0.6105879233716015,0.021877275774139216,0,0.6217380381510476,0.01804696768333559,0,0.610327969816355,0.01344076654951925,0,0.6020150098603515,0.020220060222120084,0,0.6309655244654306,0.01634273515051063,-1,0.6146007765163931,0.014450202658614594,0,0.6058826040721822,0.01896133869651133,0
Segmentation,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9988828394110264,0.002234321177947374,0,0.9994413407821229,0.0016759776536312998,0,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0,1.0,0.0,0
Segmentation,"[0.9966440542832173, 0.9966440542832173, 0.9966440542832173, 0.9932904554024141, 0.9966440542832173, 0.9899338219934698, 0.9966440542832173, 0.9966440542832173, 0.9966440542832173, 0.9966440542832173]",0.991629861967467,0.007807915367285064,0,0.9929753463560903,0.010162711728456274,0,0.9949665535316882,0.002704860272589736,0,0.9966440542832175,1.1102230246251565e-16,0,0.9886285222080101,0.006867812407587737,1,0.99496678547562,0.0027046311456077484,0,0.9956376711661623,0.002148156722698794,0,0.995302076594484,0.0026839553818717326,0
Segmentation,"[0.9455120023022223, 0.9285412374668537, 0.9241572562200961, 0.9620858951102138, 0.9452173253689959, 0.9663303883915262, 0.9537140210046943, 0.9325918826543822, 0.9161416944183425, 0.9494534018708993]",0.9469815319870427,0.010711771437669491,0,0.942386664437725,0.00913219693477497,0,0.9433706931005252,0.008990052893964914,0,0.9396882973185468,0.013391110943596162,0,0.9457775373578048,0.009764690252159853,0,0.9410184322101968,0.01257957107516135,0,0.9423745104808227,0.015703922010023873,0,0.942709105514474,0.01173349381579777,0
Segmentation,"[0.9933172597881339, 0.996644528353246, 0.996644528353246, 0.9933172597881339, 0.9899610771376194, 0.9933172597881339, 0.9933172597881339, 0.996644528353246, 0.9933172597881339, 0.996644528353246]",0.9953193089505324,0.002671655992553813,0,0.9882745329942064,0.005465158751503541,1,0.9939782899363543,0.003264604206352438,0,0.9929816182179592,0.0010069247105241152,0,0.9949809414776928,0.001663586880956983,0,0.9936471904383606,0.0009991487678613618,0,0.9943125489491272,0.0021363712519419063,0,0.9932973062913625,0.003975308988353948,0
Segmentation,"[0.99581589958159, 0.99581589958159, 1.0, 0.99581589958159, 0.99581589958159, 0.99581589958159, 0.99581589958159, 0.99581589958159, 1.0, 1.0]",0.9966527777818136,0.0016736111128771223,0,0.9937243188112476,0.0028061259753787977,1,0.9945627665712757,0.005624020404928893,0,0.9979080089007819,0.0020919911058988583,0,0.997489539748954,0.0020497822115340186,0,0.9970711587653838,0.001917376667049718,0,0.997071129707113,0.0019173956882660216,0,0.9958160177765171,0.002646070590777661,0
Segmentation,"[0.9548492701729777, 0.9303291760111053, 0.8878999106463733, 0.957151370509994, 0.933986115590335, 0.9285271303509428, 0.949581444232319, 0.9223164507659379, 0.9330010484802358, 0.9497495110370273]",0.926314814640411,0.018034326853329643,0,0.9356095724963719,0.012150471742433005,0,0.9152552583781421,0.012736156496134042,1,0.9290255481699271,0.01124936104065003,0,0.9278786178420889,0.014211520384999659,0,0.9435655506809917,0.007894128015732067,0,0.9347391427797248,0.019396371088440133,0,0.9118744707746995,0.01846671536115378,1
Segmentation,"[0.9711805765350326, 0.9525408824412689, 0.9572602979884398, 0.9363119800660707, 0.9376652271726764, 0.949863668620169, 0.9713727794095217, 0.9517014910730994, 0.9640746041800041, 0.9638564917901276]",0.958513411875968,0.0069449761369984155,0,0.9537372881711349,0.010464124842088023,0,0.9532015087585778,0.006136809620120494,0,0.9578139291392759,0.012068148585685721,0,0.9570319406086186,0.01367154980585216,0,0.9558237626373483,0.01120363138647869,0,0.955582799927641,0.01177039930617906,0,0.953958245393619,0.017693536152916422,0
Segmentation,"[0.9345597087310054, 0.8882212300473479, 0.9449200851600873, 0.9350802744651817, 0.9253460052139336, 0.934749609593499, 0.942485705579634, 0.9426626512603267, 0.9401270399471618, 0.9374217774009291]",0.9157288195030235,0.029295628527839866,0,0.9283720378606988,0.013049424966526313,0,0.9309169947172447,0.00702837339345589,0,0.9366930088217259,0.008565126595537594,0,0.9386622430782389,0.007454892623424147,0,0.9384962681097628,0.008230052997958351,0,0.9325574087399108,0.015707848532074836,0,0.9290971202720153,0.011651414145589465,0
Segmentation,"[0.9592549394312347, 0.9396205083951257, 0.940064835794763, 0.954673145509212, 0.9475844724300917, 0.942469832942509, 0.9524479402960895, 0.9571167392966416, 0.9405887480406487, 0.9452519580356222]",0.9448178243933679,0.0064061835369030005,0,0.9518297635920463,0.009311162199322926,0,0.9437980162411559,0.009102355393118943,0,0.9456462559520873,0.009169897352509483,0,0.9489408996165126,0.009134236805985952,0,0.9514393250905362,0.006062564755363058,0,0.9479073120171936,0.007074137699077785,0,0.9432384394135974,0.008027125307716492,0
Segmentation,"[0.9613752648450732, 0.9565783071394026, 0.9568385243549556, 0.9491917050601795, 0.9614374639808596, 0.9591875707958698, 0.9249701020174416, 0.9593406073104167, 0.9587650994118091, 0.9664532143756521]",0.95260024846738,0.007855763159903374,0,0.9547848863331087,0.005984146102056677,0,0.9521779516110296,0.007290679079942856,0,0.9571890810855319,0.003955383036561518,0,0.9568274424690266,0.006553525992418013,0,0.9542334303013572,0.0041008483305476386,0,0.9554137859291659,0.01097043189071385,0,0.9497741670075486,0.020162756648778146,0
Segmentation,"[0.8799422799422798, 0.8858717040535222, 0.9068783068783068, 0.8794612794612795, 0.9393939393939394, 0.9367003367003367, 0.9132996632996632, 0.9063973063973064, 0.9393939393939394, 0.9393939393939394]",0.8858732345095982,0.03089277210516885,0,0.8832815164633345,0.03611959299728348,1,0.8657411780139054,0.03882341644898743,1,0.8705470287288468,0.02102727837853279,1,0.8981466345102709,0.02788485252245592,0,0.8744315448860902,0.024567253360374783,1,0.9126732694914514,0.02384391348117813,0,0.8805785964876873,0.04801552521895826,0
Segmentation,"[0.8700738635164864, 0.9177156177156176, 0.9510003128458971, 0.9356980223783501, 0.8608022250817765, 0.9091334894613583, 0.928176697029156, 0.918107302533532, 0.9271842911187173, 0.9261858072902077]",0.9090375139197681,0.019125097728645086,0,0.9224172944811129,0.010988826329321553,0,0.9131001851455774,0.025586028623536004,0,0.9244674261211259,0.010916039257181943,0,0.9127845808773509,0.033804613761264396,0,0.9208330908492247,0.020390261315160033,0,0.91440776289711,0.026786806802693384,0,0.9256069919524947,0.01772965900425217,0
Segmentation,"[0.940771069077367, 0.9360128620306941, 0.955536007506451, 0.9558789791274214, 0.9461189368937993, 0.9458373531445856, 0.955880336301143, 0.9361774801784822, 0.9609519436061976, 0.9421903512129907]",0.9281671313546855,0.029208833573559533,0,0.9428990197136461,0.0038903334988986005,0,0.9349209031490089,0.011988384380608815,0,0.9356524321502258,0.011299140369578554,1,0.9289295060078686,0.019163156962290744,1,0.9419380047569088,0.00662015573848297,0,0.9475355319079132,0.008510307346435217,0,0.9265906097973649,0.0144827856226773,1
Segmentation,"[0.9678575305691007, 0.9569990579972353, 0.9612779136053771, 0.9499150456211704, 0.9601795792187251, 0.9571954027412207, 0.9711839230983795, 0.9427675445960896, 0.9608880885881632, 0.9784137199347346]",0.9609830188444686,0.008169416470271298,0,0.9635307964881227,0.00383016610977357,0,0.958408631455792,0.006714667633055603,0,0.9521174973062131,0.01082049067649806,1,0.9584087278063101,0.009247305517075817,0,0.9669136705675662,0.008619594952524647,0,0.9606677805970195,0.009692347244449513,0,0.9572849739145607,0.020198527323247607,0
Segmentation,"[0.9599474079937392, 0.9574231407308422, 0.9324942718421426, 0.9548485999206724, 0.9627006866523109, 0.9600336484388797, 0.9499125644100639, 0.9447007130604911, 0.9526078146337167, 0.9707510418986687]",0.9438022449023477,0.008619207887690434,0,0.9475708110738876,0.009724282645173624,0,0.9407088196742197,0.007289333230807157,1,0.9365941974889687,0.016681536425607754,1,0.9451232524738998,0.03174750717171665,0,0.9505879993715578,0.009877781326527186,0,0.9545419889581529,0.010025940420731193,0,0.9548872873765054,0.007498986954252789,0
Segmentation,"[0.9619331082560032, 0.9595404307724343, 0.9590298788336254, 0.9569992732748919, 0.9593643422855805, 0.9548522205322161, 0.9690651873911207, 0.9568296677079443, 0.9546468039546873, 0.9475975011389306]",0.9451509928197049,0.02612431556457799,0,0.9508859456132497,0.01025164057321232,0,0.9471615508229425,0.00489878916383147,1,0.9515144181496608,0.011491645759194495,0,0.9574016643573755,0.0019156947519452785,0,0.9590043074593201,0.0056130209749376695,0,0.9579858414147436,0.005243436551064147,0,0.9508751021575739,0.006042499096247209,1
Students Performance,"[0.9454545454545454, 0.9259259259259259, 0.9192546583850931, 0.9285714285714286, 0.9333333333333333, 0.9570552147239264, 0.9047619047619048, 0.9390243902439024, 0.9146341463414634, 0.9325153374233128]",0.9483300848546989,0.017966745753105487,0,0.9300530885164836,0.014411277736579672,0,0.9201776643264337,0.012742639554050146,0,0.9091581850446249,0.027839630674245674,1,0.9462334961031521,0.01128307811170517,-1,0.951265440134749,0.009119659438329002,-1,0.9395934792665109,0.011292412734932741,0,0.9419561314483913,0.014900730356511354,0
Students Performance,"[0.8871247739602169, 0.8795906718266476, 0.8870727833070597, 0.8936928909747448, 0.8805802815948013, 0.8866421090889027, 0.8936928909747448, 0.8936928909747448, 0.8800636819366235, 0.8870727833070597]",0.8827778602786054,0.009673855204914789,0,0.8832352958944089,0.011345678136434533,0,0.8853150971397294,0.006745678776330273,0,0.8479732886253618,0.016013693728462706,1,0.888408539096177,0.004168841376404888,0,0.8869982779724893,0.007350639652480531,0,0.8869225757945545,0.005279224466219853,0,0.8833981573878678,0.008228015966783785,0
Students Performance,"[0.9776876267748479, 0.9796747967479674, 0.9795081967213115, 0.9836734693877551, 0.9775967413441955, 0.9734151329243353, 0.975609756097561, 0.9796747967479674, 0.9795918367346939, 0.9775967413441955]",0.9784624736652077,0.002542187737110919,0,0.9784029094824829,0.0026103729302642234,0,0.9800248643484706,0.001992548238648871,0,0.9764580492550566,0.004780131694377768,0,0.9800703949845477,0.0021367530580056527,0,0.9788641750705874,0.0018345815869145858,0,0.9804769497181812,0.002216768515417987,0,0.9804761402803102,0.002030361580647355,0
