Ethnicity,ParentalEducation,Absences,Tutoring,Sports,Music,Volunteering,GPA,target
0,4,-0.7726979127354727,0,1,0,0,0.4719965117800222,4
1,2,-0.6545734539086528,1,1,0,0,1.4949349815345654,2
3,4,-1.3633202068695722,0,0,0,0,1.1883696933398469,3
1,2,1.3535423461472853,1,0,0,0,-1.1036366962304036,5
0,2,-1.481444665696392,0,0,0,0,1.1529069707787454,3
1,3,-0.7726979127354727,0,0,0,0,0.8395569318236831,3
0,2,0.9991689696668256,0,1,0,0,-0.7522839929530627,5
2,2,0.7629200520131858,1,0,0,0,-0.5908373377503068,5
1,1,0.17229775787908638,0,0,0,1,-0.4195916408266146,5
0,2,-0.18207561860137328,1,0,0,0,0.3554412141569122,4
1,1,-0.6545734539086528,0,0,0,0,0.2503704251454209,4
1,1,-0.30020007742819316,0,0,0,0,0.3819958154055643,4
0,0,-0.41832453625501304,1,0,1,0,0.923488813029931,3
1,0,1.3535423461472853,0,1,0,0,-1.1022855404358753,5
0,4,-1.7176935833500317,0,0,0,1,1.3237323690221903,2
2,1,1.471666804974105,0,0,1,0,-0.6760821517589176,5
2,2,0.7629200520131858,0,0,0,0,-1.4592185785178,5
2,3,1.589791263800925,0,0,0,0,-1.4479583586915357,5
1,2,0.40854667553272617,0,0,1,0,-0.28714108269255645,5
1,1,0.40854667553272617,0,0,0,0,-0.7337358532690272,5
0,2,-1.1270712892159325,0,1,0,1,1.160599466756517,3
2,2,-0.30020007742819316,0,0,0,0,0.1126952755086298,4
0,2,0.40854667553272617,0,0,0,0,-0.8307429023365858,5
0,2,-0.30020007742819316,1,0,0,0,0.31277376717648786,4
0,4,1.3535423461472853,1,0,0,0,-1.0497187857591304,5
0,2,1.2354178873204653,0,0,0,0,-1.463375099914052,5
1,1,0.7629200520131858,0,0,0,0,-1.0223587366531737,5
0,2,0.6447955931863659,1,0,1,1,-0.27337254702290636,5
2,0,-1.3633202068695722,0,0,1,0,1.019850432570185,3
0,3,0.9991689696668256,0,0,1,1,-1.875885056781431,5
0,1,-1.599569124523212,0,0,0,0,1.4777714048909198,2
1,1,-0.06395115977455339,1,0,0,0,0.015158566100989479,5
0,3,-0.41832453625501304,0,0,0,0,0.12632751432879455,4
0,2,1.7079157226277448,1,0,0,0,-1.945707421386811,5
2,1,1.3535423461472853,1,0,0,0,-0.6767179347477282,5
0,2,-1.0089468303891125,0,0,1,0,0.7489256649819879,3
2,3,0.526671134359546,1,0,0,0,-0.48396047241971935,5
0,1,0.2904222167059063,0,0,0,0,-0.48158908217906404,5
0,3,0.8810445108400057,0,1,0,1,-0.21390935265963928,5
2,0,-0.30020007742819316,0,1,0,1,0.4178516000858555,4
0,2,0.17229775787908638,0,0,1,0,0.05987395753001566,5
0,3,-1.3633202068695722,0,0,0,0,0.7819287190632442,3
0,1,1.1172934284936455,0,0,0,0,-1.2436219222252467,5
0,2,-0.18207561860137328,0,0,1,0,-0.10905336409451775,5
2,1,0.526671134359546,0,0,0,0,-1.1195187833089804,5
0,2,1.471666804974105,0,1,0,0,-1.1903391616429175,5
2,2,-0.30020007742819316,1,0,0,0,-0.5028105160392643,5
2,2,-1.481444665696392,0,1,0,0,1.5660804887044935,2
0,1,1.2354178873204653,0,0,0,0,-1.187544236510277,5
3,1,1.2354178873204653,0,0,0,0,-1.3436240669542632,5
0,0,0.2904222167059063,0,1,0,1,-0.5646573449757852,5
3,1,-0.18207561860137328,0,1,0,1,0.09325182650514216,5
0,2,-0.06395115977455339,0,1,0,0,-0.2910700369184922,5
1,3,-1.481444665696392,0,1,0,0,0.6618362946624244,3
0,2,-1.7176935833500317,0,0,1,0,1.1778966732782294,3
0,2,1.2354178873204653,1,0,1,0,-0.7077120965939592,5
1,4,0.9991689696668256,1,0,0,0,-0.5336342257771609,5
2,2,0.17229775787908638,0,0,1,0,-0.3379035236697563,5
0,3,-1.481444665696392,1,1,0,0,1.2924146879140912,2
0,2,-0.18207561860137328,0,1,0,0,-0.28945916310240166,5
2,1,-1.481444665696392,0,1,0,0,0.7439461855159337,3
1,0,-0.30020007742819316,1,0,0,0,0.5277213921783627,4
3,2,-0.06395115977455339,0,0,0,0,-0.008787119499712262,5
2,1,0.2904222167059063,0,1,0,0,0.22328917798542072,4
3,1,-0.18207561860137328,0,0,0,0,-0.2250499469084077,5
2,2,0.6447955931863659,0,0,0,0,-0.9417702028088047,5
0,2,1.2354178873204653,0,1,0,0,-0.7781943068874039,5
0,2,-1.481444665696392,0,0,1,0,0.8119992865687629,3
2,1,0.40854667553272617,0,1,0,0,-0.7345038085834531,5
1,1,-0.8908223715622926,0,0,0,0,0.24178267236103837,4
0,2,-1.3633202068695722,1,0,0,0,1.101355670813943,3
0,4,-1.3633202068695722,0,0,0,1,1.3259613935944579,2
3,2,0.40854667553272617,1,0,0,0,-0.9506462375792218,5
1,3,-0.536448995081833,0,0,0,1,0.543297845396073,4
0,2,-1.7176935833500317,1,0,0,0,1.366524880535804,2
0,2,-0.8908223715622926,1,1,1,0,0.8932429087200695,3
0,1,-0.06395115977455339,0,1,0,0,-0.4101089761155448,5
0,2,-1.7176935833500317,0,0,0,0,1.7076018113322413,2
0,2,-1.0089468303891125,0,0,0,0,0.4326350796766854,4
0,2,0.6447955931863659,1,0,0,0,-0.7000363291435742,5
2,2,0.526671134359546,0,1,0,1,-0.4662301898667075,5
0,2,0.526671134359546,0,0,1,1,-0.5039644498766676,5
2,1,0.9991689696668256,0,0,0,0,-1.1986831031230238,5
2,2,-0.536448995081833,1,0,0,0,0.26672834396455264,4
0,1,1.3535423461472853,0,0,0,0,-1.4722348020470262,5
1,3,1.589791263800925,0,0,0,0,-1.4485783983921814,5
0,1,-0.18207561860137328,0,1,1,1,-0.3323594576715705,5
2,0,0.7629200520131858,1,1,0,0,-0.987347524407739,5
0,2,0.0541732990522665,0,0,0,0,-0.26571834004692113,5
1,2,-0.18207561860137328,0,0,0,1,-0.40945833512863355,5
1,2,-0.41832453625501304,0,0,0,0,0.32750543064346127,4
0,1,0.17229775787908638,0,0,0,1,-0.8206304588665502,5
0,2,-0.18207561860137328,1,0,0,0,0.2705810288069998,4
1,1,-0.6545734539086528,0,0,0,1,0.7504120429561884,3
2,3,0.9991689696668256,0,1,0,0,-1.0862233343116023,5
0,3,1.589791263800925,1,0,0,0,-1.323062656930766,5
1,2,-0.18207561860137328,1,0,0,0,0.25512857308895226,4
0,1,0.2904222167059063,0,0,0,0,-0.3887986580974163,5
2,2,0.7629200520131858,0,0,0,1,-0.3919819843632198,5
0,0,-0.7726979127354727,1,0,1,0,1.1589102369820172,3
2,2,0.17229775787908638,0,0,0,1,-0.2978333368892785,5
0,1,-1.1270712892159325,1,0,0,0,0.4659787504094042,4
0,3,-0.8908223715622926,1,1,1,0,1.4908512831962122,2
0,0,1.2354178873204653,0,0,0,0,-1.7046734613715018,5
0,2,-0.30020007742819316,1,0,0,0,-0.012330496234700481,5
1,2,0.2904222167059063,0,0,0,0,-0.4912143575819353,5
0,2,-1.2451957480427522,0,0,0,0,0.7077179987367499,3
2,0,-1.1270712892159325,0,0,0,0,0.3475666615186024,4
0,4,0.6447955931863659,1,1,1,0,-0.06403077308925009,5
0,2,0.40854667553272617,0,0,0,0,-0.06166970988652983,5
0,2,-1.3633202068695722,0,0,1,0,1.4892467468058312,2
0,1,-1.0089468303891125,1,0,0,1,0.6998417215860028,3
0,2,-1.3633202068695722,0,0,0,0,1.306108500348081,2
0,2,1.1172934284936455,0,0,1,0,-1.3664270227298116,5
0,0,-0.536448995081833,1,1,0,0,1.292209693547409,2
0,1,-0.41832453625501304,1,0,0,0,0.09440093278285074,5
1,3,-0.18207561860137328,1,1,0,0,0.7640308873592169,3
1,1,-0.30020007742819316,1,0,0,0,-0.1882191576958277,5
0,1,1.589791263800925,0,0,0,0,-0.8659762322491057,5
0,2,-0.6545734539086528,0,0,0,0,-0.28081532081342203,5
3,2,0.2904222167059063,0,0,0,0,-0.6214791057750207,5
1,0,0.0541732990522665,0,0,0,0,0.08576684164619791,5
1,2,-1.2451957480427522,0,1,1,0,1.2620110907685538,2
0,1,-0.8908223715622926,1,0,0,0,0.5319452863193808,4
2,0,-0.18207561860137328,0,0,0,0,0.19411757107298633,4
2,0,-1.2451957480427522,0,1,0,1,1.9012232016977155,1
1,3,1.2354178873204653,0,0,0,0,-1.7311056462563101,5
3,1,1.471666804974105,0,1,0,0,-0.8488547522210346,5
0,0,0.9991689696668256,0,0,0,0,-1.3939659424938688,5
0,2,-0.8908223715622926,0,0,1,1,1.3673135175709403,2
2,3,1.1172934284936455,0,0,0,0,-1.3400503606883534,5
2,1,1.2354178873204653,0,0,0,0,-1.21297214101171,5
0,2,-1.1270712892159325,1,1,0,0,1.025015622850927,3
0,0,0.0541732990522665,1,1,0,0,-0.7133986562217236,5
0,2,1.471666804974105,0,0,0,0,-1.4991591634103232,5
0,2,-1.3633202068695722,1,0,0,0,1.4042728523026107,2
2,2,-0.41832453625501304,0,0,1,0,0.9937379727854109,3
1,1,-0.536448995081833,0,0,0,0,0.274257634157835,4
0,1,-1.481444665696392,0,0,0,0,0.8936322152548812,3
0,1,-0.41832453625501304,0,0,0,0,0.7885634893110608,3
0,1,1.7079157226277448,1,1,0,0,-1.0861303102222677,5
0,0,-1.2451957480427522,0,0,0,0,0.7688131890164531,3
1,2,-1.1270712892159325,1,1,0,0,1.1757898219530094,3
3,4,0.40854667553272617,0,0,0,0,-0.3072288896763338,5
2,4,0.2904222167059063,0,1,0,0,-0.5950918115008371,5
0,3,0.0541732990522665,1,0,0,0,0.01177706166903834,5
2,2,0.8810445108400057,0,0,0,0,-0.9781069134478303,5
2,2,-0.536448995081833,0,1,0,0,0.46556203585040795,4
2,1,-1.2451957480427522,0,1,1,0,1.619463964552252,2
0,2,-0.7726979127354727,0,1,0,0,0.5229760126264441,4
0,2,-1.481444665696392,0,0,0,0,0.9559176207374254,3
0,2,1.7079157226277448,0,1,0,1,-1.4988019112997173,5
0,2,-0.8908223715622926,0,0,0,0,0.695139584574713,3
0,1,-1.1270712892159325,0,0,0,0,1.2032628133989742,2
0,1,-1.3633202068695722,0,0,0,0,1.179962179403922,3
0,3,-0.41832453625501304,0,1,0,0,0.047127243030751026,5
2,0,-0.41832453625501304,0,0,0,0,0.2641183261860784,4
0,2,1.1172934284936455,0,0,0,1,-0.7983023093550186,5
0,3,0.6447955931863659,0,0,0,0,-0.5528335205893841,5
3,2,0.0541732990522665,0,0,1,0,-0.16464275775355233,5
3,2,-0.6545734539086528,0,0,1,0,1.0862825069327395,3
2,1,0.7629200520131858,0,0,0,0,-0.9538367959221272,5
3,1,-0.18207561860137328,0,0,0,1,0.0017006787167611838,5
1,3,-0.30020007742819316,0,0,0,0,-0.02762622245672319,5
3,2,-0.7726979127354727,0,1,1,0,0.7746355702148279,3
0,2,-1.0089468303891125,0,0,1,0,1.312563803296799,2
0,0,-0.41832453625501304,0,0,0,0,-0.568023937829833,5
0,0,-1.2451957480427522,0,0,0,0,1.0137811508881396,3
0,4,0.2904222167059063,0,0,1,0,-0.8962477786820808,5
0,1,-1.3633202068695722,0,0,0,0,1.0578017527376546,3
1,2,-1.599569124523212,0,1,0,0,1.081446325287282,3
2,0,-1.481444665696392,1,0,0,0,1.3936292525921257,2
1,2,1.2354178873204653,0,0,0,0,-1.5682610480573058,5
0,3,-0.41832453625501304,1,0,0,0,0.33355744786539415,4
2,2,-1.481444665696392,1,1,0,0,1.6055988447059508,2
1,1,-1.3633202068695722,0,1,0,0,1.4182756606126496,2
0,2,-1.1270712892159325,0,0,1,0,1.578195437786125,2
1,2,-0.41832453625501304,0,0,0,0,-0.1971604056285359,5
0,2,0.40854667553272617,0,0,0,0,0.3392672723372468,4
0,3,-0.6545734539086528,0,0,0,1,0.10758998160027768,4
3,2,1.7079157226277448,1,0,0,0,-1.3010824468022748,5
0,3,-1.7176935833500317,1,0,1,0,2.1579566976536086,1
0,2,0.17229775787908638,0,0,1,0,-0.23679404290855705,5
2,1,0.0541732990522665,0,1,0,1,-0.1619816926016704,5
2,1,-0.7726979127354727,0,0,0,0,0.2516089336819114,4
0,1,1.1172934284936455,1,1,0,0,-1.0870564119277528,5
0,3,0.6447955931863659,1,0,0,0,-0.8397978152613741,5
0,2,-0.7726979127354727,1,0,0,1,0.4842577194143828,4
1,2,1.3535423461472853,0,0,0,0,-1.401626903415713,5
0,1,0.8810445108400057,0,0,1,0,-1.7106203004391816,5
0,1,-0.7726979127354727,0,0,0,0,0.3471471977491126,4
3,2,-0.41832453625501304,0,0,0,1,0.4612791856932341,4
1,2,0.8810445108400057,1,0,0,0,-0.3094201787109581,5
0,1,-0.7726979127354727,1,0,0,0,0.3220999471809307,4
1,2,-0.06395115977455339,0,1,0,0,0.740929673745438,3
1,0,-1.599569124523212,0,0,0,0,1.1916495069559163,3
0,1,-0.536448995081833,0,0,1,0,0.51128450999263,4
0,2,-0.536448995081833,1,0,0,0,1.0101136685802024,3
2,1,-0.8908223715622926,0,1,0,1,0.6764516301796552,3
0,4,0.8810445108400057,0,0,0,0,-0.9434296600782234,5
1,1,-1.1270712892159325,0,0,0,1,0.8250709143811013,3
0,1,0.6447955931863659,0,0,0,0,-0.3350866763149185,5
0,1,0.526671134359546,1,0,0,0,-0.11670086975558748,5
0,2,-1.0089468303891125,0,0,0,0,0.8212911535767218,3
0,2,-1.481444665696392,0,0,0,0,1.1938143533779435,3
0,2,-0.8908223715622926,0,0,1,0,1.1707799855196273,3
0,0,0.2904222167059063,0,0,0,0,-0.580374607705875,5
2,0,0.17229775787908638,0,0,0,1,-0.06264708872160624,5
3,2,-0.536448995081833,0,0,0,0,0.5861100560146235,4
2,3,-1.599569124523212,0,0,0,0,1.038130120035499,3
2,3,1.1172934284936455,1,0,0,0,-0.7650964255790877,5
0,0,0.6447955931863659,0,1,0,0,-1.104177600955666,5
3,2,1.3535423461472853,0,0,0,0,-1.7847636320986662,5
0,3,0.9991689696668256,0,0,1,0,-1.3537982452892456,5
3,1,0.40854667553272617,0,0,0,0,-0.8926528777010134,5
3,3,-1.0089468303891125,0,0,0,0,0.9913222865211936,3
2,1,0.2904222167059063,1,0,0,1,-0.0409061912304061,5
3,3,-0.8908223715622926,0,1,0,0,1.2344820879355989,2
1,2,-0.18207561860137328,0,0,0,1,0.25046927750182474,4
0,3,-1.0089468303891125,0,0,1,0,1.2371297684580038,2
0,2,1.471666804974105,0,1,0,0,-0.9968221577359008,5
1,1,0.6447955931863659,0,0,0,0,-0.736235267220244,5
0,3,1.471666804974105,0,1,0,0,-1.1386043434358122,5
1,1,1.3535423461472853,0,0,0,0,-1.957403197250392,5
3,1,-1.3633202068695722,0,0,0,0,1.123978030490617,3
0,2,0.17229775787908638,0,0,0,0,0.1538338521121892,4
2,2,-1.2451957480427522,0,0,0,0,1.267029293814812,2
3,3,-0.41832453625501304,0,1,0,0,0.5801755088447023,4
3,1,-0.7726979127354727,0,1,0,0,0.5698891380587751,4
3,2,1.2354178873204653,0,0,0,0,-1.233966281241173,5
1,2,0.526671134359546,1,1,1,0,-0.02908403266809441,5
3,0,-0.30020007742819316,0,0,0,0,-0.33838627242629293,5
2,1,1.1172934284936455,0,1,0,0,-1.3132652167528986,5
0,1,1.471666804974105,0,1,0,0,-1.248135418181082,5
0,1,0.2904222167059063,1,0,0,0,-0.44020245717264517,5
2,4,0.526671134359546,1,0,0,0,-0.4156974815992436,5
0,2,-0.7726979127354727,0,1,0,0,0.39854530172440006,4
1,2,-1.3633202068695722,0,0,0,0,1.6352177897512723,2
1,4,0.6447955931863659,1,1,0,0,-0.5114748514196679,5
0,1,1.3535423461472853,0,0,1,0,-1.7154927816027268,5
1,3,-0.8908223715622926,0,0,0,0,1.3181875656598212,2
2,2,-1.7176935833500317,1,0,1,0,2.0377931695595124,1
0,3,0.17229775787908638,0,0,0,0,-0.2738608752322196,5
