cap-surface,gill-attachment,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-color-above-ring,ring-number,spore-print-color,population,habitat,target
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,2.0300280920660976,1
2,1,1,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,2.0300280920660976,2
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,1.448588654048012,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
0,1,1,1.4658499494714023,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,1
3,1,1,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,2.0300280920660976,2
0,1,1,0.6184260923501674,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,2.0300280920660976,1
3,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.2957296600062443,2
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,1.448588654048012,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,1.448588654048012,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
2,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,2
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
0,1,0,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.2289977647710673,1,2,0.622441390325499,1,-0.6701948585135749,-2.9105462303202203,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
0,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,1
0,1,1,0.6184260923501674,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
0,1,1,1.4658499494714023,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,1.448588654048012,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,1,0.6184260923501674,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
2,1,1,0.05347685426934428,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,1.448588654048012,1
3,1,1,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,-0.2957296600062443,1
2,1,0,-0.2289977647710673,1,0,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,1,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,2
0,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
0,1,0,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.2289977647710673,1,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,-0.2957296600062443,1
0,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,1
0,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
2,1,0,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
0,1,0,0.6184260923501674,1,0,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,2.0300280920660976,1
0,1,1,1.4658499494714023,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
0,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,-0.2957296600062443,1
2,1,1,0.6184260923501674,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
2,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,-0.2957296600062443,2
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,-0.2957296600062443,2
2,1,0,-0.2289977647710673,1,2,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,0,0.05347685426934428,1,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
0,1,0,-0.5114723838114789,1,2,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,1,1.4658499494714023,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
2,1,1,0.6184260923501674,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,1,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
0,1,1,1.4658499494714023,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.2957296600062443,2
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
0,1,0,-0.2289977647710673,1,0,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
0,1,0,-0.2289977647710673,1,2,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,0.6184260923501674,1,0,0.622441390325499,1,-0.250470603921817,-2.9105462303202203,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,1
2,1,1,1.4658499494714023,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
0,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,-0.2957296600062443,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,1.448588654048012,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,-0.2957296600062443,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
0,1,1,0.05347685426934428,1,2,0.622441390325499,1,1.0087021598534562,0.2843298100961381,-0.8771690980243297,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
3,1,0,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,1.448588654048012,1
3,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,2
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
0,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,1.448588654048012,1
0,1,0,0.6184260923501674,1,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,1,1.4658499494714023,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,1,1.4658499494714023,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
0,1,1,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,0.8671492160299267,1
2,1,1,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
0,1,0,-0.5114723838114789,1,0,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,1.448588654048012,1
2,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,2
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
2,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
0,1,1,0.05347685426934428,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
0,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,1.0830488202002277,2.0300280920660976,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
3,1,0,1.4658499494714023,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
0,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,2.0300280920660976,1
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,0.8671492160299267,1
2,1,1,-0.2289977647710673,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,2
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
0,1,1,0.6184260923501674,1,2,0.622441390325499,1,-0.250470603921817,0.2843298100961381,-0.8771690980243297,1
3,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.6701948585135749,-1.313108210112041,0.8671492160299267,1
3,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,-0.5143892000079515,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
2,1,0,-0.7939470028518905,0,2,0.622441390325499,1,-0.250470603921817,-0.5143892000079515,-0.2957296600062443,1
3,1,1,0.6184260923501674,0,2,0.622441390325499,1,-0.6701948585135749,0.2843298100961381,2.0300280920660976,2
2,1,0,0.05347685426934428,0,2,0.622441390325499,1,-0.250470603921817,-1.313108210112041,-0.2957296600062443,1
0,1,1,0.05347685426934428,0,2,0.622441390325499,1,-0.6701948585135749,1.0830488202002277,2.0300280920660976,1
