dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Ann thyroid,Data/Input/Subsets/Ann thyroid/80559_20260303_064352.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.6192233480653946,0.7386513315587232,1.1688899117803027,-0.28302218841924515,0.8736693838304275,-0.8608602669723808,1.2345896240174206,-1.2261348320716352,1.3745241186522277,-0.9051793973349664,-0.6865785358697232,-0.1144988557307327,-0.8932505200397421,-0.7250144324693781,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/78127_20260303_064352.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.8026969326773633,0.7386513315587232,1.1688899117803027,-0.28302218841924515,0.8289781255320167,-0.9471505154223935,1.2345896240174206,-1.2261348320716352,1.384174625362287,-1.0769344968187873,-0.6865785358697232,-0.10964653110099731,-1.0414465721937896,-0.5240009388435738,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/67172_20260303_064352.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.8026969326773633,0.7386513315587232,1.1688899117803027,-0.28302218841924515,0.8289781255320167,-0.9471505154223935,1.2345896240174206,-1.2261348320716352,1.384174625362287,-1.1967053315936258,-0.6865785358697232,-0.10964653110099731,-1.1431476587669331,-0.2876237488790858,1,0,0,0,1,1,1,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/23565_20260303_064353.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.6192233480653946,0.7386513315587232,1.1688899117803027,-0.28302218841924515,0.8736693838304275,-0.8608602669723808,1.2345896240174206,-1.2261348320716352,1.3745241186522277,-1.045589353947157,-0.6865785358697232,-0.10176836734670275,-1.0146106441231413,-0.5119353842486999,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/8634_20260303_064353.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.06880259422948828,0.7386513315587232,1.1688899117803027,-0.28302218841924515,1.026395877198072,-0.5500564194531999,1.2345896240174206,-1.2261348320716352,1.3366644384819921,-1.316408190369884,-0.6865785358697232,-0.8978671525084717,-1.24349248377063,0.28983996142001095,0,0,0,0,0,0,1,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/1399_20260303_064354.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,-0.11467099038248048,0.7386513315587232,1.1688899117803027,-0.28302218841924515,1.0851275312248263,-0.4247917395587682,1.2345896240174206,-1.2261348320716352,1.538582732723249,-0.7007157896665281,-0.6865785358697232,-0.10966884015813756,-0.7130485480674903,-0.6868425062131165,0,0,0,0,1,0,1,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/88854_20260303_064354.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,-1.015008410335419,-0.28302218841924515,-1.446497177072676,-1.2300620888030176,-0.7946865219389985,-1.2248716293386124,1.1635916148466283,-1.0756100543418305,-0.6865785358697232,-0.11178858805348248,-1.0403145367200068,-0.7380932582109513,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/69001_20260303_064354.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,-0.08907212414672411,-0.28302218841924515,-0.5188999689178821,-1.2300620888030176,0.08226073347759912,-1.2255909569210879,1.1635916148466283,-1.0663625252840385,-0.6865785358697232,-0.1087527852302773,-1.0324057672788713,-0.7589292281513217,1,0,0,0,1,1,1,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/49995_20260303_064354.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,0.28022700186961397,-0.28302218841924515,-0.15980247393951408,-1.2300620888030176,0.4251988068802221,-1.2265928740300698,1.1635916148466283,-1.0842111768696492,-0.6865785358697232,-0.09631310984048805,-1.0476632950256224,-0.7336919864601117,1,0,0,0,1,0,1,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/51075_20260303_064354.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,0.5727018400738896,-0.28302218841924515,0.1192381080137934,-1.2300620888030176,0.6940325109111135,-1.2260359678940593,1.1635916148466283,-1.0805037753488849,-0.6865785358697232,-0.10967548253776839,-1.0444965428712,-0.7390138398740023,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/44999_20260303_064355.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,0.6520789001811514,-0.28302218841924515,0.19412841283522417,-1.2300620888030176,0.7665754920172569,-1.226302274730302,1.1635916148466283,-1.0900453472871612,-0.6865785358697232,-0.11525355354515797,-1.0526440396934862,-0.7255068339665205,0,0,0,0,1,1,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/22835_20260303_064355.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,0.8361515916490687,-0.28302218841924515,0.3664022248873219,-1.2300620888030176,0.9341192913518437,-1.2260546161928525,1.2885886541388354,-1.0688564826111957,-0.6865785358697232,-0.10903692764128535,-1.0345394614220205,-0.7590564772722566,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/44698_20260303_064355.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,1.0574942003328045,-0.28302218841924515,0.5709719759632441,-1.2300620888030176,1.1343368187336589,-1.2259738015278017,1.2885886541388354,-1.083162830705211,-0.6865785358697232,-0.1061435361998213,-1.0467679609613276,-0.7343272036890206,0,0,0,0,1,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/55741_20260303_064356.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,1.5365912711252383,0.7386513315587232,1.0834879249175873,-0.28302218841924515,0.5948109453805517,-1.2300620888030176,1.1577608657446479,-1.2263214654274186,1.2885886541388354,-1.073806207177906,-0.6865785358697232,-0.11616615444271829,-1.0387724663215496,-0.7514840512776284,0,0,0,0,1,0,1,0
Car evaluation,Data/Input/Subsets/Car evaluation/21062_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.8640373406424678,-0.28302218841924515,-0.3500800947248075,0.7037916908150382,-0.6500680309227863,-0.8392054575958758,-1.0863550924130938,-0.2926002987851793,-0.6865785358697232,-0.5308923087592641,-0.3401182203772223,0.568820544565852,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/52319_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,0.01690081848532201,-0.28302218841924515,0.5225492450891414,0.7037916908150382,0.18106951496189377,-1.1406018144688752,-1.0863550924130938,-0.2761424650434676,-0.2787406712093935,-0.5413211491563864,-0.32468638993229415,0.488283265858285,0,0,1,0,0,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/93667_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.18702277476647164,-1.2347624678917017,0.3249244051883275,0.04192799758546025,0.2815056434855169,-1.1494783107145028,-1.0863550924130938,-0.9603365449458239,-0.5215072709659947,-1.1180746173080947,-0.9411507889300135,-0.04039383885993684,0,0,0,0,0,1,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/22908_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.380927950985186,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,0.006224798795411092,-0.6865785358697232,-0.37190040048861134,-0.05484458415421916,0.6036984311914974,0,0,0,1,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/16342_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.380927950985186,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,-0.4204319577700237,-0.6865785358697232,-0.37190040048861134,-0.45891565379321764,0.944404043385785,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/92859_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.7659332518901993,0.7386513315587232,0.04649027502677761,0.29485488521772407,1.0624552632750748,1.9057184356725907,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,0.13704615541136517,2.2463477205061797,-0.6092491732227722,0.07356359097797538,0.9755574402951069,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/82650_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.5824596672782305,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.8508872917980763,1.6405532867463417,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,-0.11701472276632582,1.6776014558950454,-0.5057997099820118,-0.17381754073155614,0.9032921001970783,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/18866_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.5824596672782305,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.8508872917980763,1.6405532867463417,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,-0.17792777570575705,1.6776014558950454,-0.6039765932899487,-0.23192881216476066,0.9487263302739595,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/74179_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.380927950985186,0.002336282822193939,-1.1494783107145028,-1.0863550924130938,-0.4204319577700237,-0.6865785358697232,-0.37190040048861134,-0.45891565379321764,0.944404043385785,0,0,0,0,1,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/73435_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-1.7878503796610195,-1.2347624678917017,-1.3138843897358523,0.04192799758546025,-1.2634424578670989,-0.43152039293862016,-1.0863550924130938,-0.5833464857508394,-0.6865785358697232,-0.5500589200342796,-0.6076609321395514,0.5461160763806898,0,0,1,0,0,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/27212_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-1.1014576038648565,0.29485488521772407,-0.5934886700158394,1.136509401090443,-1.0794415863992612,-1.1507861592738804,-1.0863550924130938,0.05070935952704191,0.2534515319948479,-0.3565228217091246,-0.011428992542305576,0.38628243958375064,0,0,0,1,1,1,0,1
Car evaluation,Data/Input/Subsets/Car evaluation/86808_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.5025330422403151,0.29485488521772407,0.013945595704161873,1.136509401090443,-0.5106771469311651,-1.1478393977923176,-1.0863550924130938,-0.07797611534847551,0.22824689915482707,-0.30354029055591947,-0.136335466468984,0.4923745219159115,0,0,1,1,0,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/63081_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.38018252306676864,0.29485488521772407,0.13529014643438372,1.136509401090443,-0.3956345487782283,-1.1503589158737115,-1.0863550924130938,-0.1766081812095744,0.7883999365027872,-0.5271587318189263,-0.23067468629937762,0.5722112935651748,0,0,0,1,0,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/50283_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.2003150708970904,0.29485488521772407,0.31195083534615303,1.136509401090443,-0.22725239388304025,-1.1498199088823742,-1.0863550924130938,-0.12738420835593356,-0.6816243810262936,-0.4451200625103422,-0.18374202608858847,0.5337483236305897,0,0,0,1,0,0,0,0
Car evaluation,Data/Input/Subsets/Car evaluation/81474_20260303_193711.csv,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8237288594908642,-0.4809182207319778,0.7060764292689122,-0.8499132785795837,-0.6522537363226583,-1.215512498054293,0.7386513315587232,-0.05587776335225579,0.29485488521772407,0.4523219704008691,1.136509401090443,-0.09268503066208149,-1.149331763816989,-1.0863550924130938,-0.06812709969110804,-0.2751496236334742,-0.40368553257719475,-0.1268493373676627,0.48405599964566043,0,0,0,1,0,0,0,0
Dry Bean,Data/Input/Subsets/Dry Bean/76728_20260304_162557.csv,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8237288594908642,0.8744880381159756,1.0864238098828163,0.6499336836196816,0.11631329958451264,0.6192233480653946,0.7386513315587232,1.0968714134511344,-0.28302218841924515,0.808165667782248,-0.8608602669723808,1.1698140500796408,0.6009526721470067,0.8823482764391632,1.9860747933371083,2.3108341765922638,1.598532764468045,2.090452126717813,-1.680759502449317,0,1,0,0,1,0,0,0
Dry Bean,Data/Input/Subsets/Dry Bean/86016_20260304_162557.csv,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8237288594908642,0.8744880381159756,1.0864238098828163,0.6499336836196816,0.11631329958451264,0.6192233480653946,0.7386513315587232,1.2105524845662432,-0.28302218841924515,0.9114261762653374,-0.8608602669723808,1.2719973760210845,-0.2926623370407155,1.538582732723249,1.856078952156218,0.5976928868669262,1.4627508767064425,1.9622911739805091,-1.6099733702745884,0,1,0,0,0,1,0,0
Dry Bean,Data/Input/Subsets/Dry Bean/46667_20260304_162558.csv,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8237288594908642,0.8744880381159756,1.0864238098828163,0.6499336836196816,0.11631329958451264,0.6192233480653946,0.7386513315587232,1.4179220942213628,0.29485488521772407,1.0978710955852056,-0.4247917395587682,1.2472709010956895,-0.05943526816916954,1.538582732723249,2.029083933708059,2.283523355515926,1.5983192908841855,2.1243511422442913,-1.6586581549266686,0,1,0,1,0,0,0,0
Dry Bean,Data/Input/Subsets/Dry Bean/36183_20260304_162558.csv,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8237288594908642,0.8744880381159756,1.0864238098828163,0.6499336836196816,0.11631329958451264,0.6192233480653946,0.7386513315587232,0.7976157780823875,-1.2347624678917017,0.5327454260540605,-1.3936717354159343,1.1941015312709164,0.6009526721470067,0.7182896623681418,1.679058818521561,1.844357541300981,1.0493836944005244,1.7631198523377285,-1.6660064330611724,1,0,1,1,0,1,1,1
Dry Bean,Data/Input/Subsets/Dry Bean/72103_20260304_162558.csv,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8237288594908642,0.8744880381159756,1.0864238098828163,0.6499336836196816,0.11631329958451264,0.6192233480653946,0.7386513315587232,0.9698208192846034,-1.2347624678917017,0.6918734496668194,-1.3936717354159343,1.3508421282949397,0.2411853378035627,1.538582732723249,1.5660898325760935,1.5316820766601502,0.9602957916805527,1.631508492257788,-1.636111865903708,1,0,0,0,1,1,1,1
