dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,21.0,-1.275400035725271,0.4751945903628571,-1.1198402096165492,0.06874217259720405,-1.4483956083050882,0.8727845225117201,0.9305705059203444,0.238095238095238,0.6906695921552353,-0.18125828402795396,1.1671273685059471,0.6486188186022239,-1.340022700806157,64.0,-0.9103164443527012,200.0,-1.0992341406372237,112.0,0.5911203880968273,176.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,21.0,-1.275400035725271,0.6051988967794866,-1.1198402096165492,0.18607002949566426,-1.4483956083050882,0.9797840960721865,0.9304063521718824,0.2857142857142857,0.6666883850321017,-0.4702246666993645,1.1380925356476634,0.6230216780102869,-1.3292885216617953,64.0,-0.9103164443527012,200.0,-1.0992341406372237,112.0,0.5911203880968273,176.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,21.0,-1.275400035725271,0.865538770499308,-1.1198402096165492,0.4176795627896163,-1.4483956083050882,1.1897504282682259,0.930545712260808,0.2857142857142857,0.6728901347697517,-0.0009173632630352526,1.137430216526038,0.6296335667697205,-1.33207777500817,64.0,-0.9103164443527012,200.0,-1.0992341406372237,112.0,0.5911203880968273,176.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,21.0,-1.275400035725271,0.9945144360909144,-1.1198402096165492,0.5308105940910464,-1.4483956083050882,1.2917282553870397,0.9308312655086848,0.2857142857142857,0.6822111000871496,-0.17954014762705,1.14433303658741,0.6395811298153008,-1.336249176974114,64.0,-0.9103164443527012,200.0,-1.0992341406372237,112.0,0.5911203880968273,176.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,21.0,-1.275400035725271,1.1530273724652444,-1.1198402096165492,0.6684287418331482,-1.4483956083050882,1.4152838657433802,0.9305518880380248,0.2857142857142857,0.6685926677969686,-0.1954796804753046,1.135206072166832,0.6250513207827753,-1.3301444428043103,64.0,-0.9103164443527012,200.0,-1.0992341406372237,112.0,0.5911203880968273,176.0,0,0,0,1,0,0,0,0
Ann thyroid,15.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,0.9384419690570833,-0.5133465114238884,1.0857444096234963,0.0251705837755875,0.9333333333333332,-0.7756056386896284,-0.718357016874347,-0.01878397840760801,-0.779346479527528,-0.615696585599962,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,16.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,0.8820617331261609,-0.6074046579220672,1.0857444096234963,0.0251705837755875,0.9375,-0.8321587054276355,-0.718357016874347,-0.03027732146134846,-0.8294744711309324,-0.6019094230838615,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,17.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,0.8292889051393847,-0.6938744767724371,1.0857444096234963,0.0251705837755875,0.9411764705882352,-0.9945475569725656,-0.718357016874347,-0.025596867517254613,-0.971664871972996,-0.3938184283117907,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,17.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,0.8292889051393847,-0.6938744767724371,1.0857444096234963,0.0251705837755875,0.9411764705882352,-1.1077471970128512,-0.718357016874347,-0.025596867517254613,-1.069294363629947,-0.15318712983812385,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,1,0,0,0,0,1,1,0
Ann thyroid,16.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,0.8820617331261609,-0.6074046579220672,1.0857444096234963,0.0251705837755875,0.9375,-0.9649168473326337,-0.718357016874347,-0.01799967476023005,-0.9459099985241529,-0.38142155864992766,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,1,0
Ann thyroid,13.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,1.0641921278498807,-0.2983330578860106,1.0857444096234963,0.0251705837755875,0.9230769230769232,-1.2208512626789902,-0.718357016874347,-0.796773896893454,-1.16566026398411,0.40741740681202193,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,1,0,0,0,0,1,0
Ann thyroid,12.0,0.8132637774347617,1.1279620764878069,-0.18951373969539503,1.1349748472491847,-0.17487291262591106,1.0857444096234963,0.0251705837755875,1.0,-0.6387524417813045,-0.718357016874347,-0.02561838431593576,-0.6566966797560263,-0.5621791575990844,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,1,1,0
Ann thyroid,21.0,0.8132637774347617,-1.2265551099923444,-0.18951373969539503,-1.5745410493006013,-0.9792700034380496,-0.9693875417638277,0.0256410256410256,0.8571428571428571,-0.9932956132798271,-0.718357016874347,-0.027662940962065077,-0.9705783823071653,-0.6155439034008366,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,1,0,0
Ann thyroid,21.0,0.8132637774347617,-0.30298283435136214,-0.18951373969539503,-0.6579359614360262,-0.9792700034380496,-0.09574040866396616,0.0253731343283582,0.8571428571428571,-0.9845540776880064,-0.718357016874347,-0.024734879058766625,-0.9629879504159531,-0.6372875394138379,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,1,0,0,0,0,0,0,0
Ann thyroid,21.0,0.8132637774347617,0.09537262100980919,-0.18951373969539503,-0.28063764977587485,-0.9792700034380496,0.2518758483350464,0.025,0.8571428571428571,-1.001425936694728,-0.718357016874347,-0.012740374996116141,-0.9776315630813603,-0.6109544215560176,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,1,0,1,0,1,1,1,0
Ann thyroid,21.0,0.8132637774347617,0.4234864645919,-0.18951373969539503,0.02176033566710388,-0.9792700034380496,0.5267400798453878,0.0252074026802807,0.8571428571428571,-0.997921472270004,-0.718357016874347,-0.025624790809346733,-0.9745921563857269,-0.6165040071882641,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,21.0,0.8132637774347617,0.5144966875636569,-0.18951373969539503,0.10433128378152286,-0.9792700034380496,0.6012673644473274,0.0251082251082251,0.8571428571428571,-1.006940655772363,-0.718357016874347,-0.031005368729805725,-0.9824120947362002,-0.6024225466886155,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,21.0,0.8132637774347617,0.7288114243193837,-0.18951373969539503,0.29659064576476846,-0.9792700034380496,0.7739753569857477,0.0252004581901489,0.9047619047619048,-0.9869115892278431,-0.718357016874347,-0.025008920209594176,-0.9650357366967532,-0.6374204169538168,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,21.0,0.8132637774347617,0.9926320944535859,-0.18951373969539503,0.5291670234090082,-0.9792700034380496,0.9814304437820214,0.0252305550722115,0.9047619047619048,-1.000434980507003,-0.718357016874347,-0.02221851093577394,-0.9767722293647946,-0.6116167263435531,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,0,0
Ann thyroid,21.0,0.8132637774347617,1.0240567853663354,-0.18951373969539503,0.5565765986276415,-0.9792700034380496,1.0057772344633553,0.0251010781671159,0.9047619047619048,-0.991590488292156,-0.718357016874347,-0.03188577219516397,-0.9690983629263248,-0.6295148872928484,128.0,0.41211454474746484,140.0,-1.0992341406372237,80.0,-1.0963988298782357,144.0,0,0,0,0,1,0,1,0
Car evaluation,6.0,0.8132637774347617,-1.0830966941196174,-0.18951373969539503,-0.48219020059225065,0.9032160941713937,-0.826816536074515,0.1692708333333333,0.0,-0.252377641493,-0.718357016874347,-0.43512954569816864,-0.2995895794407478,0.6616074928851357,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,1,0,0
Car evaluation,6.0,0.8132637774347617,-0.19046767711396337,-0.18951373969539503,0.4736900407835314,0.9032160941713937,0.004070500301229802,0.0570247933884297,0.0,-0.2367865455501662,-0.43191198168444916,-0.44534699379831294,-0.28482678597979316,0.5893741276115686,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,1,0,0,0,0,0
Car evaluation,6.0,0.8132637774347617,-0.4057099585493954,-1.1198402096165492,0.25000320684154154,0.2789784797819121,0.1058119111978152,0.0537190082644628,0.0,-0.8843155199980814,-0.6038037767036721,-1.0157570732726586,-0.8754239579492104,0.09231135447946563,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,0,1,0,0
Car evaluation,5.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,0.6621271979319754,1.5106890555929353,-0.1762711072732414,0.0537190082644628,0.0,0.030843036301301887,-0.718357016874347,-0.2798175094575004,-0.02688357667218945,0.692597454406113,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,1,1,0,1,1,1,1,1
Car evaluation,5.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,0.6621271979319754,1.5106890555929353,-0.1762711072732414,0.0537190082644628,0.0,-0.3734498252490866,-0.718357016874347,-0.2798175094575004,-0.4132758169400804,0.9859100709256746,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,1,1,0,1,0,0,0
Car evaluation,3.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,1.107601146295675,1.9482513149660037,-0.1762711072732414,0.0537190082644628,0.0,0.15492727964586175,1.9560869495327597,-0.511986297576664,0.09572169877450035,1.011866064442797,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,0,0,0
Car evaluation,4.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,0.8551305765333028,1.7319313069166655,-0.1762711072732414,0.0537190082644628,0.0,-0.08599590495900372,1.2077360699962754,-0.410560491850623,-0.14056279464486596,0.9514331198004965,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,0,0,0
Car evaluation,4.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,0.8551305765333028,1.7319313069166655,-0.1762711072732414,0.0537190082644628,0.0,-0.14372697424004202,1.2077360699962754,-0.5068083156297645,-0.1961160636532293,0.9895200100718393,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,0,0,0
Car evaluation,5.0,0.8132637774347617,-0.15879489793050272,0.37101804272402816,0.6621271979319754,1.5106890555929353,-0.1762711072732414,0.0537190082644628,0.0,-0.3734498252490866,-0.718357016874347,-0.2798175094575004,-0.4132758169400804,0.9859100709256746,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,0,0,0
Car evaluation,6.0,0.8132637774347617,-1.919323191352245,-1.1198402096165492,-1.4483915412170993,0.2789784797819121,-1.4274522652698889,0.3211009174311927,0.0,-0.5276823697994764,-0.718357016874347,-0.45391044303811867,-0.5557157760268202,0.641339008796258,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,1,1,1,1,1,0,0
Car evaluation,6.0,0.8132637774347617,-1.307484408355427,0.37101804272402816,-0.7346790330222367,1.2958571730978432,-1.2483853557813314,0.053231939163498,0.0,0.07302990999360232,-0.038433318832515585,-0.2648422313929334,0.014580649764270604,0.49654972595739677,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,1,1,1,0,1
Car evaluation,6.0,0.8132637774347617,-0.7284156288901766,0.37101804272402816,-0.09331310709282013,1.2958571730978432,-0.6888388153639894,0.0543293718166383,0.0,-0.04899028297184667,-0.05765787823265762,-0.21330998422666408,-0.10474016985284837,0.5930661405760904,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,1,1,0,1,0,0
Car evaluation,6.0,0.8132637774347617,-0.6047477456287018,0.37101804272402816,0.039407731618926495,1.2958571730978432,-0.574547455313201,0.0533910533910533,0.0,-0.1424764371501294,0.38686957096449703,-0.4314725309948353,-0.19491695614194549,0.6646280261363628,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,0,1,0,0,0
Car evaluation,6.0,0.8132637774347617,-0.4195568988889791,0.37101804272402816,0.23547039405961273,1.2958571730978432,-0.40658671574770955,0.0535917901938426,0.0,-0.09582455085486119,-0.714944814138298,-0.3512348623459972,-0.15004915581969416,0.6302667742566851,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,1,0,0,0,0
Car evaluation,6.0,0.8132637774347617,-0.2678933915222104,0.37101804272402816,0.393701965352371,1.2958571730978432,-0.27177568882054326,0.0537735849056603,0.0,-0.039653381960950036,-0.4293366669604337,-0.31079737235898625,-0.095675223618366,0.5855568436024233,64.0,0.13269000536036232,260.0,-1.0992341406372237,80.0,0.9192774530356653,96.0,0,0,0,1,0,0,0,0
Indian Engineering Student Placement,21.0,-1.0064270773270578,0.5735934207929562,-1.1198402096165492,0.15765012090517191,-1.4483956083050882,0.953906164452533,0.1671537112799532,0.2857142857142857,-1.1309282515349024,-0.718357016874347,-1.1340410106175365,-1.0891399192484845,-0.02705760618619492,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,16.0,-0.936220767927469,0.5735934207929562,-1.1198402096165492,0.38515598428761727,-1.1455840784101905,0.953906164452533,0.1671537112799532,0.3125,-1.0183053021395958,-0.718357016874347,-1.0987572521091764,-0.9922546532502933,0.03571696547736569,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,1,1,0,0,1,1
Indian Engineering Student Placement,17.0,-0.8704946694541816,0.5735934207929562,-1.1198402096165492,0.33411939607633073,-1.2173020917493502,0.953906164452533,0.1671537112799532,0.2941176470588235,-1.1746353720883775,-0.718357016874347,-1.178752241086377,-1.1264242312582495,0.30321276519019696,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,11.0,-0.7893301281684602,0.5735934207929562,-1.1198402096165492,0.7046175209894998,-0.6515318156739527,0.953906164452533,0.1671537112799532,0.2727272727272727,-1.004638730170849,-0.718357016874347,-1.134648325466725,-0.9804169805811962,0.40170466599451826,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,11.0,-1.1008681628944863,0.5735934207929562,-1.1198402096165492,0.7046175209894998,-0.6515318156739527,0.953906164452533,0.1671537112799532,0.1818181818181818,-1.231731474244566,-0.7178733340660931,-1.2118036300384454,-1.1748693540775004,0.8196283249757569,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,13.0,-0.9193801419593874,0.5735934207929562,-1.1198402096165492,0.5613315913218113,-0.8821619189937339,0.953906164452533,0.1671537112799532,0.3076923076923077,-1.190325591292548,-0.718357016874347,-1.1101769917870468,-1.1397663985883535,0.5926120972757168,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,16.0,-1.1340559856661452,0.5735934207929562,-1.1198402096165492,0.38515598428761727,-1.1455840784101905,0.953906164452533,0.1671537112799532,0.1875,-1.2272628409877846,-0.7180178214685605,-1.2579723339326134,-1.1710883519392707,0.48518120229934186,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,-1.4659305654102464,-1.1198402096165492,-1.8511709996131442,-1.4953300818740844,-0.9341391919985823,0.1653543307086614,0.2272727272727272,-1.070448491807748,-0.718357016874347,-0.9340980833545038,-1.037258315532693,-0.22671889520409405,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,1,0,0,0,0,1,0,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,-0.69755116636334,-1.1198402096165492,-1.077575426521631,-1.4953300818740844,-0.16633288606682592,0.166444740346205,0.3181818181818182,-1.072766095056374,-0.718357016874347,-0.970744685008153,-1.0392526814360168,-0.21754568968422092,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,1,0,0,1,1,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,-0.4684116706399366,-1.1198402096165492,-0.8535637008319039,-1.4953300818740844,0.048164406960721697,0.1674925668979187,0.2727272727272727,-1.065576537531593,-0.718357016874347,-0.9612363854051055,-1.0330642227286846,-0.22944628756464963,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,-0.028617323452978606,-1.1198402096165492,-0.43382201255472247,-1.4953300818740844,0.4435696867119539,0.1670520231213872,0.2727272727272727,-1.145399553927075,-0.718357016874347,-1.1227540562186498,-1.1015039525474561,-0.04537144580810617,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,1,0,0,0,1,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,0.08685842320387045,-1.1198402096165492,-0.32586244045730184,-1.4953300818740844,0.5440810490568428,0.1670873296314992,0.2727272727272727,-1.0628725468896998,-0.718357016874347,-0.9810309090842737,-1.030735497379802,-0.23682428929579294,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,1
Indian Engineering Student Placement,22.0,-0.9558105047556711,0.27928619391126935,-1.1198402096165492,-0.14801875171496398,-1.4953300818740844,0.7087071776857002,0.1672064777327935,0.2727272727272727,-1.0792807904609234,-0.718357016874347,-1.026973115913,-1.0448560902352761,-0.20026502625289755,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,1,0,0,1,1,0,1,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,0.3774499376474467,-1.1198402096165492,-0.058274647765315504,-1.4953300818740844,0.7913554458862209,0.1671501087744742,0.2727272727272727,-1.124654488645069,-0.718357016874347,-1.1369404076227874,-1.0837737590170986,-0.0954629088797162,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,1,0,0,0,1,1,0,0
Indian Engineering Student Placement,22.0,-0.9558105047556711,0.45910127705602993,-1.1198402096165492,0.015875572931605516,-1.4953300818740844,0.8594360883097598,0.1672739317654852,0.2727272727272727,-1.1014833190133853,-0.718357016874347,-1.1129105061406686,-1.0639232911239724,-0.14956675944021014,16.0,-0.9103164443527012,220.0,1.3655757942338527,172.8,1.1469533951819195,240.0,0,0,0,0,0,0,1,0
Led24,24.0,0.8132637774347617,-0.08460247981305599,1.0144777583407445,-0.5550213304821587,-0.17487291262591106,-0.402992971410693,0.8783382789317508,0.0416666666666666,0.13585794513387583,-0.718357016874347,0.48586897354768716,0.07675157936250443,-0.22143357844054187,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,1,1,0,0,0,0,1,0
Led24,24.0,0.8132637774347617,-0.6381069953651223,-0.18951373969539503,-1.0843618496338905,-1.1455840784101905,-0.4011085370661145,0.8961424332344213,0.0416666666666666,0.040153702913722,-0.718357016874347,0.45903067481925147,-0.017751687658938874,-0.6718012808354155,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,1,0,0,0,0,0,1
Led24,24.0,0.8132637774347617,-0.9019327029618249,-1.1198402096165492,-1.343691561249378,-1.579348665752083,-0.3629652138273055,0.9762611275964392,0.1666666666666666,-0.4872312143663955,-0.718357016874347,0.6166433944472428,-0.5186103787455043,-0.6334349711012162,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,0,0,0,1,1,0
Led24,24.0,0.8132637774347617,-0.6519772072904022,-0.18951373969539503,-1.0978887254304124,-1.1455840784101905,-0.414018678811069,0.94375,0.0833333333333333,-0.09494138342670207,-0.718357016874347,0.4583352857613413,-0.14919722490998025,-0.5484598053412858,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,1,0,0,0,0,1,0,0
Led24,24.0,0.8132637774347617,0.17637691772731245,1.3736830398506499,-0.31269767047035113,0.2789784797819121,-0.3902727362642956,0.8783382789317508,0.0416666666666666,0.050366571796235396,-0.718357016874347,0.5136469302747413,-0.007722379275414579,0.031739317813086844,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,1,0,0,0,1,0
Led24,23.0,0.8132637774347617,0.3718631531627817,1.6031124796381697,-0.09961153817070749,0.6943214906359907,-0.3916092508168678,0.8783382789317508,0.0434782608695652,-0.09534044471798958,-0.718357016874347,0.47340390144774186,-0.14958218363192693,0.319203307841802,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,0,0,0,0,1,0
Led24,13.0,0.8132637774347617,0.3718631531627817,1.6031124796381697,0.3730880752277008,1.4669768637198037,-0.3916092508168678,0.8783382789317508,0.0,-0.25290571405774526,-0.718357016874347,0.26195847400366473,-0.30008910122566,0.9416180738029785,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,0,0,0,0,1,0
Led24,18.0,0.8132637774347617,0.3718631531627817,1.6031124796381697,0.10149378235318311,1.053675661038391,-0.3916092508168678,0.8783382789317508,0.0555555555555555,0.10712392559339035,-0.718357016874347,0.44492476048240887,0.04825545700456199,0.3896604144286752,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,1,0,0,0,0,0
Led24,19.0,0.8132637774347617,0.3718631531627817,1.6031124796381697,0.056878230929345526,0.9773180283638355,-0.3916092508168678,0.8783382789317508,0.0,0.2331061012023967,-0.718357016874347,0.42810727030760415,0.17398799747496738,0.2308136544433664,64.0,0.5247244471154293,120.0,-1.0992341406372237,64.0,0.5911203880968273,80.0,0,0,1,0,0,0,1,0
