dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,1.3578536757361626,0,3.0,-0.8568119620232334,2,0,3.0,1.005548131670797,-0.3976223377457411,2,1,3,2,0.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,0,3.0,-0.8568119620232334,2,0,4.0,1.0059053896366015,-0.3976223377457411,2,1,3,2,0.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,0,3.0,-0.8568119620232334,2,0,4.0,1.0066374225540018,-0.3976223377457411,2,1,3,2,0.0,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,0,4.0,-0.8568119620232334,2,0,4.0,1.005921221612763,-0.3976223377457411,2,1,3,2,0.0,0,0,0,1,0,0,0,0
Ann thyroid,0.21402336109506728,1,4.0,-0.46923115893672857,3,0,3.0,-1.31507818023899,1.3010823869803951,1,0,2,1,0.0,0,0,0,0,1,0,0,0
Ann thyroid,0.40466174686858314,1,4.0,-0.46923115893672857,3,0,3.0,-1.31507818023899,1.3120115534078614,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,0.595300132642099,1,4.0,-0.46923115893672857,3,0,3.0,-1.31507818023899,1.3216549355497427,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,0.595300132642099,1,4.0,-0.46923115893672857,3,0,3.0,-1.31507818023899,1.3216549355497427,0,0,2,0,0.0,1,0,0,0,0,1,1,0
Ann thyroid,0.40466174686858314,1,4.0,-0.46923115893672857,3,0,3.0,-1.31507818023899,1.3120115534078614,0,0,2,0,0.0,0,0,0,0,1,0,1,0
Ann thyroid,-0.16725341045196446,1,4.0,-0.46923115893672857,3,1,3.0,-1.31507818023899,1.2741798234666335,0,0,1,0,1.0,0,1,0,0,0,0,1,0
Ann thyroid,-0.35789179622548034,1,4.0,-0.46923115893672857,3,1,3.0,-1.31507818023899,1.4759490498198504,1,0,2,1,0.0,0,0,0,0,1,1,1,0
Ann thyroid,1.3578536757361626,1,1.0,-0.46923115893672857,0,0,1.0,-1.3138721742356108,1.1012347723067322,0,0,2,0,0.0,0,0,0,0,1,1,0,0
Ann thyroid,1.3578536757361626,1,2.0,-0.46923115893672857,1,0,2.0,-1.3145589297203273,1.1012347723067322,0,0,2,0,0.0,1,0,0,0,0,0,0,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,1,0,3.0,-1.3155154820026116,1.1012347723067322,0,0,2,0,0.0,1,0,1,0,1,1,1,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,1,0,3.0,-1.3149837927633845,1.1012347723067322,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,2,0,3.0,-1.3152380404315596,1.1012347723067322,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,2,0,3.0,-1.3150015953813157,1.2261395314777717,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,2,0,3.0,-1.3149244402148283,1.2261395314777717,0,0,2,0,0.0,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,1,3.0,-0.46923115893672857,2,0,3.0,-1.3152563620447422,1.2261395314777717,0,0,2,0,0.0,0,0,0,0,1,0,1,0
Car evaluation,-1.5017221108665755,1,1.0,-0.46923115893672857,1,1,2.0,-0.9456685276919019,-1.1470508927719776,1,0,1,1,2.0,0,0,0,0,1,1,0,0
Car evaluation,-1.5017221108665755,1,2.0,-0.46923115893672857,2,1,2.0,-1.2334179989321794,-1.1470508927719776,1,1,1,1,2.0,0,0,1,0,0,0,0,0
Car evaluation,-1.5017221108665755,1,2.0,-0.8568119620232334,2,1,3.0,-1.2418925778297722,-1.1470508927719776,0,1,0,0,0.0,0,0,0,0,0,1,0,0
Car evaluation,-1.6923604966400914,1,2.0,-0.08165035585022365,2,2,2.0,-1.2418925778297722,-1.1470508927719776,2,0,2,2,2.0,1,1,0,1,1,1,1,1
Car evaluation,-1.6923604966400914,1,2.0,-0.08165035585022365,2,2,2.0,-1.2418925778297722,-1.1470508927719776,1,0,2,1,2.0,0,1,1,0,1,0,0,0
Car evaluation,-2.0736372681871234,1,2.0,-0.08165035585022365,3,3,2.0,-1.2418925778297722,-1.1470508927719776,2,3,1,2,2.0,0,0,0,0,1,0,0,0
Car evaluation,-1.8829988824136072,1,2.0,-0.08165035585022365,3,2,2.0,-1.2418925778297722,-1.1470508927719776,2,2,1,2,2.0,0,0,0,0,1,0,0,0
Car evaluation,-1.8829988824136072,1,2.0,-0.08165035585022365,3,2,2.0,-1.2418925778297722,-1.1470508927719776,1,2,1,1,2.0,0,0,0,0,1,0,0,0
Car evaluation,-1.6923604966400914,1,2.0,-0.08165035585022365,2,2,2.0,-1.2418925778297722,-1.1470508927719776,1,0,2,1,2.0,0,0,0,0,1,0,0,0
Car evaluation,-1.5017221108665755,1,0.0,-0.8568119620232334,0,1,1.0,-0.5564429796104653,-1.1470508927719776,1,0,1,1,2.0,0,1,1,1,1,1,0,0
Car evaluation,-1.5017221108665755,1,1.0,-0.08165035585022365,0,2,1.0,-1.2431412087509959,-1.1470508927719776,2,1,2,2,2.0,0,0,0,1,1,1,0,1
Car evaluation,-1.5017221108665755,1,2.0,-0.08165035585022365,1,2,2.0,-1.2403278741708366,-1.1470508927719776,2,1,2,2,2.0,0,0,1,1,0,1,0,0
Car evaluation,-1.5017221108665755,1,2.0,-0.08165035585022365,2,2,2.0,-1.2427333098632638,-1.1470508927719776,1,2,1,1,2.0,0,0,0,0,1,0,0,0
Car evaluation,-1.5017221108665755,1,2.0,-0.08165035585022365,2,2,2.0,-1.2422187090017152,-1.1470508927719776,1,1,1,1,2.0,0,0,0,1,0,0,0,0
Car evaluation,-1.5017221108665755,1,2.0,-0.08165035585022365,2,2,2.0,-1.2417526673291046,-1.1470508927719776,2,1,1,2,2.0,0,0,0,1,0,0,0,0
Indian Engineering Student Placement,1.3578536757361626,0,3.0,-0.8568119620232334,2,0,3.0,-0.951095897349756,-0.3976223377457411,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,0.40466174686858314,1,3.0,-0.8568119620232334,2,0,3.0,-0.951095897349756,-0.32736341071203134,0,0,0,0,0.0,0,0,1,1,0,0,1,1
Indian Engineering Student Placement,0.595300132642099,1,3.0,-0.8568119620232334,2,0,3.0,-0.951095897349756,-0.3755803214214401,0,0,0,0,1.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.5485301819989962,1,3.0,-0.8568119620232334,3,0,3.0,-0.951095897349756,-0.4316872720651155,0,0,0,0,1.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.5485301819989962,0,3.0,-0.8568119620232334,3,0,3.0,-0.951095897349756,-0.6701418123007363,0,1,0,0,2.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.16725341045196446,1,3.0,-0.8568119620232334,2,0,3.0,-0.951095897349756,-0.3399739873591074,0,0,0,0,2.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,0.40466174686858314,0,3.0,-0.8568119620232334,2,0,3.0,-0.951095897349756,-0.6552384035360099,0,1,0,0,2.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,0,1.0,-0.8568119620232334,0,0,1.0,-0.955708717616764,-0.550914542182926,0,0,0,0,0.0,1,0,0,0,0,1,0,0
Indian Engineering Student Placement,1.5484920615096784,0,2.0,-0.8568119620232334,0,0,2.0,-0.9529133869592862,-0.31246000194730505,0,0,0,0,0.0,0,0,1,0,0,1,1,0
Indian Engineering Student Placement,1.5484920615096784,0,2.0,-0.8568119620232334,0,0,2.0,-0.9502272206022803,-0.4316872720651155,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,0,2.0,-0.8568119620232334,1,0,3.0,-0.9513565810573782,-0.4316872720651155,0,0,0,0,0.0,0,0,1,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,0,3.0,-0.8568119620232334,1,0,3.0,-0.9512660706962016,-0.4316872720651155,0,0,0,0,0.0,0,0,0,0,0,0,1,1
Indian Engineering Student Placement,1.5484920615096784,0,3.0,-0.8568119620232334,1,0,3.0,-0.9509606273757641,-0.4316872720651155,0,0,0,0,0.0,1,0,0,1,1,0,1,0
Indian Engineering Student Placement,1.5484920615096784,0,3.0,-0.8568119620232334,1,0,3.0,-0.9511051325891214,-0.4316872720651155,0,0,0,0,0.0,1,0,0,0,1,1,0,0
Indian Engineering Student Placement,1.5484920615096784,0,3.0,-0.8568119620232334,1,0,3.0,-0.9507877049078571,-0.4316872720651155,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Led24,1.9297688330567102,1,2.0,0.6935112503227862,1,1,2.0,0.872068495768255,-1.0377592284973183,2,0,2,2,0.0,1,1,0,0,0,0,1,0
Led24,1.9297688330567102,1,2.0,-0.46923115893672857,0,0,2.0,0.9177105156469828,-1.0377592284973183,2,0,2,2,0.0,0,1,0,0,0,0,0,1
Led24,1.9297688330567102,1,1.0,-0.8568119620232334,0,0,2.0,1.123099605101259,-0.7098842356733397,1,0,2,1,0.0,0,0,0,0,0,1,1,0
Led24,1.9297688330567102,1,2.0,-0.46923115893672857,0,0,2.0,1.039755375051873,-0.9284675642226587,2,0,2,2,0.0,1,0,0,0,0,1,0,0
Led24,1.9297688330567102,1,3.0,1.468672856495796,1,1,2.0,0.872068495768255,-1.0377592284973183,2,0,2,2,0.0,0,0,1,0,0,0,1,0
Led24,1.7391304472831943,1,3.0,2.2438344626688056,1,1,2.0,0.872068495768255,-1.0330074170071157,1,0,2,1,1.0,0,0,0,0,0,0,1,0
Led24,-0.16725341045196446,1,3.0,2.2438344626688056,2,2,2.0,0.872068495768255,-1.1470508927719776,1,0,2,1,2.0,0,0,0,0,0,0,1,0
Led24,0.7859385184156149,1,3.0,2.2438344626688056,2,2,2.0,0.872068495768255,-1.0013286737390985,2,0,2,2,1.0,0,0,1,0,0,0,0,0
Led24,0.9765769041891308,1,3.0,2.2438344626688056,2,2,2.0,0.872068495768255,-1.1470508927719776,2,0,2,2,1.0,0,0,1,0,0,0,1,0
Led24,0.595300132642099,1,3.0,2.2438344626688056,2,2,2.0,0.872068495768255,-0.99275677850187,2,0,2,2,2.0,0,0,0,0,0,0,1,0
Led24,1.9297688330567102,1,1.0,2.2438344626688056,0,1,1.0,0.8732210720278187,-0.9284675642226587,2,0,2,2,0.0,0,0,0,0,0,1,0,1
Led24,1.9297688330567102,1,2.0,2.2438344626688056,0,1,1.0,0.8839645541409021,-1.0377592284973183,2,0,2,2,0.0,1,1,0,0,1,0,0,0
Led24,1.9297688330567102,1,2.0,2.2438344626688056,0,1,1.0,0.8776182591916643,-0.9284675642226587,2,0,2,2,0.0,0,0,1,0,0,1,1,0
Led24,1.9297688330567102,1,3.0,2.2438344626688056,1,1,2.0,0.8725920547007369,-0.9284675642226587,2,0,2,2,1.0,0,0,0,0,0,0,1,1
Led24,1.9297688330567102,1,3.0,2.2438344626688056,1,1,2.0,0.8704266964920416,-1.0377592284973183,2,0,2,2,0.0,0,0,1,0,0,0,0,0
Led7,-1.3110837250930596,1,0.0,1.081092053409291,0,2,0.0,0.5266325248057453,-1.1470508927719776,1,3,0,1,3.0,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,1,0.0,-0.46923115893672857,0,1,0.0,0.7895617675259389,-1.1470508927719776,1,0,0,1,3.0,0,0,1,0,0,0,0,1
Led7,-1.3110837250930596,1,1.0,1.856253659582301,0,3,0.0,0.5266325248057453,-1.1470508927719776,1,0,1,1,3.0,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,1,0.0,1.081092053409291,0,2,0.0,0.5266325248057453,-1.1470508927719776,1,1,1,1,3.0,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,1,1.0,1.856253659582301,0,3,0.0,0.5266325248057453,-1.1470508927719776,1,0,1,1,3.0,0,0,1,0,1,0,0,0
Led7,-2.0736372681871234,1,1.0,2.2438344626688056,1,4,0.0,0.5266325248057453,-1.1470508927719776,1,2,1,1,4.0,1,0,0,1,0,1,0,1
Led7,-2.0736372681871234,1,1.0,2.2438344626688056,1,4,0.0,0.5266325248057453,-1.1470508927719776,2,3,1,2,3.0,0,1,0,0,0,0,1,1
Led7,-2.0736372681871234,1,1.0,2.2438344626688056,1,4,0.0,0.5266325248057453,-1.1470508927719776,2,3,1,2,3.0,1,1,0,1,0,1,0,0
Led7,-1.5017221108665755,1,1.0,2.2438344626688056,0,3,0.0,0.5266325248057453,-1.1470508927719776,1,0,0,1,4.0,0,0,0,0,1,0,1,0
Led7,-1.8829988824136072,1,1.0,2.2438344626688056,1,4,0.0,0.5266325248057453,-1.1470508927719776,1,1,0,1,4.0,0,0,0,0,1,0,1,0
Led7,-1.3110837250930596,1,0.0,1.468672856495796,0,3,0.0,0.7566956121859149,-1.1470508927719776,2,0,2,2,3.0,0,0,1,0,0,1,1,0
Led7,-1.3110837250930596,1,0.0,2.2438344626688056,0,3,0.0,0.47185559923903825,-1.1470508927719776,1,0,1,1,3.0,1,0,0,1,1,1,1,0
Led7,-1.3110837250930596,1,0.0,2.2438344626688056,0,3,0.0,0.5193289347301843,-1.1470508927719776,2,0,2,2,3.0,0,0,0,0,0,0,1,0
Led7,-1.3110837250930596,1,0.0,2.2438344626688056,0,3,0.0,0.4767666339450189,-1.1470508927719776,1,1,1,1,3.0,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,1,1.0,2.2438344626688056,0,3,0.0,0.5247544587863154,-1.1470508927719776,1,2,0,1,3.0,0,0,0,0,1,0,1,0
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.46923115893672857,0,0,1.0,-1.1024628506970764,0.31017129755681583,1,0,1,1,0.0,0,0,0,1,0,1,0,1
Liver Cirrhosis,0.7859385184156149,0,1.0,-0.46923115893672857,0,0,1.0,-0.0169914500076281,0.31017129755681583,0,1,0,0,2.0,1,1,0,0,0,0,0,0
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.8568119620232334,0,0,1.0,-1.05234149131712,0.16444907852393642,1,0,1,1,0.0,1,0,0,0,1,0,0,0
Liver Cirrhosis,-0.9298069535460279,1,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,0.6016157356225743,1,1,0,1,3.0,0,1,1,1,0,1,0,1
Liver Cirrhosis,0.40466174686858314,0,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,0.16444907852393642,1,1,1,1,2.0,1,1,0,1,1,1,1,1
Liver Cirrhosis,0.023384975321551413,0,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,0.16444907852393642,1,1,1,1,2.0,0,1,0,0,1,1,1,0
Liver Cirrhosis,-0.739168567772512,0,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,-0.09785091573524633,1,1,1,1,2.0,1,1,1,1,1,1,1,0
Liver Cirrhosis,-0.5485301819989962,0,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,0.04522180840612587,1,1,1,1,2.0,0,1,0,0,0,0,0,0
Liver Cirrhosis,-0.16725341045196446,0,1.0,-0.08165035585022365,0,1,1.0,-1.1024628506970764,0.06356446534732757,1,1,1,1,2.0,1,0,1,0,1,1,0,0
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.46923115893672857,0,0,0.0,-0.004035641903913822,0.16444907852393642,1,0,2,1,0.0,0,1,0,1,0,0,0,1
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.46923115893672857,0,0,1.0,-0.05204656743110943,0.31017129755681583,1,0,1,1,1.0,0,1,1,1,0,0,1,0
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.46923115893672857,0,0,1.0,-0.03866534704267104,0.16444907852393642,1,0,1,1,1.0,0,0,0,1,0,0,0,1
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.46923115893672857,0,0,1.0,-0.038206749526298586,0.31017129755681583,1,0,1,1,1.0,1,0,1,1,0,1,0,0
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.08165035585022365,0,1,1.0,-1.1009566461632798,0.16444907852393642,1,0,1,1,1.0,0,1,0,0,0,0,0,1
Liver Cirrhosis,0.7859385184156149,0,0.0,-0.08165035585022365,0,1,1.0,-1.0976128720982512,0.31017129755681583,1,0,1,1,1.0,0,0,0,1,0,1,0,0
Magic,-1.6923604966400914,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,1.4759490498198504,1,2,0,1,3.0,0,0,0,0,0,1,0,0
Magic,-1.6923604966400914,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,0.951349061301485,1,2,0,1,2.0,0,1,0,1,1,0,1,0
Magic,-1.5017221108665755,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,1.0387823927212125,1,2,1,1,2.0,0,0,0,1,1,1,0,0
Magic,-1.1204453393195437,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,0.8201990641718935,1,2,1,1,1.0,0,0,0,1,0,1,0,0
Magic,-1.6923604966400914,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,0.4267490727831192,1,2,1,1,2.0,0,1,0,0,1,0,0,0
Magic,-1.5017221108665755,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,1.0387823927212125,1,2,1,1,2.0,1,0,0,0,0,1,0,0
Magic,-0.9298069535460279,1,0.0,-0.8568119620232334,3,1,0.0,-0.013217796146734656,0.8930601736883332,1,2,1,1,1.0,0,1,0,0,0,1,0,0
Magic,-0.739168567772512,1,2.0,-0.8568119620232334,1,0,3.0,-0.012550077664381609,0.951349061301485,1,0,0,1,1.0,0,1,0,0,0,1,0,0
Magic,-0.739168567772512,1,3.0,-0.8568119620232334,3,0,3.0,-0.013212540786365827,1.2136490555606678,1,1,1,1,1.0,0,0,0,0,1,1,0,0
Magic,-0.739168567772512,1,3.0,-0.8568119620232334,3,0,4.0,-0.012671206001015576,0.951349061301485,1,1,1,1,1.0,0,1,0,0,0,0,0,0
Magic,-0.739168567772512,1,4.0,-0.8568119620232334,3,0,4.0,-0.013217760690705585,0.951349061301485,1,1,1,1,1.0,0,0,0,0,1,1,0,0
Magic,-0.739168567772512,1,4.0,-0.8568119620232334,3,0,4.0,-0.0131201922675249,0.951349061301485,1,2,1,1,1.0,0,0,0,1,0,1,0,0
Magic,-0.739168567772512,1,4.0,-0.8568119620232334,3,0,4.0,-0.013125303862141205,0.951349061301485,1,2,1,1,1.0,0,0,0,1,1,0,0,0
Magic,-0.739168567772512,1,4.0,-0.8568119620232334,3,0,4.0,-0.013023692409653714,0.951349061301485,1,2,1,1,1.0,0,0,0,0,1,1,0,0
Magic,-0.739168567772512,1,4.0,-0.8568119620232334,3,0,4.0,-0.013111790256393845,0.951349061301485,1,1,1,1,1.0,0,1,0,0,1,0,1,0
Mobile Price Classification,0.9765769041891308,1,3.0,1.081092053409291,1,1,2.0,0.8758354252935024,-0.8709456356570485,0,0,0,0,4.0,0,0,0,0,0,0,1,0
Mobile Price Classification,0.9765769041891308,1,2.0,0.30593044723628127,1,1,2.0,0.8475304194642493,-0.7328930070995839,0,0,0,0,4.0,0,0,0,0,1,0,1,0
Mobile Price Classification,0.9765769041891308,1,2.0,-0.46923115893672857,0,0,2.0,0.6601512808745935,-0.8709456356570485,0,0,0,0,3.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.9765769041891308,1,2.0,-0.46923115893672857,0,0,2.0,1.1503131103920317,-0.8709456356570485,0,0,0,0,3.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.9765769041891308,1,2.0,-0.46923115893672857,0,0,2.0,0.9189722541772843,-0.8709456356570485,0,0,0,0,3.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.595300132642099,1,3.0,1.468672856495796,2,1,2.0,0.6601512808745935,-0.99275677850187,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.40466174686858314,1,3.0,1.468672856495796,2,1,2.0,0.6601512808745935,-0.9831133963599884,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,-0.35789179622548034,1,3.0,1.468672856495796,2,2,2.0,0.6601512808745935,-0.9284675642226587,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,-0.739168567772512,1,3.0,1.468672856495796,2,2,2.0,0.6601512808745935,-0.622450904253612,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,-0.16725341045196446,1,3.0,1.468672856495796,2,2,2.0,0.6601512808745935,-0.7435124400655427,0,0,0,0,4.0,0,0,0,0,1,0,1,0
Mobile Price Classification,0.9765769041891308,1,0.0,1.468672856495796,0,1,0.0,0.6142756057124765,-1.008998264214513,0,0,0,0,3.0,0,0,1,0,0,0,1,1
Mobile Price Classification,0.9765769041891308,1,2.0,1.468672856495796,0,1,1.0,0.6669351039043362,-1.008998264214513,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.9765769041891308,1,2.0,1.468672856495796,1,1,2.0,0.6612880350338056,-0.7328930070995839,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.9765769041891308,1,2.0,1.468672856495796,1,1,2.0,0.6643150674463871,-0.8709456356570485,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mobile Price Classification,0.9765769041891308,1,3.0,1.468672856495796,1,1,2.0,0.6575712876804016,-0.8709456356570485,0,0,0,0,4.0,0,0,0,0,1,0,0,0
Mofn_3_7_10,-1.5017221108665755,1,2.0,-0.8568119620232334,2,1,2.0,-0.6286626326011665,-1.1470508927719776,0,2,0,0,2.0,1,0,0,0,0,1,0,0
Mofn_3_7_10,-1.1204453393195437,1,2.0,-0.8568119620232334,1,1,2.0,-0.6286626326011665,-1.1470508927719776,0,0,0,0,2.0,0,0,0,1,0,1,0,1
Mofn_3_7_10,-1.3110837250930596,1,2.0,-0.8568119620232334,1,1,2.0,-0.6286626326011665,-1.1470508927719776,0,0,0,0,2.0,0,0,0,1,0,1,0,0
Mofn_3_7_10,-0.9298069535460279,1,2.0,-0.8568119620232334,1,1,2.0,-0.6286626326011665,-1.1470508927719776,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-1.3110837250930596,1,2.0,-0.8568119620232334,1,1,2.0,-0.6286626326011665,-1.1470508927719776,0,0,0,0,2.0,0,0,0,1,0,1,0,1
Mofn_3_7_10,-1.6923604966400914,1,2.0,-0.8568119620232334,2,1,2.0,-0.6286626326011665,-1.1470508927719776,1,3,0,1,2.0,0,0,0,0,0,0,0,1
Mofn_3_7_10,-1.3110837250930596,1,2.0,-0.8568119620232334,1,1,2.0,-0.6286626326011665,-1.1470508927719776,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,0.0,-0.8568119620232334,0,0,1.0,-0.6353450962480138,-1.1470508927719776,1,0,0,1,1.0,0,0,0,0,1,0,0,0
Mofn_3_7_10,-0.739168567772512,1,1.0,-0.8568119620232334,0,0,1.0,-0.6298840734800124,-1.1470508927719776,0,0,1,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,1.0,-0.8568119620232334,0,0,2.0,-0.6229982005255181,-1.1470508927719776,0,0,0,0,2.0,0,0,0,1,0,1,0,1
Mofn_3_7_10,-0.739168567772512,1,1.0,-0.8568119620232334,0,0,2.0,-0.6256162153503977,-1.1470508927719776,0,1,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,1.0,-0.8568119620232334,0,0,2.0,-0.6299920401291245,-1.1470508927719776,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,1.0,-0.8568119620232334,1,0,2.0,-0.6299713822504136,-1.1470508927719776,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,2.0,-0.8568119620232334,1,0,2.0,-0.6307851364234234,-1.1470508927719776,0,0,0,0,2.0,0,0,0,0,0,1,0,0
Mofn_3_7_10,-0.739168567772512,1,2.0,-0.8568119620232334,1,0,2.0,-0.627098776554599,-1.1470508927719776,0,1,0,0,2.0,0,0,0,0,0,1,0,0
Mushroom,1.5484920615096784,0,3.0,0.30593044723628127,2,1,3.0,-1.1935865172768825,-1.1470508927719776,3,0,3,3,0.0,0,1,0,0,0,0,0,0
Mushroom,1.5484920615096784,0,3.0,-0.08165035585022365,2,0,3.0,-1.3534457082164562,-1.1470508927719776,3,0,3,3,0.0,0,0,0,0,1,0,0,0
Mushroom,1.5484920615096784,0,0.0,-0.8568119620232334,0,0,1.0,-0.8989369630678048,-1.1470508927719776,3,0,2,3,0.0,0,0,0,0,0,0,0,1
