dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Ann thyroid,1.3578536757361626,3.0,0.5144966875636565,-0.18951373969539717,0.10433128378152288,-0.9792700034380494,0.6012673644473276,-1.3152380404315596,1.1012347723067322,-1.0069406557723628,1,-0.031005368729805725,-0.8590632740906001,-0.6024225466886155,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,3.0,0.7288114243193834,-0.18951373969539717,0.29659064576476846,-0.9792700034380494,0.7739753569857479,-1.3150015953813157,1.2261395314777717,-0.986911589227843,1,-0.025008920209594176,-0.8305050111332615,-0.6374204169538168,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,3.0,0.9926320944535856,-0.18951373969539717,0.5291670234090082,-0.9792700034380494,0.9814304437820216,-1.3149244402148283,1.2261395314777717,-1.0004349805070027,1,-0.02221851093577394,-0.849704285763524,-0.6116167263435531,0,0,0,0,1,0,0,0
Ann thyroid,1.3578536757361626,3.0,1.024056785366335,-0.18951373969539717,0.5565765986276415,-0.9792700034380494,1.0057772344633555,-1.3152563620447422,1.2261395314777717,-0.9915904882921559,1,-0.03188577219516397,-0.8371093033517957,-0.6295148872928484,0,0,0,0,1,0,1,0
Car evaluation,-1.5017221108665755,3.0,-1.0830966941196178,-0.18951373969539717,-0.48219020059225065,0.9032160941713939,-0.8268165360745148,-0.9456685276919019,-1.1470508927719776,-0.2523776414929999,1,-0.43512954569816864,-0.07873336340898104,0.6616074928851357,0,0,0,0,1,1,0,0
Car evaluation,-1.5017221108665755,3.0,-0.1904676771139637,-0.18951373969539717,0.4736900407835314,0.9032160941713939,0.004070500301230067,-1.2334179989321794,-1.1470508927719776,-0.2367865455501661,0,-0.44534699379831294,-0.06625900325516403,0.5893741276115686,0,0,1,0,0,0,0,0
Car evaluation,-1.5017221108665755,3.0,-0.40570995854939573,-1.1198402096165514,0.25000320684154154,0.27897847978191226,0.10581191119781547,-1.2418925778297722,-1.1470508927719776,-0.8843155199980813,0,-1.0157570732726586,-0.6947918020785829,0.09231135447946565,0,0,0,0,0,1,0,0
Car evaluation,-1.6923604966400914,3.0,-0.15879489793050305,0.371018042724026,0.6621271979319754,1.5106890555929355,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,0.030843036301302,1,-0.2798175094575004,0.13731408182678376,0.692597454406113,1,1,0,1,1,1,1,1
Car evaluation,-1.6923604966400914,3.0,-0.15879489793050305,0.371018042724026,0.6621271979319754,1.5106890555929355,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,-0.3734498252490865,1,-0.2798175094575004,-0.1786053500188899,0.9859100709256746,0,1,1,0,1,0,0,0
Car evaluation,-2.0736372681871234,3.0,-0.15879489793050305,0.371018042724026,1.107601146295675,1.948251314966004,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,0.15492727964586187,0,-0.511986297576664,0.22662299747232773,1.011866064442797,0,0,0,0,1,0,0,0
Car evaluation,-1.8829988824136072,3.0,-0.15879489793050305,0.371018042724026,0.8551305765333028,1.7319313069166657,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,-0.08599590495900361,0,-0.410560491850623,0.0506224558672888,0.9514331198004965,0,0,0,0,1,0,0,0
Car evaluation,-1.8829988824136072,3.0,-0.15879489793050305,0.371018042724026,0.8551305765333028,1.7319313069166657,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,-0.1437269742400419,0,-0.5068083156297645,0.006622384772875298,0.9895200100718393,0,0,0,0,1,0,0,0
Car evaluation,-1.6923604966400914,3.0,-0.15879489793050305,0.371018042724026,0.6621271979319754,1.5106890555929355,-0.17627110727324113,-1.2418925778297722,-1.1470508927719776,-0.3734498252490865,1,-0.2798175094575004,-0.1786053500188899,0.9859100709256746,0,0,0,0,1,0,0,0
Car evaluation,-1.5017221108665755,3.0,-1.919323191352246,-1.1198402096165514,-1.4483915412170993,0.27897847978191226,-1.4274522652698887,-0.5564429796104653,-1.1470508927719776,-0.5276823697994762,1,-0.45391044303811867,-0.3152073345214419,0.641339008796258,0,1,1,1,1,1,0,0
Car evaluation,-1.5017221108665755,3.0,-1.3074844083554273,0.371018042724026,-0.7346790330222367,1.2958571730978434,-1.2483853557813311,-1.2431412087509959,-1.1470508927719776,0.07302990999360243,0,-0.2648422313929334,0.16795634662295966,0.49654972595739677,0,0,0,1,1,1,0,1
Car evaluation,-1.5017221108665755,3.0,-0.728415628890177,0.371018042724026,-0.0933131070928201,1.2958571730978434,-0.6888388153639892,-1.2403278741708366,-1.1470508927719776,-0.04899028297184656,0,-0.21330998422666408,0.0783980167661623,0.5930661405760904,0,0,1,1,0,1,0,0
Car evaluation,-1.5017221108665755,3.0,-0.6047477456287021,0.371018042724026,0.039407731618926516,1.2958571730978434,-0.5745474553132007,-1.2427333098632638,-1.1470508927719776,-0.14247643715012928,0,-0.4314725309948353,0.007584702579461503,0.6646280261363628,0,0,0,0,1,0,0,0
Car evaluation,-1.5017221108665755,3.0,-0.41955689888897946,0.371018042724026,0.23547039405961276,1.2958571730978434,-0.40658671574770927,-1.2422187090017152,-1.1470508927719776,-0.09582455085486108,0,-0.3512348623459972,0.04319094846413407,0.6302667742566851,0,0,0,1,0,0,0,0
Car evaluation,-1.5017221108665755,3.0,-0.26789339152221076,0.371018042724026,0.393701965352371,1.2958571730978434,-0.271775688820543,-1.2417526673291046,-1.1470508927719776,-0.039653381960949925,0,-0.31079737235898625,0.08535701406060812,0.5855568436024233,0,0,0,1,0,0,0,0
Indian Engineering Student Placement,1.3578536757361626,1.0,0.5735934207929558,-1.1198402096165514,0.15765012090517194,-1.448395608305088,0.9539061644525332,-0.951095897349756,-0.3976223377457411,-1.1309282515349022,1,-1.1340410106175365,-1.055419312376524,-0.0270576061861949,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,0.40466174686858314,1.0,0.5735934207929558,-1.1198402096165514,0.38515598428761727,-1.1455840784101898,0.9539061644525332,-0.951095897349756,-0.32736341071203134,-1.0183053021395956,1,-1.0987572521091764,-0.8756102461115828,0.03571696547736571,0,0,1,1,0,0,1,1
Indian Engineering Student Placement,0.595300132642099,1.0,0.5735934207929558,-1.1198402096165514,0.33411939607633073,-1.21730209174935,0.9539061644525332,-0.951095897349756,-0.3755803214214401,-1.1746353720883773,1,-1.178752241086377,-1.1347051789642375,0.30321276519019696,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.5485301819989962,1.0,0.5735934207929558,-1.1198402096165514,0.7046175209894998,-0.6515318156739525,0.9539061644525332,-0.951095897349756,-0.4316872720651155,-1.0046387301708488,1,-1.134648325466725,-0.8557424575898934,0.40170466599451826,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.5485301819989962,1.0,0.5735934207929558,-1.1198402096165514,0.7046175209894998,-0.6515318156739525,0.9539061644525332,-0.951095897349756,-0.6701418123007363,-1.2317314742445657,0,-1.2118036300384454,-1.2488826500172885,0.8196283249757569,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,-0.16725341045196446,1.0,0.5735934207929558,-1.1198402096165514,0.5613315913218113,-0.8821619189937336,0.9539061644525332,-0.951095897349756,-0.3399739873591074,-1.1903255912925477,1,-1.1101769917870468,-1.1647806229553608,0.5926120972757168,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,0.40466174686858314,1.0,0.5735934207929558,-1.1198402096165514,0.38515598428761727,-1.1455840784101898,0.9539061644525332,-0.951095897349756,-0.6552384035360099,-1.2272628409877844,0,-1.2579723339326134,-1.2394482733581442,0.48518120229934186,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,1.0,-1.4659305654102468,-1.1198402096165514,-1.8511709996131442,-1.4953300818740842,-0.9341391919985821,-0.955708717616764,-0.550914542182926,-1.0704484918077477,1,-0.9340980833545038,-0.9550189927555586,-0.22671889520409402,1,0,0,0,0,1,0,0
Indian Engineering Student Placement,1.5484920615096784,1.0,-0.6975511663633404,-1.1198402096165514,-1.077575426521631,-1.4953300818740842,-0.16633288606682564,-0.9529133869592862,-0.31246000194730505,-1.0727660950563738,1,-0.970744685008153,-0.9586916176448288,-0.2175456896842209,0,0,1,0,0,1,1,0
Indian Engineering Student Placement,1.5484920615096784,1.0,-0.46841167063993694,-1.1198402096165514,-0.8535637008319039,-1.4953300818740842,0.04816440696072196,-0.9502272206022803,-0.4316872720651155,-1.0655765375315929,1,-0.9612363854051055,-0.9473404883818315,-0.2294462875646496,0,0,0,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,1.0,-0.028617323452978943,-1.1198402096165514,-0.43382201255472247,-1.4953300818740842,0.4435696867119542,-0.9513565810573782,-0.4316872720651155,-1.1453995539270747,1,-1.1227540562186498,-1.0809829661007442,-0.04537144580810615,0,0,1,0,0,0,1,0
Indian Engineering Student Placement,1.5484920615096784,1.0,0.08685842320387012,-1.1198402096165514,-0.32586244045730184,-1.4953300818740842,0.5440810490568431,-0.9512660706962016,-0.4316872720651155,-1.0628725468896996,1,-0.9810309090842737,-0.9431030589975186,-0.2368242892957929,0,0,0,0,0,0,1,1
Indian Engineering Student Placement,1.5484920615096784,1.0,0.279286193911269,-1.1198402096165514,-0.14801875171496395,-1.4953300818740842,0.7087071776857005,-0.9509606273757641,-0.4316872720651155,-1.0792807904609232,1,-1.026973115913,-0.969085199174628,-0.20026502625289752,1,0,0,1,1,0,1,0
Indian Engineering Student Placement,1.5484920615096784,1.0,0.3774499376474464,-1.1198402096165514,-0.05827464776531548,-1.4953300818740842,0.7913554458862211,-0.9511051325891214,-0.4316872720651155,-1.1246544886450687,1,-1.1369404076227874,-1.0445344051112226,-0.09546290887971619,1,0,0,0,1,1,0,0
Indian Engineering Student Placement,1.5484920615096784,1.0,0.4591012770560296,-1.1198402096165514,0.01587557293160554,-1.4953300818740842,0.85943608830976,-0.9507877049078571,-0.4316872720651155,-1.101483319013385,1,-1.1129105061406686,-1.005312129443111,-0.1495667594402101,0,0,0,0,0,0,1,0
Led24,1.9297688330567102,3.0,-0.08460247981305632,1.0144777583407423,-0.5550213304821587,-0.17487291262591087,-0.40299297141069274,0.872068495768255,-1.0377592284973183,0.13585794513387595,1,0.48586897354768716,0.2130506476962662,-0.22143357844054185,1,1,0,0,0,0,1,0
Led24,1.9297688330567102,3.0,-0.6381069953651226,-0.18951373969539717,-1.0843618496338905,-1.1455840784101898,-0.4011085370661142,0.9177105156469828,-1.0377592284973183,0.04015370291372211,1,0.45903067481925147,0.1441040139406435,-0.6718012808354155,0,1,0,0,0,0,0,1
Led24,1.9297688330567102,3.0,-0.9019327029618253,-1.1198402096165514,-1.343691561249378,-1.5793486657520828,-0.36296521382730523,1.123099605101259,-0.7098842356733397,-0.4872312143663954,1,0.6166433944472428,-0.2781970817316296,-0.6334349711012162,0,0,0,0,0,1,1,0
Led24,1.9297688330567102,3.0,-0.6519772072904025,-0.18951373969539717,-1.0978887254304124,-1.1455840784101898,-0.41401867881106874,1.039755375051873,-0.9284675642226587,-0.09494138342670196,1,0.4583352857613413,0.04385968122478408,-0.5484598053412858,1,0,0,0,0,1,0,0
Led24,1.9297688330567102,3.0,0.17637691772731212,1.3736830398506477,-0.31269767047035113,0.27897847978191226,-0.3902727362642953,0.872068495768255,-1.0377592284973183,0.05036657179623551,1,0.5136469302747413,0.1515338642938879,0.031739317813086865,0,0,1,0,0,0,1,0
Led24,1.7391304472831943,3.0,0.37186315316278135,1.6031124796381675,-0.09961153817070746,0.6943214906359909,-0.39160925081686754,0.872068495768255,-1.0330074170071157,-0.09534044471798947,1,0.47340390144774186,0.04355753646747832,0.319203307841802,0,0,0,0,0,0,1,0
Led24,-0.16725341045196446,3.0,0.37186315316278135,1.6031124796381675,0.3730880752277008,1.466976863719804,-0.39160925081686754,0.872068495768255,-1.1470508927719776,-0.25290571405774515,1,0.26195847400366473,-0.07915729602916281,0.9416180738029785,0,0,0,0,0,0,1,0
Led24,0.7859385184156149,3.0,0.37186315316278135,1.6031124796381675,0.10149378235318314,1.0536756610383913,-0.39160925081686754,0.872068495768255,-1.0013286737390985,0.10712392559339046,1,0.44492476048240887,0.19250206910066925,0.3896604144286752,0,0,1,0,0,0,0,0
Led24,0.9765769041891308,3.0,0.37186315316278135,1.6031124796381675,0.05687823092934555,0.9773180283638357,-0.39160925081686754,0.872068495768255,-1.1470508927719776,0.2331061012023968,1,0.42810727030760415,0.2817894373654244,0.23081365444336643,0,0,1,0,0,0,1,0
Led24,0.595300132642099,3.0,0.37186315316278135,1.6031124796381675,0.14881798245646807,1.1322651678028322,-0.39160925081686754,0.872068495768255,-0.99275677850187,-0.08047821725013617,1,0.3915416880016316,0.05478419375484694,0.5930218711091707,0,0,0,0,0,0,1,0
Led24,1.9297688330567102,3.0,-0.9424987780226427,1.6031124796381675,-1.3839279633207027,0.6290391760275281,-1.517261445902126,0.8732210720278187,-0.9284675642226587,0.07994571915398126,1,0.47376579342811737,0.17295045319752408,0.1168344051585262,0,0,0,0,0,1,0,1
Led24,1.9297688330567102,3.0,-0.6837982526995636,1.6031124796381675,-1.1289683788052516,0.6290391760275281,-1.2822860851524267,0.8839645541409021,-1.0377592284973183,0.16898347919179518,1,0.6776301742888486,0.23659618675647429,0.03519535906977354,1,1,0,0,1,0,0,0
Led24,1.9297688330567102,3.0,-0.26735546507654845,1.6031124796381675,-0.727495496791669,0.6290391760275281,-0.9183639078625461,0.8776182591916643,-0.9284675642226587,0.04830022674410525,1,0.4454509946634652,0.15003210090792268,0.14566643187698605,0,0,1,0,0,1,1,0
Led24,1.9297688330567102,3.0,0.09941880559444416,1.6031124796381675,-0.38366969404156304,0.6290391760275281,-0.6116458693791893,0.8725920547007369,-0.9284675642226587,-0.01090047647430393,1,0.5214486739539009,0.10666967681228402,0.19950079648227093,0,0,0,0,0,0,1,1
Led24,1.9297688330567102,3.0,0.20087353765290303,1.6031124796381675,-0.29019112582326256,0.6290391760275281,-0.5289557131391066,0.8704266964920416,-1.0377592284973183,0.032544884505681285,1,0.5148536230354642,0.13855636568793456,0.16001508082818025,0,0,1,0,0,0,0,0
Led7,-1.3110837250930596,3.0,-1.6077276737126933,1.2163505381246664,-1.1949649166966831,1.7319313069166657,-1.9246345753260314,0.5266325248057453,-1.1470508927719776,-0.3163236801805422,0,-0.9261594206262996,-0.13078414710051509,1.2862651249177937,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,3.0,-2.088552843216958,-0.18951373969539717,-1.7581381932166138,0.6723251029340592,-1.8874381457840324,0.7895617675259389,-1.1470508927719776,-0.7443845008701017,1,-0.8978005318824802,-0.5321076192132043,1.227819546941429,0,0,1,0,0,0,0,1
Led7,-1.3110837250930596,3.0,-1.4570703341769191,1.4997768995748348,-1.022418728039414,1.9250227257508623,-1.937492699359587,0.5266325248057453,-1.1470508927719776,-0.2593896827613671,1,-0.794025204879555,-0.08437029859547598,1.3269557601531736,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,3.0,-1.621317166918685,1.2163505381246664,-1.210629837372933,1.7319313069166657,-1.9384203775849063,0.5266325248057453,-1.1470508927719776,-0.26570819472637563,0,-0.7270678076656711,-0.08946413716234768,1.2564024230402686,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,3.0,-1.4570703341769191,1.4997768995748348,-1.022418728039414,1.9250227257508623,-1.937492699359587,0.5266325248057453,-1.1470508927719776,-0.6737697624606794,1,-0.7396813417384462,-0.4574928853549545,1.5668520958122198,0,0,1,0,1,0,0,0
Led7,-2.0736372681871234,3.0,-1.3816429352865331,1.6031124796381675,-0.2748110782639825,2.245395579125577,-1.9323206435104126,0.5266325248057453,-1.1470508927719776,-0.1893512533126598,0,-0.7189213182283359,-0.028786035173587778,1.7438380926603372,1,0,0,1,0,1,0,1
Led7,-2.0736372681871234,3.0,-1.3816429352865331,1.6031124796381675,-0.2748110782639825,2.245395579125577,-1.9323206435104126,0.5266325248057453,-1.1470508927719776,0.2506470229618222,0,-0.696973061912091,0.2940743679453045,1.57175296304993,0,1,0,0,0,0,1,1
Led7,-2.0736372681871234,3.0,-1.3816429352865331,1.6031124796381675,-0.2748110782639825,2.245395579125577,-1.9323206435104126,0.5266325248057453,-1.1470508927719776,0.086361062178069,0,-0.696973061912091,0.1775761528423015,1.6365900124372412,1,1,0,1,0,1,0,0
Led7,-1.5017221108665755,3.0,-1.3816429352865331,1.6031124796381675,-0.8192395416485236,2.0671367178816986,-1.9323206435104126,0.5266325248057453,-1.1470508927719776,-0.778588215778238,1,-1.0552774246263965,-0.5698967699164567,1.7219505309173335,0,0,0,0,1,0,1,0
Led7,-1.8829988824136072,3.0,-1.3816429352865331,1.6031124796381675,-0.5038173072345004,2.1980451922904347,-1.9323206435104126,0.5266325248057453,-1.1470508927719776,-0.6512565634937606,0,-0.9476435060531667,-0.434577426662609,1.8221813445987411,0,0,0,0,1,0,1,0
Led7,-1.3110837250930596,3.0,-2.211474142632077,1.3736830398506477,-1.9043822637229952,1.841766151737512,-2.6357833946737395,0.7566956121859149,-1.1470508927719776,-0.015447880114925249,1,0.21774298601086872,0.10331049876219846,1.1548172216164654,0,0,1,0,0,1,1,0
Led7,-1.3110837250930596,3.0,-1.8710651884181857,1.6031124796381675,-1.501300127067631,1.9892394600248628,-2.4178999473103837,0.47185559923903825,-1.1470508927719776,-0.5588393398330554,1,-0.5334237287945908,-0.34436332784092594,1.5226731142531669,1,0,0,1,1,1,1,0
Led7,-1.3110837250930596,3.0,-1.6185791377320606,1.6031124796381675,-1.2074723309936046,1.9892394600248628,-2.1645933631857672,0.5193289347301843,-1.1470508927719776,0.005506225771343378,1,-0.11838576895657973,0.11875458813097793,1.208999693935457,0,0,0,0,0,0,1,0
Led7,-1.3110837250930596,3.0,-1.591743885384106,1.6031124796381675,-1.1765610760648295,1.9892394600248628,-2.1380075346745513,0.4767666339450189,-1.1470508927719776,-0.36657197350291687,0,-0.562183531832017,-0.17277666711435502,1.4138128615271477,0,0,0,0,1,0,0,0
Led7,-1.3110837250930596,3.0,-1.4526786736006452,1.6031124796381675,-1.017420391056001,1.9892394600248628,-2.0013651651660243,0.5247544587863154,-1.1470508927719776,-0.5066225105836274,0,-0.9456703535495767,-0.2958242660170687,1.4928637622382093,0,0,0,0,1,0,1,0
Liver Cirrhosis,0.7859385184156149,1.0,-1.666574959746205,-0.18951373969539717,-1.924685790731239,-0.7736087824065351,-1.4243361853423033,-1.1024628506970764,0.31017129755681583,-0.6646169874786695,1,-0.68539214033215,-0.44812868440105935,0.1621610329488859,0,0,0,1,0,1,0,1
Liver Cirrhosis,0.7859385184156149,1.0,-1.540822734326022,-0.18951373969539717,-1.7927250269740296,-0.7736087824065351,-1.2915033112634935,-0.0169914500076281,0.31017129755681583,-0.793327183218128,0,-0.7975441860753707,-0.5865451385245191,0.5330986738702371,1,1,0,0,0,0,0,0
Liver Cirrhosis,0.7859385184156149,1.0,-2.0993228239224337,-1.1198402096165514,-2.377124521442653,-1.2827143351113353,-1.632697468462237,-1.05234149131712,0.16444907852393642,-0.5327144246375167,1,-0.39132138161712954,-0.31987675344383415,-0.9525388511761139,1,0,0,0,1,0,0,0
Liver Cirrhosis,-0.9298069535460279,1.0,-1.5118579678331479,0.371018042724026,-1.270835251357597,0.7277634965530251,-1.456134557207399,-1.1024628506970764,0.6016157356225743,-0.6869219390394622,0,-0.9755981607839013,-0.471066862325621,1.0721019808365841,0,1,1,1,0,1,0,1
