eccen,p_black,blackpix,blackand,wb_trans,target
-0.2980344023688425,-0.6330068213240522,-0.1552386017647336,-0.10261963938852837,-0.1366734937748652,1
-0.14681874261089495,-0.8350713952342611,-0.15836983813404862,-0.022248119745736265,-0.08903258446668384,1
-0.25483455786448245,-0.4190560960073606,-0.17872287453459626,-0.15073679917467364,-0.07116724347611583,1
-0.3016316887454246,-0.38339764178791197,-0.20377276548911644,-0.24538483875401437,-0.29746156268997737,1
-0.18029619150287088,-0.5735760642916378,-0.11688095624062461,-0.033880839694035124,-0.01757122050441179,1
-0.4363192759623192,0.07421918736167879,-0.27813962926034813,-0.38815003811950033,-0.6369030415107696,1
-0.4195643475236439,0.050446884548713024,-0.2515241201211705,-0.32681387839210635,-0.46420474526861216,1
-0.3304423877434562,-0.603291442807845,-0.1818541109039113,-0.18246239903367054,-0.29746156268997737,1
-0.33909531983847807,-0.3893407174911534,-0.21081804732007522,-0.23745343878926514,-0.2915064490264547,1
-0.17562944160892657,-0.32990996045873894,-0.12549185625624093,-0.07776791949898082,0.036024802467292255,1
-0.41146235117999047,-0.03275617529666717,-0.2429132201055542,-0.3114798384602579,-0.4880251999227028,1
-0.4303886146387649,-0.8826160008601927,-0.2757912019833619,-0.37070095819705207,-0.6130825868566789,1
-0.3304423877434562,-0.4071699446008777,-0.16854635633432244,-0.18933627900311986,-0.2438655397182733,1
-0.2451121622520983,-0.7696975624986052,-0.17480882907295248,-0.16184075912532256,-0.12476326644781988,1
-0.3340396741200383,-0.5438606857754306,-0.22882265644363659,-0.30619223848375837,-0.4344291769509988,1
0.8038371003680236,0.13364994439409322,-0.1849853472732263,-0.3056634784861084,-0.6190377005202016,2
-0.1252026163660276,3.788641501887577,-0.28205367472199194,-0.39132259810540004,-0.6369030415107696,2
-0.027978660242186502,3.788641501887577,-0.2797052474450057,-0.3897363181124502,-0.6369030415107696,2
-0.19001858711525502,3.788641501887577,-0.28361929290664945,-0.39238011810069995,-0.6369030415107696,2
0.9766688863708384,-0.6686652755435009,-0.2812708656296632,-0.3733447581853018,-0.6130825868566789,2
-0.1252026163660276,2.1542956834961817,-0.26718030196774556,-0.37810359816415134,-0.6369030415107696,2
-0.1252026163660276,2.4514494686582537,-0.26561468378308806,-0.3786323581618013,-0.6369030415107696,2
-0.4243607293590867,-0.37151149038142905,-0.25935221104445805,-0.34109039832865495,-0.6071274731931563,1
-0.19591684045343472,0.3000560640848533,0.01619658945526375,0.030099120021608597,0.10748616642956431,1
-0.3903647527011169,-1.1559974832092987,-0.26091782922911555,-0.3093647984696581,-0.5773519048755429,1
-0.4312636302438795,0.09204841447140312,-0.27657401107569063,-0.3744022781806017,-0.6071274731931563,1
-0.4371294755966845,0.3238283668978191,-0.28205367472199194,-0.39132259810540004,-0.6369030415107696,1
0.7714291149934098,-0.03275617529666717,-0.19516186547350012,-0.32892891838270616,-0.6190377005202016,2
-0.4482778225655516,0.6982421362020296,-0.179505683626925,-0.32099751841795693,-0.6369030415107696,4
0.32850917887856423,1.5599881131720381,-0.2429132201055542,-0.3622407982346529,-0.630947927847247,2
-0.25778368453357225,0.16336532291030043,-0.07147802888555682,-0.06507767955538206,-0.005660993177366446,1
-0.3160532422371276,0.971623618551136,-0.15289017448774733,-0.23851095878456505,-0.31532690368054533,1
-0.37367464023319086,-0.42499917171060203,-0.24682726556719795,-0.320468758420307,-0.4344291769509988,1
-0.41687448473755095,-0.7637544867953637,-0.27813962926034813,-0.3855062381312506,-0.6249928141837243,1
-0.1252026163660276,0.43674680525940646,0.05142299861005773,0.08456139977955325,0.3814213949516072,1
-0.14322145623431282,-0.3596253389749462,-0.10905286531733706,-0.06825023954128175,0.11344128009308699,1
-0.3340396741200383,-0.3596253389749462,-0.2217773746126778,-0.2776391986106612,-0.39274338130634007,1
-0.15171234840246162,0.21090992853623197,0.05611985316403026,0.12527591959859927,0.3099600309893351,1
-0.09869288432959361,-0.603291442807845,-0.022943865161174002,0.15594399946229626,0.4350174179233112,1
-0.040941854392032,0.37137297252375057,0.12970390784293323,0.1776231593659441,0.548164577530242,1
-0.4024853392312224,-0.7340391082791567,-0.26796311106007437,-0.3680571582088023,-0.6071274731931563,1
-0.17922672798550865,-0.6330068213240522,-0.15445579267240486,-0.18034735904307075,-0.17240417575600125,1
-0.09869288432959361,-0.7518683353888811,-0.04799375611569417,0.12051707961974972,0.41119696326922056,1
-0.30668733446386437,0.18119455002002477,-0.15445579267240486,-0.19832519896316897,-0.31532690368054533,1
-0.3052613831073813,-0.03869925099990861,-0.18968220182719883,-0.21260171889971757,-0.3093717900170227,1
-0.25483455786448245,-0.3596253389749462,-0.1990759109351439,-0.21101543890676774,-0.24982065338179596,1
-0.2908398296156783,0.5793806221372011,-0.14741051084144607,-0.20044023895376878,-0.2617308807088413,1
-0.2800479704859319,-0.5260314586657062,-0.1990759109351439,-0.2295220388245159,-0.3570126993252041,1
-0.3052613831073813,-0.2585930520198417,-0.19985872002747265,-0.2215906388597667,-0.3510575856616814,1
0.8038371003680236,-0.03869925099990861,-0.19281343819651386,-0.3284001583850562,-0.630947927847247,2
-0.15761060174064132,2.1364664563864575,-0.26952872924473187,-0.38286243814300086,-0.6369030415107696,2
0.9766688863708384,0.8468190287830657,-0.13331994717952847,-0.279754238601261,-0.5833070185390655,2
0.10165328125626831,2.3920187116258393,-0.2797052474450057,-0.3876212781218504,-0.6190377005202016,2
0.6687930253120082,1.5481019617655551,-0.22256018370500655,-0.330515198375656,-0.5952172458661109,2
0.29610119350395053,1.334151236448864,-0.2476100746595267,-0.3595969982464032,-0.6249928141837243,2
-0.22242657248986872,-0.10407308373556448,-0.061301510685283,-0.0053277998209379255,0.07175548444842829,1
-0.3016316887454246,-0.3655684146781876,-0.20298995639678766,-0.2237056788503665,-0.29746156268997737,1
1.3979726962408165,0.5556083193242353,-0.26952872924473187,-0.36647087821585245,-0.6011723595296335,2
-0.1252026163660276,3.1943339315634334,-0.2828364838143207,-0.39132259810540004,-0.6369030415107696,2
-0.021043351372019157,-0.644892972730535,0.2244238080147126,0.4954079179535629,1.0781696935837597,1
0.04331890758196362,-0.3893407174911534,0.06394794408731781,0.22838411914033913,0.5958054868384234,1
1.4303806816154303,1.5065004318428652,-0.1779400654422675,-0.2982608385190092,-0.5952172458661109,2
-0.006362533997319167,-0.0030407967804599555,0.0240246803785513,0.18026695935419385,0.2682742353446764,1
-0.17381459442794817,1.3400943121521047,-0.2742255837987044,-0.37916111815945125,-0.6249928141837243,2
-0.024737861704725143,0.31194221549133616,0.13518357148923452,0.19718727927899218,0.5362543502031967,1
-0.060386645616800204,1.3103789336358975,-0.2844021019989782,-0.39026507811010014,-0.630947927847247,1
-0.30344653592640297,-1.2392005430546789,-0.2703115383370606,-0.35536691826520356,-0.5892621322025883,1
-0.3798321574543675,-0.22887767350363444,-0.2632662565061018,-0.35430939826990365,-0.5773519048755429,1
-0.18074990329811552,-0.9539329092990898,-0.22569142007432158,-0.23533839879866536,-0.4344291769509988,1
-0.23632959821557795,-1.2332574673514374,-0.25074131102884173,-0.29667455852605934,-0.5713967912120202,1
0.42573313500240534,1.369809690668312,-0.2773568201680194,-0.3823336781453509,-0.6190377005202016,1
-0.37056347363722797,-0.8053560167180539,-0.2687459201524031,-0.3601257582440531,-0.5833070185390655,1
0.05304130319434776,-1.0014775149250212,-0.28048805653733444,-0.3796898781571012,-0.6071274731931563,1
-0.17381459442794817,-0.22887767350363444,-0.2812708656296632,-0.3786323581618013,-0.6190377005202016,1
-0.27103855055178927,0.27628376127188753,-0.2828364838143207,-0.3855062381312506,-0.6369030415107696,1
-0.14140660905333446,-0.7459252596856396,-0.2828364838143207,-0.3765173181712015,-0.6130825868566789,1
0.04610599432418041,-0.549803761478672,-0.13175432899487097,-0.13751779923342494,0.10748616642956431,1
-0.39094809643785994,-0.5676329885883963,-0.28048805653733444,-0.37810359816415134,-0.6011723595296335,1
-0.4227727380757306,0.7279575147182368,-0.25230692921349923,-0.35853947825110327,-0.5952172458661109,1
-0.4257218647448205,2.035434169431353,-0.24134760192089666,-0.3500793182887041,-0.5952172458661109,1
-0.4257218647448205,0.4783483351820966,-0.25935221104445805,-0.37493103817825163,-0.6369030415107696,1
-0.42867099141391035,1.3935819934812776,-0.25387254739815673,-0.3558956782628535,-0.5952172458661109,1
-0.42867099141391035,0.6269252277631326,-0.2617006383214443,-0.3558956782628535,-0.5833070185390655,1
-0.4227727380757306,0.6685267576858224,-0.253089738305828,-0.3632983182299528,-0.6249928141837243,1
-0.4257218647448205,0.8824774830025143,-0.2546553564904855,-0.3569531982581534,-0.6130825868566789,1
0.9442609009962246,3.2359354614861235,-0.25935221104445805,-0.3738735181829517,-0.6190377005202016,2
-0.3261321256886326,0.1455360958005761,-0.17480882907295248,-0.218418078873867,-0.2915064490264547,1
-0.3682625066756304,0.8171036502668585,-0.22725703825897908,-0.3120085984579078,-0.4701598589321348,1
-0.31965052861370985,1.0548266783965161,-0.15289017448774733,-0.23745343878926514,-0.27959622169940934,1
-0.13168421344095033,0.16930839861354188,0.009934116716633709,0.035915479995758025,0.3040049173258125,1
-0.2904833417765575,0.9359651643316873,-0.09026544710144695,-0.14756423918877395,-0.13071838011134254,1
-0.3812257008254759,-0.19916229498742724,-0.23586793827459537,-0.3030196784978587,-0.48207008625918013,1
-0.3808692129863551,-0.4190560960073606,-0.25074131102884173,-0.32787139838740625,-0.5297109955673616,1
-0.25123727148790026,-0.3774545660846705,-0.17402601998062373,-0.1348739992451752,-0.18431440308304659,1
-0.3988556448692658,-1.3996635870421976,-0.2773568201680194,-0.3342165183592056,-0.5892621322025883,1
-0.35610951216015024,-0.4428283988203264,-0.24839288375185548,-0.29931835851430905,-0.4284740632874761,1
-0.3074975340982297,0.09799149017464456,-0.20690400185843144,-0.26547771866471237,-0.2617308807088413,1
-0.10358649012116028,-0.48442992874301616,-0.099659156209392,-0.024363159736336057,0.09557593910251896,1
-0.2116347133601224,-0.23482074920687654,-0.1395824199181585,-0.14386291920522432,-0.07116724347611583,1
-0.32684510136687406,-0.1516176893614957,-0.20925242913541772,-0.26442019866941247,-0.3034166763535,1
-0.11304962185054747,-0.222934597800393,-0.12079500170226838,-0.07776791949898082,0.0896208254389963,1
-0.1252026163660276,-0.3536822632717047,-0.138016801733501,-0.08464179946843015,0.030069688803769583,1
-0.10718377649774243,-0.4606576259300507,-0.09887634711706325,-0.06983651953423159,0.0479350297943376,1
-0.1252026163660276,-0.38339764178791197,-0.14036522901048726,-0.09786079940967884,0.01815946147672424,1
-0.4071520891251668,-1.512582025403785,-0.27892243835267694,-0.34955055829105414,-0.6071274731931563,1
-0.16571259808429475,-0.12784538654852992,-0.14036522901048726,-0.1248275592898262,0.04197991613081493,1
-0.2018150937916144,-0.5973483671046036,-0.10044196530172075,0.004189880136761141,0.20872309870944972,1
-0.09279463099141391,-0.549803761478672,-0.1012247743940495,-0.011144159795087354,0.10153105276604164,1
-0.16120788811722345,-0.41311302030411917,-0.12470904716391217,-0.06613519955068195,0.036024802467292255,1
-0.15171234840246162,-0.7340391082791567,-0.0824373561781594,0.0840326397819033,0.3397355993069485,1
-0.37905436580537677,-0.8410144709375025,-0.23586793827459537,-0.23163707881511572,-0.38678826764281743,1
-0.34126665485857716,-0.5438606857754306,-0.18811658364254133,-0.2104866789091178,-0.24982065338179596,1
-0.10899862367872076,-0.5557468371819134,-0.14819331993377483,-0.0534449596070832,-0.04139167515850247,1
-0.23457956700534885,-0.026813099593425725,-0.17089478361130872,-0.17664603905952111,-0.053301902485547815,1
-0.2831915450672694,0.002902278922781487,-0.19672748365815762,-0.23322335880806555,-0.20813485773713727,1
-0.15401331536405918,-0.656779124137018,-0.14427927447213104,-0.10790723936502786,-0.08903258446668384,1
-0.38446649936293725,-1.0609082719574356,-0.2757912019833619,-0.36488459822290265,-0.6369030415107696,1
-0.3439565176446701,0.07421918736167879,-0.22882265644363659,-0.2924444785448597,-0.38083315397929474,1
-0.26293655420813583,0.16930839861354188,-0.17715725634993876,-0.2115441989044177,-0.17835928941952392,1
-0.32684510136687406,0.09799149017464456,-0.1990759109351439,-0.24115475877281478,-0.23791042605475063,1
-0.3726699926865779,-0.3893407174911534,-0.2233429927973353,-0.2543737587140635,-0.39274338130634007,1
-0.3255487819518895,-0.16350384076797858,-0.16854635633432244,-0.1940951189819694,-0.23195531239122796,1
-0.2818304096815356,-0.7637544867953637,-0.1536729835800761,-0.136989039235775,0.01220434781320157,1
-0.14545760722516118,-0.20510537069066867,-0.13566837445651472,-0.11478111933447718,-0.011616106840889116,1
-0.3763645030192838,0.6922990604987882,-0.23586793827459537,-0.3215262784156069,-0.4522945179415668,1
-0.2965112270562356,-1.3045743757903348,-0.26404906559843055,-0.2935019985401596,-0.5594865638849749,1
-0.21882928611328656,0.6090960006534083,-0.08008892890117313,-0.1227125192992264,-0.02352633416793446,1
-0.31965052861370985,1.221232798087276,-0.14584489265678854,-0.2369246787916152,-0.27959622169940934,1
-0.41687448473755095,-0.9479898335958483,-0.2797052474450057,-0.38497747813360067,-0.6249928141837243,1
-0.3642115085038037,-0.1397315379550128,-0.24526164738254044,-0.3368603183474554,-0.4701598589321348,1
-0.09279463099141391,0.6031529249501668,0.033418389486496364,0.047019439946406935,0.33378048564342583,1
-0.14681874261089495,-0.4428283988203264,-0.11922938351761088,-0.08041171948723055,0.06580037078490561,1
-0.32370152678553654,-0.2110484463939101,-0.22647422916665033,-0.2929732385425097,-0.38083315397929474,1
-0.4458796316478302,2.695115572491152,-0.26561468378308806,-0.3802186381547511,-0.6369030415107696,4
-0.08560005823824968,0.4724052594788551,0.024807489470880056,0.017408880078009843,0.2504088943541084,1
-0.10164201099868345,-0.6092345185110865,-0.02529229243816027,0.1644041594246954,0.3576009402975165,1
-0.4363192759623192,2.6000263612392898,-0.28361929290664945,-0.39238011810069995,-0.6369030415107696,4
-0.040941854392032,0.28222683697512896,0.11404772599635814,0.15805903945289604,0.5243441228761513,1
-0.13330461270968103,-0.846957546640744,-0.04799375611569417,0.10306799969730143,0.45288275891387925,1
-0.323247814990292,-0.5914052914013621,-0.2249086109819928,-0.2855705985754104,-0.4701598589321348,1
-0.2836452568625139,-0.4190560960073606,-0.19516186547350012,-0.24855739873991406,-0.267685994372364,1
-0.4428008730372419,1.1142574354289305,-0.2812708656296632,-0.39026507811010014,-0.6369030415107696,2
-0.27103855055178927,0.37731604822699205,-0.17246040179596622,-0.22211939885741663,-0.3689229266522494,1
-0.25483455786448245,-0.31208073334901465,-0.19672748365815762,-0.2326945988104156,-0.27364110803588665,1
-0.28724254323909615,0.24062530705243917,-0.18889939273487008,-0.22899327882686596,-0.33914735833463605,1
-0.2669875523799626,0.6328683034663737,-0.15758702904171987,-0.21471675889031738,-0.29746156268997737,1
-0.377271926609773,-0.603291442807845,-0.253089738305828,-0.3437341983169047,-0.5237558819038388,1
-0.3700773538566087,-0.38339764178791197,-0.24369602919788294,-0.29561703853075944,-0.4761149725956575,1
-0.2831915450672694,-0.16350384076797858,-0.20377276548911644,-0.2348096388010154,-0.3272371310075907,1
1.3655647108662028,0.7933313474538927,-0.20298995639678766,-0.3368603183474554,-0.630947927847247,2
1.0090768717454521,2.3385310302966658,-0.2632662565061018,-0.3728159981876519,-0.6071274731931563,2
1.9813164329838633,2.677286345381428,-0.24213041101322544,-0.3569531982581534,-0.5773519048755429,2
-0.275089548723616,-0.08030078092259871,-0.19594467456582887,-0.24855739873991406,-0.3272371310075907,1
0.43752964167876474,-0.3239668847554975,0.507800699437722,0.8909203961957242,2.0845839027190913,1
-0.28724254323909615,0.537779092214511,-0.20298995639678766,-0.28345555858481064,-0.3748780403157721,1
-0.00995982037390131,-0.1397315379550128,0.0013232167010174037,0.1533001994740465,0.22063332603649508,1
-0.027978660242186502,0.37137297252375057,0.1422288533201933,0.13479359955629833,0.5362543502031967,1
-0.20081044624500133,-0.8647867737504683,-0.2429132201055542,-0.279225478603611,-0.46420474526861216,1
-0.30344653592640297,-1.3461759057130247,-0.2726599656140469,-0.3389753583380552,-0.5773519048755429,1
-0.39742969351278273,-0.07435770521935726,-0.27892243835267694,-0.3823336781453509,-0.6249928141837243,1
-0.42983767888739643,0.6209821520598912,-0.2844021019989782,-0.3886787981171503,-0.6369030415107696,1
-0.22242657248986872,-0.9658190607055727,-0.26248344741377305,-0.319939998422657,-0.5952172458661109,1
-0.06848864196045364,-0.38339764178791197,-0.2460444564748692,-0.32311255840855674,-0.49993542724974815,1
-0.11441075723628125,-0.8112990924212953,-0.2734427747063756,-0.35853947825110327,-0.5833070185390655,1
-0.2764506841093498,0.07421918736167879,-0.2757912019833619,-0.3728159981876519,-0.5952172458661109,1
0.11555630698197766,-0.48442992874301616,-0.10200758348637827,-0.11372359933917728,0.18490264405535903,1
-0.38741562603202706,0.2881699126783704,-0.21551490187404776,-0.31359487845085765,-0.49993542724974815,1
-0.4257218647448205,0.07421918736167879,-0.26404906559843055,-0.36858591820645226,-0.5952172458661109,1
-0.4227727380757306,0.6090960006534083,-0.25387254739815673,-0.3537806382722537,-0.6130825868566789,1
-0.42335608181247364,0.8171036502668585,-0.2585694019521293,-0.35430939826990365,-0.5952172458661109,1
-0.3812257008254759,-0.22887767350363444,-0.23665074736692415,-0.32998643837800606,-0.5237558819038388,1
2.094744381795011,0.8527621044863071,-0.16541511996500743,-0.3051347184884585,-0.6071274731931563,2
-0.3261321256886326,0.4545760323691308,-0.1591526472263774,-0.2163030388832672,-0.2915064490264547,1
-0.31965052861370985,1.1083143597256884,-0.15054174721076108,-0.24009723877751488,-0.321282017344068,1
-0.3682625066756304,0.9656805428478945,-0.22412580188966405,-0.3172961984344073,-0.49993542724974815,1
-0.1381658105158731,0.3297714426010605,0.0240246803785513,0.053364559918206315,0.3159151446528578,1
-0.2728533977327676,1.3757527663715534,-0.08478578345514566,-0.16395579911592234,-0.13071838011134254,1
0.587773061875474,2.1186372292767337,-0.2718771565217181,-0.3796898781571012,-0.6190377005202016,2
1.235932769367748,2.528709452800392,-0.25778659285980055,-0.3691146782041022,-0.6190377005202016,2
-0.027978660242186502,1.9581741852892147,-0.2828364838143207,-0.3897363181124502,-0.630947927847247,2
-0.366447659494652,-0.3477391875684633,-0.2405647928285679,-0.28715687856836025,-0.4106087222969081,1
-0.3160532422371276,0.10987764158112745,-0.19046501091952758,-0.2543737587140635,-0.27364110803588665,1
-0.377271926609773,-0.1397315379550128,-0.24213041101322544,-0.31359487845085765,-0.4880251999227028,1
-0.12925361453785433,0.07421918736167879,-0.10435601076336454,-0.07723915950133087,0.02411457514024691,1
-0.15761060174064132,0.15147917150381754,-0.0683467925162418,-0.05080115961883346,0.06580037078490561,1
-0.17786559259977489,0.10987764158112745,-0.13018871081021344,-0.18510619902192027,-0.15453883476543323,1
-0.3340396741200383,-0.4190560960073606,-0.22412580188966405,-0.2707653186412119,-0.31532690368054533,1
-0.44860190241929776,0.9121928615187215,-0.21394928368939023,-0.3453204783098546,-0.6369030415107696,4
-0.4136336862000896,0.1158207172843689,-0.2570037837674718,-0.33844659834040525,-0.4761149725956575,1
-0.24187136371463694,-0.40122686889763626,-0.1419308471951448,-0.12324127929687635,-0.1426286074383879,1
-0.18029619150287088,-0.40122686889763626,-0.09809353802473449,-0.07829667949663076,0.07771059811195095,1
-0.25214469507838955,-0.6270637456208108,-0.11374971987130959,-0.1227125192992264,-0.01757122050441179,1
-0.3804155011911105,-0.056528478109632935,-0.25230692921349923,-0.3389753583380552,-0.49993542724974815,1
-0.40608262560780456,0.2643976098654046,-0.25543816558281424,-0.3463779983051544,-0.4880251999227028,1
-0.15401331536405918,-0.11595923514204703,-0.09183106528610445,-0.0402259596658345,0.10153105276604164,1
-0.23457956700534885,0.04450380884547159,-0.16698073814966494,-0.19462387897961933,-0.11285303912077453,1
-0.20476422046070425,-0.5260314586657062,-0.09417949256309072,0.03803051998635782,0.22658843970001774,1
-0.18677778857779367,-0.496316080149499,-0.11296691077898084,-0.049743639623533564,-0.005660993177366446,1
-0.15401331536405918,-0.19916229498742724,-0.099659156209392,-0.05661751959298289,0.04197991613081493,1
-0.15466147507155148,-0.5557468371819134,-0.05817027431596798,0.04860571993935678,0.28613957633524445,1
-0.35724379164826175,-0.7637544867953637,0.035766816763482624,0.30558307879723157,0.47074809990444727,1
-0.15401331536405918,-0.6864945026532252,-0.14741051084144607,-0.03176579970343533,-0.12476326644781988,1
-0.09998920374457813,-0.20510537069066867,-0.06599836523925554,0.028512840028658754,0.3218702583163805,1
-0.3340396741200383,-0.17538999217446147,-0.214732092781719,-0.26547771866471237,-0.3034166763535,1
-0.11710062002237419,0.21090992853623197,-0.08556859254747441,-0.0666639595483319,-0.02352633416793446,1
-0.414184621951458,0.056389960251955126,-0.2444788382902117,-0.31570991844145746,-0.4939803135862255,1
-0.4276663438672973,-0.9777052121120555,-0.2750083928910331,-0.3458492383075045,-0.5892621322025883,1
