target,salary_currency,employee_residence,remote_ratio,company_location,company_size
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
2,19,75,1.0282812738738005,70,1
2,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,2,11,-1.04837274073339,12,0
4,19,11,-1.04837274073339,12,2
4,19,74,-0.010045733429794819,69,2
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
1,2,11,1.0282812738738005,12,0
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,11,1.0282812738738005,12,1
4,19,11,1.0282812738738005,12,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,7,26,1.0282812738738005,25,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,0
1,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,37,-1.04837274073339,36,1
4,19,37,-1.04837274073339,36,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,11,1.0282812738738005,12,1
4,19,11,1.0282812738738005,12,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
1,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,11,-1.04837274073339,12,1
4,19,11,-1.04837274073339,12,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
1,7,57,1.0282812738738005,54,0
2,19,75,1.0282812738738005,70,1
2,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,7,26,-1.04837274073339,25,1
4,19,74,-1.04837274073339,69,1
4,19,74,-1.04837274073339,69,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-0.010045733429794819,70,0
4,11,38,-1.04837274073339,37,0
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
3,7,37,-1.04837274073339,36,1
3,7,37,-1.04837274073339,36,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,30,-1.04837274073339,29,2
1,7,20,-0.010045733429794819,20,1
4,19,11,1.0282812738738005,12,1
4,19,11,1.0282812738738005,12,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
4,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
1,3,13,-0.010045733429794819,14,0
3,7,20,1.0282812738738005,20,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,7,37,1.0282812738738005,36,0
3,7,4,1.0282812738738005,20,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,0
4,19,75,-1.04837274073339,70,0
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,0
4,19,75,1.0282812738738005,70,0
1,19,75,1.0282812738738005,70,1
1,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,29,1.0282812738738005,28,1
4,19,29,1.0282812738738005,28,1
4,19,16,-1.04837274073339,17,1
4,19,16,-1.04837274073339,17,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,8,29,1.0282812738738005,28,1
3,8,29,1.0282812738738005,28,1
3,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,0
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,16,68,1.0282812738738005,64,0
3,12,39,1.0282812738738005,38,0
1,19,39,-1.04837274073339,6,0
1,19,67,-0.010045733429794819,63,1
3,12,39,-0.010045733429794819,38,0
3,19,75,-1.04837274073339,70,1
2,19,75,1.0282812738738005,70,1
2,19,75,1.0282812738738005,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,7,26,-1.04837274073339,25,1
3,7,26,-1.04837274073339,25,1
3,7,69,1.0282812738738005,65,1
3,7,69,1.0282812738738005,65,1
4,8,29,-1.04837274073339,28,1
4,8,29,-1.04837274073339,28,1
4,8,29,-1.04837274073339,28,1
4,8,29,-1.04837274073339,28,1
4,19,75,1.0282812738738005,70,0
3,19,75,1.0282812738738005,70,1
4,19,11,1.0282812738738005,12,1
4,19,11,1.0282812738738005,12,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
2,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,11,1.0282812738738005,12,1
3,19,11,1.0282812738738005,12,1
4,7,20,-1.04837274073339,20,0
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,7,20,1.0282812738738005,20,0
3,19,54,1.0282812738738005,51,1
3,19,54,1.0282812738738005,51,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,7,28,-0.010045733429794819,27,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,56,-0.010045733429794819,6,1
1,19,76,1.0282812738738005,70,0
2,19,75,1.0282812738738005,70,1
2,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
1,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,2
3,19,75,-1.04837274073339,70,2
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,8,29,1.0282812738738005,28,1
3,8,29,1.0282812738738005,28,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
3,8,29,-1.04837274073339,28,1
3,8,29,-1.04837274073339,28,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
1,19,39,-0.010045733429794819,38,1
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
1,19,75,1.0282812738738005,70,2
3,1,10,1.0282812738738005,10,1
4,7,63,1.0282812738738005,60,0
2,19,76,-1.04837274073339,62,0
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,54,1.0282812738738005,51,1
4,19,54,1.0282812738738005,51,1
1,19,75,-1.04837274073339,70,1
4,7,20,1.0282812738738005,20,1
1,7,20,-1.04837274073339,20,1
4,12,39,1.0282812738738005,38,2
3,19,75,-1.04837274073339,70,1
3,19,75,-1.04837274073339,70,1
3,19,28,-0.010045733429794819,27,0
4,17,71,-0.010045733429794819,67,1
4,19,75,1.0282812738738005,70,1
4,19,75,1.0282812738738005,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,-1.04837274073339,70,1
4,19,75,1.0282812738738005,70,0
3,19,75,-1.04837274073339,70,1
4,7,20,1.0282812738738005,20,2
4,7,20,1.0282812738738005,20,2
