work_year,target,employment_type,job_title,salary_currency,salary_in_usd,company_location,company_size
0.933090760892103,4,2,33,19,771,70,1
0.933090760892103,4,2,33,19,454,70,1
0.933090760892103,4,2,47,19,949,70,1
0.933090760892103,4,2,47,19,779,70,1
0.933090760892103,4,2,25,19,626,70,1
0.933090760892103,4,2,37,19,848,70,1
0.933090760892103,4,2,37,19,434,70,1
0.933090760892103,4,2,25,19,538,70,1
0.933090760892103,4,2,25,19,470,70,1
0.933090760892103,4,2,47,19,883,70,1
0.933090760892103,4,2,47,19,687,70,1
0.933090760892103,4,2,37,19,481,70,1
0.933090760892103,4,2,37,19,343,70,1
0.933090760892103,4,2,47,19,721,70,1
0.933090760892103,4,2,47,19,613,70,1
0.933090760892103,4,2,25,19,609,70,1
0.933090760892103,4,2,25,19,440,70,1
0.933090760892103,1,2,25,2,125,12,0
-0.4019626865857902,4,2,1,19,984,12,2
0.933090760892103,4,1,73,19,159,69,2
0.933090760892103,3,2,69,19,989,70,1
0.933090760892103,3,2,69,19,666,70,1
0.933090760892103,1,2,47,2,170,12,0
0.933090760892103,4,2,31,19,961,70,1
0.933090760892103,4,2,31,19,702,70,1
0.933090760892103,1,2,47,19,564,70,1
0.933090760892103,1,2,47,19,276,70,1
0.933090760892103,3,2,47,19,370,70,1
0.933090760892103,3,2,47,19,171,70,1
0.933090760892103,4,2,25,19,757,12,1
0.933090760892103,4,2,25,19,589,12,1
0.933090760892103,4,2,69,19,967,70,1
0.933090760892103,4,2,69,19,648,70,1
0.933090760892103,4,2,33,19,913,70,1
0.933090760892103,4,2,47,19,861,70,1
0.933090760892103,4,2,47,19,579,70,1
0.933090760892103,4,2,33,19,910,70,1
0.933090760892103,4,2,33,19,648,70,1
0.933090760892103,4,2,47,19,802,70,1
0.933090760892103,4,2,47,19,561,70,1
0.933090760892103,4,2,47,19,938,70,1
0.933090760892103,4,2,47,19,690,70,1
0.933090760892103,4,2,69,19,1006,70,1
0.933090760892103,4,2,69,19,849,70,1
0.933090760892103,3,2,16,7,154,25,1
0.933090760892103,4,2,33,19,663,70,1
0.933090760892103,4,2,33,19,563,70,1
0.933090760892103,4,2,47,19,613,70,1
0.933090760892103,4,2,47,19,460,70,1
0.933090760892103,3,2,25,19,355,70,1
0.933090760892103,3,2,25,19,292,70,1
0.933090760892103,3,2,89,8,840,28,1
0.933090760892103,3,2,89,8,416,28,1
0.933090760892103,4,2,33,19,941,70,1
0.933090760892103,4,2,33,19,792,70,1
0.933090760892103,3,2,49,19,563,70,1
0.933090760892103,3,2,49,19,315,70,1
0.933090760892103,4,2,33,19,960,70,1
0.933090760892103,4,2,29,19,705,70,1
0.933090760892103,4,2,29,19,509,70,1
0.933090760892103,4,2,69,19,996,70,1
0.933090760892103,4,2,69,19,858,70,1
0.933090760892103,4,2,25,19,687,70,1
0.933090760892103,4,2,33,19,851,70,1
0.933090760892103,4,2,47,19,695,70,1
0.933090760892103,4,2,47,19,428,70,1
0.933090760892103,3,2,47,19,779,70,1
0.933090760892103,3,2,47,19,613,70,1
0.933090760892103,2,2,47,19,851,70,1
0.933090760892103,2,2,47,19,639,70,1
0.933090760892103,3,2,62,19,259,70,0
0.933090760892103,1,2,13,19,209,70,1
0.933090760892103,3,2,33,19,538,70,1
0.933090760892103,3,2,33,19,355,70,1
0.933090760892103,4,2,25,19,432,70,1
0.933090760892103,4,2,25,19,355,70,1
0.933090760892103,1,2,88,19,687,70,1
0.933090760892103,1,2,88,19,538,70,1
0.933090760892103,4,2,69,19,943,70,1
0.933090760892103,4,2,69,19,782,70,1
0.933090760892103,4,2,47,19,962,70,1
0.933090760892103,4,2,47,19,683,70,1
0.933090760892103,2,2,31,19,779,70,1
0.933090760892103,2,2,31,19,687,70,1
0.933090760892103,4,2,47,19,822,70,1
0.933090760892103,4,2,47,19,586,70,1
0.933090760892103,4,2,33,19,644,70,1
0.933090760892103,4,2,33,19,292,70,1
0.933090760892103,1,2,25,19,236,70,1
0.933090760892103,1,2,25,19,193,70,1
0.933090760892103,4,2,69,19,738,70,1
0.933090760892103,4,2,25,19,878,70,1
0.933090760892103,4,2,25,19,740,70,1
0.933090760892103,4,2,69,19,538,70,1
0.933090760892103,4,2,69,19,402,70,1
0.933090760892103,3,2,37,19,589,70,1
0.933090760892103,3,2,37,19,509,70,1
0.933090760892103,4,2,47,19,851,70,1
0.933090760892103,4,2,47,19,738,70,1
0.933090760892103,4,2,47,19,743,36,1
0.933090760892103,4,2,47,19,476,36,1
0.933090760892103,4,2,25,19,681,70,1
0.933090760892103,4,2,25,19,403,70,1
0.933090760892103,4,2,69,19,481,12,1
0.933090760892103,4,2,69,19,379,12,1
0.933090760892103,3,2,25,19,787,70,1
0.933090760892103,3,2,25,19,515,70,1
0.933090760892103,4,2,33,19,862,70,1
0.933090760892103,4,2,33,19,480,70,1
0.933090760892103,3,2,25,8,281,28,1
0.933090760892103,3,2,25,8,185,28,1
0.933090760892103,1,2,33,19,365,70,1
0.933090760892103,1,2,33,19,220,70,1
0.933090760892103,4,2,33,19,563,70,1
0.933090760892103,4,2,47,19,968,12,1
0.933090760892103,4,2,47,19,818,12,1
0.933090760892103,3,2,31,19,730,70,1
0.933090760892103,3,2,31,19,444,70,1
0.933090760892103,3,2,33,19,644,70,1
0.933090760892103,3,2,33,19,292,70,1
-0.4019626865857902,1,2,33,7,208,54,0
0.933090760892103,2,2,33,19,994,70,1
0.933090760892103,2,2,33,19,875,70,1
0.933090760892103,4,2,25,19,315,70,1
0.933090760892103,4,2,33,19,916,70,1
0.933090760892103,4,2,33,19,768,70,1
0.933090760892103,2,2,53,19,1022,70,1
0.933090760892103,2,2,53,19,958,70,1
0.933090760892103,3,2,74,19,927,70,1
0.933090760892103,3,2,74,19,908,70,1
0.933090760892103,4,2,47,19,1001,70,1
0.933090760892103,4,2,47,19,846,70,1
0.933090760892103,3,2,89,19,883,70,1
0.933090760892103,3,2,89,19,670,70,1
0.933090760892103,4,2,47,19,1011,70,1
0.933090760892103,4,2,47,19,741,70,1
0.933090760892103,1,2,17,7,59,25,1
0.933090760892103,4,2,1,19,452,69,1
0.933090760892103,4,2,1,19,209,69,1
0.933090760892103,3,2,67,19,584,70,1
0.933090760892103,3,2,67,19,532,70,1
0.933090760892103,4,2,33,19,743,70,1
0.933090760892103,4,2,33,19,476,70,1
0.933090760892103,4,2,47,19,919,70,1
0.933090760892103,4,2,47,19,757,70,1
0.933090760892103,4,2,33,19,927,70,1
0.933090760892103,4,2,33,19,536,70,1
0.933090760892103,4,2,25,19,757,70,1
0.933090760892103,4,2,25,19,654,70,1
0.933090760892103,4,2,25,19,540,70,1
0.933090760892103,4,2,89,19,851,70,1
0.933090760892103,4,2,89,19,663,70,1
0.933090760892103,1,2,88,19,705,70,1
0.933090760892103,1,2,88,19,509,70,1
0.933090760892103,4,2,25,19,797,70,1
0.933090760892103,4,2,25,19,511,70,1
0.933090760892103,4,2,47,19,789,70,1
0.933090760892103,4,2,31,19,738,70,1
0.933090760892103,4,2,31,19,538,70,1
0.933090760892103,4,2,89,19,960,70,1
0.933090760892103,3,2,69,19,589,70,0
0.933090760892103,4,2,3,11,1032,37,0
0.933090760892103,4,2,69,19,900,70,1
0.933090760892103,4,2,69,19,793,70,1
0.933090760892103,4,2,33,19,779,70,1
0.933090760892103,4,2,33,19,721,70,1
0.933090760892103,3,2,33,19,634,70,1
0.933090760892103,3,2,33,19,482,70,1
0.933090760892103,3,2,69,19,563,70,1
0.933090760892103,3,2,69,19,355,70,1
0.933090760892103,4,2,47,19,753,70,1
0.933090760892103,4,2,47,19,574,70,1
0.933090760892103,4,2,25,19,877,70,1
0.933090760892103,4,2,25,19,557,70,1
0.933090760892103,4,2,33,19,730,70,1
0.933090760892103,4,2,33,19,444,70,1
0.933090760892103,3,2,33,19,661,70,1
0.933090760892103,3,2,33,19,409,70,1
0.933090760892103,2,2,47,19,402,70,1
0.933090760892103,4,2,25,19,818,70,1
0.933090760892103,4,2,25,19,379,70,1
0.933090760892103,4,2,25,19,445,70,1
0.933090760892103,3,2,47,7,387,36,1
0.933090760892103,3,2,47,7,318,36,1
0.933090760892103,3,2,25,19,554,70,1
0.933090760892103,3,2,25,19,338,70,1
0.933090760892103,3,2,33,19,668,70,1
0.933090760892103,3,2,33,19,613,70,1
0.933090760892103,4,2,74,19,908,70,1
0.933090760892103,4,2,74,19,738,70,1
0.933090760892103,1,2,9,19,10,29,2
0.933090760892103,1,2,7,7,133,20,1
0.933090760892103,4,2,33,19,705,12,1
0.933090760892103,4,2,33,19,639,12,1
0.933090760892103,3,2,25,19,683,70,1
0.933090760892103,3,2,25,19,630,70,1
0.933090760892103,3,2,47,8,310,28,1
0.933090760892103,3,2,47,8,163,28,1
0.933090760892103,1,2,47,19,818,70,1
0.933090760892103,1,2,47,19,509,70,1
0.933090760892103,3,2,47,8,339,28,1
0.933090760892103,3,2,47,8,458,28,1
0.933090760892103,3,2,47,8,281,28,1
0.933090760892103,4,2,33,19,468,70,1
0.933090760892103,2,2,33,19,976,70,1
0.933090760892103,2,2,33,19,933,70,1
0.933090760892103,1,2,47,3,514,14,0
-0.4019626865857902,3,2,47,7,284,20,1
0.933090760892103,3,2,33,19,292,70,1
0.933090760892103,3,2,33,19,211,70,1
-0.4019626865857902,4,2,64,7,748,36,0
0.933090760892103,3,2,47,7,210,20,1
0.933090760892103,3,2,25,19,333,70,1
0.933090760892103,3,2,25,19,174,70,1
0.933090760892103,4,2,47,19,855,70,1
0.933090760892103,4,2,47,19,585,70,1
0.933090760892103,4,2,25,19,721,70,1
0.933090760892103,4,2,25,19,613,70,1
0.933090760892103,1,2,33,19,223,70,1
0.933090760892103,1,2,33,19,202,70,1
0.933090760892103,4,2,47,19,745,70,1
0.933090760892103,4,2,47,19,481,70,1
0.933090760892103,1,2,33,19,538,70,1
0.933090760892103,1,2,33,19,355,70,1
0.933090760892103,4,2,33,19,718,70,1
0.933090760892103,4,2,33,19,543,70,1
0.933090760892103,3,2,33,19,355,70,1
0.933090760892103,4,2,33,19,610,70,1
0.933090760892103,4,2,33,19,459,70,1
0.933090760892103,3,2,33,19,639,70,1
0.933090760892103,3,2,33,19,509,70,1
0.933090760892103,4,2,33,19,870,70,0
0.933090760892103,4,2,33,19,439,70,0
0.933090760892103,4,2,47,19,940,70,1
0.933090760892103,4,2,47,19,704,70,1
0.933090760892103,4,2,47,19,804,70,1
0.933090760892103,4,2,47,19,412,70,1
0.933090760892103,4,2,47,19,543,70,1
0.933090760892103,4,2,31,19,658,70,1
0.933090760892103,4,2,31,19,477,70,1
0.933090760892103,4,2,33,19,681,70,1
0.933090760892103,4,2,33,19,445,70,1
0.933090760892103,4,2,33,19,751,70,1
0.933090760892103,4,2,33,19,451,70,1
0.933090760892103,4,2,25,19,780,70,1
0.933090760892103,4,2,25,19,441,70,1
0.933090760892103,4,2,31,19,1025,70,1
0.933090760892103,4,2,31,19,891,70,1
0.933090760892103,4,2,25,19,873,70,1
0.933090760892103,4,2,25,19,517,70,1
0.933090760892103,4,2,33,19,971,70,1
0.933090760892103,4,2,33,19,919,70,1
0.933090760892103,2,2,33,19,834,70,1
0.933090760892103,2,2,33,19,488,70,1
0.933090760892103,4,2,21,19,738,70,0
0.933090760892103,4,2,7,19,355,70,0
0.933090760892103,1,2,25,19,379,70,1
0.933090760892103,1,2,25,19,270,70,1
0.933090760892103,4,2,33,19,984,70,1
0.933090760892103,4,2,25,19,490,70,1
0.933090760892103,4,2,25,19,321,70,1
0.933090760892103,4,2,69,19,663,70,1
0.933090760892103,4,2,69,19,509,70,1
0.933090760892103,4,2,88,19,851,70,1
0.933090760892103,4,2,88,19,757,70,1
0.933090760892103,3,2,25,19,872,70,1
0.933090760892103,3,2,25,19,563,70,1
0.933090760892103,4,2,31,19,602,28,1
0.933090760892103,4,2,31,19,362,28,1
0.933090760892103,4,2,37,19,240,17,1
0.933090760892103,4,2,37,19,153,17,1
0.933090760892103,4,2,25,19,460,70,1
0.933090760892103,4,2,4,19,563,70,1
0.933090760892103,4,2,4,19,346,70,1
0.933090760892103,3,2,25,19,705,70,1
0.933090760892103,3,2,25,19,470,70,1
0.933090760892103,4,2,45,19,1003,70,1
0.933090760892103,4,2,45,19,950,70,1
0.933090760892103,3,2,47,19,639,70,1
0.933090760892103,3,2,47,19,402,70,1
0.933090760892103,4,2,33,19,649,70,1
0.933090760892103,1,2,33,19,483,70,1
0.933090760892103,1,2,33,19,287,70,1
0.933090760892103,4,2,33,19,735,70,1
0.933090760892103,4,2,33,19,434,70,1
0.933090760892103,3,2,25,19,402,70,1
0.933090760892103,3,2,33,8,339,28,1
0.933090760892103,3,2,33,8,199,28,1
0.933090760892103,3,2,33,19,379,70,1
0.933090760892103,3,2,57,19,563,70,0
0.933090760892103,4,2,47,19,868,70,1
0.933090760892103,4,2,89,19,620,70,1
0.933090760892103,4,2,89,19,373,70,1
0.933090760892103,4,2,34,19,793,70,1
0.933090760892103,4,2,34,19,630,70,1
0.933090760892103,4,2,25,19,187,70,1
0.933090760892103,4,2,4,19,985,70,1
0.933090760892103,4,2,4,19,791,70,1
0.933090760892103,3,2,25,19,292,70,1
0.933090760892103,3,2,25,19,240,70,1
0.933090760892103,3,2,66,19,705,70,1
0.933090760892103,3,2,66,19,648,70,1
0.933090760892103,3,2,90,16,293,64,0
0.933090760892103,3,2,47,12,41,38,0
0.933090760892103,1,2,2,19,270,6,0
0.933090760892103,1,2,1,19,315,63,1
0.933090760892103,3,2,62,12,48,38,0
0.933090760892103,3,2,69,19,663,70,1
0.933090760892103,2,2,33,19,885,70,1
0.933090760892103,2,2,33,19,496,70,1
0.933090760892103,1,2,89,19,663,70,1
0.933090760892103,1,2,89,19,402,70,1
0.933090760892103,1,2,25,19,209,70,1
0.933090760892103,3,2,4,19,800,70,1
0.933090760892103,3,2,4,19,721,70,1
0.933090760892103,4,2,25,19,736,70,1
0.933090760892103,4,2,25,19,464,70,1
0.933090760892103,4,2,40,19,829,70,1
0.933090760892103,4,2,40,19,596,70,1
0.933090760892103,4,2,69,19,610,70,1
0.933090760892103,4,2,69,19,459,70,1
0.933090760892103,4,2,33,19,986,70,1
0.933090760892103,4,2,33,19,767,70,1
0.933090760892103,3,2,47,7,205,25,1
0.933090760892103,3,2,47,7,154,25,1
0.933090760892103,3,2,33,7,295,65,1
0.933090760892103,3,2,33,7,154,65,1
0.933090760892103,4,2,69,8,837,28,1
0.933090760892103,4,2,69,8,406,28,1
0.933090760892103,4,2,33,8,597,28,1
0.933090760892103,4,2,33,8,406,28,1
-0.4019626865857902,4,2,14,19,563,70,0
-1.7370161340636834,3,2,44,19,663,70,1
0.933090760892103,4,2,66,19,971,12,1
0.933090760892103,4,2,66,19,460,12,1
0.933090760892103,4,2,4,19,738,70,1
0.933090760892103,4,2,4,19,563,70,1
0.933090760892103,4,2,69,19,718,70,1
0.933090760892103,4,2,69,19,543,70,1
0.933090760892103,3,2,47,19,558,70,1
0.933090760892103,3,2,47,19,442,70,1
0.933090760892103,2,2,33,19,730,70,1
0.933090760892103,2,2,33,19,444,70,1
0.933090760892103,4,2,31,19,811,70,1
0.933090760892103,4,2,31,19,500,70,1
0.933090760892103,4,2,25,19,960,70,1
0.933090760892103,4,2,25,19,602,70,1
0.933090760892103,3,2,25,19,563,12,1
0.933090760892103,3,2,25,19,402,12,1
0.933090760892103,4,2,52,7,527,20,0
0.933090760892103,4,2,11,19,705,70,1
0.933090760892103,4,2,11,19,589,70,1
0.933090760892103,3,2,45,19,426,70,1
0.933090760892103,3,2,45,19,270,70,1
0.933090760892103,3,2,42,19,355,70,1
0.933090760892103,3,2,42,19,270,70,1
0.933090760892103,3,2,89,19,797,70,1
0.933090760892103,3,2,89,19,538,70,1
0.933090760892103,4,2,25,19,548,70,1
0.933090760892103,4,2,25,19,372,70,1
0.933090760892103,4,2,47,19,884,70,1
0.933090760892103,4,2,47,19,679,70,1
0.933090760892103,3,2,47,19,851,70,1
0.933090760892103,3,2,47,19,663,70,1
0.933090760892103,4,2,25,19,712,70,1
