work_year,target,employment_type,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_size
0.933090760892103,4,2,19,509,75,-1.04837274073339,1
0.933090760892103,4,2,19,997,75,-1.04837274073339,1
0.933090760892103,4,2,19,894,75,-1.04837274073339,1
0.933090760892103,4,2,19,777,75,-1.04837274073339,1
0.933090760892103,4,2,19,633,75,-1.04837274073339,1
0.933090760892103,4,2,19,990,75,1.0282812738738005,1
0.933090760892103,4,2,19,813,75,1.0282812738738005,1
0.933090760892103,4,2,19,895,75,-1.04837274073339,1
0.933090760892103,4,2,19,802,75,-1.04837274073339,1
0.933090760892103,4,2,19,561,75,-1.04837274073339,1
0.933090760892103,4,2,19,962,75,-1.04837274073339,1
0.933090760892103,4,2,19,560,75,-1.04837274073339,1
0.933090760892103,3,2,19,687,75,-1.04837274073339,1
0.933090760892103,3,2,19,613,75,-1.04837274073339,1
0.933090760892103,4,2,19,713,75,1.0282812738738005,1
0.933090760892103,4,2,19,624,75,1.0282812738738005,1
0.933090760892103,4,2,19,1018,75,-1.04837274073339,0
0.933090760892103,4,2,19,762,75,-1.04837274073339,0
0.933090760892103,3,2,19,402,75,1.0282812738738005,1
0.933090760892103,3,2,19,270,75,1.0282812738738005,1
0.933090760892103,1,2,19,338,75,-1.04837274073339,1
0.933090760892103,1,2,19,240,75,-1.04837274073339,1
0.933090760892103,4,2,19,606,75,1.0282812738738005,1
0.933090760892103,4,2,19,332,75,1.0282812738738005,1
0.933090760892103,1,2,19,292,75,-1.04837274073339,1
0.933090760892103,1,2,19,270,75,-1.04837274073339,1
0.933090760892103,4,2,19,866,75,-1.04837274073339,1
0.933090760892103,4,2,19,607,75,-1.04837274073339,1
0.933090760892103,4,2,19,1012,75,1.0282812738738005,1
0.933090760892103,4,2,19,887,75,1.0282812738738005,1
0.933090760892103,4,2,19,379,75,1.0282812738738005,1
0.933090760892103,4,2,19,292,75,1.0282812738738005,1
0.933090760892103,4,2,19,835,75,-1.04837274073339,1
0.933090760892103,4,2,19,705,75,-1.04837274073339,1
0.933090760892103,4,2,19,927,75,-1.04837274073339,1
0.933090760892103,4,2,19,632,75,-1.04837274073339,1
0.933090760892103,3,2,19,432,75,-0.010045733429794819,0
0.933090760892103,3,2,12,56,39,1.0282812738738005,0
0.933090760892103,3,2,8,146,29,-1.04837274073339,1
0.933090760892103,3,2,8,132,29,-1.04837274073339,1
0.933090760892103,4,2,19,639,75,-1.04837274073339,1
0.933090760892103,4,2,19,735,75,-1.04837274073339,1
0.933090760892103,4,2,19,434,75,-1.04837274073339,1
0.933090760892103,4,2,19,818,75,-1.04837274073339,1
0.933090760892103,4,2,19,663,75,-1.04837274073339,1
0.933090760892103,4,2,19,663,75,1.0282812738738005,1
0.933090760892103,4,2,19,509,75,1.0282812738738005,1
0.933090760892103,4,2,19,509,75,-1.04837274073339,1
0.933090760892103,4,2,8,185,12,1.0282812738738005,1
0.933090760892103,4,2,8,132,12,1.0282812738738005,1
0.933090760892103,4,2,19,943,75,-1.04837274073339,1
0.933090760892103,4,2,19,687,75,-1.04837274073339,1
0.933090760892103,4,2,19,908,75,1.0282812738738005,1
0.933090760892103,4,2,19,818,75,1.0282812738738005,1
0.933090760892103,3,2,8,253,29,-1.04837274073339,1
0.933090760892103,3,2,8,185,29,-1.04837274073339,1
-3.0720695815415766,2,2,19,34,56,-1.04837274073339,1
0.933090760892103,3,2,8,339,29,1.0282812738738005,1
0.933090760892103,3,2,8,199,29,1.0282812738738005,1
0.933090760892103,1,2,19,338,75,1.0282812738738005,1
0.933090760892103,1,2,19,292,75,1.0282812738738005,1
0.933090760892103,4,2,19,705,75,-1.04837274073339,1
0.933090760892103,3,2,19,1004,75,-1.04837274073339,1
0.933090760892103,3,2,19,960,75,-1.04837274073339,1
0.933090760892103,4,2,19,924,75,-1.04837274073339,1
0.933090760892103,4,2,19,803,75,-1.04837274073339,1
0.933090760892103,4,2,19,818,75,-1.04837274073339,1
0.933090760892103,3,2,19,927,75,-1.04837274073339,1
0.933090760892103,3,2,19,851,75,-1.04837274073339,1
0.933090760892103,4,2,19,779,75,1.0282812738738005,1
0.933090760892103,4,2,19,481,75,1.0282812738738005,1
0.933090760892103,4,2,19,851,75,1.0282812738738005,1
0.933090760892103,4,2,7,179,28,-0.010045733429794819,2
0.933090760892103,2,2,19,908,75,-1.04837274073339,1
0.933090760892103,2,2,19,868,75,-1.04837274073339,1
0.933090760892103,3,2,19,779,75,-1.04837274073339,1
0.933090760892103,4,2,19,851,75,1.0282812738738005,1
0.933090760892103,4,2,19,663,75,1.0282812738738005,1
0.933090760892103,4,2,19,897,75,-1.04837274073339,1
0.933090760892103,4,2,19,738,75,-1.04837274073339,1
0.933090760892103,4,2,19,953,75,-1.04837274073339,1
0.933090760892103,4,2,19,747,75,-1.04837274073339,1
0.933090760892103,4,2,19,918,11,-1.04837274073339,1
0.933090760892103,4,2,19,761,11,-1.04837274073339,1
0.933090760892103,4,2,19,509,75,1.0282812738738005,1
0.933090760892103,4,2,19,292,75,1.0282812738738005,1
0.933090760892103,1,2,12,41,39,1.0282812738738005,0
0.933090760892103,4,2,0,261,5,1.0282812738738005,1
0.933090760892103,3,2,16,293,27,-1.04837274073339,1
0.933090760892103,4,2,19,613,75,-1.04837274073339,1
0.933090760892103,4,2,19,509,75,-1.04837274073339,1
0.933090760892103,4,2,19,554,75,-1.04837274073339,1
0.933090760892103,2,2,19,1016,75,-1.04837274073339,1
0.933090760892103,2,2,19,979,75,-1.04837274073339,1
0.933090760892103,4,2,19,402,75,-1.04837274073339,1
0.933090760892103,4,2,19,315,75,-1.04837274073339,1
0.933090760892103,4,2,19,960,75,-1.04837274073339,1
0.933090760892103,4,2,19,715,75,-1.04837274073339,1
0.933090760892103,3,2,19,851,75,1.0282812738738005,1
0.933090760892103,4,2,19,402,75,-1.04837274073339,1
0.933090760892103,2,2,19,639,75,-1.04837274073339,1
0.933090760892103,2,2,19,481,75,-1.04837274073339,1
0.933090760892103,4,2,19,864,75,-1.04837274073339,1
0.933090760892103,4,2,19,672,75,-1.04837274073339,1
0.933090760892103,4,2,19,939,75,-1.04837274073339,0
0.933090760892103,4,2,19,524,75,-1.04837274073339,0
0.933090760892103,4,2,19,937,75,-1.04837274073339,1
0.933090760892103,4,2,19,639,75,-1.04837274073339,1
0.933090760892103,4,2,19,822,75,-1.04837274073339,1
0.933090760892103,4,2,19,586,75,-1.04837274073339,1
0.933090760892103,4,2,19,818,75,1.0282812738738005,1
0.933090760892103,4,2,19,470,75,1.0282812738738005,1
-0.4019626865857902,4,2,7,350,26,1.0282812738738005,0
0.933090760892103,4,2,19,589,75,-1.04837274073339,1
0.933090760892103,4,2,19,438,75,-1.04837274073339,1
0.933090760892103,4,2,19,1000,75,-1.04837274073339,1
0.933090760892103,4,2,19,797,75,-1.04837274073339,1
0.933090760892103,4,2,19,315,75,-1.04837274073339,1
0.933090760892103,4,2,19,270,75,-1.04837274073339,1
0.933090760892103,4,2,19,705,75,1.0282812738738005,1
0.933090760892103,4,2,19,757,75,1.0282812738738005,1
0.933090760892103,4,2,19,639,75,1.0282812738738005,1
0.933090760892103,4,2,19,851,75,-1.04837274073339,1
0.933090760892103,4,2,19,653,75,-1.04837274073339,1
0.933090760892103,4,2,19,942,75,-1.04837274073339,0
0.933090760892103,4,2,19,530,75,-1.04837274073339,0
0.933090760892103,4,2,19,675,75,1.0282812738738005,1
0.933090760892103,4,2,19,501,75,1.0282812738738005,1
0.933090760892103,4,2,19,753,75,1.0282812738738005,1
0.933090760892103,4,2,19,474,75,1.0282812738738005,1
0.933090760892103,4,2,19,971,75,-1.04837274073339,0
0.933090760892103,2,2,19,757,75,-1.04837274073339,1
0.933090760892103,2,2,19,460,75,-1.04837274073339,1
0.933090760892103,4,2,19,563,75,1.0282812738738005,1
0.933090760892103,4,2,19,460,75,1.0282812738738005,1
0.933090760892103,4,2,19,868,75,1.0282812738738005,1
0.933090760892103,4,2,19,793,75,1.0282812738738005,1
0.933090760892103,4,2,19,660,75,1.0282812738738005,1
0.933090760892103,4,2,19,549,75,1.0282812738738005,1
0.933090760892103,4,2,19,907,75,1.0282812738738005,1
0.933090760892103,4,2,19,645,75,1.0282812738738005,1
0.933090760892103,4,2,19,589,75,-1.04837274073339,1
0.933090760892103,4,2,19,849,75,-1.04837274073339,1
0.933090760892103,4,2,19,714,75,-1.04837274073339,1
0.933090760892103,2,2,19,910,75,1.0282812738738005,1
0.933090760892103,2,2,19,676,75,1.0282812738738005,1
0.933090760892103,4,2,19,805,75,-1.04837274073339,1
0.933090760892103,4,2,19,554,75,-1.04837274073339,1
0.933090760892103,4,2,19,883,75,-1.04837274073339,1
0.933090760892103,4,2,19,591,75,-1.04837274073339,1
0.933090760892103,4,2,19,402,75,1.0282812738738005,1
0.933090760892103,4,2,19,771,75,-1.04837274073339,1
0.933090760892103,4,2,19,454,75,-1.04837274073339,1
0.933090760892103,4,2,19,949,75,-1.04837274073339,1
0.933090760892103,4,2,19,779,75,-1.04837274073339,1
0.933090760892103,4,2,19,626,75,1.0282812738738005,1
0.933090760892103,4,2,19,848,75,-1.04837274073339,1
0.933090760892103,4,2,19,434,75,-1.04837274073339,1
0.933090760892103,4,2,19,538,75,1.0282812738738005,1
0.933090760892103,4,2,19,470,75,1.0282812738738005,1
0.933090760892103,4,2,19,883,75,-1.04837274073339,1
0.933090760892103,4,2,19,687,75,-1.04837274073339,1
0.933090760892103,4,2,19,481,75,1.0282812738738005,1
0.933090760892103,4,2,19,343,75,1.0282812738738005,1
0.933090760892103,4,2,19,721,75,-1.04837274073339,1
0.933090760892103,4,2,19,613,75,-1.04837274073339,1
0.933090760892103,4,2,19,609,75,-1.04837274073339,1
0.933090760892103,4,2,19,440,75,-1.04837274073339,1
0.933090760892103,1,2,2,125,11,-1.04837274073339,0
-0.4019626865857902,4,2,19,984,11,-1.04837274073339,2
0.933090760892103,4,1,19,159,74,-0.010045733429794819,2
0.933090760892103,3,2,19,989,75,1.0282812738738005,1
0.933090760892103,3,2,19,666,75,1.0282812738738005,1
0.933090760892103,1,2,2,170,11,1.0282812738738005,0
0.933090760892103,4,2,19,961,75,-1.04837274073339,1
0.933090760892103,4,2,19,702,75,-1.04837274073339,1
0.933090760892103,1,2,19,564,75,1.0282812738738005,1
0.933090760892103,1,2,19,276,75,1.0282812738738005,1
0.933090760892103,3,2,19,370,75,1.0282812738738005,1
0.933090760892103,3,2,19,171,75,1.0282812738738005,1
0.933090760892103,4,2,19,757,11,1.0282812738738005,1
0.933090760892103,4,2,19,589,11,1.0282812738738005,1
0.933090760892103,4,2,19,967,75,-1.04837274073339,1
0.933090760892103,4,2,19,648,75,-1.04837274073339,1
0.933090760892103,4,2,19,913,75,1.0282812738738005,1
0.933090760892103,4,2,19,861,75,1.0282812738738005,1
0.933090760892103,4,2,19,579,75,1.0282812738738005,1
0.933090760892103,4,2,19,910,75,-1.04837274073339,1
0.933090760892103,4,2,19,648,75,-1.04837274073339,1
0.933090760892103,4,2,19,802,75,-1.04837274073339,1
0.933090760892103,4,2,19,561,75,-1.04837274073339,1
0.933090760892103,4,2,19,938,75,1.0282812738738005,1
0.933090760892103,4,2,19,690,75,1.0282812738738005,1
0.933090760892103,4,2,19,1006,75,1.0282812738738005,1
0.933090760892103,4,2,19,849,75,1.0282812738738005,1
0.933090760892103,3,2,7,154,26,1.0282812738738005,1
0.933090760892103,4,2,19,663,75,-1.04837274073339,1
0.933090760892103,4,2,19,563,75,-1.04837274073339,1
0.933090760892103,4,2,19,613,75,1.0282812738738005,1
0.933090760892103,4,2,19,460,75,1.0282812738738005,1
0.933090760892103,3,2,19,355,75,-1.04837274073339,1
0.933090760892103,3,2,19,292,75,-1.04837274073339,1
0.933090760892103,3,2,8,840,29,-1.04837274073339,1
0.933090760892103,3,2,8,416,29,-1.04837274073339,1
0.933090760892103,4,2,19,941,75,-1.04837274073339,1
0.933090760892103,4,2,19,792,75,-1.04837274073339,1
0.933090760892103,3,2,19,563,75,-1.04837274073339,1
0.933090760892103,3,2,19,315,75,-1.04837274073339,1
0.933090760892103,4,2,19,960,75,-1.04837274073339,1
0.933090760892103,4,2,19,705,75,1.0282812738738005,1
0.933090760892103,4,2,19,509,75,1.0282812738738005,1
0.933090760892103,4,2,19,996,75,-1.04837274073339,1
0.933090760892103,4,2,19,858,75,-1.04837274073339,1
0.933090760892103,4,2,19,687,75,-1.04837274073339,1
0.933090760892103,4,2,19,851,75,-1.04837274073339,1
0.933090760892103,4,2,19,695,75,1.0282812738738005,1
0.933090760892103,4,2,19,428,75,1.0282812738738005,1
0.933090760892103,3,2,19,779,75,1.0282812738738005,1
0.933090760892103,3,2,19,613,75,1.0282812738738005,1
0.933090760892103,2,2,19,851,75,-1.04837274073339,1
0.933090760892103,2,2,19,639,75,-1.04837274073339,1
0.933090760892103,3,2,19,259,75,-1.04837274073339,0
0.933090760892103,1,2,19,209,75,1.0282812738738005,1
0.933090760892103,3,2,19,538,75,-1.04837274073339,1
0.933090760892103,3,2,19,355,75,-1.04837274073339,1
0.933090760892103,4,2,19,432,75,1.0282812738738005,1
0.933090760892103,4,2,19,355,75,1.0282812738738005,1
0.933090760892103,1,2,19,687,75,-1.04837274073339,1
0.933090760892103,1,2,19,538,75,-1.04837274073339,1
0.933090760892103,4,2,19,943,75,-1.04837274073339,1
0.933090760892103,4,2,19,782,75,-1.04837274073339,1
0.933090760892103,4,2,19,962,75,-1.04837274073339,1
0.933090760892103,4,2,19,683,75,-1.04837274073339,1
0.933090760892103,2,2,19,779,75,-1.04837274073339,1
0.933090760892103,2,2,19,687,75,-1.04837274073339,1
0.933090760892103,4,2,19,822,75,-1.04837274073339,1
0.933090760892103,4,2,19,586,75,-1.04837274073339,1
0.933090760892103,4,2,19,644,75,-1.04837274073339,1
0.933090760892103,4,2,19,292,75,-1.04837274073339,1
0.933090760892103,1,2,19,236,75,1.0282812738738005,1
0.933090760892103,1,2,19,193,75,1.0282812738738005,1
0.933090760892103,4,2,19,738,75,-1.04837274073339,1
0.933090760892103,4,2,19,878,75,1.0282812738738005,1
0.933090760892103,4,2,19,740,75,1.0282812738738005,1
0.933090760892103,4,2,19,538,75,-1.04837274073339,1
0.933090760892103,4,2,19,402,75,-1.04837274073339,1
0.933090760892103,3,2,19,589,75,-1.04837274073339,1
0.933090760892103,3,2,19,509,75,-1.04837274073339,1
0.933090760892103,4,2,19,851,75,1.0282812738738005,1
0.933090760892103,4,2,19,738,75,1.0282812738738005,1
0.933090760892103,4,2,19,743,37,-1.04837274073339,1
0.933090760892103,4,2,19,476,37,-1.04837274073339,1
0.933090760892103,4,2,19,681,75,-1.04837274073339,1
0.933090760892103,4,2,19,403,75,-1.04837274073339,1
0.933090760892103,4,2,19,481,11,1.0282812738738005,1
0.933090760892103,4,2,19,379,11,1.0282812738738005,1
0.933090760892103,3,2,19,787,75,-1.04837274073339,1
0.933090760892103,3,2,19,515,75,-1.04837274073339,1
0.933090760892103,4,2,19,862,75,-1.04837274073339,1
0.933090760892103,4,2,19,480,75,-1.04837274073339,1
0.933090760892103,3,2,8,281,29,-1.04837274073339,1
0.933090760892103,3,2,8,185,29,-1.04837274073339,1
0.933090760892103,1,2,19,365,75,1.0282812738738005,1
0.933090760892103,1,2,19,220,75,1.0282812738738005,1
0.933090760892103,4,2,19,563,75,1.0282812738738005,1
0.933090760892103,4,2,19,968,11,-1.04837274073339,1
0.933090760892103,4,2,19,818,11,-1.04837274073339,1
0.933090760892103,3,2,19,730,75,-1.04837274073339,1
0.933090760892103,3,2,19,444,75,-1.04837274073339,1
0.933090760892103,3,2,19,644,75,-1.04837274073339,1
0.933090760892103,3,2,19,292,75,-1.04837274073339,1
-0.4019626865857902,1,2,7,208,57,1.0282812738738005,0
0.933090760892103,2,2,19,994,75,1.0282812738738005,1
0.933090760892103,2,2,19,875,75,1.0282812738738005,1
0.933090760892103,4,2,19,315,75,1.0282812738738005,1
0.933090760892103,4,2,19,916,75,-1.04837274073339,1
0.933090760892103,4,2,19,768,75,-1.04837274073339,1
0.933090760892103,2,2,19,1022,75,-1.04837274073339,1
0.933090760892103,2,2,19,958,75,-1.04837274073339,1
0.933090760892103,3,2,19,927,75,-1.04837274073339,1
0.933090760892103,3,2,19,908,75,-1.04837274073339,1
0.933090760892103,4,2,19,1001,75,1.0282812738738005,1
0.933090760892103,4,2,19,846,75,1.0282812738738005,1
0.933090760892103,3,2,19,883,75,1.0282812738738005,1
0.933090760892103,3,2,19,670,75,1.0282812738738005,1
0.933090760892103,4,2,19,1011,75,-1.04837274073339,1
0.933090760892103,4,2,19,741,75,-1.04837274073339,1
0.933090760892103,1,2,7,59,26,-1.04837274073339,1
0.933090760892103,4,2,19,452,74,-1.04837274073339,1
0.933090760892103,4,2,19,209,74,-1.04837274073339,1
0.933090760892103,3,2,19,584,75,1.0282812738738005,1
0.933090760892103,3,2,19,532,75,1.0282812738738005,1
0.933090760892103,4,2,19,743,75,-1.04837274073339,1
0.933090760892103,4,2,19,476,75,-1.04837274073339,1
0.933090760892103,4,2,19,919,75,-1.04837274073339,1
0.933090760892103,4,2,19,757,75,-1.04837274073339,1
0.933090760892103,4,2,19,927,75,-1.04837274073339,1
0.933090760892103,4,2,19,536,75,-1.04837274073339,1
0.933090760892103,4,2,19,757,75,-1.04837274073339,1
0.933090760892103,4,2,19,654,75,-1.04837274073339,1
0.933090760892103,4,2,19,540,75,-1.04837274073339,1
0.933090760892103,4,2,19,851,75,-1.04837274073339,1
0.933090760892103,4,2,19,663,75,-1.04837274073339,1
0.933090760892103,1,2,19,705,75,-1.04837274073339,1
0.933090760892103,1,2,19,509,75,-1.04837274073339,1
0.933090760892103,4,2,19,797,75,1.0282812738738005,1
0.933090760892103,4,2,19,511,75,1.0282812738738005,1
0.933090760892103,4,2,19,789,75,1.0282812738738005,1
0.933090760892103,4,2,19,738,75,1.0282812738738005,1
0.933090760892103,4,2,19,538,75,1.0282812738738005,1
0.933090760892103,4,2,19,960,75,-1.04837274073339,1
0.933090760892103,3,2,19,589,75,-0.010045733429794819,0
0.933090760892103,4,2,11,1032,38,-1.04837274073339,0
0.933090760892103,4,2,19,900,75,1.0282812738738005,1
0.933090760892103,4,2,19,793,75,1.0282812738738005,1
0.933090760892103,4,2,19,779,75,1.0282812738738005,1
0.933090760892103,4,2,19,721,75,1.0282812738738005,1
0.933090760892103,3,2,19,634,75,-1.04837274073339,1
0.933090760892103,3,2,19,482,75,-1.04837274073339,1
0.933090760892103,3,2,19,563,75,-1.04837274073339,1
0.933090760892103,3,2,19,355,75,-1.04837274073339,1
0.933090760892103,4,2,19,753,75,1.0282812738738005,1
0.933090760892103,4,2,19,574,75,1.0282812738738005,1
0.933090760892103,4,2,19,877,75,-1.04837274073339,1
0.933090760892103,4,2,19,557,75,-1.04837274073339,1
0.933090760892103,4,2,19,730,75,-1.04837274073339,1
0.933090760892103,4,2,19,444,75,-1.04837274073339,1
0.933090760892103,3,2,19,661,75,-1.04837274073339,1
0.933090760892103,3,2,19,409,75,-1.04837274073339,1
0.933090760892103,2,2,19,402,75,-1.04837274073339,1
0.933090760892103,4,2,19,818,75,1.0282812738738005,1
0.933090760892103,4,2,19,379,75,1.0282812738738005,1
0.933090760892103,4,2,19,445,75,-1.04837274073339,1
0.933090760892103,3,2,7,387,37,-1.04837274073339,1
0.933090760892103,3,2,7,318,37,-1.04837274073339,1
0.933090760892103,3,2,19,554,75,-1.04837274073339,1
0.933090760892103,3,2,19,338,75,-1.04837274073339,1
0.933090760892103,3,2,19,668,75,-1.04837274073339,1
0.933090760892103,3,2,19,613,75,-1.04837274073339,1
0.933090760892103,4,2,19,908,75,-1.04837274073339,1
0.933090760892103,4,2,19,738,75,-1.04837274073339,1
0.933090760892103,1,2,19,10,30,-1.04837274073339,2
0.933090760892103,1,2,7,133,20,-0.010045733429794819,1
0.933090760892103,4,2,19,705,11,1.0282812738738005,1
0.933090760892103,4,2,19,639,11,1.0282812738738005,1
0.933090760892103,3,2,19,683,75,-1.04837274073339,1
0.933090760892103,3,2,19,630,75,-1.04837274073339,1
0.933090760892103,3,2,8,310,29,-1.04837274073339,1
0.933090760892103,3,2,8,163,29,-1.04837274073339,1
0.933090760892103,1,2,19,818,75,-1.04837274073339,1
0.933090760892103,1,2,19,509,75,-1.04837274073339,1
0.933090760892103,3,2,8,339,29,-1.04837274073339,1
0.933090760892103,3,2,8,458,29,-1.04837274073339,1
0.933090760892103,3,2,8,281,29,-1.04837274073339,1
0.933090760892103,4,2,19,468,75,-1.04837274073339,1
0.933090760892103,2,2,19,976,75,-1.04837274073339,1
0.933090760892103,2,2,19,933,75,-1.04837274073339,1
0.933090760892103,1,2,3,514,13,-0.010045733429794819,0
-0.4019626865857902,3,2,7,284,20,1.0282812738738005,1
0.933090760892103,3,2,19,292,75,1.0282812738738005,1
0.933090760892103,3,2,19,211,75,1.0282812738738005,1
-0.4019626865857902,4,2,7,748,37,1.0282812738738005,0
0.933090760892103,3,2,7,210,4,1.0282812738738005,1
