Gender,ParentalEducation,StudyTimeWeekly,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,target
-1.0219806477837263,3,-0.3267126328649948,0,2,0,1,0,0,5
0.9784921095801632,1,0.7263925907870986,1,2,1,1,0,0,3
0.9784921095801632,0,0.002559107019662908,0,4,0,1,0,0,4
0.9784921095801632,2,0.08484907537169244,0,3,1,0,0,0,4
0.9784921095801632,2,-0.7814621485324273,0,2,0,1,0,0,5
0.9784921095801632,2,-0.11907730097637223,0,3,0,1,0,0,5
-1.0219806477837263,2,-0.06304275801864982,0,2,1,0,0,1,5
0.9784921095801632,1,0.7716158774715518,1,3,0,0,0,0,4
0.9784921095801632,2,1.5996921300494178,0,2,0,1,0,0,3
0.9784921095801632,1,-0.5636581835663265,1,1,1,0,0,0,5
0.9784921095801632,2,-1.5797286390090166,0,3,1,0,0,0,5
0.9784921095801632,2,0.027233136544094285,0,3,0,0,0,0,3
-1.0219806477837263,1,0.19768493944061358,1,2,1,0,1,0,5
0.9784921095801632,1,-1.1329870090198664,0,2,1,0,0,0,3
-1.0219806477837263,2,0.9620828455315912,0,3,1,0,0,1,2
-1.0219806477837263,2,1.7564235616181658,1,3,0,0,0,0,2
-1.0219806477837263,1,1.6178630006884622,0,3,1,0,0,0,5
-1.0219806477837263,4,-1.0315448486766503,0,2,1,1,0,0,4
0.9784921095801632,2,1.3686890662494915,1,4,1,1,0,0,2
-1.0219806477837263,4,0.7640113471288408,0,3,0,0,0,0,3
-1.0219806477837263,2,-0.12298491828130176,1,3,1,0,0,0,5
0.9784921095801632,2,0.1840592655583955,0,3,0,0,0,0,3
0.9784921095801632,3,1.277518073783576,0,1,1,0,0,0,3
0.9784921095801632,2,-0.0299549421324375,0,0,1,1,0,0,5
-1.0219806477837263,2,-0.4083529610948302,1,3,0,0,0,0,5
0.9784921095801632,1,0.016448096865521088,0,2,0,0,0,1,5
0.9784921095801632,2,0.3203706136465167,1,3,0,0,0,0,4
-1.0219806477837263,1,-1.059955902827231,0,2,1,0,0,0,4
0.9784921095801632,1,1.4590865615052164,0,2,0,0,0,0,4
0.9784921095801632,0,0.6567612666755297,1,1,1,0,1,0,3
0.9784921095801632,0,0.5119594912377652,0,3,1,1,0,0,5
0.9784921095801632,4,-1.3769689479170117,0,1,1,0,0,1,2
-1.0219806477837263,1,0.40899743549437745,0,3,1,0,1,0,5
0.9784921095801632,2,-1.3010100531068878,0,2,0,0,0,0,5
0.9784921095801632,3,-1.4505713916165603,0,3,1,0,0,0,5
-1.0219806477837263,2,0.13699253647905635,0,1,0,0,1,0,5
0.9784921095801632,1,-0.30368099517864383,0,1,0,0,0,0,5
-1.0219806477837263,2,0.354628094524621,0,3,0,1,0,1,3
0.9784921095801632,2,-1.413327047340865,0,2,1,0,0,0,4
-1.0219806477837263,2,-0.20389485971672958,0,1,1,0,0,0,5
-1.0219806477837263,2,-1.1105290419978342,1,4,0,0,0,0,4
-1.0219806477837263,4,1.7641062722094603,1,1,1,0,0,0,5
-1.0219806477837263,2,0.2567439754537961,0,2,1,0,0,0,5
0.9784921095801632,1,0.7036503942346871,0,1,0,0,0,0,5
-1.0219806477837263,2,-0.5774702083765056,1,2,1,0,1,1,5
0.9784921095801632,0,-1.3938042430692301,0,2,0,0,1,0,3
-1.0219806477837263,3,1.7243680104151276,0,1,0,0,1,1,5
-1.0219806477837263,1,-0.716047946292635,0,3,1,0,0,0,2
-1.0219806477837263,1,-0.2292855001706379,1,2,0,0,0,0,5
0.9784921095801632,3,0.5706863167431515,0,3,0,0,0,0,4
-1.0219806477837263,2,-1.6416693074378363,1,1,1,0,0,0,5
0.9784921095801632,1,1.138296980334122,1,2,1,0,0,0,5
0.9784921095801632,2,0.16978787466360176,0,0,1,0,1,0,3
0.9784921095801632,3,-0.7445066446037889,1,3,0,0,0,0,5
0.9784921095801632,1,-1.5110488229441486,0,3,0,0,0,0,5
0.9784921095801632,3,-1.1540151905261018,0,3,1,1,0,1,5
0.9784921095801632,0,1.4382999552497464,0,2,0,1,0,1,4
0.9784921095801632,2,0.6986513183038462,0,3,0,0,1,0,5
0.9784921095801632,3,-0.8447101372297614,0,3,0,0,0,0,3
0.9784921095801632,1,-1.4969190722807086,0,0,1,0,0,0,5
-1.0219806477837263,2,0.714898379431107,0,1,0,0,1,0,5
-1.0219806477837263,1,0.29658235201029126,0,2,0,0,0,0,5
-1.0219806477837263,2,-0.29754470560028634,0,3,0,1,0,0,5
-1.0219806477837263,2,-0.4423112476983084,1,0,0,0,0,0,5
-1.0219806477837263,2,-0.9618008355960673,0,3,0,1,0,0,2
0.9784921095801632,1,0.6405686898679201,0,2,0,0,0,0,5
0.9784921095801632,1,1.7059560850037507,0,2,0,0,0,0,5
0.9784921095801632,0,-1.1072431335051927,0,1,0,1,0,1,5
0.9784921095801632,1,0.38402281766183943,0,2,0,1,0,1,5
0.9784921095801632,2,-0.22795182095871017,0,0,0,1,0,0,5
0.9784921095801632,3,-0.14831527267813813,0,0,0,1,0,0,3
0.9784921095801632,2,-0.8296858463537676,0,3,0,0,1,0,3
-1.0219806477837263,2,1.1909396473755363,1,2,0,0,1,0,5
-1.0219806477837263,4,-0.01183380371824165,1,2,0,0,0,0,5
-1.0219806477837263,2,0.19394978001928678,0,1,1,0,1,0,5
-1.0219806477837263,3,-0.650573029714223,1,2,0,1,0,0,2
0.9784921095801632,2,-1.085680291468074,0,0,1,1,0,0,5
0.9784921095801632,1,-1.4250468585168026,0,2,0,1,0,0,3
0.9784921095801632,0,0.7980743284643028,1,2,0,0,0,0,4
-1.0219806477837263,2,-1.0346298451051366,0,2,1,0,0,0,5
0.9784921095801632,1,0.7129875615628463,0,4,0,1,0,0,4
0.9784921095801632,1,-0.3475945928853867,0,2,0,0,0,0,5
0.9784921095801632,2,-0.25771424540070986,0,2,1,0,0,0,5
-1.0219806477837263,2,-0.06873142335117743,0,2,0,1,0,0,5
0.9784921095801632,2,-0.4278124708367102,0,1,0,0,1,0,3
-1.0219806477837263,1,-1.3729921890141306,0,3,0,1,0,0,5
-1.0219806477837263,1,-0.63333577421551,0,2,1,0,0,0,4
-1.0219806477837263,2,0.6197713806821917,1,1,1,0,0,0,3
-1.0219806477837263,4,0.6270261173619653,0,3,0,0,0,1,2
0.9784921095801632,2,-0.7161708431331727,1,0,0,0,0,0,5
-1.0219806477837263,3,-0.10084580355539352,0,4,1,0,0,1,4
-1.0219806477837263,2,-1.044492741872078,1,3,0,0,0,0,2
0.9784921095801632,2,-0.9845986377559638,1,2,0,1,1,0,3
0.9784921095801632,1,-1.647509110204546,0,1,1,1,0,0,5
-1.0219806477837263,2,1.4443608701177522,0,1,0,0,0,0,2
0.9784921095801632,2,-0.9834146049569328,0,1,1,0,0,0,4
-1.0219806477837263,2,-0.9238660376293519,1,1,1,0,0,0,5
-1.0219806477837263,2,-0.7396080409862105,0,2,1,1,0,1,5
-1.0219806477837263,2,-1.2781937957676668,0,4,0,0,1,1,5
-1.0219806477837263,1,0.5331710907320689,0,2,0,0,0,0,5
0.9784921095801632,2,-1.4631509327283079,1,3,0,0,0,0,4
-1.0219806477837263,1,-1.2541497599811324,0,3,0,0,0,0,5
0.9784921095801632,3,0.5526128441730742,0,3,0,0,0,0,5
0.9784921095801632,1,-0.5270690523566677,0,0,0,1,1,1,5
0.9784921095801632,0,0.7762351239915275,1,2,0,1,0,0,5
0.9784921095801632,2,0.24356019492865824,0,3,0,0,0,0,5
-1.0219806477837263,2,-0.8230544661557229,0,3,0,0,0,1,5
0.9784921095801632,2,0.5740978464478937,0,4,0,0,0,0,4
-1.0219806477837263,1,-1.3175964645841831,0,3,0,0,0,1,5
0.9784921095801632,2,0.1691940351458995,1,1,0,0,0,0,4
0.9784921095801632,1,-0.18207785084965966,0,2,1,0,0,1,3
-1.0219806477837263,3,-0.781110855642482,0,0,1,1,0,0,5
-1.0219806477837263,3,0.4083995847727558,1,3,0,0,0,0,5
-1.0219806477837263,2,1.3544288464914125,1,2,0,0,0,0,4
0.9784921095801632,1,1.8058807413103892,0,3,0,0,0,0,5
0.9784921095801632,2,0.42169768082514114,0,4,0,0,0,1,5
-1.0219806477837263,0,-0.29688524591515464,1,3,0,0,1,0,3
-1.0219806477837263,2,-0.932100094543991,0,2,1,0,0,1,5
-1.0219806477837263,1,-0.8192505247666535,1,1,0,0,0,0,4
-1.0219806477837263,3,-0.03236120722362661,1,3,1,1,1,0,2
0.9784921095801632,0,-0.42933702111485134,0,1,0,0,0,0,5
-1.0219806477837263,2,1.504761448113531,1,1,0,0,0,0,5
-1.0219806477837263,2,-0.42573532345964343,0,1,0,0,0,0,5
-1.0219806477837263,2,-0.40751347367676444,0,2,1,0,0,0,3
-1.0219806477837263,0,-0.3718070023894226,0,1,0,0,0,0,4
0.9784921095801632,4,1.2315842433229363,1,4,0,1,1,0,5
-1.0219806477837263,2,0.5739576040566047,0,4,1,0,0,0,5
0.9784921095801632,2,0.44436768600135484,0,4,0,0,1,0,2
-1.0219806477837263,1,-0.546594869497589,1,0,0,0,0,1,3
-1.0219806477837263,2,1.1653514655908501,0,4,0,0,0,0,2
0.9784921095801632,2,-1.593305722697189,0,4,0,0,1,0,5
-1.0219806477837263,0,1.352530549680399,1,4,0,1,0,0,2
0.9784921095801632,1,0.08546371228805778,1,3,0,0,0,0,5
0.9784921095801632,3,-0.3197306278198946,1,3,0,1,0,0,3
-1.0219806477837263,1,0.030319541712678102,1,1,0,0,0,0,5
0.9784921095801632,1,0.6327983985778841,0,3,1,0,0,0,5
0.9784921095801632,2,-1.683894118027382,0,0,1,0,0,0,5
0.9784921095801632,2,1.3552012451294508,0,2,0,0,0,0,5
0.9784921095801632,0,-0.14813548771799934,0,4,0,0,0,0,5
0.9784921095801632,2,-0.515370051724908,0,2,0,1,1,0,2
0.9784921095801632,1,-1.2398417952832013,1,1,0,0,0,0,4
0.9784921095801632,0,-0.17387743898934235,0,4,0,0,0,0,4
0.9784921095801632,0,0.027330970150033218,0,4,0,1,0,1,1
-1.0219806477837263,3,-0.3006334985833127,0,1,1,0,0,0,5
-1.0219806477837263,1,0.672590946495827,0,3,0,1,0,0,5
0.9784921095801632,0,-0.23958934429235532,0,2,1,0,0,0,5
-1.0219806477837263,2,1.673220356350123,0,2,0,0,1,1,2
0.9784921095801632,3,0.3916698580433153,0,1,0,0,0,0,5
0.9784921095801632,1,1.1284548168756323,0,0,0,0,0,0,5
-1.0219806477837263,2,-1.3420772712532976,1,1,0,1,0,0,3
0.9784921095801632,0,-0.32312415598176253,1,0,0,1,0,0,5
0.9784921095801632,2,-0.5370234821147627,0,4,0,0,0,0,5
0.9784921095801632,2,0.28623009174110714,1,3,1,0,0,0,2
0.9784921095801632,2,1.3182617935537468,0,3,0,0,1,0,3
-1.0219806477837263,1,-1.4518434487671967,0,3,0,0,0,0,4
0.9784921095801632,1,-1.4722391857375368,0,1,1,0,0,0,3
0.9784921095801632,1,1.2800572985191525,0,4,1,0,0,0,3
0.9784921095801632,1,-0.9758294120798515,1,3,1,1,0,0,5
-1.0219806477837263,0,0.6375323701551125,0,2,0,0,0,0,3
0.9784921095801632,2,0.19208227157346966,1,1,0,1,0,0,3
-1.0219806477837263,4,1.2183964012332258,0,3,0,0,0,0,5
-1.0219806477837263,4,-1.286400905016778,0,3,0,1,0,0,5
0.9784921095801632,3,-1.2697894600977382,1,3,0,0,0,0,5
0.9784921095801632,2,0.2414143063476723,0,0,0,0,0,0,5
-1.0219806477837263,2,1.620000226076131,0,1,1,1,0,0,4
0.9784921095801632,1,-0.26046406367651764,0,2,1,1,1,0,2
-1.0219806477837263,2,-0.5720776767360845,0,3,0,1,0,0,4
-1.0219806477837263,2,0.41789894429844177,0,0,0,0,0,0,3
0.9784921095801632,2,1.5636265481138147,0,2,0,1,0,1,5
0.9784921095801632,2,1.2326728656052117,0,2,0,0,0,0,3
-1.0219806477837263,1,1.793774104031193,0,3,0,0,0,0,2
-1.0219806477837263,1,-1.649202456648695,0,2,1,0,0,0,3
-1.0219806477837263,3,-1.3296834491735368,0,2,0,1,0,0,5
-1.0219806477837263,0,0.4277313593660639,0,3,0,0,0,0,4
0.9784921095801632,2,1.174808136416143,0,4,0,0,0,1,5
0.9784921095801632,3,-0.7196387680802818,0,1,1,0,0,0,5
0.9784921095801632,2,-0.8825424246045666,0,1,1,0,1,0,5
0.9784921095801632,2,1.0559013331422593,0,4,1,0,1,0,3
0.9784921095801632,1,-1.529543190426572,0,2,0,0,0,0,5
-1.0219806477837263,1,-0.42188798335330957,0,3,0,0,0,1,5
0.9784921095801632,3,0.06090186644937172,0,3,0,0,0,0,5
0.9784921095801632,2,0.25390747199712954,0,1,0,1,1,0,3
0.9784921095801632,2,0.8493731998394877,0,3,1,0,1,0,2
0.9784921095801632,0,-0.47333162200949125,0,3,0,0,0,0,5
0.9784921095801632,0,0.4391142794932413,0,2,0,0,0,0,3
-1.0219806477837263,4,0.3424727688965029,0,0,0,0,1,0,5
-1.0219806477837263,1,0.20884911483957047,0,4,0,0,0,0,3
-1.0219806477837263,2,0.5374899086871053,0,2,0,1,0,0,3
0.9784921095801632,0,-0.8109233792132094,1,3,0,0,0,0,2
-1.0219806477837263,2,-1.4295115633426696,0,3,0,0,0,0,5
-1.0219806477837263,3,-1.3069870947816051,1,2,0,0,0,0,4
0.9784921095801632,2,-0.9343108610170967,1,3,1,1,0,0,2
0.9784921095801632,1,0.041044500380395914,0,4,0,1,0,0,2
0.9784921095801632,2,1.2451115461848918,0,2,0,0,1,0,2
-1.0219806477837263,2,0.7526860637992527,0,2,0,0,0,0,5
-1.0219806477837263,2,1.0632083172049835,0,4,1,0,0,0,4
0.9784921095801632,3,-0.4870272290303213,0,1,1,0,0,1,4
0.9784921095801632,2,-0.2970697343774981,1,0,0,0,0,0,5
-1.0219806477837263,3,-0.33589721754764984,1,4,0,0,1,0,1
-1.0219806477837263,2,-1.0500630076121846,0,3,1,0,1,0,5
0.9784921095801632,1,-1.512433661458392,0,4,1,1,0,1,5
0.9784921095801632,1,0.3620802336036258,0,0,0,0,0,0,4
-1.0219806477837263,1,1.771596541516157,1,1,0,1,0,0,5
0.9784921095801632,3,-1.1386875126500398,1,1,0,0,0,0,5
-1.0219806477837263,2,-1.5638593019746954,1,3,1,0,0,1,4
-1.0219806477837263,2,1.02955789970834,0,3,0,0,0,0,5
-1.0219806477837263,1,-0.8352109207099668,0,2,0,0,1,0,5
-1.0219806477837263,1,1.2068959629861804,0,0,0,0,0,0,4
0.9784921095801632,2,0.7620403296644718,0,3,0,0,0,1,4
0.9784921095801632,2,1.6175049424688202,1,2,1,0,0,0,5
-1.0219806477837263,1,-0.28194658422551766,1,1,1,0,0,0,4
-1.0219806477837263,2,0.6135270478169298,0,4,0,1,0,0,3
-1.0219806477837263,0,-0.08402875864220051,0,1,1,0,0,0,3
-1.0219806477837263,1,0.5024746601106902,0,3,0,0,1,0,4
-1.0219806477837263,2,-0.138016638242974,1,3,1,0,0,0,3
0.9784921095801632,1,-1.0615321217541929,0,2,1,1,0,1,3
0.9784921095801632,4,0.06829161865277003,0,1,1,0,0,0,5
0.9784921095801632,1,0.14149854356382519,0,2,1,0,0,1,3
0.9784921095801632,1,1.1395168762913037,0,3,0,0,0,0,5
-1.0219806477837263,1,0.8738107331035545,1,1,1,0,0,0,5
-1.0219806477837263,2,0.6199740253257336,0,3,0,0,0,0,3
-1.0219806477837263,2,-1.327811584425142,0,4,0,0,0,0,3
-1.0219806477837263,2,0.82106660798401,0,4,0,0,1,0,3
-1.0219806477837263,0,0.04142393619957332,0,2,0,0,0,0,5
0.9784921095801632,0,1.4349935500365893,0,3,1,0,0,1,5
-1.0219806477837263,2,1.526194031911242,0,4,0,0,0,0,4
0.9784921095801632,3,-1.5338791833303898,0,2,1,0,0,0,3
0.9784921095801632,3,1.1750385883480057,1,1,1,0,0,0,5
0.9784921095801632,0,-1.5956642470655729,0,1,1,1,0,0,5
0.9784921095801632,2,-0.4297194817591739,0,1,0,0,0,0,5
-1.0219806477837263,3,0.19003627572907603,0,3,0,0,1,0,5
0.9784921095801632,1,-1.2049658449329486,0,2,0,0,0,0,5
0.9784921095801632,3,0.9120056551608856,0,3,0,0,0,0,3
