gender,cgpa,study_hours_per_day,attendance_percentage,projects_completed,coding_skill_rating,communication_skill_rating,hackathons_participated,certifications_count,sleep_hours,city_tier,internet_access,extracurricular_involvement,target
1,-0.07982203189105691,-0.27963592559663586,-0.15483650844643684,-1.2345416549069648,-1.3449214899514412,0.6885128790863014,-1.6878549508633178,-0.462095958812532,0.6404157427536213,0,1,0,2
0,-0.506900613810549,-0.5828025615447802,-1.0296879065071967,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,1.223393775888155,0.9890588936509105,2,1,2,2
0,-2.453584382559863,-0.7343858795188523,-0.013316429348371588,-1.2345416549069648,-1.3449214899514412,-0.022796080838863534,-0.435175832820376,-0.462095958812532,1.0762196813752325,1,1,0,2
0,-0.7849982950604504,-0.7343858795188523,0.4498401931543831,-1.2345416549069648,-1.3449214899514412,-0.022796080838863534,-1.061515391841847,-0.462095958812532,-0.14403134676528037,2,1,1,2
1,0.06915886877853382,-0.8859691974929245,-0.7466477483110681,-0.2555365184633201,-0.5637090945375297,-0.7341050407640285,-1.061515391841847,-1.0239258703794276,-0.40551370993824737,1,1,0,2
1,0.7743351319479291,0.3266973462996528,0.6942839661419492,0.7234686179803247,0.9987156962902936,-0.022796080838863534,0.817503285222566,0.6615638643212594,-0.23119213448960244,1,1,1,2
1,-0.5962891542123031,0.5288084369317487,-0.0905091997654986,1.212971186202147,0.9987156962902936,-0.022796080838863534,1.443842844244037,0.0997339527543637,-1.189960799457149,0,1,2,2
0,1.0325686931085523,0.8319750728798933,0.4498401931543831,-0.2555365184633201,-0.5637090945375297,-1.4454140006891936,-1.6878549508633178,-1.0239258703794276,-0.05687055904095752,1,1,1,2
1,0.3969168502516327,-0.8354414248349004,-0.06477827629312292,0.7234686179803247,0.21750330087638192,0.6885128790863014,0.191163726201095,-1.0239258703794276,-0.40551370993824737,2,1,1,2
0,1.3901228547155684,0.4782806642737249,0.1925309584306301,-0.2555365184633201,0.9987156962902936,1.3998218390114665,-0.435175832820376,-0.462095958812532,-1.189960799457149,1,1,2,2
1,-0.6161532743015814,-1.9975801959694535,-1.248400756022387,-0.7450390866851424,-0.5637090945375297,-0.022796080838863534,-1.061515391841847,0.0997339527543637,1.7735059831698121,1,1,2,2
1,-1.5001066182744849,-0.0775248349645397,-0.07764373802930984,1.212971186202147,0.9987156962902936,1.3998218390114665,1.443842844244037,-1.0239258703794276,1.0762196813752325,1,1,2,2
1,0.416780970340911,-1.0375525154669965,-0.11624012323787426,0.7234686179803247,0.9987156962902936,-1.4454140006891936,1.443842844244037,-1.0239258703794276,-0.7541568608355372,1,0,0,2
0,-0.2585991126945651,-1.542830242047237,-1.5057099907461402,-1.2345416549069648,-0.5637090945375297,-1.4454140006891936,-1.061515391841847,0.6615638643212594,-0.05687055904095752,2,1,1,2
0,-0.844590655328287,-0.3301636982546599,0.025279955860190998,0.2339660497585023,0.21750330087638192,0.6885128790863014,0.817503285222566,0.0997339527543637,1.599184407721168,2,1,0,2
0,-0.07982203189105691,-0.6838581068608282,-1.2998626029671376,0.2339660497585023,-0.5637090945375297,-0.7341050407640285,-0.435175832820376,0.0997339527543637,-1.189960799457149,0,1,2,2
0,-1.7086798792119113,-0.7849136521768764,-0.48933851358731506,0.2339660497585023,0.21750330087638192,0.6885128790863014,1.443842844244037,-1.0239258703794276,0.8147373182022662,2,1,0,1
0,0.009566508510697175,1.79200275338235,-0.013316429348371588,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,0.6615638643212594,1.7735059831698121,2,0,2,2
1,-1.42065013791737,-1.2901913787571169,-0.6823204396301298,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,1.223393775888155,-0.40551370993824737,0,1,0,2
1,-1.3809218977388125,0.6803917549058213,0.5141675018353213,0.7234686179803247,0.9987156962902936,-0.022796080838863534,1.443842844244037,0.0997339527543637,1.7735059831698121,0,0,2,2
1,0.1883435893142071,0.9835583908539653,0.539898425307697,-1.2345416549069648,-1.3449214899514412,0.6885128790863014,-1.6878549508633178,-1.0239258703794276,-0.05687055904095752,1,1,0,2
1,-0.16921057229281097,-1.1386080607830447,-0.8238405187281951,0.7234686179803247,0.21750330087638192,1.3998218390114665,0.817503285222566,-0.462095958812532,-0.7541568608355372,0,1,2,2
0,-0.17914263233745012,0.5288084369317487,-0.45074212837875244,0.2339660497585023,0.21750330087638192,0.6885128790863014,0.191163726201095,0.0997339527543637,-0.14403134676528037,0,1,2,2
1,-0.6360173943908606,0.3772251189576767,1.3375570529513316,-0.2555365184633201,-0.5637090945375297,-0.022796080838863534,0.817503285222566,-0.462095958812532,-1.712925525803083,0,0,0,2
0,-0.5168326738551882,-0.17858038028058765,-0.24489474059975078,-0.2555365184633201,0.21750330087638192,-0.7341050407640285,0.191163726201095,-0.462095958812532,0.6404157427536213,1,1,1,2
1,-1.1127562765335492,-0.3301636982546599,-0.06477827629312292,0.2339660497585023,0.21750330087638192,0.6885128790863014,-0.435175832820376,-0.462095958812532,1.0762196813752325,0,1,2,2
0,0.6154221712336992,0.12458625566755645,-0.37354935796162725,1.212971186202147,0.9987156962902936,1.3998218390114665,1.443842844244037,0.6615638643212594,0.8147373182022662,2,1,0,2
1,0.247935949582042,-1.2396636060990927,0.1539345732220675,0.7234686179803247,0.9987156962902936,-0.022796080838863534,0.817503285222566,0.0997339527543637,0.20461180413200947,1,1,1,2
0,-1.351125717604894,0.22564180098360465,0.810073121767637,-0.7450390866851424,-1.3449214899514412,1.3998218390114665,0.191163726201095,0.0997339527543637,0.9018981059265884,0,1,0,2
0,-0.586357094167663,-0.8354414248349004,-0.013316429348371588,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,0.817503285222566,2.9088835105888426,-0.5798352853868923,2,1,1,2
0,-0.9339791957300412,-0.27963592559663586,0.5656293487800726,-1.2345416549069648,-2.126133885365353,0.6885128790863014,-1.061515391841847,-1.0239258703794276,0.11745101640768663,1,1,1,1
0,-2.294671421845633,-1.4923024693892128,-1.106880676924323,-1.7240442231287871,-2.126133885365353,-0.7341050407640285,-2.3141945098847887,-1.0239258703794276,-0.14403134676528037,0,1,2,1
1,-1.182280696846025,-0.17858038028058765,-1.0296879065071967,-1.2345416549069648,-1.3449214899514412,-0.022796080838863534,-1.061515391841847,0.0997339527543637,1.7735059831698121,1,1,1,1
1,-0.5366967939444665,0.6298639822477969,1.1317096651723282,-2.2135467913506095,-1.3449214899514412,-1.4454140006891936,-1.6878549508633178,0.0997339527543637,0.9018981059265884,0,1,1,1
1,0.516101570787306,1.2361972541440855,0.012414494124002251,1.212971186202147,0.9987156962902936,1.3998218390114665,1.443842844244037,-1.5857557819463235,0.6404157427536213,1,1,1,2
0,1.1517534136442238,-0.1280526076225638,-0.4378766666425655,-0.2555365184633201,0.9987156962902936,-1.4454140006891936,0.191163726201095,0.6615638643212594,-1.8000863135274052,1,1,0,2
0,-0.2983273528731217,-1.2396636060990927,-0.5793967457406289,-2.2135467913506095,-1.3449214899514412,1.3998218390114665,-0.435175832820376,-1.0239258703794276,0.20461180413200947,1,1,0,2
1,0.2578680096266811,0.781447300221869,0.06387634106875359,-0.2555365184633201,0.21750330087638192,-1.4454140006891936,-0.435175832820376,-0.462095958812532,-0.14403134676528037,1,1,2,2
1,0.9133839725728788,0.3266973462996528,1.5176735172579578,1.212971186202147,0.9987156962902936,-0.7341050407640285,0.817503285222566,0.0997339527543637,-0.14403134676528037,0,1,1,2
1,0.3969168502516327,-0.17858038028058765,-0.3864148196978142,1.212971186202147,0.9987156962902936,-0.7341050407640285,0.817503285222566,-1.0239258703794276,-1.625764738078761,0,1,2,2
0,-0.3380555930516791,-0.1280526076225638,0.11533818801350493,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,0.6615638643212594,-0.05687055904095752,2,1,2,1
0,0.9133839725728788,0.023530710351508263,-0.4378766666425655,1.212971186202147,0.9987156962902936,-0.7341050407640285,0.817503285222566,0.0997339527543637,1.1633804690995562,0,1,2,2
0,0.7147427716800925,0.781447300221869,0.34691649926488227,-2.2135467913506095,-1.3449214899514412,-1.4454140006891936,-1.061515391841847,-0.462095958812532,-0.5798352853868923,1,1,0,1
1,-0.10961821202497435,-0.8859691974929245,-0.309222049280689,0.2339660497585023,0.21750330087638192,1.3998218390114665,0.191163726201095,-1.5857557819463235,-0.40551370993824737,1,1,1,2
1,-0.7154738747479755,-0.7343858795188523,-0.039047352820747255,0.7234686179803247,0.9987156962902936,-0.7341050407640285,0.817503285222566,1.785223687455051,1.7735059831698121,0,1,2,2
0,1.6384243558315525,-0.27963592559663586,0.16680003495825443,0.7234686179803247,0.9987156962902936,-0.7341050407640285,1.443842844244037,0.0997339527543637,-0.3183529222139253,1,1,2,2
0,-1.0432318562210734,-1.391246924073165,-1.106880676924323,1.212971186202147,0.9987156962902936,-0.022796080838863534,-0.435175832820376,0.0997339527543637,-0.14403134676528037,1,1,1,2
1,0.06915886877853382,0.6803917549058213,-0.3478184344892516,-0.7450390866851424,-0.5637090945375297,-1.4454140006891936,0.191163726201095,0.0997339527543637,-0.05687055904095752,1,1,2,2
0,1.3702587346262902,0.579336209589773,0.79720766003145,0.7234686179803247,0.9987156962902936,-0.7341050407640285,0.191163726201095,-1.0239258703794276,-1.3642823749057933,1,1,0,2
1,0.267800069671322,0.27616957364162853,0.29545465232013096,1.212971186202147,0.9987156962902936,-0.7341050407640285,0.191163726201095,0.0997339527543637,0.6404157427536213,1,1,0,1
1,0.9332480926621589,2.398336025278639,1.929368292815963,-0.2555365184633201,0.21750330087638192,0.6885128790863014,-0.435175832820376,0.0997339527543637,-0.6669960731112143,1,1,2,2
1,-0.4373761934980732,1.3372527994601338,1.1960369738532666,-1.7240442231287871,-2.126133885365353,1.3998218390114665,-1.061515391841847,-0.462095958812532,0.46609416730497644,1,0,0,2
1,-0.10961821202497435,0.023530710351508263,-0.33495297275306285,-0.2555365184633201,0.21750330087638192,-1.4454140006891936,-1.061515391841847,-0.462095958812532,1.7735059831698121,0,1,2,1
1,0.1585474091802879,-0.5828025615447802,-0.25776020233593766,-1.2345416549069648,-2.126133885365353,1.3998218390114665,-1.6878549508633178,0.6615638643212594,-1.3642823749057933,1,0,1,2
0,1.7079487761440282,0.9330306181959415,0.47557111662675877,1.212971186202147,0.9987156962902936,-1.4454140006891936,0.817503285222566,-1.0239258703794276,0.6404157427536213,2,1,2,2
1,0.5657618710105017,-0.5322747888867561,-0.6179931309491915,0.2339660497585023,0.9987156962902936,-0.022796080838863534,1.443842844244037,0.0997339527543637,1.7735059831698121,2,1,1,2
0,-1.678883699077993,-1.3407191514151409,-1.6472300698442037,-0.2555365184633201,0.21750330087638192,-0.022796080838863534,0.191163726201095,0.0997339527543637,0.29177259185633153,1,1,1,2
1,-0.37778383323023657,0.07405848300953258,-0.2963565875445003,0.2339660497585023,0.9987156962902936,1.3998218390114665,0.191163726201095,0.0997339527543637,0.46609416730497644,1,1,1,2
0,0.1386832890910096,0.5288084369317487,0.5656293487800726,-0.2555365184633201,-0.5637090945375297,-0.7341050407640285,0.191163726201095,2.347053599021947,0.5532549550292986,2,1,2,2
0,-0.0996861519803352,1.2361972541440855,1.6463281346198342,1.212971186202147,0.9987156962902936,0.6885128790863014,0.817503285222566,0.0997339527543637,0.20461180413200947,0,1,2,2
1,-0.37778383323023657,1.589891662750254,0.6428221191971979,-2.703049359572432,-2.126133885365353,0.6885128790863014,-0.435175832820376,-0.462095958812532,-0.49267449766256943,2,1,1,2
0,0.9332480926621589,0.579336209589773,0.9387277391295135,-1.7240442231287871,-1.3449214899514412,-0.022796080838863534,-1.6878549508633178,0.0997339527543637,-1.2771215871814712,1,1,1,2
0,0.43664509043019106,-0.4312192435707079,-1.9045393045679566,0.7234686179803247,0.9987156962902936,1.3998218390114665,1.443842844244037,-0.462095958812532,-0.9284784362841814,0,0,1,2
1,0.1883435893142071,-0.026997062306515603,0.16680003495825443,1.212971186202147,0.9987156962902936,1.3998218390114665,0.817503285222566,0.0997339527543637,0.8147373182022662,1,0,2,2
1,-0.7353379948372538,-0.22910815293861175,-0.6179931309491915,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,-0.435175832820376,0.0997339527543637,0.9890588936509105,0,1,0,2
1,-2.2350790615777965,-0.0775248349645397,-0.2963565875445003,-1.2345416549069648,-2.126133885365353,-0.7341050407640285,-2.3141945098847887,-0.462095958812532,1.4248628322725223,0,1,0,1
0,-0.46717237363199154,0.3772251189576767,-0.32208751101687594,-1.7240442231287871,-2.126133885365353,0.6885128790863014,-1.061515391841847,-1.0239258703794276,0.5532549550292986,1,1,2,1
0,-1.7980684196136654,-0.6333303342028043,-1.261266217758574,0.7234686179803247,0.9987156962902936,0.6885128790863014,0.191163726201095,1.223393775888155,-0.40551370993824737,1,1,1,2
1,-0.9041830155961228,-0.026997062306515603,-0.33495297275306285,-1.2345416549069648,-2.126133885365353,1.3998218390114665,-1.6878549508633178,-1.0239258703794276,0.11745101640768663,2,1,0,2
1,1.7079487761440282,0.12458625566755645,-0.46360759011493935,0.2339660497585023,0.21750330087638192,1.3998218390114665,1.443842844244037,0.0997339527543637,0.5532549550292986,2,1,0,2
1,0.04929474868925553,-1.0880802881250207,-2.058924845402209,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,-1.061515391841847,-1.0239258703794276,0.8147373182022662,0,1,1,2
0,-1.4603783780959274,-1.4417746967311889,-1.196938909077636,-0.2555365184633201,0.21750330087638192,0.6885128790863014,-0.435175832820376,0.0997339527543637,0.030290228683364548,2,1,0,2
1,-0.586357094167663,-1.4417746967311889,-0.4764730518511281,0.2339660497585023,0.9987156962902936,-1.4454140006891936,0.817503285222566,2.347053599021947,1.2505412568238783,0,1,1,2
1,-0.22880293256064585,-1.0880802881250207,-0.5536658222682533,-0.2555365184633201,-0.5637090945375297,0.6885128790863014,-0.435175832820376,0.0997339527543637,1.0762196813752325,0,1,0,2
0,-0.16921057229281097,1.0340861635119891,0.47557111662675877,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,-1.061515391841847,-0.462095958812532,0.3789333795806544,0,1,0,2
1,-0.675745634569418,1.5393638900922297,1.5305389789941466,0.2339660497585023,-0.5637090945375297,-0.7341050407640285,-1.061515391841847,0.6615638643212594,-0.3183529222139253,0,1,0,2
0,0.9531122127514372,-0.380691470912684,-0.5279348987958776,1.212971186202147,0.9987156962902936,0.6885128790863014,0.817503285222566,-0.462095958812532,-1.5386039503544382,2,1,1,2
0,-2.0662340408189275,-1.542830242047237,-2.0203284601936464,0.7234686179803247,0.21750330087638192,0.6885128790863014,-0.435175832820376,-0.462095958812532,0.8147373182022662,2,1,0,2
1,-0.586357094167663,-0.3301636982546599,-1.621499146371829,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,-1.5857557819463235,0.29177259185633153,2,1,0,2
1,0.7743351319479291,1.3877805721181578,0.9387277391295135,0.2339660497585023,0.21750330087638192,-0.022796080838863534,-0.435175832820376,-0.462095958812532,-0.7541568608355372,2,1,1,2
1,0.34725655002843697,0.22564180098360465,1.6849245198283969,-1.2345416549069648,-1.3449214899514412,0.6885128790863014,-1.061515391841847,-1.0239258703794276,-1.189960799457149,1,1,1,1
1,-0.675745634569418,-1.4923024693892128,-1.8788083810955818,0.2339660497585023,-0.5637090945375297,1.3998218390114665,-1.061515391841847,-1.0239258703794276,0.7275765304779435,1,1,2,2
1,0.8637236723496832,1.79200275338235,0.9001313539209509,1.212971186202147,0.9987156962902936,0.6885128790863014,0.817503285222566,2.9088835105888426,-1.625764738078761,2,1,1,2
0,-1.42065013791737,-0.380691470912684,0.3083201140563197,-0.7450390866851424,-0.5637090945375297,-1.4454140006891936,-1.061515391841847,0.6615638643212594,0.3789333795806544,2,0,2,1
1,-0.9439112557746803,1.1351417088280373,0.9901895860742648,1.212971186202147,0.9987156962902936,-1.4454140006891936,0.817503285222566,0.0997339527543637,0.6404157427536213,2,1,2,2
0,1.1517534136442238,1.2867250268021095,0.025279955860190998,0.7234686179803247,0.9987156962902936,-0.022796080838863534,0.817503285222566,1.223393775888155,-1.2771215871814712,2,1,1,2
1,0.07909092882317297,-0.17858038028058765,-0.9138987508815072,0.7234686179803247,0.9987156962902936,0.6885128790863014,0.191163726201095,0.0997339527543637,0.6404157427536213,2,1,1,2
1,0.1386832890910096,-0.0775248349645397,-0.026181891084560337,-1.2345416549069648,-0.5637090945375297,1.3998218390114665,0.817503285222566,-0.462095958812532,1.2505412568238783,2,1,0,2
0,-0.4771044336766307,0.12458625566755645,0.012414494124002251,1.212971186202147,0.9987156962902936,-0.7341050407640285,0.191163726201095,0.6615638643212594,0.5532549550292986,1,1,0,2
1,0.416780970340911,-0.0775248349645397,0.539898425307697,-1.2345416549069648,-1.3449214899514412,0.6885128790863014,-1.6878549508633178,-1.5857557819463235,1.6863451954454902,1,1,2,1
0,1.7079487761440282,-0.7343858795188523,-1.0811497534519472,-0.7450390866851424,0.21750330087638192,-0.022796080838863534,0.191163726201095,1.785223687455051,0.3789333795806544,0,1,1,2
0,-1.9669134403725343,-1.7449413326793333,-1.3255935264395124,-1.7240442231287871,-1.3449214899514412,1.3998218390114665,-1.6878549508633178,-0.462095958812532,-0.40551370993824737,1,1,1,2
1,-0.6459494544354997,0.4782806642737249,-0.4764730518511281,-0.2555365184633201,-0.5637090945375297,-0.7341050407640285,-0.435175832820376,-0.462095958812532,1.0762196813752325,0,1,1,2
0,-0.6260853343462205,0.27616957364162853,0.0767418028049405,0.7234686179803247,0.21750330087638192,-0.7341050407640285,0.191163726201095,0.6615638643212594,-0.7541568608355372,1,1,1,2
0,0.12875122904637046,0.9330306181959415,1.4919425937855821,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,-1.061515391841847,1.785223687455051,0.9018981059265884,1,0,2,2
0,0.11881916900173131,0.12458625566755645,-0.06477827629312292,-0.7450390866851424,-0.5637090945375297,-0.022796080838863534,-1.061515391841847,-1.5857557819463235,-0.40551370993824737,1,1,0,2
1,0.7246748317247316,-0.026997062306515603,0.7714767365590743,-0.7450390866851424,-0.5637090945375297,0.6885128790863014,-0.435175832820376,-0.462095958812532,-0.6669960731112143,0,1,2,2
0,-1.0432318562210734,-1.6438857873632853,-0.8109750569920063,-0.7450390866851424,-0.5637090945375297,1.3998218390114665,0.191163726201095,-0.462095958812532,-0.49267449766256943,0,1,0,2
1,0.36712067011771526,1.2867250268021095,1.4533462085770195,1.212971186202147,0.9987156962902936,1.3998218390114665,0.191163726201095,0.6615638643212594,1.5120236199968444,0,1,0,2
1,0.49623745069802594,0.3772251189576767,-0.6179931309491915,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,-0.435175832820376,0.0997339527543637,1.7735059831698121,0,1,0,2
1,-0.5962891542123031,-1.391246924073165,-0.2191638171273751,-1.2345416549069648,-1.3449214899514412,1.3998218390114665,-1.061515391841847,0.6615638643212594,1.7735059831698121,1,1,0,2
1,1.6384243558315525,-0.481747016228732,0.5913602722524466,1.212971186202147,0.9987156962902936,0.6885128790863014,0.817503285222566,0.0997339527543637,1.1633804690995562,2,1,1,2
0,-0.675745634569418,0.5288084369317487,1.06738235649139,-0.2555365184633201,-0.5637090945375297,1.3998218390114665,0.191163726201095,-1.0239258703794276,0.5532549550292986,0,0,0,2
1,0.8835877924389615,1.4888361174342057,1.5948662876750848,-0.7450390866851424,-1.3449214899514412,-1.4454140006891936,-1.6878549508633178,0.6615638643212594,-1.451443162630116,0,1,0,2
1,0.07909092882317297,0.27616957364162853,0.5141675018353213,1.212971186202147,0.9987156962902936,-0.7341050407640285,1.443842844244037,2.347053599021947,-0.14403134676528037,2,1,1,2
1,0.4664412705641085,0.7309195275638452,1.5562699024665203,0.7234686179803247,0.9987156962902936,-0.022796080838863534,0.191163726201095,0.0997339527543637,1.7735059831698121,1,1,1,2
0,1.6483564158761916,1.640419435408278,1.2860952060065804,-0.2555365184633201,0.21750330087638192,1.3998218390114665,0.191163726201095,0.0997339527543637,-0.40551370993824737,2,1,1,2
1,0.3273924299391569,1.589891662750254,1.8779064458712116,-0.7450390866851424,0.21750330087638192,1.3998218390114665,0.817503285222566,0.6615638643212594,1.599184407721168,2,1,1,2
0,0.04929474868925553,0.22564180098360465,0.6814185044057605,-0.7450390866851424,-0.5637090945375297,-0.7341050407640285,0.191163726201095,-0.462095958812532,0.11745101640768663,1,1,1,2
1,0.2082077094034854,0.6298639822477969,0.7714767365590743,-0.7450390866851424,-0.5637090945375297,-1.4454140006891936,-1.6878549508633178,1.785223687455051,-2.584533403046307,0,1,2,2
0,-0.5267647338998273,-1.0375525154669965,-0.0905091997654986,-1.7240442231287871,-2.126133885365353,-0.7341050407640285,-2.3141945098847887,-0.462095958812532,0.7275765304779435,1,1,2,2
1,0.6154221712336992,-0.0775248349645397,0.03814541759637792,1.212971186202147,0.9987156962902936,-0.022796080838863534,0.817503285222566,1.785223687455051,1.3377020445482002,0,1,1,2
1,-0.675745634569418,-0.4312192435707079,0.21826188190300577,1.212971186202147,0.9987156962902936,-0.7341050407640285,-0.435175832820376,0.6615638643212594,1.3377020445482002,0,1,2,2
1,1.4497152149834052,-1.7954691053373573,-2.3548304653345244,1.212971186202147,0.9987156962902936,0.6885128790863014,1.443842844244037,-1.0239258703794276,0.20461180413200947,0,1,2,2
0,1.1914816538227821,1.4888361174342057,1.569135364202709,0.7234686179803247,0.21750330087638192,-1.4454140006891936,0.191163726201095,0.6615638643212594,0.5532549550292986,1,1,1,2
1,-1.1127562765335492,1.0340861635119891,1.659193596356023,-1.7240442231287871,-2.126133885365353,0.6885128790863014,-1.6878549508633178,-0.462095958812532,0.7275765304779435,1,1,1,1
1,0.506169510742665,-0.9364969701509483,-1.621499146371829,1.212971186202147,0.9987156962902936,1.3998218390114665,-0.435175832820376,1.223393775888155,-1.189960799457149,0,1,2,2
1,1.7079487761440282,-0.5322747888867561,-0.5279348987958776,1.212971186202147,0.9987156962902936,-0.022796080838863534,0.817503285222566,1.785223687455051,0.29177259185633153,1,1,2,2
1,0.11881916900173131,0.579336209589773,1.2474988207980178,-0.7450390866851424,-1.3449214899514412,-0.022796080838863534,-2.3141945098847887,0.6615638643212594,0.6404157427536213,2,1,1,2
0,-1.5596989785423205,0.17511402832558076,-0.232029278863562,-0.7450390866851424,-1.3449214899514412,1.3998218390114665,-1.061515391841847,0.0997339527543637,-0.05687055904095752,0,1,2,2
