gender,branch,cgpa,attendance_percentage,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,sleep_hours,stress_level,family_income_level,city_tier,target
1,1,0.9133839725728788,1.5176735172579578,0.9987156962902936,-0.7341050407640285,1.2393434539481363,0.817503285222566,-0.14403134676528037,-0.011593059598138786,2,0,2
1,1,0.3969168502516327,-0.3864148196978142,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,0.817503285222566,-1.625764738078761,-0.36237093865091263,1,0,2
0,0,-0.3380555930516791,0.11533818801350493,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,1.443842844244037,-0.05687055904095752,-1.4147045758092343,2,2,1
0,1,0.9133839725728788,-0.4378766666425655,0.9987156962902936,-0.7341050407640285,1.2393434539481363,0.817503285222566,1.1633804690995562,-1.4147045758092343,2,0,2
0,4,0.7147427716800925,0.34691649926488227,-1.3449214899514412,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,-0.5798352853868923,0.3391848194546351,2,1,1
1,1,-0.10961821202497435,-0.309222049280689,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.191163726201095,-0.40551370993824737,0.6899626985074089,1,1,2
1,1,-0.7154738747479755,-0.039047352820747255,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,0.817503285222566,1.7735059831698121,0.3391848194546351,1,0,2
0,1,1.6384243558315525,0.16680003495825443,0.9987156962902936,-0.7341050407640285,1.2393434539481363,1.443842844244037,-0.3183529222139253,-0.36237093865091263,1,1,2
0,3,-1.0432318562210734,-1.106880676924323,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,-0.435175832820376,-0.14403134676528037,-0.7131488177036864,2,1,2
1,1,0.06915886877853382,-0.3478184344892516,-0.5637090945375297,-1.4454140006891936,-0.15697185072572967,0.191163726201095,-0.05687055904095752,0.6899626985074089,0,1,2
0,1,1.3702587346262902,0.79720766003145,0.9987156962902936,-0.7341050407640285,1.2393434539481363,0.191163726201095,-1.3642823749057933,1.3915184566129566,0,1,2
1,2,0.267800069671322,0.29545465232013096,0.9987156962902936,-0.7341050407640285,1.2393434539481363,0.191163726201095,0.6404157427536213,0.3391848194546351,2,1,1
1,3,0.9332480926621589,1.929368292815963,0.21750330087638192,0.6885128790863014,-0.15697185072572967,-0.435175832820376,-0.6669960731112143,-1.765482454862008,2,1,2
1,2,-0.4373761934980732,1.1960369738532666,-2.126133885365353,1.3998218390114665,-0.15697185072572967,-1.061515391841847,0.46609416730497644,-0.7131488177036864,1,1,2
1,1,-0.10961821202497435,-0.33495297275306285,0.21750330087638192,-1.4454140006891936,-1.5532871553995955,-1.061515391841847,1.7735059831698121,1.3915184566129566,1,0,1
1,2,0.1585474091802879,-0.25776020233593766,-2.126133885365353,1.3998218390114665,1.2393434539481363,-1.6878549508633178,-1.3642823749057933,-0.011593059598138786,0,1,2
0,2,1.7079487761440282,0.47557111662675877,0.9987156962902936,-1.4454140006891936,1.2393434539481363,0.817503285222566,0.6404157427536213,-1.4147045758092343,2,2,2
1,1,0.5657618710105017,-0.6179931309491915,0.9987156962902936,-0.022796080838863534,1.2393434539481363,1.443842844244037,1.7735059831698121,0.3391848194546351,1,2,2
0,1,-1.678883699077993,-1.6472300698442037,0.21750330087638192,-0.022796080838863534,-1.5532871553995955,0.191163726201095,0.29177259185633153,0.3391848194546351,2,1,2
1,0,-0.37778383323023657,-0.2963565875445003,0.9987156962902936,1.3998218390114665,-0.15697185072572967,0.191163726201095,0.46609416730497644,-1.765482454862008,2,1,2
0,4,0.1386832890910096,0.5656293487800726,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.5532549550292986,-1.765482454862008,2,2,2
0,1,-0.0996861519803352,1.6463281346198342,0.9987156962902936,0.6885128790863014,-0.15697185072572967,0.817503285222566,0.20461180413200947,0.3391848194546351,1,0,2
1,2,-0.37778383323023657,0.6428221191971979,-2.126133885365353,0.6885128790863014,-0.15697185072572967,-0.435175832820376,-0.49267449766256943,-0.011593059598138786,2,2,2
0,2,0.9332480926621589,0.9387277391295135,-1.3449214899514412,-0.022796080838863534,-0.15697185072572967,-1.6878549508633178,-1.2771215871814712,-0.7131488177036864,1,1,2
0,3,0.43664509043019106,-1.9045393045679566,0.9987156962902936,1.3998218390114665,-0.15697185072572967,1.443842844244037,-0.9284784362841814,1.3915184566129566,1,0,2
1,1,0.1883435893142071,0.16680003495825443,0.9987156962902936,1.3998218390114665,-0.15697185072572967,0.817503285222566,0.8147373182022662,0.6899626985074089,0,1,2
1,3,-0.7353379948372538,-0.6179931309491915,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,0.9890588936509105,-0.011593059598138786,1,0,2
1,4,-2.2350790615777965,-0.2963565875445003,-2.126133885365353,-0.7341050407640285,-1.5532871553995955,-2.3141945098847887,1.4248628322725223,0.6899626985074089,0,0,1
0,2,-0.46717237363199154,-0.32208751101687594,-2.126133885365353,0.6885128790863014,-0.15697185072572967,-1.061515391841847,0.5532549550292986,-1.4147045758092343,2,1,1
0,1,-1.7980684196136654,-1.261266217758574,0.9987156962902936,0.6885128790863014,-2.9496024600734616,0.191163726201095,-0.40551370993824737,-1.4147045758092343,0,1,2
1,2,-0.9041830155961228,-0.33495297275306285,-2.126133885365353,1.3998218390114665,-0.15697185072572967,-1.6878549508633178,0.11745101640768663,-1.765482454862008,2,2,2
1,1,1.7079487761440282,-0.46360759011493935,0.21750330087638192,1.3998218390114665,1.2393434539481363,1.443842844244037,0.5532549550292986,-1.4147045758092343,2,2,2
1,1,0.04929474868925553,-2.058924845402209,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,0.8147373182022662,0.3391848194546351,2,0,2
0,3,-1.4603783780959274,-1.196938909077636,0.21750330087638192,0.6885128790863014,-0.15697185072572967,-0.435175832820376,0.030290228683364548,-0.7131488177036864,1,2,2
1,2,-0.586357094167663,-0.4764730518511281,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,0.817503285222566,1.2505412568238783,-1.4147045758092343,1,0,2
1,4,-0.22880293256064585,-0.5536658222682533,-0.5637090945375297,0.6885128790863014,-0.15697185072572967,-0.435175832820376,1.0762196813752325,-1.765482454862008,1,0,2
0,1,-0.16921057229281097,0.47557111662675877,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,0.3789333795806544,1.0407405775601828,2,0,2
1,4,-0.675745634569418,1.5305389789941466,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,-0.3183529222139253,-1.0639266967564602,2,0,2
0,3,0.9531122127514372,-0.5279348987958776,0.9987156962902936,0.6885128790863014,-0.15697185072572967,0.817503285222566,-1.5386039503544382,1.3915184566129566,2,2,2
0,4,-2.0662340408189275,-2.0203284601936464,0.21750330087638192,0.6885128790863014,-1.5532871553995955,-0.435175832820376,0.8147373182022662,1.3915184566129566,1,2,2
1,1,-0.586357094167663,-1.621499146371829,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,1.443842844244037,0.29177259185633153,0.3391848194546351,2,2,2
1,4,0.7743351319479291,0.9387277391295135,0.21750330087638192,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-0.7541568608355372,-1.4147045758092343,0,2,2
1,0,0.34725655002843697,1.6849245198283969,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-1.189960799457149,-0.7131488177036864,2,1,1
1,2,-0.675745634569418,-1.8788083810955818,-0.5637090945375297,1.3998218390114665,1.2393434539481363,-1.061515391841847,0.7275765304779435,-0.36237093865091263,2,1,2
1,3,0.8637236723496832,0.9001313539209509,0.9987156962902936,0.6885128790863014,-0.15697185072572967,0.817503285222566,-1.625764738078761,-0.36237093865091263,2,2,2
0,4,-1.42065013791737,0.3083201140563197,-0.5637090945375297,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,0.3789333795806544,-0.36237093865091263,2,2,1
1,4,-0.9439112557746803,0.9901895860742648,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,0.817503285222566,0.6404157427536213,0.6899626985074089,0,2,2
0,2,1.1517534136442238,0.025279955860190998,0.9987156962902936,-0.022796080838863534,1.2393434539481363,0.817503285222566,-1.2771215871814712,1.3915184566129566,0,2,2
1,1,0.07909092882317297,-0.9138987508815072,0.9987156962902936,0.6885128790863014,-0.15697185072572967,0.191163726201095,0.6404157427536213,-1.765482454862008,1,2,2
1,3,0.1386832890910096,-0.026181891084560337,-0.5637090945375297,1.3998218390114665,-0.15697185072572967,0.817503285222566,1.2505412568238783,-1.4147045758092343,1,2,2
0,4,-0.4771044336766307,0.012414494124002251,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.5532549550292986,-0.36237093865091263,2,1,2
1,2,0.416780970340911,0.539898425307697,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,1.6863451954454902,-1.765482454862008,2,1,1
0,1,1.7079487761440282,-1.0811497534519472,0.21750330087638192,-0.022796080838863534,1.2393434539481363,0.191163726201095,0.3789333795806544,-0.7131488177036864,1,0,2
0,0,-1.9669134403725343,-1.3255935264395124,-1.3449214899514412,1.3998218390114665,-1.5532871553995955,-1.6878549508633178,-0.40551370993824737,0.6899626985074089,1,1,2
1,2,-0.6459494544354997,-0.4764730518511281,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,1.0762196813752325,-0.36237093865091263,0,0,2
0,1,-0.6260853343462205,0.0767418028049405,0.21750330087638192,-0.7341050407640285,-0.15697185072572967,0.191163726201095,-0.7541568608355372,-1.4147045758092343,0,1,2
0,1,0.12875122904637046,1.4919425937855821,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,0.9018981059265884,-1.765482454862008,2,1,2
0,2,0.11881916900173131,-0.06477827629312292,-0.5637090945375297,-0.022796080838863534,-0.15697185072572967,-1.061515391841847,-0.40551370993824737,-1.765482454862008,2,1,2
1,1,0.7246748317247316,0.7714767365590743,-0.5637090945375297,0.6885128790863014,1.2393434539481363,-0.435175832820376,-0.6669960731112143,-0.36237093865091263,0,0,2
0,3,-1.0432318562210734,-0.8109750569920063,-0.5637090945375297,1.3998218390114665,-0.15697185072572967,0.191163726201095,-0.49267449766256943,1.0407405775601828,1,0,2
1,1,0.36712067011771526,1.4533462085770195,0.9987156962902936,1.3998218390114665,-0.15697185072572967,0.191163726201095,1.5120236199968444,-0.011593059598138786,2,0,2
1,1,0.49623745069802594,-0.6179931309491915,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,1.7735059831698121,-0.36237093865091263,2,0,2
1,1,-0.5962891542123031,-0.2191638171273751,-1.3449214899514412,1.3998218390114665,-1.5532871553995955,-1.061515391841847,1.7735059831698121,-0.011593059598138786,2,1,2
1,0,1.6384243558315525,0.5913602722524466,0.9987156962902936,0.6885128790863014,1.2393434539481363,0.817503285222566,1.1633804690995562,0.3391848194546351,2,2,2
0,2,-0.675745634569418,1.06738235649139,-0.5637090945375297,1.3998218390114665,-0.15697185072572967,0.191163726201095,0.5532549550292986,1.0407405775601828,2,0,2
1,4,0.8835877924389615,1.5948662876750848,-1.3449214899514412,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,-1.451443162630116,1.3915184566129566,1,0,2
1,1,0.07909092882317297,0.5141675018353213,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,1.443842844244037,-0.14403134676528037,-0.011593059598138786,2,2,2
1,1,0.4664412705641085,1.5562699024665203,0.9987156962902936,-0.022796080838863534,1.2393434539481363,0.191163726201095,1.7735059831698121,-0.7131488177036864,1,1,2
0,2,1.6483564158761916,1.2860952060065804,0.21750330087638192,1.3998218390114665,1.2393434539481363,0.191163726201095,-0.40551370993824737,-1.765482454862008,1,2,2
1,3,0.3273924299391569,1.8779064458712116,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.817503285222566,1.599184407721168,-0.011593059598138786,1,2,2
0,3,0.04929474868925553,0.6814185044057605,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.11745101640768663,0.3391848194546351,2,1,2
1,1,0.2082077094034854,0.7714767365590743,-0.5637090945375297,-1.4454140006891936,-0.15697185072572967,-1.6878549508633178,-2.584533403046307,1.0407405775601828,2,0,2
0,2,-0.5267647338998273,-0.0905091997654986,-2.126133885365353,-0.7341050407640285,-0.15697185072572967,-2.3141945098847887,0.7275765304779435,-1.765482454862008,2,1,2
1,3,0.6154221712336992,0.03814541759637792,0.9987156962902936,-0.022796080838863534,1.2393434539481363,0.817503285222566,1.3377020445482002,-0.011593059598138786,2,0,2
1,3,-0.675745634569418,0.21826188190300577,0.9987156962902936,-0.7341050407640285,-1.5532871553995955,-0.435175832820376,1.3377020445482002,-1.0639266967564602,2,0,2
1,0,1.4497152149834052,-2.3548304653345244,0.9987156962902936,0.6885128790863014,1.2393434539481363,1.443842844244037,0.20461180413200947,-0.7131488177036864,2,0,2
0,3,1.1914816538227821,1.569135364202709,0.21750330087638192,-1.4454140006891936,1.2393434539481363,0.191163726201095,0.5532549550292986,-0.36237093865091263,2,1,2
1,2,-1.1127562765335492,1.659193596356023,-2.126133885365353,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,0.7275765304779435,0.3391848194546351,0,1,1
1,3,0.506169510742665,-1.621499146371829,0.9987156962902936,1.3998218390114665,-0.15697185072572967,-0.435175832820376,-1.189960799457149,-1.0639266967564602,1,0,2
1,1,1.7079487761440282,-0.5279348987958776,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,0.817503285222566,0.29177259185633153,-0.7131488177036864,1,1,2
1,2,0.11881916900173131,1.2474988207980178,-1.3449214899514412,-0.022796080838863534,-0.15697185072572967,-2.3141945098847887,0.6404157427536213,0.6899626985074089,2,2,2
0,0,-1.5596989785423205,-0.232029278863562,-1.3449214899514412,1.3998218390114665,-0.15697185072572967,-1.061515391841847,-0.05687055904095752,0.3391848194546351,1,0,2
0,3,-0.6558815144801389,-0.8881678274091334,-1.3449214899514412,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,-0.3183529222139253,0.6899626985074089,0,0,2
1,1,-1.0630959763103527,1.2089024355894553,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-0.435175832820376,-0.6669960731112143,-0.36237093865091263,1,0,2
1,0,-0.665813574524778,-1.3384589881757,-1.3449214899514412,-0.7341050407640285,-0.15697185072572967,-2.3141945098847887,0.5532549550292986,1.3915184566129566,0,1,2
0,0,0.9034519125282398,1.1059787416999525,0.21750330087638192,1.3998218390114665,1.2393434539481363,1.443842844244037,-1.189960799457149,-0.011593059598138786,2,2,2
0,1,0.47637333060874765,0.41124380794582055,-0.5637090945375297,-0.022796080838863534,1.2393434539481363,-0.435175832820376,0.46609416730497644,1.3915184566129566,2,2,2
0,2,0.267800069671322,-0.25776020233593766,0.9987156962902936,1.3998218390114665,1.2393434539481363,0.191163726201095,0.6404157427536213,0.3391848194546351,1,0,2
0,1,-0.1394143921588918,0.25685826711156834,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.817503285222566,1.1633804690995562,0.6899626985074089,1,1,2
0,2,0.4267130303855519,-0.6308585926853802,-0.5637090945375297,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-1.1028000117328263,1.0407405775601828,2,1,2
1,3,-0.24866705264992592,-0.2706256640721246,0.21750330087638192,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-1.5386039503544382,0.6899626985074089,1,1,2
1,4,0.16847946922492704,-0.013316429348371588,0.21750330087638192,-0.022796080838863534,-1.5532871553995955,-0.435175832820376,0.29177259185633153,1.0407405775601828,2,1,2
0,0,0.8438595522604049,-2.1361176158193347,0.21750330087638192,1.3998218390114665,1.2393434539481363,0.817503285222566,-0.23119213448960244,-0.011593059598138786,2,0,2
0,3,1.1517534136442238,-0.5150694370596907,0.21750330087638192,-0.7341050407640285,1.2393434539481363,-0.435175832820376,1.7735059831698121,-0.36237093865091263,1,1,2
1,3,-1.2816012972924182,-0.6694549778939429,0.9987156962902936,-1.4454140006891936,-1.5532871553995955,0.817503285222566,0.11745101640768663,1.3915184566129566,2,2,2
0,2,-0.9339791957300412,0.025279955860190998,0.9987156962902936,-1.4454140006891936,-1.5532871553995955,0.191163726201095,-0.14403134676528037,-0.7131488177036864,1,2,2
1,1,-3.029643865148945,0.46270565489057003,0.21750330087638192,-0.7341050407640285,-1.5532871553995955,0.191163726201095,0.6404157427536213,-0.7131488177036864,2,0,1
