gender,cgpa,tenth_percentage,projects_completed,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,stress_level,city_tier,internet_access,extracurricular_involvement,target
0,-0.7055418147033354,-0.40901282826719815,0.2339660497585023,1.3998218390114665,-0.15697185072572967,0.191163726201095,-1.0239258703794276,-1.0639266967564602,2,1,1,1
1,-0.9041830155961228,-0.25317240507624156,-0.7450390866851424,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-0.462095958812532,1.3915184566129566,1,1,1,2
1,-0.3678517731855974,-0.3116125637728508,-1.7240442231287871,0.6885128790863014,-1.5532871553995955,-0.435175832820376,1.223393775888155,-1.4147045758092343,1,1,2,2
1,0.6948786515908142,1.2273116152378372,0.7234686179803247,-0.022796080838863534,-0.15697185072572967,0.817503285222566,0.0997339527543637,1.3915184566129566,1,1,1,2
0,0.45650921051946936,-0.27265245797511134,-1.7240442231287871,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,-1.5857557819463235,1.0407405775601828,1,1,2,2
1,-0.07982203189105691,0.2630489967437991,-1.2345416549069648,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,-0.462095958812532,-0.011593059598138786,0,1,0,2
0,-0.506900613810549,-1.3830154732106716,1.212971186202147,-0.7341050407640285,1.2393434539481363,1.443842844244037,1.223393775888155,-1.4147045758092343,2,1,2,2
0,-2.453584382559863,-2.230397774311493,-1.2345416549069648,-0.022796080838863534,-1.5532871553995955,-0.435175832820376,-0.462095958812532,-0.36237093865091263,1,1,0,2
0,-0.7849982950604504,-0.17525219348076396,-1.2345416549069648,-0.022796080838863534,-0.15697185072572967,-1.061515391841847,-0.462095958812532,-0.011593059598138786,2,1,1,2
1,0.06915886877853382,-0.9934144152332822,-0.2555365184633201,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,-1.0239258703794276,-0.36237093865091263,1,1,0,2
1,0.7743351319479291,2.230534339529616,0.7234686179803247,-0.022796080838863534,-0.15697185072572967,0.817503285222566,0.6615638643212594,-1.765482454862008,1,1,1,2
1,-0.5962891542123031,-0.788873859795152,1.212971186202147,-0.022796080838863534,-0.15697185072572967,1.443842844244037,0.0997339527543637,-0.011593059598138786,0,1,2,2
0,1.0325686931085523,0.7695303721144057,-0.2555365184633201,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,-1.0239258703794276,-1.4147045758092343,1,1,1,2
1,0.3969168502516327,0.789010425013274,0.7234686179803247,0.6885128790863014,-0.15697185072572967,0.191163726201095,-1.0239258703794276,1.3915184566129566,2,1,1,2
0,1.3901228547155684,1.5292524351703147,-0.2555365184633201,1.3998218390114665,1.2393434539481363,-0.435175832820376,-0.462095958812532,-0.7131488177036864,1,1,2,2
1,-0.6161532743015814,-0.048631849638112686,-0.7450390866851424,-0.022796080838863534,-1.5532871553995955,-1.061515391841847,0.0997339527543637,0.6899626985074089,1,1,2,2
1,-1.5001066182744849,-1.831056689884669,1.212971186202147,1.3998218390114665,-1.5532871553995955,1.443842844244037,-1.0239258703794276,1.0407405775601828,1,1,2,2
1,0.416780970340911,0.8084904779121437,0.7234686179803247,-1.4454140006891936,-0.15697185072572967,1.443842844244037,-1.0239258703794276,1.0407405775601828,1,0,0,2
0,-0.2585991126945651,-0.44797293406493627,-1.2345416549069648,-1.4454140006891936,-1.5532871553995955,-1.061515391841847,0.6615638643212594,0.6899626985074089,2,1,1,2
0,-0.844590655328287,-0.4187528547166323,0.2339660497585023,0.6885128790863014,-1.5532871553995955,0.817503285222566,0.0997339527543637,-0.011593059598138786,2,1,0,2
0,-0.07982203189105691,0.8182305043615793,0.2339660497585023,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,0.0997339527543637,0.6899626985074089,0,1,2,2
0,-1.7086798792119113,-2.386238197502449,0.2339660497585023,0.6885128790863014,-1.5532871553995955,1.443842844244037,-1.0239258703794276,1.0407405775601828,2,1,0,1
0,0.009566508510697175,-1.0518545739298901,1.212971186202147,-0.7341050407640285,-1.5532871553995955,1.443842844244037,0.6615638643212594,-0.7131488177036864,2,0,2,2
1,-1.42065013791737,-0.9447142829861086,1.212971186202147,-0.7341050407640285,-1.5532871553995955,1.443842844244037,1.223393775888155,-0.011593059598138786,0,1,0,2
1,-1.3809218977388125,-1.5388558964016268,0.7234686179803247,-0.022796080838863534,-1.5532871553995955,1.443842844244037,0.0997339527543637,0.3391848194546351,0,0,2,2
1,0.1883435893142071,0.3799293141370162,-1.2345416549069648,0.6885128790863014,1.2393434539481363,-1.6878549508633178,-1.0239258703794276,1.0407405775601828,1,1,0,2
1,-0.16921057229281097,0.009808309058495172,0.7234686179803247,1.3998218390114665,-0.15697185072572967,0.817503285222566,-0.462095958812532,-0.011593059598138786,0,1,2,2
0,-0.17914263233745012,0.16564873224945176,0.2339660497585023,0.6885128790863014,-0.15697185072572967,0.191163726201095,0.0997339527543637,-0.011593059598138786,0,1,2,2
1,-0.6360173943908606,-0.7791338333457178,-0.2555365184633201,-0.022796080838863534,-0.15697185072572967,0.817503285222566,-0.462095958812532,-0.7131488177036864,0,0,0,2
0,-0.5168326738551882,-1.4901557641544532,-0.2555365184633201,-0.7341050407640285,-0.15697185072572967,0.191163726201095,-0.462095958812532,-0.36237093865091263,1,1,1,2
1,-1.1127562765335492,-0.9934144152332822,0.2339660497585023,0.6885128790863014,-1.5532871553995955,-0.435175832820376,-0.462095958812532,-0.36237093865091263,0,1,2,2
0,0.6154221712336992,1.373412011979358,1.212971186202147,1.3998218390114665,1.2393434539481363,1.443842844244037,0.6615638643212594,-1.765482454862008,2,1,0,2
1,0.247935949582042,0.25330897029436356,0.7234686179803247,-0.022796080838863534,-0.15697185072572967,0.817503285222566,0.0997339527543637,1.3915184566129566,1,1,1,2
0,-1.351125717604894,-1.353795393862367,-0.7450390866851424,1.3998218390114665,-1.5532871553995955,0.191163726201095,0.0997339527543637,1.0407405775601828,0,1,0,2
0,-0.586357094167663,-0.5258931456604152,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,0.817503285222566,2.9088835105888426,0.6899626985074089,2,1,1,2
0,-0.9339791957300412,-0.6525134895030665,-1.2345416549069648,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-1.0239258703794276,0.6899626985074089,1,1,1,1
0,-2.294671421845633,-1.9187169279295822,-1.7240442231287871,-0.7341050407640285,-2.9496024600734616,-2.3141945098847887,-1.0239258703794276,-1.0639266967564602,0,1,2,1
1,-1.182280696846025,-1.509635817053323,-1.2345416549069648,-0.022796080838863534,1.2393434539481363,-1.061515391841847,0.0997339527543637,1.0407405775601828,1,1,1,1
1,-0.5366967939444665,-0.9836743887838467,-2.2135467913506095,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,0.0997339527543637,1.0407405775601828,0,1,1,1
1,0.516101570787306,0.5649898166762753,1.212971186202147,1.3998218390114665,1.2393434539481363,1.443842844244037,-1.5857557819463235,1.3915184566129566,1,1,1,2
0,1.1517534136442238,0.36044926123814647,-0.2555365184633201,-1.4454140006891936,-0.15697185072572967,0.191163726201095,0.6615638643212594,1.0407405775601828,1,1,0,2
0,-0.2983273528731217,0.2630489967437991,-2.2135467913506095,1.3998218390114665,-0.15697185072572967,-0.435175832820376,-1.0239258703794276,-0.011593059598138786,1,1,0,2
1,0.2578680096266811,0.37018928768758064,-0.2555365184633201,-1.4454140006891936,-0.15697185072572967,-0.435175832820376,-0.462095958812532,1.0407405775601828,1,1,2,2
1,0.9133839725728788,1.3539319590804897,1.212971186202147,-0.7341050407640285,1.2393434539481363,0.817503285222566,0.0997339527543637,-0.011593059598138786,0,1,1,2
1,0.3969168502516327,0.6039499224740148,1.212971186202147,-0.7341050407640285,-0.15697185072572967,0.817503285222566,-1.0239258703794276,-0.36237093865091263,0,1,2,2
0,-0.3380555930516791,0.19486881159775568,1.212971186202147,-0.7341050407640285,-0.15697185072572967,1.443842844244037,0.6615638643212594,-1.4147045758092343,2,1,2,1
0,0.9133839725728788,0.7987504514627095,1.212971186202147,-0.7341050407640285,1.2393434539481363,0.817503285222566,0.0997339527543637,-1.4147045758092343,0,1,2,2
0,0.7147427716800925,0.4383694728336241,-2.2135467913506095,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,-0.462095958812532,0.3391848194546351,1,1,0,1
1,-0.10961821202497435,-0.8960141507389349,0.2339660497585023,1.3998218390114665,-0.15697185072572967,0.191163726201095,-1.5857557819463235,0.6899626985074089,1,1,1,2
1,-0.7154738747479755,-0.7012136217502403,0.7234686179803247,-0.7341050407640285,-0.15697185072572967,0.817503285222566,1.785223687455051,0.3391848194546351,0,1,2,2
0,1.6384243558315525,1.0617311655974477,0.7234686179803247,-0.7341050407640285,1.2393434539481363,1.443842844244037,0.0997339527543637,-0.36237093865091263,1,1,2,2
0,-1.0432318562210734,-1.2758751822668895,1.212971186202147,-0.022796080838863534,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-0.7131488177036864,1,1,1,2
1,0.06915886877853382,-0.18499221993019954,-0.7450390866851424,-1.4454140006891936,-0.15697185072572967,0.191163726201095,0.0997339527543637,0.6899626985074089,1,1,2,2
0,1.3702587346262902,1.4610722500242712,0.7234686179803247,-0.7341050407640285,1.2393434539481363,0.191163726201095,-1.0239258703794276,1.3915184566129566,1,1,0,2
1,0.267800069671322,-0.2629124315256771,1.212971186202147,-0.7341050407640285,1.2393434539481363,0.191163726201095,0.0997339527543637,0.3391848194546351,1,1,0,1
1,0.9332480926621589,0.1851287851483215,-0.2555365184633201,0.6885128790863014,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-1.765482454862008,1,1,2,2
1,-0.4373761934980732,-0.17525219348076396,-1.7240442231287871,1.3998218390114665,-0.15697185072572967,-1.061515391841847,-0.462095958812532,-0.7131488177036864,1,0,0,2
1,-0.10961821202497435,0.2338289173954952,-0.2555365184633201,-1.4454140006891936,-1.5532871553995955,-1.061515391841847,-0.462095958812532,1.3915184566129566,0,1,2,1
1,0.1585474091802879,-0.11681203478415611,-1.2345416549069648,1.3998218390114665,1.2393434539481363,-1.6878549508633178,0.6615638643212594,-0.011593059598138786,1,0,1,2
0,1.7079487761440282,1.6948328848107055,1.212971186202147,-1.4454140006891936,1.2393434539481363,0.817503285222566,-1.0239258703794276,-1.4147045758092343,2,1,2,2
1,0.5657618710105017,0.6136899489234491,0.2339660497585023,-0.022796080838863534,1.2393434539481363,1.443842844244037,0.0997339527543637,0.3391848194546351,2,1,1,2
0,-1.678883699077993,-1.2758751822668895,-0.2555365184633201,-0.022796080838863534,-1.5532871553995955,0.191163726201095,0.0997339527543637,0.3391848194546351,1,1,1,2
1,-0.37778383323023657,-0.25317240507624156,0.2339660497585023,1.3998218390114665,-0.15697185072572967,0.191163726201095,0.0997339527543637,-1.765482454862008,1,1,1,2
0,0.1386832890910096,0.5162896844291017,-0.2555365184633201,-0.7341050407640285,-0.15697185072572967,0.191163726201095,2.347053599021947,-1.765482454862008,2,1,2,2
0,-0.0996861519803352,-0.01941177028980876,1.212971186202147,0.6885128790863014,-0.15697185072572967,0.817503285222566,0.0997339527543637,0.3391848194546351,0,1,2,2
1,-0.37778383323023657,-1.061594600379325,-2.703049359572432,0.6885128790863014,-0.15697185072572967,-0.435175832820376,-0.462095958812532,-0.011593059598138786,2,1,1,2
0,0.9332480926621589,1.0032910069008385,-1.7240442231287871,-0.022796080838863534,-0.15697185072572967,-1.6878549508633178,0.0997339527543637,-0.7131488177036864,1,1,1,2
0,0.43664509043019106,1.2857517739344464,0.7234686179803247,1.3998218390114665,-0.15697185072572967,1.443842844244037,-0.462095958812532,1.3915184566129566,0,0,1,2
1,0.1883435893142071,0.34096920833927674,1.212971186202147,1.3998218390114665,-0.15697185072572967,0.817503285222566,0.0997339527543637,0.6899626985074089,1,0,2,2
1,-0.7353379948372538,0.3896693405864504,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-0.011593059598138786,0,1,0,2
1,-2.2350790615777965,-1.3050952616151934,-1.2345416549069648,-0.7341050407640285,-1.5532871553995955,-2.3141945098847887,-0.462095958812532,0.6899626985074089,0,1,0,1
0,-0.46717237363199154,-0.40901282826719815,-1.7240442231287871,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-1.0239258703794276,-1.4147045758092343,1,1,2,1
0,-1.7980684196136654,-1.6167761079971052,0.7234686179803247,0.6885128790863014,-2.9496024600734616,0.191163726201095,1.223393775888155,-1.4147045758092343,1,1,1,2
1,-0.9041830155961228,-0.9739343623344126,-1.2345416549069648,1.3998218390114665,-0.15697185072572967,-1.6878549508633178,-1.0239258703794276,-1.765482454862008,2,1,0,2
1,1.7079487761440282,0.44810949928305827,0.2339660497585023,1.3998218390114665,1.2393434539481363,1.443842844244037,0.0997339527543637,-1.4147045758092343,2,1,0,2
1,0.04929474868925553,-0.4577129605143718,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,-1.0239258703794276,0.3391848194546351,0,1,1,2
0,-1.4603783780959274,-1.2369150764691506,-0.2555365184633201,0.6885128790863014,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-0.7131488177036864,2,1,0,2
1,-0.586357094167663,-0.23369235217737322,0.2339660497585023,-1.4454140006891936,-0.15697185072572967,0.817503285222566,2.347053599021947,-1.4147045758092343,0,1,1,2
1,-0.22880293256064585,0.29226907609210306,-0.2555365184633201,0.6885128790863014,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-1.765482454862008,0,1,0,2
0,-0.16921057229281097,-0.10707200833472054,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,-0.462095958812532,1.0407405775601828,0,1,0,2
1,-0.675745634569418,-0.866794071390631,0.2339660497585023,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,0.6615638643212594,-1.0639266967564602,0,1,0,2
0,0.9531122127514372,0.5552497902268412,1.212971186202147,0.6885128790863014,-0.15697185072572967,0.817503285222566,-0.462095958812532,1.3915184566129566,2,1,1,2
0,-2.0662340408189275,-2.142737536266581,0.7234686179803247,0.6885128790863014,-1.5532871553995955,-0.435175832820376,-0.462095958812532,1.3915184566129566,2,1,0,2
1,-0.586357094167663,0.47732957863136355,1.212971186202147,-0.7341050407640285,-0.15697185072572967,1.443842844244037,-1.5857557819463235,0.3391848194546351,2,1,0,2
1,0.7743351319479291,0.47732957863136355,0.2339660497585023,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-0.462095958812532,-1.4147045758092343,2,1,1,2
1,0.34725655002843697,0.49680963153023194,-1.2345416549069648,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-1.0239258703794276,-0.7131488177036864,1,1,1,1
1,-0.675745634569418,-0.7109536481996744,0.2339660497585023,1.3998218390114665,1.2393434539481363,-1.061515391841847,-1.0239258703794276,-0.36237093865091263,1,1,2,2
1,0.8637236723496832,1.0519911391480121,1.212971186202147,0.6885128790863014,-0.15697185072572967,0.817503285222566,2.9088835105888426,-0.36237093865091263,2,1,1,2
0,-1.42065013791737,-1.7239163989408874,-0.7450390866851424,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,0.6615638643212594,-0.36237093865091263,2,0,2,1
1,-0.9439112557746803,-0.6135533837053271,1.212971186202147,-1.4454140006891936,-0.15697185072572967,0.817503285222566,0.0997339527543637,0.6899626985074089,2,1,2,2
0,1.1517534136442238,1.344191932631054,0.7234686179803247,-0.022796080838863534,1.2393434539481363,0.817503285222566,1.223393775888155,1.3915184566129566,2,1,1,2
1,0.07909092882317297,0.3312291818898425,0.7234686179803247,0.6885128790863014,-0.15697185072572967,0.191163726201095,0.0997339527543637,-1.765482454862008,2,1,1,2
1,0.1386832890910096,0.12668862645171228,-1.2345416549069648,1.3998218390114665,-0.15697185072572967,0.817503285222566,-0.462095958812532,-1.4147045758092343,2,1,0,2
0,-0.4771044336766307,-0.5064130927615456,1.212971186202147,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.6615638643212594,-0.36237093865091263,1,1,0,2
1,0.416780970340911,0.7695303721144057,-1.2345416549069648,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,-1.5857557819463235,-1.765482454862008,1,1,2,1
0,1.7079487761440282,1.7630130699567474,-0.7450390866851424,-0.022796080838863534,1.2393434539481363,0.191163726201095,1.785223687455051,-0.7131488177036864,0,1,1,2
0,-1.9669134403725343,-0.9641943358849784,-1.7240442231287871,1.3998218390114665,-1.5532871553995955,-1.6878549508633178,-0.462095958812532,0.6899626985074089,1,1,1,2
1,-0.6459494544354997,-1.1784749177725422,-0.2555365184633201,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,-0.462095958812532,-0.36237093865091263,0,1,1,2
0,-0.6260853343462205,-1.2466551029185848,0.7234686179803247,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.6615638643212594,-1.4147045758092343,1,1,1,2
0,0.12875122904637046,0.009808309058495172,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,1.785223687455051,-1.765482454862008,1,0,2,2
0,0.11881916900173131,0.06824846775510442,-0.7450390866851424,-0.022796080838863534,-0.15697185072572967,-1.061515391841847,-1.5857557819463235,-1.765482454862008,1,1,0,2
1,0.7246748317247316,0.8084904779121437,-0.7450390866851424,0.6885128790863014,1.2393434539481363,-0.435175832820376,-0.462095958812532,-0.36237093865091263,0,1,2,2
0,-1.0432318562210734,-0.8083539126940218,-0.7450390866851424,1.3998218390114665,-0.15697185072572967,0.191163726201095,-0.462095958812532,1.0407405775601828,0,1,0,2
1,0.36712067011771526,0.058508441305668846,1.212971186202147,1.3998218390114665,-0.15697185072572967,0.191163726201095,0.6615638643212594,-0.011593059598138786,0,1,0,2
1,0.49623745069802594,0.37018928768758064,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,0.0997339527543637,-0.36237093865091263,0,1,0,2
1,-0.5962891542123031,-0.4577129605143718,-1.2345416549069648,1.3998218390114665,-1.5532871553995955,-1.061515391841847,0.6615638643212594,-0.011593059598138786,1,1,0,2
1,1.6384243558315525,1.373412011979358,1.212971186202147,0.6885128790863014,1.2393434539481363,0.817503285222566,0.0997339527543637,0.3391848194546351,2,1,1,2
0,-0.675745634569418,-0.5161531192109797,-0.2555365184633201,1.3998218390114665,-0.15697185072572967,0.191163726201095,-1.0239258703794276,1.0407405775601828,0,0,0,2
1,0.8835877924389615,0.9838109540019687,-0.7450390866851424,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,0.6615638643212594,1.3915184566129566,0,1,0,2
1,0.07909092882317297,0.5162896844291017,1.212971186202147,-0.7341050407640285,-0.15697185072572967,1.443842844244037,2.347053599021947,-0.011593059598138786,2,1,1,2
1,0.4664412705641085,0.866930636608753,0.7234686179803247,-0.022796080838863534,1.2393434539481363,0.191163726201095,0.0997339527543637,-0.7131488177036864,1,1,1,2
0,1.6483564158761916,1.6363927261140963,-0.2555365184633201,1.3998218390114665,1.2393434539481363,0.191163726201095,0.0997339527543637,-1.765482454862008,2,1,1,2
1,0.3273924299391569,0.905890742406491,-0.7450390866851424,1.3998218390114665,-0.15697185072572967,0.817503285222566,0.6615638643212594,-0.011593059598138786,2,1,1,2
0,0.04929474868925553,0.20460883804718988,-0.7450390866851424,-0.7341050407640285,-0.15697185072572967,0.191163726201095,-0.462095958812532,0.3391848194546351,1,1,1,2
1,0.2082077094034854,-0.1947322463796337,-0.7450390866851424,-1.4454140006891936,-0.15697185072572967,-1.6878549508633178,1.785223687455051,1.0407405775601828,0,1,2,2
0,-0.5267647338998273,-1.2466551029185848,-1.7240442231287871,-0.7341050407640285,-0.15697185072572967,-2.3141945098847887,-0.462095958812532,-1.765482454862008,1,1,2,2
1,0.6154221712336992,1.2175715887884029,1.212971186202147,-0.022796080838863534,1.2393434539481363,0.817503285222566,1.785223687455051,-0.011593059598138786,0,1,1,2
1,-0.675745634569418,-0.14603211413246003,1.212971186202147,-0.7341050407640285,-1.5532871553995955,-0.435175832820376,0.6615638643212594,-1.0639266967564602,0,1,2,2
1,1.4497152149834052,0.8766706630581872,1.212971186202147,0.6885128790863014,1.2393434539481363,1.443842844244037,-1.0239258703794276,-0.7131488177036864,0,1,2,2
0,1.1914816538227821,1.5097723822714448,0.7234686179803247,-1.4454140006891936,1.2393434539481363,0.191163726201095,0.6615638643212594,-0.36237093865091263,1,1,1,2
1,-1.1127562765335492,-1.1005547061770637,-1.7240442231287871,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,-0.462095958812532,0.3391848194546351,1,1,1,1
1,0.506169510742665,0.5942098960245793,1.212971186202147,1.3998218390114665,-0.15697185072572967,-0.435175832820376,1.223393775888155,-1.0639266967564602,0,1,2,2
1,1.7079487761440282,1.8701533609005303,1.212971186202147,-0.022796080838863534,-0.15697185072572967,0.817503285222566,1.785223687455051,-0.7131488177036864,1,1,2,2
1,0.11881916900173131,0.5260297108785372,-0.7450390866851424,-0.022796080838863534,-0.15697185072572967,-2.3141945098847887,0.6615638643212594,0.6899626985074089,2,1,1,2
0,-1.5596989785423205,-1.6849562931431479,-0.7450390866851424,1.3998218390114665,-0.15697185072572967,-1.061515391841847,0.0997339527543637,0.3391848194546351,0,1,2,2
0,-0.6558815144801389,0.009808309058495172,-1.2345416549069648,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,0.0997339527543637,0.6899626985074089,0,1,0,2
1,-1.0630959763103527,0.019548335507930736,-0.7450390866851424,0.6885128790863014,-0.15697185072572967,-0.435175832820376,-0.462095958812532,-0.36237093865091263,0,1,2,2
1,-0.665813574524778,-0.321352590222285,-1.2345416549069648,-0.7341050407640285,-0.15697185072572967,-2.3141945098847887,0.6615638643212594,1.3915184566129566,1,1,0,2
0,0.9034519125282398,1.5487324880691844,0.2339660497585023,1.3998218390114665,1.2393434539481363,1.443842844244037,0.6615638643212594,-0.011593059598138786,2,1,2,2
0,0.47637333060874765,0.3312291818898425,0.2339660497585023,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-0.462095958812532,1.3915184566129566,2,1,2,2
0,0.267800069671322,0.3312291818898425,1.212971186202147,1.3998218390114665,1.2393434539481363,0.191163726201095,-1.5857557819463235,0.3391848194546351,0,1,0,2
0,-0.1394143921588918,0.13642865290114783,1.212971186202147,1.3998218390114665,-0.15697185072572967,0.817503285222566,0.0997339527543637,0.6899626985074089,1,0,2,2
0,0.4267130303855519,0.467589552181928,-0.2555365184633201,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-0.462095958812532,1.0407405775601828,1,1,0,2
1,-0.24866705264992592,-0.5551132250087192,1.212971186202147,-0.022796080838863534,1.2393434539481363,-0.435175832820376,-1.0239258703794276,0.6899626985074089,1,1,1,2
1,0.16847946922492704,-0.37979274891889425,0.7234686179803247,-0.022796080838863534,-1.5532871553995955,-0.435175832820376,1.223393775888155,1.0407405775601828,1,1,0,2
0,0.8438595522604049,1.2273116152378372,0.7234686179803247,1.3998218390114665,1.2393434539481363,0.817503285222566,-1.5857557819463235,-0.011593059598138786,0,1,2,2
0,1.1517534136442238,1.4610722500242712,-0.2555365184633201,-0.7341050407640285,1.2393434539481363,-0.435175832820376,-0.462095958812532,-0.36237093865091263,1,1,0,2
1,-1.2816012972924182,-0.788873859795152,1.212971186202147,-1.4454140006891936,-1.5532871553995955,0.817503285222566,-0.462095958812532,1.3915184566129566,2,1,2,2
0,-0.9339791957300412,-0.6330334366041968,0.7234686179803247,-1.4454140006891936,-1.5532871553995955,0.191163726201095,0.0997339527543637,-0.7131488177036864,2,1,0,2
1,-3.029643865148945,-2.386238197502449,-0.2555365184633201,-0.7341050407640285,-1.5532871553995955,0.191163726201095,1.785223687455051,-0.7131488177036864,0,1,2,1
