gender,branch,cgpa,twelfth_percentage,study_hours_per_day,coding_skill_rating,hackathons_participated,certifications_count,sleep_hours,family_income_level,extracurricular_involvement,target
0,1,-1.351125717604894,-1.3108998307268236,0.22564180098360465,-1.3449214899514412,0.191163726201095,0.0997339527543637,0.9018981059265884,2,0,2
0,3,-0.586357094167663,-0.48098400223559745,-0.8354414248349004,-0.5637090945375297,0.817503285222566,2.9088835105888426,-0.5798352853868923,0,1,2
0,2,-0.9339791957300412,-0.7641317554855446,-0.27963592559663586,-2.126133885365353,-1.061515391841847,-1.0239258703794276,0.11745101640768663,1,1,1
0,4,-2.294671421845633,-1.9748324935198056,-1.4923024693892128,-2.126133885365353,-2.3141945098847887,-1.0239258703794276,-0.14403134676528037,1,2,1
1,1,-1.182280696846025,-0.9496423524424077,-0.17858038028058765,-1.3449214899514412,-1.061515391841847,0.0997339527543637,1.7735059831698121,2,1,1
1,2,-0.5366967939444665,-1.486646712054378,0.6298639822477969,-1.3449214899514412,-1.6878549508633178,0.0997339527543637,0.9018981059265884,1,1,1
1,2,0.516101570787306,-0.10019909269256337,1.2361972541440855,0.9987156962902936,1.443842844244037,-1.5857557819463235,0.6404157427536213,0,1,2
0,1,1.1517534136442238,1.1007379297123883,-0.1280526076225638,0.9987156962902936,0.191163726201095,0.6615638643212594,-1.8000863135274052,2,0,2
0,1,-0.2983273528731217,-0.9984609305889504,-1.2396636060990927,-1.3449214899514412,-0.435175832820376,-1.0239258703794276,0.20461180413200947,2,0,2
1,3,0.2578680096266811,0.5051512763245671,0.781447300221869,0.21750330087638192,-0.435175832820376,-0.462095958812532,-0.14403134676528037,2,2,2
1,1,0.9133839725728788,0.5734972857297272,0.3266973462996528,0.9987156962902936,0.817503285222566,0.0997339527543637,-0.14403134676528037,2,1,2
1,1,0.3969168502516327,0.20247609181600118,-0.17858038028058765,0.9987156962902936,0.817503285222566,-1.0239258703794276,-1.625764738078761,1,2,2
0,0,-0.3380555930516791,0.11460265115222505,-0.1280526076225638,0.9987156962902936,1.443842844244037,0.6615638643212594,-0.05687055904095752,2,2,1
0,1,0.9133839725728788,1.081210498453771,0.023530710351508263,0.9987156962902936,0.817503285222566,0.0997339527543637,1.1633804690995562,2,2,2
0,4,0.7147427716800925,0.5344424232124925,0.781447300221869,-1.3449214899514412,-1.061515391841847,-0.462095958812532,-0.5798352853868923,2,0,1
1,1,-0.10961821202497435,0.12436636678153305,-0.8859691974929245,0.21750330087638192,0.191163726201095,-1.5857557819463235,-0.40551370993824737,1,1,2
1,1,-0.7154738747479755,-0.9594060680717157,-0.7343858795188523,0.9987156962902936,0.817503285222566,1.785223687455051,1.7735059831698121,1,2,2
0,1,1.6384243558315525,0.7101893045400461,-0.27963592559663586,0.9987156962902936,1.443842844244037,0.0997339527543637,-0.3183529222139253,1,2,2
0,3,-1.0432318562210734,-1.691684740269857,-1.391246924073165,0.9987156962902936,-0.435175832820376,0.0997339527543637,-0.14403134676528037,2,1,2
1,1,0.06915886877853382,-0.04161679891671261,0.6803917549058213,-0.5637090945375297,0.191163726201095,0.0997339527543637,-0.05687055904095752,0,2,2
0,1,1.3702587346262902,1.335067104815794,0.579336209589773,0.9987156962902936,0.191163726201095,-1.0239258703794276,-1.3642823749057933,0,0,2
1,2,0.267800069671322,-0.08067166143394598,0.27616957364162853,0.9987156962902936,0.191163726201095,0.0997339527543637,0.6404157427536213,2,0,1
1,3,0.9332480926621589,0.38798668877286424,2.398336025278639,0.21750330087638192,-0.435175832820376,0.0997339527543637,-0.6669960731112143,2,2,2
1,2,-0.4373761934980732,-0.6860220304510765,1.3372527994601338,-2.126133885365353,-1.061515391841847,-0.462095958812532,0.46609416730497644,1,0,2
1,1,-0.10961821202497435,-0.5395662960114482,0.023530710351508263,0.21750330087638192,-1.061515391841847,-0.462095958812532,1.7735059831698121,1,2,1
1,2,0.1585474091802879,0.27082210122116135,-0.5828025615447802,-2.126133885365353,-1.6878549508633178,0.6615638643212594,-1.3642823749057933,0,1,2
0,2,1.7079487761440282,1.2862485266692512,0.9330306181959415,0.9987156962902936,0.817503285222566,-1.0239258703794276,0.6404157427536213,2,2,2
1,1,0.5657618710105017,0.9542821952727599,-0.5322747888867561,0.9987156962902936,1.443842844244037,0.0997339527543637,1.7735059831698121,1,1,2
0,1,-1.678883699077993,-2.111524512330125,-1.3407191514151409,0.21750330087638192,0.191163726201095,0.0997339527543637,0.29177259185633153,2,1,2
1,0,-0.37778383323023657,0.05602035737637291,0.07405848300953258,0.9987156962902936,0.191163726201095,0.0997339527543637,0.46609416730497644,2,1,2
0,4,0.1386832890910096,1.2081388016347832,0.5288084369317487,-0.5637090945375297,0.191163726201095,2.347053599021947,0.5532549550292986,2,2,2
0,1,-0.0996861519803352,-0.09043537706325537,1.2361972541440855,0.9987156962902936,0.817503285222566,0.0997339527543637,0.20461180413200947,1,2,2
1,2,-0.37778383323023657,-0.4126379928304373,1.589891662750254,-2.126133885365353,-0.435175832820376,-0.462095958812532,-0.49267449766256943,2,1,2
0,2,0.9332480926621589,1.012864489048612,0.579336209589773,-1.3449214899514412,-1.6878549508633178,0.0997339527543637,-1.2771215871814712,1,1,2
0,3,0.43664509043019106,1.647506004953668,-0.4312192435707079,0.9987156962902936,1.443842844244037,-0.462095958812532,-0.9284784362841814,1,1,2
1,1,0.1883435893142071,0.3196406793677041,-0.026997062306515603,0.9987156962902936,0.817503285222566,0.0997339527543637,0.8147373182022662,0,2,2
1,3,-0.7353379948372538,-0.3150008365373518,-0.22910815293861175,-0.5637090945375297,-0.435175832820376,0.0997339527543637,0.9890588936509105,1,0,2
1,4,-2.2350790615777965,-2.072469649812891,-0.0775248349645397,-2.126133885365353,-2.3141945098847887,-0.462095958812532,1.4248628322725223,0,0,1
0,2,-0.46717237363199154,-0.6176760210459163,0.3772251189576767,-2.126133885365353,-1.061515391841847,-1.0239258703794276,0.5532549550292986,2,2,1
0,1,-1.7980684196136654,-1.6428661621233143,-0.6333303342028043,0.9987156962902936,0.191163726201095,1.223393775888155,-0.40551370993824737,0,1,2
1,2,-0.9041830155961228,-0.2857096896494264,-0.026997062306515603,-2.126133885365353,-1.6878549508633178,-1.0239258703794276,0.11745101640768663,2,0,2
1,1,1.7079487761440282,1.7060882987295187,0.12458625566755645,0.21750330087638192,1.443842844244037,0.0997339527543637,0.5532549550292986,2,0,2
1,1,0.04929474868925553,0.11460265115222505,-1.0880802881250207,-0.5637090945375297,-1.061515391841847,-1.0239258703794276,0.8147373182022662,2,1,2
0,3,-1.4603783780959274,-1.8381404747094854,-1.4417746967311889,0.21750330087638192,-0.435175832820376,0.0997339527543637,0.030290228683364548,1,0,2
1,2,-0.586357094167663,-0.9008237742958649,-1.4417746967311889,0.9987156962902936,0.817503285222566,2.347053599021947,1.2505412568238783,1,1,2
1,4,-0.22880293256064585,0.21223980744531057,-1.0880802881250207,-0.5637090945375297,-0.435175832820376,0.0997339527543637,1.0762196813752325,1,0,2
0,1,-0.16921057229281097,-0.2954734052787344,1.0340861635119891,-0.5637090945375297,-1.061515391841847,-0.462095958812532,0.3789333795806544,2,0,2
1,4,-0.675745634569418,-0.2954734052787344,1.5393638900922297,-0.5637090945375297,-1.061515391841847,0.6615638643212594,-0.3183529222139253,2,0,2
0,3,0.9531122127514372,0.817590176462441,-0.380691470912684,0.9987156962902936,0.817503285222566,-0.462095958812532,-1.5386039503544382,2,1,2
0,4,-2.0662340408189275,-2.199397952993902,-1.542830242047237,0.21750330087638192,-0.435175832820376,-0.462095958812532,0.8147373182022662,1,0,2
1,1,-0.586357094167663,-0.8617689117786301,-0.3301636982546599,0.9987156962902936,1.443842844244037,-1.5857557819463235,0.29177259185633153,2,0,2
1,4,0.7743351319479291,0.11460265115222505,1.3877805721181578,0.21750330087638192,-0.435175832820376,-0.462095958812532,-0.7541568608355372,0,1,2
1,0,0.34725655002843697,0.7980627452038237,0.22564180098360465,-1.3449214899514412,-1.061515391841847,-1.0239258703794276,-1.189960799457149,2,1,1
1,2,-0.675745634569418,-0.7543680398562366,-1.4923024693892128,-0.5637090945375297,-1.061515391841847,-1.0239258703794276,0.7275765304779435,2,2,2
1,3,0.8637236723496832,0.3001132481090867,1.79200275338235,0.9987156962902936,0.817503285222566,2.9088835105888426,-1.625764738078761,2,1,2
0,4,-1.42065013791737,-1.5452290058302287,-0.380691470912684,-0.5637090945375297,-1.061515391841847,0.6615638643212594,0.3789333795806544,2,2,1
1,4,-0.9439112557746803,-0.6079123054166083,1.1351417088280373,0.9987156962902936,0.817503285222566,0.0997339527543637,0.6404157427536213,0,2,2
0,2,1.1517534136442238,1.3936493985916447,1.2867250268021095,0.9987156962902936,0.817503285222566,1.223393775888155,-1.2771215871814712,0,1,2
1,1,0.07909092882317297,-0.14901767083910614,-0.17858038028058765,0.9987156962902936,0.191163726201095,0.0997339527543637,0.6404157427536213,1,1,2
1,3,0.1386832890910096,-0.1783088177270315,-0.0775248349645397,-0.5637090945375297,0.817503285222566,-0.462095958812532,1.2505412568238783,1,0,2
0,4,-0.4771044336766307,-0.5102751491235228,0.12458625566755645,0.9987156962902936,0.191163726201095,0.6615638643212594,0.5532549550292986,2,0,2
1,2,0.416780970340911,-0.2075999646149569,-0.0775248349645397,-1.3449214899514412,-1.6878549508633178,-1.5857557819463235,1.6863451954454902,2,2,1
0,1,1.7079487761440282,2.1356917864190956,-0.7343858795188523,0.21750330087638192,0.191163726201095,1.785223687455051,0.3789333795806544,1,1,2
0,0,-1.9669134403725343,-1.965068777890497,-1.7449413326793333,-1.3449214899514412,-1.6878549508633178,-0.462095958812532,-0.40551370993824737,1,1,2
1,2,-0.6459494544354997,0.14389379804015043,0.4782806642737249,-0.5637090945375297,-0.435175832820376,-0.462095958812532,1.0762196813752325,0,1,2
0,1,-0.6260853343462205,-1.213262674433738,0.27616957364162853,0.21750330087638192,0.191163726201095,0.6615638643212594,-0.7541568608355372,0,1,2
0,1,0.12875122904637046,0.11460265115222505,0.9330306181959415,-0.5637090945375297,-1.061515391841847,1.785223687455051,0.9018981059265884,2,2,2
0,2,0.11881916900173131,0.17318494492807582,0.12458625566755645,-0.5637090945375297,-1.061515391841847,-1.5857557819463235,-0.40551370993824737,2,0,2
1,1,0.7246748317247316,0.30987696373839607,-0.026997062306515603,-0.5637090945375297,-0.435175832820376,-0.462095958812532,-0.6669960731112143,0,2,2
0,3,-1.0432318562210734,-0.6274397366752257,-1.6438857873632853,-0.5637090945375297,0.191163726201095,-0.462095958812532,-0.49267449766256943,1,0,2
1,1,0.36712067011771526,0.8468813233503665,1.2867250268021095,0.9987156962902936,0.191163726201095,0.6615638643212594,1.5120236199968444,2,0,2
1,1,0.49623745069802594,0.8664087546089838,0.3772251189576767,-0.5637090945375297,-0.435175832820376,0.0997339527543637,1.7735059831698121,2,0,2
1,1,-0.5962891542123031,-0.5590937272700656,-1.391246924073165,-1.3449214899514412,-1.061515391841847,0.6615638643212594,1.7735059831698121,2,0,2
1,0,1.6384243558315525,1.2471936641520165,-0.481747016228732,0.9987156962902936,0.817503285222566,0.0997339527543637,1.1633804690995562,2,1,2
0,2,-0.675745634569418,-0.49074771786490545,0.5288084369317487,-0.5637090945375297,0.191163726201095,-1.0239258703794276,0.5532549550292986,2,0,2
1,4,0.8835877924389615,1.2471936641520165,1.4888361174342057,-1.3449214899514412,-1.6878549508633178,0.6615638643212594,-1.451443162630116,1,0,2
1,1,0.07909092882317297,0.47586012943664174,0.27616957364162853,0.9987156962902936,1.443842844244037,2.347053599021947,-0.14403134676528037,2,1,2
1,1,0.4664412705641085,0.16342122929876782,0.7309195275638452,0.9987156962902936,0.191163726201095,0.0997339527543637,1.7735059831698121,1,1,2
0,2,1.6483564158761916,1.3545945360744114,1.640419435408278,0.21750330087638192,0.191163726201095,0.0997339527543637,-0.40551370993824737,1,1,2
1,3,0.3273924299391569,0.2903495324797787,1.589891662750254,0.21750330087638192,0.817503285222566,0.6615638643212594,1.599184407721168,1,1,2
0,3,0.04929474868925553,0.2805858168504707,0.22564180098360465,-0.5637090945375297,0.191163726201095,-0.462095958812532,0.11745101640768663,2,1,2
1,1,0.2082077094034854,0.42704155129009896,0.6298639822477969,-0.5637090945375297,-1.6878549508633178,1.785223687455051,-2.584533403046307,2,2,2
0,2,-0.5267647338998273,-0.578621158528683,-1.0375525154669965,-2.126133885365353,-2.3141945098847887,-0.462095958812532,0.7275765304779435,2,2,2
1,3,0.6154221712336992,1.139792792229623,-0.0775248349645397,0.9987156962902936,0.817503285222566,1.785223687455051,1.3377020445482002,2,1,2
1,3,-0.675745634569418,-0.0025619363994778465,-0.4312192435707079,0.9987156962902936,-0.435175832820376,0.6615638643212594,1.3377020445482002,2,2,2
1,0,1.4497152149834052,1.9208900425743072,-1.7954691053373573,0.9987156962902936,1.443842844244037,-1.0239258703794276,0.20461180413200947,2,2,2
0,3,1.1914816538227821,0.6906618732814288,1.4888361174342057,0.21750330087638192,0.191163726201095,0.6615638643212594,0.5532549550292986,2,1,2
1,2,-1.1127562765335492,-0.1685451020977235,1.0340861635119891,-2.126133885365353,-1.6878549508633178,-0.462095958812532,0.7275765304779435,0,1,1
1,3,0.506169510742665,1.2569573797813258,-0.9364969701509483,0.9987156962902936,-0.435175832820376,1.223393775888155,-1.189960799457149,1,2,2
1,1,1.7079487761440282,1.6865608674709014,-0.5322747888867561,0.9987156962902936,0.817503285222566,1.785223687455051,0.29177259185633153,1,2,2
1,2,0.11881916900173131,0.11460265115222505,0.579336209589773,-1.3449214899514412,-2.3141945098847887,0.6615638643212594,0.6404157427536213,2,1,2
0,0,-1.5596989785423205,-1.5159378589423034,0.17511402832558076,-1.3449214899514412,-1.061515391841847,0.0997339527543637,-0.05687055904095752,1,2,2
0,3,-0.6558815144801389,-0.8129503336320874,-0.8859691974929245,-1.3449214899514412,-1.061515391841847,0.0997339527543637,-0.3183529222139253,0,0,2
1,1,-1.0630959763103527,-0.5590937272700656,0.8319750728798933,-1.3449214899514412,-0.435175832820376,-0.462095958812532,-0.6669960731112143,1,2,2
1,0,-0.665813574524778,-0.3833468459425119,-1.0880802881250207,-1.3449214899514412,-2.3141945098847887,0.6615638643212594,0.5532549550292986,0,0,2
0,0,0.9034519125282398,1.647506004953668,1.2867250268021095,0.21750330087638192,1.443842844244037,0.6615638643212594,-1.189960799457149,2,2,2
0,1,0.47637333060874765,-0.5688574428993736,1.0340861635119891,-0.5637090945375297,-0.435175832820376,-0.462095958812532,0.46609416730497644,2,2,2
0,2,0.267800069671322,0.5344424232124925,-0.7849136521768764,0.9987156962902936,0.191163726201095,-1.5857557819463235,0.6404157427536213,1,0,2
0,1,-0.1394143921588918,-0.4224017084597453,-0.1280526076225638,0.21750330087638192,0.817503285222566,0.0997339527543637,1.1633804690995562,1,2,2
0,2,0.4267130303855519,0.35869554188493885,-0.5322747888867561,-0.5637090945375297,-0.435175832820376,-0.462095958812532,-1.1028000117328263,2,0,2
1,3,-0.24866705264992592,0.27082210122116135,0.3772251189576767,0.21750330087638192,-0.435175832820376,-1.0239258703794276,-1.5386039503544382,1,1,2
1,4,0.16847946922492704,0.04625664174706491,0.427752891615701,0.21750330087638192,-0.435175832820376,1.223393775888155,0.29177259185633153,2,0,2
0,0,0.8438595522604049,2.321202383375957,-1.7449413326793333,0.21750330087638192,0.817503285222566,-1.5857557819463235,-0.23119213448960244,2,2,2
0,3,1.1517534136442238,0.8468813233503665,0.4782806642737249,0.21750330087638192,-0.435175832820376,-0.462095958812532,1.7735059831698121,1,0,2
1,3,-1.2816012972924182,-1.9943599247784223,-1.2396636060990927,0.9987156962902936,0.817503285222566,-0.462095958812532,0.11745101640768663,2,2,2
0,2,-0.9339791957300412,-0.6372034523045337,0.579336209589773,0.9987156962902936,0.191163726201095,0.0997339527543637,-0.14403134676528037,1,0,2
1,1,-3.029643865148945,-2.394672265580073,0.07405848300953258,0.21750330087638192,0.191163726201095,1.785223687455051,0.6404157427536213,2,2,1
1,3,1.1219572335103063,0.7882990295745143,1.3877805721181578,0.21750330087638192,0.191163726201095,-0.462095958812532,-0.05687055904095752,0,0,2
0,1,-0.6856776946140571,-0.275945974020117,0.781447300221869,0.9987156962902936,0.191163726201095,1.785223687455051,-0.05687055904095752,2,1,2
0,2,-1.2021448169353033,-1.6428661621233143,0.8319750728798933,0.9987156962902936,0.191163726201095,-0.462095958812532,0.11745101640768663,1,1,2
1,0,1.7079487761440282,1.139792792229623,0.427752891615701,0.21750330087638192,0.817503285222566,-1.0239258703794276,0.29177259185633153,2,2,2
0,2,-0.9637753758639594,-0.7543680398562366,-0.22910815293861175,-1.3449214899514412,-1.6878549508633178,0.0997339527543637,-1.8000863135274052,0,2,1
0,1,-3.089236225416782,-2.394672265580073,0.12458625566755645,0.21750330087638192,0.191163726201095,1.785223687455051,1.3377020445482002,2,1,1
0,1,0.9829083928853547,-0.031853083287403224,1.0846139361700136,0.9987156962902936,0.191163726201095,-0.462095958812532,1.7735059831698121,1,1,2
0,1,-2.4039240823366654,-2.394672265580073,-1.9470524233114292,0.21750330087638192,0.191163726201095,-0.462095958812532,-1.712925525803083,2,2,2
1,2,0.516101570787306,1.9794723363501578,0.579336209589773,-1.3449214899514412,-0.435175832820376,-1.0239258703794276,0.030290228683364548,2,2,2
1,1,-0.5764250341230239,-0.5981485897872989,1.3372527994601338,0.21750330087638192,0.191163726201095,0.6615638643212594,0.29177259185633153,0,2,2
1,2,-0.1195502720696135,0.2805858168504707,0.5288084369317487,-2.126133885365353,-2.3141945098847887,-1.0239258703794276,0.9018981059265884,1,1,2
1,1,0.1883435893142071,-0.5005114334942135,-1.0375525154669965,0.21750330087638192,-0.435175832820376,-0.462095958812532,0.11745101640768663,2,1,2
0,4,0.7147427716800925,0.27082210122116135,0.8825028455379171,0.9987156962902936,1.443842844244037,2.9088835105888426,0.20461180413200947,2,0,2
1,3,-0.010297611578581117,1.1007379297123883,-1.1386080607830447,0.9987156962902936,0.817503285222566,1.223393775888155,-0.9284784362841814,2,2,2
0,1,-0.28839529282848253,-0.578621158528683,1.4888361174342057,0.9987156962902936,0.817503285222566,-1.0239258703794276,0.46609416730497644,1,0,2
0,4,1.1318892935549454,1.012864489048612,-0.4312192435707079,-1.3449214899514412,-1.6878549508633178,-1.0239258703794276,0.20461180413200947,2,2,2
1,2,0.07909092882317297,-1.0472795087354931,1.0846139361700136,-2.126133885365353,-2.3141945098847887,-1.0239258703794276,-0.49267449766256943,2,2,1
1,0,-0.03016173166785941,1.02262820467792,-0.17858038028058765,-0.5637090945375297,0.191163726201095,-1.0239258703794276,-0.40551370993824737,0,0,2
1,2,-1.0134356760871561,-1.564756437088846,0.07405848300953258,-1.3449214899514412,-0.435175832820376,-1.0239258703794276,0.29177259185633153,2,2,2
1,2,0.7644030719032899,0.6808981576521208,0.6803917549058213,-1.3449214899514412,-1.6878549508633178,-1.0239258703794276,0.11745101640768663,2,2,2
1,4,0.019498568555338085,0.5149149919538751,-0.22910815293861175,-2.126133885365353,-2.3141945098847887,-0.462095958812532,-0.49267449766256943,2,2,1
1,4,-0.30825941291776165,-0.1978362489856489,-0.6838581068608282,0.21750330087638192,-0.435175832820376,0.0997339527543637,-1.2771215871814712,2,1,2
0,3,1.7079487761440282,2.047818345755318,1.0340861635119891,0.9987156962902936,1.443842844244037,1.223393775888155,0.8147373182022662,2,0,2
