dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,depth_to_width_ratio,batch_size_to_dataset_ratio,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,avg_learning_slope,std_learning_slope,avg_validation_gap,std_validation_gap,avg_first_overfit_epoch,std_first_overfit_epoch,avg_first_stay_epoch,std_first_stay_epoch,avg_percentage_weights_near_zero,std_percentage_weights_near_zero,avg_avg_weights,std_avg_weights,batch_normalisation,dropout,layer_normalisation,weight_decay,prune,weight_normalisation,baseline,weight_perturbation
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\700168228_20260528_183206.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0040060090135202,21.0,0.6666666666666666,3994.0,2.0,190.1904761904762,0.0952380952380952,1997.0,0.1671537112799532,0.238095238095238,0.0201372082226468,0.0,0.0628722662918792,1.0203413296430064,-0.028671636534134,-0.0003657841411503,6.44825064988424e-05,0.0351942403351116,0.0035107245934568,18.7,9.466255859631094,2.3,0.458257569495584,47.59903064158384,3.6795293800029047,0.0635275295318816,0.0056333429365202,5,4,2,1,1,3,2,2
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\657650482_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0040060090135202,14.0,0.7857142857142857,3994.0,2.0,285.2857142857143,0.1428571428571428,1997.0,0.1671537112799532,0.3571428571428571,0.0219641845897193,0.0,0.0709470389339914,1.0222071730455211,0.3358002042673263,-0.0003881651163101,3.581096745650044e-05,0.0375203117546511,0.004340857711187,16.0,6.48074069840786,2.7,0.6403124237432849,43.36060671506654,3.668733335487984,0.0719330794074362,0.0066056597503975,5,2,4,1,2,2,2,3
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\1871690252_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.027538726333907,22.0,0.6818181818181818,581.0,2.0,26.40909090909091,0.0909090909090909,290.5,0.1666666666666666,0.2272727272727272,0.0262964151123895,0.0,0.0911220375931858,1.0266452165336315,-0.2910953545714191,-0.0003286982937292,0.0002161188012649,0.0242695440821964,0.0179209201596375,15.7,27.114756130195968,2.0,0.0,63.11149751480455,2.667486713864894,0.0442868873253298,0.0025276735050013,3,2,3,1,2,2,3,3
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\2892984950_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0205655526992287,22.0,0.6818181818181818,778.0,2.0,35.36363636363637,0.0909090909090909,389.0,0.1664167916041979,0.2727272727272727,0.0202131018763496,0.0,0.0822022048788095,1.0204187700131162,-0.0784843451069006,-0.0004307942227883,4.27725339366024e-05,0.0418109802960288,0.0099261731519792,30.5,24.16298822579691,2.0,0.0,62.25595052574597,1.326242911874307,0.0451484947572744,0.0011532769172828,4,5,3,2,3,1,3,2
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\408701284_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0110420979986197,22.0,0.6818181818181818,1449.0,2.0,65.86363636363636,0.0909090909090909,724.5,0.1676067687348912,0.2727272727272727,0.0186799678678068,0.0,0.0850182582947711,1.018855529928322,0.000952970210548,-0.0003930398957295,3.802536022691831e-05,0.035756609433751,0.0071936538795793,23.6,20.548479262466117,2.0,0.0,56.58396351765883,2.488151384467573,0.0510692043806733,0.002782365650688,3,2,1,2,2,2,1,1
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\2196664355_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0082389289392378,22.0,0.6818181818181818,1942.0,2.0,88.27272727272727,0.0909090909090909,971.0,0.1670673076923076,0.2727272727272727,0.0200995854303057,0.0,0.056626919633627,1.0203029422751688,-0.0713440627250511,-0.0003972587260332,1.9211240602212195e-05,0.0418847633787916,0.0056412002605136,18.2,7.743384273042376,2.4,1.2000000000000002,58.08697363888388,1.285131783163055,0.0493793595814386,0.0013714882689629,5,4,4,1,4,3,3,2
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\2810372831_20260528_183207.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0074245939675174,22.0,0.6818181818181818,2155.0,2.0,97.95454545454544,0.0909090909090909,1077.5,0.1673889490790899,0.2727272727272727,0.0200393987770472,0.0,0.0594677244228636,1.020241535503716,-0.0675972502461403,-0.0004235135831616,2.3205112276702725e-05,0.0472492458123145,0.0050888550609062,9.6,5.238320341483518,3.5,1.9621416870348585,55.458161775561415,2.904586196283855,0.0527254941836109,0.0035900752140774,4,3,3,2,4,1,1,1
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\2711420955_20260528_183208.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0055536272127733,22.0,0.6818181818181818,2881.0,2.0,130.95454545454547,0.0909090909090909,1440.5,0.1673419773095624,0.2727272727272727,0.0192522685066065,0.0,0.0626639336094041,1.0194387884826468,-0.0296213754058695,-0.0004006650095636,2.8501086626103646e-05,0.0328230539550399,0.0047796982848871,14.1,6.518435395092905,2.7,0.9,51.580682731582485,3.364779658007404,0.0577070365299209,0.0046019209072805,4,3,3,1,3,1,1,2
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\1532130927_20260528_183208.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.005268356931182,22.0,0.6818181818181818,3037.0,2.0,138.04545454545453,0.0909090909090909,1518.5,0.1671790930053804,0.2727272727272727,0.0189601113504196,0.0,0.0781385007607349,1.019140995648569,-0.0151812736794385,-0.0003249084407633,0.0001396307759089,0.0371756638226784,0.0101580858794023,11.4,9.210863151735564,2.8,0.7483314773547882,52.51037548596644,3.1159627182034457,0.0564125486542234,0.0039317530559241,3,2,2,1,1,2,2,2
Indian Engineering Student Placement,Data\Input\Subsets\Indian Engineering Student Placement\145700777_20260528_183208.csv,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0044518642181413,22.0,0.6818181818181818,3594.0,2.0,163.36363636363637,0.0909090909090909,1797.0,0.1672620980837934,0.2727272727272727,0.0213129154454344,0.0,0.0716775969438279,1.0215416577929477,-0.1236663252775159,-0.0003499535538933,7.355104111592882e-05,0.0338807276000984,0.0056037339731896,11.3,8.775534171775528,3.0,1.1832159566199232,48.2207476911468,4.691156377937635,0.0623058742301657,0.0066929519762445,5,2,4,1,2,3,1,1
Indian Engineering Student Placement,,16.0,0.0005,220.0,5.0,172.8,80.0,240.0,864.0,0.0289351851851851,0.0040060090135202,22.0,0.6818181818181818,3994.0,2.0,181.54545454545453,0.0909090909090909,1997.0,0.1671537112799532,0.2727272727272727,0.0202689315549826,0.0,0.059402469442487,1.0204757412554453,-0.0788484458525486,-0.0003462267192927,6.115806897271804e-05,0.034218100917091,0.0028388658681492,13.1,7.475961476626267,2.5,0.806225774829855,48.31753088039893,3.687049073702747,0.0622542514214482,0.0057685623049695,5,4,3,1,2,3,3,4
Led24,Data\Input\Subsets\Led24\21945515_20260528_183211.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0222299409517193,24.0,1.0,2879.0,9.0,119.95833333333331,0.375,319.8888888888889,0.8783382789317508,0.0416666666666666,0.0817658397027964,0.0,0.3516752664977849,1.0852016689305335,0.1191925353018816,-0.002050424615542,0.0003263815940311,0.1695750926405866,0.0174213282066734,14.5,7.697402159170326,4.8,1.6613247725836149,10.7947543055775,0.5578552156133951,0.2957304390601438,0.0113586562412674,3,2,4,1,2,2,3,3
Led24,Data\Input\Subsets\Led24\3960834358_20260528_183211.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0330237358101135,24.0,1.0,1938.0,6.0,80.75,0.25,323.0,0.9014925373134328,0.1666666666666666,0.0783927550812145,0.0,0.3328265253107756,1.0815473584837374,-0.0479432720707723,-0.0023124102751413,0.0002011587395988,0.1328296636115473,0.0127216953244079,18.7,9.17660067781093,5.3,0.7810249675906654,12.7693303138143,1.1405441477063027,0.2392408612528614,0.0196016663236717,3,3,3,1,4,2,3,2
Led24,Data\Input\Subsets\Led24\2123841821_20260528_183212.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0512409927942353,24.0,1.0,1249.0,4.0,52.04166666666666,0.1666666666666666,312.25,0.94375,0.0833333333333333,0.0746710839392666,0.0,0.3856193383964561,1.0775296757752697,-0.2266079561025291,-0.0023379119733969,0.0001385489910937,0.0822067566450912,0.0176753846228008,15.0,8.977750274985375,4.1,0.7000000000000001,18.01446416831032,1.408469862648521,0.1716290397764251,0.0162739118977481,2,3,3,1,2,2,3,1
Led24,Data\Input\Subsets\Led24\560636566_20260528_183212.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0394818013571869,24.0,1.0,1621.0,5.0,67.54166666666667,0.2083333333333333,324.2,0.913946587537092,0.0416666666666666,0.0715470148899261,0.0,0.3675079038870708,1.0741686514350706,-0.062979787613943,-0.0022481196125348,0.0001885576226799,0.0904994948540321,0.0090503788940248,21.6,13.48480626483006,4.5,0.9219544457292888,14.51328876569379,1.4802323908020891,0.2165712942746944,0.0189599332520883,4,3,3,1,3,2,2,1
Led24,Data\Input\Subsets\Led24\2069023756_20260528_183212.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0396284829721362,24.0,1.0,1615.0,5.0,67.29166666666667,0.2083333333333333,323.0,0.8783382789317508,0.0833333333333333,0.0869711447130866,0.0,0.3647818649156176,1.0908652020357426,-0.2294017640947654,-0.0019064855078856,0.0001762892484062,0.1046742013350219,0.0071815894752965,15.0,7.848566748139434,4.1,0.8306623862918076,15.377466166639492,1.3953975038022852,0.2000933823552175,0.0202223273465106,3,2,2,1,3,1,2,3
Led24,Data\Input\Subsets\Led24\2086146280_20260528_183212.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,17.0,1.0,3199.0,10.0,188.1764705882353,0.5882352941176471,319.9,0.8783382789317508,0.0588235294117647,0.0675097397423336,0.0,0.3528255677707244,1.0698406795197148,1.0055808442905363,-0.002112848162651,0.000182701214491,0.2419934573467869,0.0216073015738333,18.2,10.244998779892558,4.5,2.5787593916455256,9.4207631488484,0.412186905686877,0.3553743376298309,0.0078427508565574,2,2,3,1,3,2,2,2
Led24,Data\Input\Subsets\Led24\949139504_20260528_183213.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,17.0,1.0,3199.0,10.0,188.1764705882353,0.5882352941176471,319.9,0.8783382789317508,0.0588235294117647,0.0660067029771098,0.0,0.3447841266003988,1.0682338774892244,1.0512498689294836,-0.0020886998375256,0.0001954739374018,0.2255444085707958,0.0290935345739917,11.6,6.053098380168622,5.3,2.368543856465402,9.44826400825026,0.5621329082217847,0.3403883754530901,0.011268674131108,4,3,6,1,2,5,5,4
Led24,Data\Input\Subsets\Led24\978010710_20260528_183213.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,18.0,1.0,3199.0,10.0,177.72222222222223,0.5555555555555556,319.9,0.8783382789317508,0.0555555555555555,0.0999480865719088,0.0,0.3574467914706676,1.105113546353858,0.2794064582597511,-0.0017509418725967,0.0002605604696778,0.1799123414243142,0.0335913176199516,12.7,7.642643521714199,3.9,1.57797338380595,9.95083079009834,0.5829354991914854,0.336886970429511,0.0131916496560515,3,3,4,1,3,4,3,2
Led24,Data\Input\Subsets\Led24\35578937_20260528_183214.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,20.0,1.0,3199.0,10.0,159.95,0.5,319.9,0.8783382789317508,0.05,0.0736859567398558,0.0,0.3604637150715115,1.0764686946699682,0.5618553357735708,-0.0020562214652697,0.0001931573422937,0.1913103651215997,0.0220866025522715,13.5,9.635870484808311,2.9,0.9433981132056604,9.848134697920106,0.3253364352391581,0.328321797439823,0.0104781011354564,4,2,5,1,2,3,3,4
Led24,Data\Input\Subsets\Led24\3774660965_20260528_183214.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,15.0,1.0,3199.0,10.0,213.26666666666668,0.6666666666666666,319.9,0.8783382789317508,0.0,0.0622783636940782,0.0,0.3522972431780782,1.0642585544417746,1.463922682598619,-0.0026026192307472,0.0001945352540828,0.3422135639977338,0.0261624842759557,20.8,9.410632284814872,5.4,2.615339366124404,8.948391657829621,0.472929713302228,0.3758751500954936,0.0110090164247316,2,2,4,1,2,3,2,3
Led24,Data\Input\Subsets\Led24\2275564684_20260528_183214.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.1237911025145067,24.0,1.0,517.0,10.0,21.541666666666668,0.4166666666666667,51.7,0.8888888888888888,0.0416666666666666,0.0871037536385219,0.0,0.3478595520261409,1.091009870089905,0.1010954907017595,-0.0062337058782577,8.16198568726286e-05,0.2998653875524962,0.0256291055653268,63.4,31.14225425366635,15.5,1.2041594578792296,16.64471621197868,0.3922983906301603,0.1778549942239656,0.0028506017063562,1,2,2,3,4,2,1,2
Led24,Data\Input\Subsets\Led24\1125367658_20260528_183214.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0617164898746383,24.0,1.0,1037.0,10.0,43.208333333333336,0.4166666666666667,103.7,0.8807339449541285,0.0416666666666666,0.088100209017518,0.0,0.3575621564024231,1.0920975545680194,0.0886131548422301,-0.0053075488408406,0.0001934082931292,0.1770724550340855,0.0235462042670531,32.5,14.657762448614044,10.0,1.5491933384829668,15.054876136719974,0.9509428275726092,0.2023959738552551,0.0136682745200668,4,1,5,2,6,2,4,3
Led24,Data\Input\Subsets\Led24\1127740765_20260528_183215.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0385310054184226,24.0,1.0,1661.0,10.0,69.20833333333333,0.4166666666666667,166.1,0.88,0.0833333333333333,0.0901316081869398,0.0,0.3446454025466998,1.094318295475241,0.0640697703651686,-0.0043089439471562,0.0001126797432264,0.1679006085786619,0.0149939437652713,25.5,8.92468486838611,7.3,2.0518284528683197,12.903731577296956,1.04748639182379,0.2391472627775315,0.0189852031568089,3,3,4,2,5,1,2,3
Led24,Data\Input\Subsets\Led24\1081659111_20260528_183215.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0290644868301544,24.0,1.0,2202.0,10.0,91.75,0.4166666666666667,220.2,0.8793103448275862,0.0416666666666666,0.0846969284943305,0.0,0.3639066803624877,1.0883871575732993,0.1323455991721745,-0.0032985628644625,0.0001739127661971,0.1379769128042453,0.0165845042900896,22.5,13.238202294873728,6.2,1.6613247725836149,12.063342740671056,0.6967218812409283,0.2580277289546893,0.0148970433139644,3,2,4,1,3,2,2,2
Led24,Data\Input\Subsets\Led24\699360686_20260528_183216.csv,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0222299409517193,24.0,1.0,2879.0,10.0,119.95833333333331,0.4166666666666667,287.9,0.8811881188118812,0.0416666666666666,0.0868314527210318,0.0,0.3538360609201825,1.0907128275456028,0.1045134502262437,-0.0021959898869196,0.0002490876457575,0.1719260553254875,0.0197826147650346,14.7,3.8483762809787714,4.6,1.4966629547095764,10.675760426465976,0.5881759815588223,0.2990514566005678,0.0160519746131922,5,2,4,1,2,2,3,4
Led24,,64.0,0.0051,120.0,2.0,64.0,48.0,80.0,128.0,0.03125,0.0200062519537355,24.0,1.0,3199.0,10.0,133.29166666666666,0.4166666666666667,319.9,0.8783382789317508,0.0416666666666666,0.0833121438462385,0.0,0.3465019143360943,1.0868810188259037,0.1511607571293305,-0.0021109643578529,0.0002352189353805,0.1218045277522109,0.0128858584570647,17.0,7.937253933193772,4.6,1.624807680927192,10.061147695202257,0.4927790027133882,0.3144207552715542,0.0131589396850561,4,2,5,1,2,3,4,4
Led7,Data\Input\Subsets\Led7\4141790047_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.8561872909698997,7.0,1.0,299.0,9.0,42.71428571428572,1.2857142857142858,33.22222222222222,0.7435897435897436,0.0,0.0690948683688812,0.0449249331360275,0.1090332722209916,1.0715378593754878,3.533817854631049,-0.003222799450159,0.0001776512422017,0.3177669211134568,0.0364781781412699,26.2,7.249827584156743,10.9,2.42693221990232,8.841625522218003,0.4663287650032912,0.315345231200007,0.0084526227330277,3,2,4,1,1,3,4,3
Led7,Data\Input\Subsets\Led7\2470822133_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,2.4615384615384617,7.0,1.0,104.0,3.0,14.857142857142858,0.4285714285714285,34.666666666666664,0.8205128205128205,0.0,0.042543744706451,0.0,0.1124541755486689,1.0434617013011251,2.675901344591807,-0.0031269852817058,0.0002762276610602,0.3125640606042504,0.0653946519920272,19.5,3.2326459750489227,7.8,1.6,10.160897123354465,1.0568402218303283,0.2738172957536536,0.0072453666847274,1,2,3,2,1,3,4,3
Led7,Data\Input\Subsets\Led7\2501665436_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,1.8823529411764703,7.0,1.0,136.0,4.0,19.428571428571427,0.5714285714285714,34.0,0.7435897435897436,0.0,0.0951855280150436,0.0,0.219469890920541,1.0998628915773732,1.0711470477137568,-0.0035839100182056,0.0002372587025801,0.1616642042683707,0.0761671141903939,16.8,5.055689863905815,8.9,1.1357816691600546,9.678770949720668,0.9291063413880544,0.2896365708811989,0.012926222092888,1,2,2,2,1,3,2,2
Led7,Data\Input\Subsets\Led7\3156255007_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.9309090909090908,7.0,1.0,275.0,8.0,39.285714285714285,1.1428571428571428,34.375,0.7435897435897436,0.0,0.0615289138905618,0.0,0.1759021881331359,1.0634612448863217,3.819114906866184,-0.0028619980812072,0.0001714124986148,0.326460828318351,0.031200389107816,28.2,6.063002556489648,10.4,2.244994432064365,8.970820189274448,0.5580036158550831,0.3065530428798041,0.0057426235496424,5,2,5,1,1,4,3,3
Led7,Data\Input\Subsets\Led7\3067815109_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,1.2610837438423643,7.0,1.0,203.0,6.0,29.0,0.8571428571428571,33.833333333333336,0.7837837837837838,0.0,0.0718838538138375,0.0,0.1468898929706981,1.0745305341923972,2.553934675875797,-0.0029905761778354,0.0002124904188929,0.315222335499856,0.0305146025717549,27.3,11.730728877610291,10.8,1.5362291495737217,8.92399658411614,0.3771033674777047,0.310629241607517,0.0087249151258573,3,2,5,2,1,3,4,4
Led7,Data\Input\Subsets\Led7\23681642_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,3.0,1.0,336.0,10.0,112.0,3.333333333333333,33.6,0.7435897435897436,0.0,0.0599910724514359,0.0242158184322773,0.1027890649042322,1.0618270669903378,11.76931671496994,-0.000993600487709,8.256777787945594e-05,0.1651249625690048,0.017586189681716,9.4,1.9078784028338915,4.8,0.6,10.116279069767444,0.5173167347728085,0.255470940768048,0.0102463317694288,3,4,1,1,2,2,2,3
Led7,Data\Input\Subsets\Led7\3456112951_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,4.0,1.0,336.0,10.0,84.0,2.5,33.6,0.7435897435897436,0.0,0.0393288688627145,0.0,0.085927676433859,1.040112488020812,13.60844844426742,-0.0013150554895401,5.0810068137715545e-05,0.1405183986037326,0.0194550963760281,12.7,3.848376280978772,5.7,0.7810249675906654,8.929903057419835,0.7513304388732257,0.2823073056675799,0.0118516513822926,3,3,2,1,1,2,2,2
Led7,Data\Input\Subsets\Led7\2708923610_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,3.0,1.0,336.0,10.0,112.0,3.333333333333333,33.6,0.7435897435897436,0.0,0.0703538726924016,0.0242158184322773,0.1121574922375732,1.0728877797727532,9.888455388267888,-0.0010884669423103,7.797840342097912e-05,0.0764052724875883,0.0274071217234638,10.0,3.3763886032268267,5.5,0.806225774829855,9.628657164291074,0.8350450101660634,0.2703822213236944,0.0086308020249623,2,3,1,3,2,1,1,1
Led7,Data\Input\Subsets\Led7\651862396_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,4.0,1.0,336.0,10.0,84.0,2.5,33.6,0.7435897435897436,0.0,0.0418502047061135,0.0,0.0848079840526327,1.0427382697658036,12.728337942117433,-0.0011854982376098,8.085883243707143e-05,0.0866233818095972,0.0202340474170618,11.9,2.6627053911388696,6.1,1.0440306508910548,9.58985831469053,0.8783590235183648,0.2752633872981572,0.0099814497566693,3,3,2,1,1,2,2,2
Led7,Data\Input\Subsets\Led7\1913283269_20260528_183218.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,3.0,1.0,336.0,10.0,112.0,3.333333333333333,33.6,0.7435897435897436,0.0,0.0363755338938105,0.0230074967738569,0.0529683340177982,1.03704521900421,20.059347374512065,-0.0009234377741813,6.183483860703359e-05,0.0684245322795754,0.0384692222643681,10.5,3.6674241641784495,5.0,0.7745966692414834,10.13503375843961,0.4794162133134421,0.2543686078127756,0.0082633189159516,2,3,2,3,1,2,1,1
Led7,Data\Input\Subsets\Led7\290750247_20260528_183219.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,1.9104477611940296,7.0,1.0,134.0,10.0,19.142857142857142,1.4285714285714286,13.4,0.8,0.0,0.0598986988003339,0.0,0.1387365492005923,1.0617289866774091,4.484745186868101,-0.0050727261602878,0.0003381281001147,0.4515967752537239,0.0613017428850092,22.4,3.8,14.9,2.624880949681337,7.633699633699633,0.4377864078631107,0.3493651610591036,0.0112233321197864,3,1,3,1,1,2,2,3
Led7,Data\Input\Subsets\Led7\1217341246_20260528_183219.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,1.673202614379085,7.0,1.0,153.0,10.0,21.857142857142858,1.4285714285714286,15.3,0.7222222222222222,0.0,0.0479602577817658,0.0,0.1023765948030215,1.0491289597838638,5.844508210411289,-0.0047041419148445,0.0003019384708536,0.4476519972054016,0.0581242286693525,29.0,5.477225575051661,15.2,1.939071942966532,7.695970695970695,0.8961192404694719,0.3542318303113455,0.0142246805368044,3,1,5,2,1,3,5,4
Led7,Data\Input\Subsets\Led7\1208550132_20260528_183219.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,1.147982062780269,7.0,1.0,223.0,10.0,31.857142857142858,1.4285714285714286,22.3,0.7307692307692307,0.0,0.0600484276424882,0.0029641458299898,0.1180340119437057,1.0618879700311656,4.465435206578592,-0.0038856375217437,0.0002334191455506,0.3581901778850688,0.0741381237492388,27.7,6.000833275471,12.5,1.4317821063276353,8.15018315018315,0.7361179306358959,0.3319871718630249,0.0078775860676081,4,2,3,2,1,3,3,3
Led7,Data\Input\Subsets\Led7\579564000_20260528_183219.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.927536231884058,7.0,1.0,276.0,10.0,39.42857142857143,1.4285714285714286,27.6,0.75,0.0,0.0507017739628763,0.0041311709615903,0.0789602589352402,1.0520091099884654,5.47512811241197,-0.0032655209302902,0.0002949601365162,0.3079298206167675,0.0583699474626051,26.6,5.902541825349482,12.5,2.539685019840059,8.369963369963369,0.5514615214176916,0.3283897217595097,0.0143051328556039,4,3,6,2,1,5,4,4
Led7,Data\Input\Subsets\Led7\1316971433_20260528_183219.csv,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.847682119205298,7.0,1.0,302.0,10.0,43.142857142857146,1.4285714285714286,30.2,0.7428571428571429,0.0,0.0607969275034859,0.0050360965879963,0.1596758136566172,1.0626830905658118,4.400704169387741,-0.0029333642125129,0.000138297160301,0.2630430877846198,0.0577045663421765,25.2,10.361467077590897,11.6,1.9078784028338915,8.553113553113553,0.6700894303182527,0.3216534298287206,0.0127734427725997,4,3,6,2,1,4,4,5
Led7,,256.0,0.035,80.0,2.0,56.0,16.0,96.0,112.0,0.0357142857142857,0.7619047619047619,7.0,1.0,336.0,10.0,48.0,1.4285714285714286,33.6,0.7435897435897436,0.0,0.050621640623407,0.0191294127533669,0.0991238732487373,1.0519248123629,5.485467435631081,-0.0029759973287582,0.0001817377396419,0.3345195854780453,0.0310077736102256,27.0,6.418722614352485,10.4,1.1135528725660042,8.58241758241758,0.6756330571461107,0.3158575419803242,0.0068497856892365,4,3,6,2,1,5,5,4
Liver Cirrhosis,Data\Input\Subsets\Liver Cirrhosis\351052729_20260528_183219.csv,256.0,0.0215,140.0,3.0,112.0,64.0,144.0,336.0,0.0267857142857142,1.5515151515151515,18.0,0.6111111111111112,165.0,3.0,9.166666666666666,0.1666666666666666,55.0,0.1276595744680851,0.5,0.0695554325094312,0.0002039865772658,0.2144923479882408,1.0720314849531525,-0.2980058030109991,-0.0015327733755111,0.0002706371154567,0.1100171313362783,0.0530764765377038,15.3,7.362744053679987,8.2,2.2715633383201093,17.27487452022439,1.6164438899737243,0.1438968703464092,0.0158574258684309,4,3,1,2,2,1,3,2
Liver Cirrhosis,Data\Input\Subsets\Liver Cirrhosis\1825279860_20260528_183219.csv,256.0,0.0215,140.0,3.0,112.0,64.0,144.0,336.0,0.0267857142857142,1.1797235023041477,18.0,0.6111111111111112,217.0,3.0,12.055555555555555,0.1666666666666666,72.33333333333333,0.1081081081081081,0.5555555555555556,0.0430460486578017,0.0,0.1217402481425523,1.04398596789634,0.1168887083275724,-0.0014107605814933,0.0002472168569661,0.1985363932353913,0.0415510765252624,14.3,7.267048919609664,7.8,2.712931993250108,18.93022340320835,1.4366703921813977,0.1341598208447522,0.0144001569982552,2,2,1,1,1,1,2,2
Liver Cirrhosis,Data\Input\Subsets\Liver Cirrhosis\402500942_20260528_183219.csv,256.0,0.0215,140.0,3.0,112.0,64.0,144.0,336.0,0.0267857142857142,0.9696969696969696,18.0,0.6111111111111112,264.0,3.0,14.666666666666666,0.1666666666666666,88.0,0.5315315315315315,0.5555555555555556,0.0364903163698136,0.000956942399853,0.1058995445110206,1.03716426045398,0.6242506957301154,-0.0018217230694634,0.0003659197571234,0.2356915471990252,0.0967080283024656,13.6,5.257375771237966,9.7,4.313930922024598,18.471279073582,1.8036264617877655,0.1571449078303448,0.0215807633734343,1,2,2,2,1,1,2,3
