parents,has_nurs,form,children,finance,social,health,target
2,0.707188636460444,0,2,0,2,2,4
2,0.707188636460444,0,2,0,2,1,2
2,0.707188636460444,0,2,0,2,0,1
2,0.707188636460444,0,2,0,1,2,2
2,0.707188636460444,0,2,0,1,1,2
2,0.707188636460444,0,2,0,1,0,1
2,0.707188636460444,0,2,1,0,0,1
2,0.707188636460444,0,2,1,2,2,2
2,0.707188636460444,0,2,1,2,1,2
2,0.707188636460444,0,2,1,2,0,1
2,0.707188636460444,0,2,1,1,1,2
2,0.707188636460444,0,2,1,1,0,1
2,0.707188636460444,0,2,0,0,2,2
2,0.707188636460444,0,2,0,0,1,2
2,0.707188636460444,0,2,0,0,0,1
2,0.707188636460444,0,2,0,2,1,2
2,0.707188636460444,0,2,0,2,0,1
2,0.707188636460444,0,2,0,1,2,2
2,0.707188636460444,0,2,0,1,1,2
2,0.707188636460444,0,2,1,0,1,2
2,0.707188636460444,0,2,1,0,0,1
2,0.707188636460444,0,2,1,2,2,2
2,0.707188636460444,0,2,1,2,1,2
2,0.707188636460444,0,2,1,1,2,2
2,0.707188636460444,0,2,1,1,1,2
2,0.707188636460444,0,2,0,0,2,2
2,0.707188636460444,0,2,0,0,1,2
2,0.707188636460444,0,2,0,0,0,1
2,0.707188636460444,0,2,0,2,2,2
2,0.707188636460444,0,2,0,2,1,2
2,0.707188636460444,0,2,0,2,0,1
2,0.707188636460444,0,2,0,1,2,2
2,0.707188636460444,0,2,0,1,1,2
2,0.707188636460444,0,2,0,1,0,1
2,0.707188636460444,0,2,1,0,2,2
2,0.707188636460444,0,2,1,0,1,2
2,0.707188636460444,0,2,1,0,0,1
2,0.707188636460444,0,2,1,2,2,2
2,0.707188636460444,0,2,1,2,1,2
2,0.707188636460444,0,2,1,1,2,2
2,0.707188636460444,0,2,1,1,0,1
2,0.707188636460444,0,3,0,0,2,4
2,0.707188636460444,0,3,0,0,1,2
2,0.707188636460444,0,3,0,2,2,4
2,0.707188636460444,0,3,0,1,2,2
2,0.707188636460444,0,3,0,1,1,2
2,0.707188636460444,0,3,0,1,0,1
2,0.707188636460444,0,3,1,0,2,2
2,0.707188636460444,0,3,1,0,1,2
2,0.707188636460444,0,3,1,0,0,1
2,0.707188636460444,0,3,1,2,2,2
2,0.707188636460444,0,3,1,1,2,2
2,0.707188636460444,0,3,1,1,0,1
2,0.707188636460444,0,3,0,0,2,2
2,0.707188636460444,0,3,0,0,1,2
2,0.707188636460444,0,3,0,0,0,1
2,0.707188636460444,0,3,0,2,2,2
2,0.707188636460444,0,3,0,2,1,2
2,0.707188636460444,0,3,0,1,0,1
2,0.707188636460444,0,3,1,0,2,2
2,0.707188636460444,0,3,1,0,1,2
2,0.707188636460444,0,3,1,0,0,1
2,0.707188636460444,0,3,1,2,0,1
2,0.707188636460444,0,3,1,1,2,2
2,0.707188636460444,0,3,1,1,0,1
2,0.707188636460444,0,3,0,0,2,2
2,0.707188636460444,0,3,0,2,2,2
2,0.707188636460444,0,3,0,2,1,2
2,0.707188636460444,0,3,0,2,0,1
2,0.707188636460444,0,3,0,1,2,2
2,0.707188636460444,0,3,0,1,1,2
2,0.707188636460444,0,3,0,1,0,1
2,0.707188636460444,0,3,1,0,2,2
2,0.707188636460444,0,3,1,0,1,2
2,0.707188636460444,0,3,1,0,0,1
2,0.707188636460444,0,3,1,2,2,2
2,0.707188636460444,0,3,1,2,1,2
2,0.707188636460444,0,3,1,2,0,1
2,0.707188636460444,0,3,1,1,2,2
2,0.707188636460444,0,3,1,1,1,2
2,0.707188636460444,0,3,1,1,0,1
2,0.707188636460444,1,0,0,0,1,2
2,0.707188636460444,1,0,0,2,2,4
2,0.707188636460444,1,0,0,2,0,1
2,0.707188636460444,1,0,0,1,2,2
2,0.707188636460444,1,0,0,1,1,2
2,0.707188636460444,1,0,0,1,0,1
2,0.707188636460444,1,0,1,0,2,4
2,0.707188636460444,1,0,1,0,1,2
2,0.707188636460444,1,0,1,2,2,4
2,0.707188636460444,1,0,1,2,1,2
2,0.707188636460444,1,0,1,2,0,1
2,0.707188636460444,1,0,1,1,2,2
2,0.707188636460444,1,0,1,1,1,2
2,0.707188636460444,1,0,0,0,2,4
2,0.707188636460444,1,0,0,0,1,2
2,0.707188636460444,1,0,0,0,0,1
2,0.707188636460444,1,0,0,2,1,2
2,0.707188636460444,1,0,0,2,0,1
2,0.707188636460444,1,0,0,1,2,2
2,0.707188636460444,1,0,0,1,1,2
2,0.707188636460444,1,0,1,0,2,4
2,0.707188636460444,1,0,1,2,1,2
2,0.707188636460444,1,0,1,1,2,2
2,0.707188636460444,1,0,1,1,1,2
2,0.707188636460444,1,0,1,1,0,1
2,0.707188636460444,1,0,0,0,1,2
2,0.707188636460444,1,0,0,0,0,1
2,0.707188636460444,1,0,0,2,1,2
2,0.707188636460444,1,0,0,2,0,1
2,0.707188636460444,1,0,0,1,2,2
2,0.707188636460444,1,0,0,1,1,2
2,0.707188636460444,1,0,0,1,0,1
2,0.707188636460444,1,0,1,0,2,2
2,0.707188636460444,1,0,1,0,1,2
2,0.707188636460444,1,0,1,0,0,1
2,0.707188636460444,1,0,1,2,2,2
2,0.707188636460444,1,0,1,2,1,2
2,0.707188636460444,1,0,1,2,0,1
2,0.707188636460444,1,0,1,1,1,2
2,0.707188636460444,1,0,1,1,0,1
2,0.707188636460444,1,1,0,0,2,4
2,0.707188636460444,1,1,0,0,1,2
2,0.707188636460444,1,1,0,0,0,1
2,0.707188636460444,1,1,0,2,2,4
2,0.707188636460444,1,1,0,2,1,2
2,0.707188636460444,1,1,0,2,0,1
2,0.707188636460444,1,1,0,1,2,2
2,0.707188636460444,1,1,0,1,1,2
2,0.707188636460444,1,1,1,0,2,4
2,0.707188636460444,1,1,1,0,1,2
2,0.707188636460444,1,1,1,0,0,1
2,0.707188636460444,1,1,1,2,2,4
2,0.707188636460444,1,1,1,2,0,1
2,0.707188636460444,1,1,1,1,2,2
2,0.707188636460444,1,1,1,1,0,1
2,0.707188636460444,1,1,0,0,2,4
2,0.707188636460444,1,1,0,0,1,2
2,0.707188636460444,1,1,0,0,0,1
2,0.707188636460444,1,1,0,2,2,4
2,0.707188636460444,1,1,0,2,1,2
2,0.707188636460444,1,1,0,2,0,1
2,0.707188636460444,1,1,0,1,2,2
2,0.707188636460444,1,1,0,1,0,1
2,0.707188636460444,1,1,1,0,2,4
2,0.707188636460444,1,1,1,0,1,2
2,0.707188636460444,1,1,1,0,0,1
2,0.707188636460444,1,1,1,2,2,4
2,0.707188636460444,1,1,1,2,1,2
2,0.707188636460444,1,1,1,2,0,1
2,0.707188636460444,1,1,1,1,2,2
2,0.707188636460444,1,1,1,1,1,2
2,0.707188636460444,1,1,1,1,0,1
2,0.707188636460444,1,1,0,0,2,2
2,0.707188636460444,1,1,0,0,1,2
2,0.707188636460444,1,1,0,0,0,1
2,0.707188636460444,1,1,0,2,2,2
2,0.707188636460444,1,1,0,2,1,2
2,0.707188636460444,1,1,0,2,0,1
2,0.707188636460444,1,1,0,1,2,2
2,0.707188636460444,1,1,0,1,1,2
2,0.707188636460444,1,1,1,0,1,2
2,0.707188636460444,1,1,1,0,0,1
2,0.707188636460444,1,1,1,2,2,2
2,0.707188636460444,1,1,1,2,1,2
2,0.707188636460444,1,1,1,2,0,1
2,0.707188636460444,1,1,1,1,2,2
2,0.707188636460444,1,1,1,1,1,2
2,0.707188636460444,1,1,1,1,0,1
2,0.707188636460444,1,2,0,0,2,4
2,0.707188636460444,1,2,0,0,1,2
2,0.707188636460444,1,2,0,0,0,1
2,0.707188636460444,1,2,0,2,2,4
2,0.707188636460444,1,2,0,2,1,2
2,0.707188636460444,1,2,0,2,0,1
2,0.707188636460444,1,2,0,1,0,1
2,0.707188636460444,1,2,1,0,2,2
2,0.707188636460444,1,2,1,0,1,2
2,0.707188636460444,1,2,1,0,0,1
2,0.707188636460444,1,2,1,2,1,2
2,0.707188636460444,1,2,1,2,0,1
2,0.707188636460444,1,2,1,1,2,2
2,0.707188636460444,1,2,1,1,1,2
2,0.707188636460444,1,2,1,1,0,1
2,0.707188636460444,1,2,0,0,2,2
2,0.707188636460444,1,2,0,0,1,2
2,0.707188636460444,1,2,0,0,0,1
2,0.707188636460444,1,2,0,1,1,2
2,0.707188636460444,1,2,0,1,0,1
2,0.707188636460444,1,2,1,0,2,2
2,0.707188636460444,1,2,1,0,1,2
2,0.707188636460444,1,2,1,2,2,2
2,0.707188636460444,1,2,1,2,1,2
2,0.707188636460444,1,2,1,1,2,2
2,0.707188636460444,1,2,1,1,1,2
2,0.707188636460444,1,2,0,0,2,2
2,0.707188636460444,1,2,0,0,1,2
2,0.707188636460444,1,2,0,2,2,2
2,0.707188636460444,1,2,0,1,2,2
2,0.707188636460444,1,2,0,1,1,2
2,0.707188636460444,1,2,0,1,0,1
2,0.707188636460444,1,2,1,0,2,2
2,0.707188636460444,1,2,1,0,1,2
2,0.707188636460444,1,2,1,2,2,2
2,0.707188636460444,1,2,1,2,1,2
2,0.707188636460444,1,2,1,2,0,1
2,0.707188636460444,1,2,1,1,2,2
2,0.707188636460444,1,2,1,1,0,1
2,0.707188636460444,1,3,0,0,2,4
2,0.707188636460444,1,3,0,0,1,2
2,0.707188636460444,1,3,0,0,0,1
2,0.707188636460444,1,3,0,2,2,4
2,0.707188636460444,1,3,0,2,1,2
2,0.707188636460444,1,3,0,2,0,1
2,0.707188636460444,1,3,0,1,1,2
2,0.707188636460444,1,3,0,1,0,1
2,0.707188636460444,1,3,1,0,2,2
2,0.707188636460444,1,3,1,0,1,2
2,0.707188636460444,1,3,1,0,0,1
2,0.707188636460444,1,3,1,2,2,2
2,0.707188636460444,1,3,1,2,1,2
2,0.707188636460444,1,3,1,2,0,1
2,0.707188636460444,1,3,1,1,1,2
2,0.707188636460444,1,3,1,1,0,1
2,0.707188636460444,1,3,0,0,2,2
2,0.707188636460444,1,3,0,0,1,2
2,0.707188636460444,1,3,0,0,0,1
2,0.707188636460444,1,3,0,2,2,2
2,0.707188636460444,1,3,0,2,1,2
2,0.707188636460444,1,3,0,1,2,2
2,0.707188636460444,1,3,0,1,1,2
2,0.707188636460444,1,3,0,1,0,1
2,0.707188636460444,1,3,1,0,2,2
2,0.707188636460444,1,3,1,0,1,2
2,0.707188636460444,1,3,1,0,0,1
2,0.707188636460444,1,3,1,2,1,2
2,0.707188636460444,1,3,1,2,0,1
2,0.707188636460444,1,3,1,1,2,2
2,0.707188636460444,1,3,1,1,1,2
2,0.707188636460444,1,3,1,1,0,1
2,0.707188636460444,1,3,0,0,2,2
2,0.707188636460444,1,3,0,0,1,2
2,0.707188636460444,1,3,0,2,2,2
2,0.707188636460444,1,3,0,2,0,1
2,0.707188636460444,1,3,0,1,1,2
2,0.707188636460444,1,3,1,0,0,1
2,0.707188636460444,1,3,1,2,2,2
2,0.707188636460444,1,3,1,2,1,2
2,0.707188636460444,1,3,1,2,0,1
2,0.707188636460444,1,3,1,1,1,2
2,0.707188636460444,1,3,1,1,0,1
2,0.707188636460444,3,0,0,0,2,4
2,0.707188636460444,3,0,0,0,1,2
2,0.707188636460444,3,0,0,0,0,1
2,0.707188636460444,3,0,0,2,2,4
2,0.707188636460444,3,0,0,2,1,2
2,0.707188636460444,3,0,0,2,0,1
2,0.707188636460444,3,0,0,1,2,2
2,0.707188636460444,3,0,0,1,1,2
2,0.707188636460444,3,0,0,1,0,1
2,0.707188636460444,3,0,1,0,2,4
2,0.707188636460444,3,0,1,0,0,1
2,0.707188636460444,3,0,1,2,2,4
2,0.707188636460444,3,0,1,2,1,2
2,0.707188636460444,3,0,1,2,0,1
2,0.707188636460444,3,0,1,1,2,2
2,0.707188636460444,3,0,1,1,0,1
2,0.707188636460444,3,0,0,0,2,4
2,0.707188636460444,3,0,0,0,1,2
2,0.707188636460444,3,0,0,0,0,1
2,0.707188636460444,3,0,0,2,1,2
2,0.707188636460444,3,0,0,1,2,2
2,0.707188636460444,3,0,1,0,2,4
2,0.707188636460444,3,0,1,0,1,2
2,0.707188636460444,3,0,1,0,0,1
2,0.707188636460444,3,0,1,2,2,4
2,0.707188636460444,3,0,1,2,1,2
2,0.707188636460444,3,0,1,2,0,1
2,0.707188636460444,3,0,1,1,0,1
2,0.707188636460444,3,0,0,0,2,2
2,0.707188636460444,3,0,0,0,1,2
2,0.707188636460444,3,0,0,0,0,1
2,0.707188636460444,3,0,0,2,2,2
2,0.707188636460444,3,0,0,2,1,2
2,0.707188636460444,3,0,0,2,0,1
2,0.707188636460444,3,0,0,1,1,2
2,0.707188636460444,3,0,1,0,2,2
2,0.707188636460444,3,0,1,0,0,1
2,0.707188636460444,3,0,1,2,2,2
2,0.707188636460444,3,0,1,2,1,2
2,0.707188636460444,3,0,1,2,0,1
2,0.707188636460444,3,0,1,1,2,2
2,0.707188636460444,3,0,1,1,0,1
2,0.707188636460444,3,1,0,0,2,4
2,0.707188636460444,3,1,0,0,1,2
2,0.707188636460444,3,1,0,2,1,2
2,0.707188636460444,3,1,0,1,2,2
2,0.707188636460444,3,1,0,1,1,2
2,0.707188636460444,3,1,1,0,2,2
2,0.707188636460444,3,1,1,0,1,2
2,0.707188636460444,3,1,1,2,1,2
2,0.707188636460444,3,1,1,2,0,1
2,0.707188636460444,3,1,1,1,2,2
2,0.707188636460444,3,1,1,1,1,2
2,0.707188636460444,3,1,1,1,0,1
2,0.707188636460444,3,1,0,0,2,2
2,0.707188636460444,3,1,0,0,0,1
2,0.707188636460444,3,1,0,2,0,1
2,0.707188636460444,3,1,0,1,2,2
2,0.707188636460444,3,1,0,1,1,2
2,0.707188636460444,3,1,0,1,0,1
2,0.707188636460444,3,1,1,0,1,2
2,0.707188636460444,3,1,1,0,0,1
2,0.707188636460444,3,1,1,2,1,2
2,0.707188636460444,3,1,1,2,0,1
2,0.707188636460444,3,1,1,1,1,2
2,0.707188636460444,3,1,0,0,2,2
2,0.707188636460444,3,1,0,0,1,2
2,0.707188636460444,3,1,0,2,2,2
2,0.707188636460444,3,1,0,2,0,1
2,0.707188636460444,3,1,0,1,2,2
2,0.707188636460444,3,1,0,1,1,2
2,0.707188636460444,3,1,0,1,0,1
2,0.707188636460444,3,1,1,0,2,2
2,0.707188636460444,3,1,1,0,1,2
2,0.707188636460444,3,1,1,2,2,2
2,0.707188636460444,3,1,1,2,0,1
2,0.707188636460444,3,1,1,1,2,2
2,0.707188636460444,3,1,1,1,1,2
2,0.707188636460444,3,2,0,0,2,4
2,0.707188636460444,3,2,0,0,1,2
2,0.707188636460444,3,2,0,2,2,4
2,0.707188636460444,3,2,0,2,1,2
2,0.707188636460444,3,2,0,2,0,1
2,0.707188636460444,3,2,0,1,2,2
2,0.707188636460444,3,2,0,1,0,1
2,0.707188636460444,3,2,1,0,2,2
2,0.707188636460444,3,2,1,0,1,2
2,0.707188636460444,3,2,1,2,2,2
2,0.707188636460444,3,2,1,2,1,2
2,0.707188636460444,3,2,1,2,0,1
2,0.707188636460444,3,2,1,1,2,2
2,0.707188636460444,3,2,1,1,0,1
2,0.707188636460444,3,2,0,0,2,2
2,0.707188636460444,3,2,0,0,1,2
2,0.707188636460444,3,2,0,0,0,1
2,0.707188636460444,3,2,0,2,2,2
2,0.707188636460444,3,2,0,2,1,2
2,0.707188636460444,3,2,0,2,0,1
2,0.707188636460444,3,2,0,1,2,2
2,0.707188636460444,3,2,0,1,1,2
2,0.707188636460444,3,2,1,0,2,2
2,0.707188636460444,3,2,1,0,1,2
2,0.707188636460444,3,2,1,2,2,2
2,0.707188636460444,3,2,1,2,1,2
2,0.707188636460444,3,2,1,2,0,1
2,0.707188636460444,3,2,1,1,2,2
2,0.707188636460444,3,2,1,1,1,2
2,0.707188636460444,3,2,0,0,2,2
2,0.707188636460444,3,2,0,0,1,2
2,0.707188636460444,3,2,0,0,0,1
2,0.707188636460444,3,2,0,2,2,2
2,0.707188636460444,3,2,0,2,0,1
2,0.707188636460444,3,2,0,1,2,2
2,0.707188636460444,3,2,0,1,0,1
2,0.707188636460444,3,2,1,0,2,2
2,0.707188636460444,3,2,1,0,1,2
2,0.707188636460444,3,2,1,0,0,1
2,0.707188636460444,3,2,1,2,2,2
2,0.707188636460444,3,2,1,2,1,2
2,0.707188636460444,3,2,1,2,0,1
2,0.707188636460444,3,2,1,1,2,2
2,0.707188636460444,3,2,1,1,1,2
2,0.707188636460444,3,2,1,1,0,1
2,0.707188636460444,3,3,0,0,2,4
2,0.707188636460444,3,3,0,2,1,2
2,0.707188636460444,3,3,0,2,0,1
2,0.707188636460444,3,3,0,1,2,2
2,0.707188636460444,3,3,0,1,1,2
2,0.707188636460444,3,3,0,1,0,1
2,0.707188636460444,3,3,1,0,2,2
2,0.707188636460444,3,3,1,2,2,2
2,0.707188636460444,3,3,1,2,1,2
2,0.707188636460444,3,3,1,2,0,1
2,0.707188636460444,3,3,1,1,2,2
2,0.707188636460444,3,3,1,1,1,2
2,0.707188636460444,3,3,1,1,0,1
2,0.707188636460444,3,3,0,0,2,2
2,0.707188636460444,3,3,0,0,1,2
2,0.707188636460444,3,3,0,0,0,1
2,0.707188636460444,3,3,0,2,2,2
2,0.707188636460444,3,3,0,2,1,2
2,0.707188636460444,3,3,0,2,0,1
2,0.707188636460444,3,3,0,1,2,2
2,0.707188636460444,3,3,1,0,2,2
2,0.707188636460444,3,3,1,0,0,1
2,0.707188636460444,3,3,1,2,2,2
2,0.707188636460444,3,3,1,2,1,2
2,0.707188636460444,3,3,1,2,0,1
2,0.707188636460444,3,3,1,1,1,2
2,0.707188636460444,3,3,0,0,2,2
2,0.707188636460444,3,3,0,0,1,2
2,0.707188636460444,3,3,0,0,0,1
2,0.707188636460444,3,3,0,2,2,2
2,0.707188636460444,3,3,0,2,0,1
2,0.707188636460444,3,3,0,1,2,2
2,0.707188636460444,3,3,0,1,1,2
2,0.707188636460444,3,3,0,1,0,1
2,0.707188636460444,3,3,1,0,2,2
2,0.707188636460444,3,3,1,0,1,2
2,0.707188636460444,3,3,1,0,0,1
2,0.707188636460444,3,3,1,2,1,2
2,0.707188636460444,3,3,1,2,0,1
2,0.707188636460444,3,3,1,1,2,2
2,0.707188636460444,3,3,1,1,1,2
2,0.707188636460444,3,3,1,1,0,1
2,0.707188636460444,2,0,0,0,2,4
2,0.707188636460444,2,0,0,0,0,1
2,0.707188636460444,2,0,0,2,2,4
2,0.707188636460444,2,0,0,2,1,2
2,0.707188636460444,2,0,0,2,0,1
2,0.707188636460444,2,0,0,1,2,2
2,0.707188636460444,2,0,0,1,1,2
2,0.707188636460444,2,0,1,0,2,2
2,0.707188636460444,2,0,1,0,1,2
2,0.707188636460444,2,0,1,0,0,1
2,0.707188636460444,2,0,1,2,2,2
2,0.707188636460444,2,0,1,2,1,2
2,0.707188636460444,2,0,1,2,0,1
2,0.707188636460444,2,0,1,1,1,2
2,0.707188636460444,2,0,1,1,0,1
2,0.707188636460444,2,0,0,0,1,2
2,0.707188636460444,2,0,0,0,0,1
2,0.707188636460444,2,0,0,2,2,2
2,0.707188636460444,2,0,0,2,1,2
2,0.707188636460444,2,0,0,2,0,1
2,0.707188636460444,2,0,0,1,1,2
2,0.707188636460444,2,0,0,1,0,1
2,0.707188636460444,2,0,1,0,2,2
2,0.707188636460444,2,0,1,0,1,2
2,0.707188636460444,2,0,1,0,0,1
2,0.707188636460444,2,0,1,2,2,2
2,0.707188636460444,2,0,1,2,1,2
2,0.707188636460444,2,0,1,1,1,2
2,0.707188636460444,2,0,1,1,0,1
2,0.707188636460444,2,0,0,0,2,2
2,0.707188636460444,2,0,0,0,1,2
2,0.707188636460444,2,0,0,0,0,1
2,0.707188636460444,2,0,0,2,2,2
2,0.707188636460444,2,0,0,2,0,1
2,0.707188636460444,2,0,0,1,2,2
2,0.707188636460444,2,0,0,1,1,2
2,0.707188636460444,2,0,0,1,0,1
2,0.707188636460444,2,0,1,0,0,1
2,0.707188636460444,2,0,1,2,2,2
2,0.707188636460444,2,0,1,2,1,2
2,0.707188636460444,2,0,1,2,0,1
2,0.707188636460444,2,0,1,1,2,2
2,0.707188636460444,2,0,1,1,1,2
2,0.707188636460444,2,0,1,1,0,1
2,0.707188636460444,2,1,0,0,0,1
2,0.707188636460444,2,1,0,2,0,1
2,0.707188636460444,2,1,0,1,2,2
2,0.707188636460444,2,1,0,1,1,2
2,0.707188636460444,2,1,0,1,0,1
2,0.707188636460444,2,1,1,0,2,2
2,0.707188636460444,2,1,1,0,1,2
2,0.707188636460444,2,1,1,2,2,2
2,0.707188636460444,2,1,1,2,1,2
2,0.707188636460444,2,1,1,2,0,1
2,0.707188636460444,2,1,1,1,2,2
2,0.707188636460444,2,1,1,1,0,1
2,0.707188636460444,2,1,0,0,2,2
2,0.707188636460444,2,1,0,0,1,2
2,0.707188636460444,2,1,0,0,0,1
2,0.707188636460444,2,1,0,2,1,2
2,0.707188636460444,2,1,0,1,2,2
2,0.707188636460444,2,1,0,1,1,2
2,0.707188636460444,2,1,1,0,1,2
2,0.707188636460444,2,1,1,0,0,1
2,0.707188636460444,2,1,1,2,2,2
2,0.707188636460444,2,1,1,2,1,2
2,0.707188636460444,2,1,1,2,0,1
2,0.707188636460444,2,1,1,1,2,2
2,0.707188636460444,2,1,1,1,1,2
2,0.707188636460444,2,1,1,1,0,1
2,0.707188636460444,2,1,0,0,2,2
2,0.707188636460444,2,1,0,0,1,2
2,0.707188636460444,2,1,0,2,2,2
2,0.707188636460444,2,1,0,2,1,2
2,0.707188636460444,2,1,0,2,0,1
2,0.707188636460444,2,1,0,1,2,2
2,0.707188636460444,2,1,0,1,1,2
2,0.707188636460444,2,1,0,1,0,1
2,0.707188636460444,2,1,1,0,2,2
2,0.707188636460444,2,1,1,0,1,2
2,0.707188636460444,2,1,1,0,0,1
2,0.707188636460444,2,1,1,2,2,2
2,0.707188636460444,2,1,1,2,1,2
2,0.707188636460444,2,1,1,2,0,1
2,0.707188636460444,2,1,1,1,2,2
2,0.707188636460444,2,1,1,1,1,2
2,0.707188636460444,2,1,1,1,0,1
2,0.707188636460444,2,2,0,0,1,2
2,0.707188636460444,2,2,0,0,0,1
2,0.707188636460444,2,2,0,2,1,2
2,0.707188636460444,2,2,0,2,0,1
2,0.707188636460444,2,2,0,1,2,2
2,0.707188636460444,2,2,0,1,1,2
2,0.707188636460444,2,2,0,1,0,1
2,0.707188636460444,2,2,1,0,2,2
2,0.707188636460444,2,2,1,0,1,2
2,0.707188636460444,2,2,1,0,0,1
2,0.707188636460444,2,2,1,2,2,2
2,0.707188636460444,2,2,1,2,0,1
2,0.707188636460444,2,2,1,1,2,2
2,0.707188636460444,2,2,1,1,1,2
2,0.707188636460444,2,2,0,0,2,2
2,0.707188636460444,2,2,0,0,0,1
2,0.707188636460444,2,2,0,2,2,2
2,0.707188636460444,2,2,0,2,1,2
2,0.707188636460444,2,2,0,2,0,1
2,0.707188636460444,2,2,0,1,2,2
2,0.707188636460444,2,2,0,1,1,2
2,0.707188636460444,2,2,0,1,0,1
2,0.707188636460444,2,2,1,0,2,2
2,0.707188636460444,2,2,1,0,1,2
2,0.707188636460444,2,2,1,0,0,1
2,0.707188636460444,2,2,1,2,2,2
2,0.707188636460444,2,2,1,2,1,2
2,0.707188636460444,2,2,1,2,0,1
2,0.707188636460444,2,2,1,1,1,2
2,0.707188636460444,2,2,1,1,0,1
2,0.707188636460444,2,2,0,0,2,2
2,0.707188636460444,2,2,0,0,1,2
2,0.707188636460444,2,2,0,0,0,1
2,0.707188636460444,2,2,0,2,2,2
2,0.707188636460444,2,2,0,2,1,2
2,0.707188636460444,2,2,0,2,0,1
2,0.707188636460444,2,2,0,1,2,2
2,0.707188636460444,2,2,0,1,1,2
2,0.707188636460444,2,2,0,1,0,1
2,0.707188636460444,2,2,1,0,0,1
2,0.707188636460444,2,2,1,2,2,2
2,0.707188636460444,2,2,1,2,0,1
2,0.707188636460444,2,2,1,1,2,2
2,0.707188636460444,2,2,1,1,1,2
2,0.707188636460444,2,3,0,0,2,4
2,0.707188636460444,2,3,0,0,1,2
2,0.707188636460444,2,3,0,2,2,4
2,0.707188636460444,2,3,0,2,1,2
2,0.707188636460444,2,3,0,2,0,1
