Administrative_Duration,ProductRelated_Duration,PageValues,SpecialDay,Month,OperatingSystems,Browser,VisitorType,Weekend,target
-0.09604401362788444,-0.03726864557509885,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5891998165605243,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5959723332917656,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,2.1298845109040747,2,0,1
-0.42621355275790257,0.19576092073160486,2.5856661608870333,1.69318587324887,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6105592924052081,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5881578909095642,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.5196512793589321,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.533109485666469,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4305666362018362,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,0.45806198212336907,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.4266594150107355,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,1,1
-0.35860204303844495,-0.47354606930394383,-0.31896228875540733,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5959723332917656,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.37768890941560684,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,1.5451041708688862,2,0,1
-0.40931067532803816,1.4990244155381929,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6173318091364494,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.46720768824323733,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6110802552306882,-0.31896228875540733,1.69318587324887,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5829482626547633,-0.31896228875540733,-0.3102395831740537,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.3046238731420239,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,1.5451041708688862,2,0,1
-0.46001930761763143,-0.5129308589102388,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.587115965258604,-0.31896228875540733,0.6914731450374082,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.21158859524240278,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.49065101538984146,-0.31896228875540733,0.6914731450374082,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6136850693580888,-0.31896228875540733,4.698324057883255,2,-0.1369798135909032,0.9603238308336979,2,1,1
-0.46001930761763143,-0.5454389392201966,-0.31896228875540733,-0.3102395831740537,2,2.068612039808802,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5581157012895135,-0.31896228875540733,1.69318587324887,2,0.9658161131089493,0.37554349079850946,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,2.694898601460331,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.14449892892682906,-0.10848571068828268,0.7236140324034651,0.6914731450374082,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5746128574470818,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,2.1298845109040747,2,0,1
-0.3698706279916879,-0.42994850969379783,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.5407502737908758,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.41999109084459035,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
1.1142959154128278,0.1805661714814479,1.7347922674156198,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.2607327550953261,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
0.03485938156017348,-0.21289100230610303,0.9095880779058191,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,0,2
-0.2121104386462867,2.9929261001352248,-0.31896228875540733,-0.3102395831740537,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.15888452271396805,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,2.714664850939263,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,0.6914731450374082,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,2.1298845109040747,2,0,1
-0.46001930761763143,-0.5259665064873416,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,2.1298845109040747,2,0,1
-0.46001930761763143,-0.6063915898013674,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.40651551907480654,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.5584630098571989,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.32229319565692244,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
5.206200828249458,0.47113752909715706,0.2943154146634836,-0.3102395831740537,2,-0.1369798135909032,2.1298845109040747,2,0,2
-0.46001930761763143,-0.5891998165605243,-0.31896228875540733,2.694898601460331,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,4.698324057883255,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5204327235971522,-0.31896228875540733,-0.3102395831740537,2,2.068612039808802,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.4881330284173864,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6082149596905477,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.43343193174197675,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5506485674749976,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5569001213807586,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4529680376974802,-0.31896228875540733,1.69318587324887,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.3057786740892035,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.25718477845925847,-0.5408304219419172,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.6017029243720465,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.29055787685406137,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,0,0,1
-0.46001930761763143,-0.14672872347013127,-0.31896228875540733,2.694898601460331,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6116012180561683,-0.31896228875540733,0.6914731450374082,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,0.18729527481755337,-0.31896228875540733,0.6914731450374082,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5740918946216017,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6027448500230067,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.29318873912273585,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.35672394556501874,0.7440366695722204,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.1163274665437217,-0.3125685562305953,0.6211570693763183,4.698324057883255,2,-1.2397757402907557,-0.7940171892718674,2,1,2
-0.46001930761763143,-0.41259341872277305,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.2853562408423658,0.4566491804321354,-0.31896228875540733,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.13041319773527538,-0.48205512876941997,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6147269950090489,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5167859838187915,-0.31896228875540733,3.6966113296717933,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5443970135692364,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5694032291922808,-0.31896228875540733,3.6966113296717933,2,0.9658161131089493,0.37554349079850946,2,0,1
1.3781686128801234,2.008432188650051,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,1.5451041708688862,2,0,1
-0.46001930761763143,-0.496989396450548,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.33606487313195904,-0.4013927179749511,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.08395270315606901,-0.31896228875540733,0.6914731450374082,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.46321363994928744,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.03159593919531972,-0.31896228875540733,3.6966113296717933,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.3281974409949981,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5793015228764026,-0.31896228875540733,-0.3102395831740537,2,2.068612039808802,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4717226994147635,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.5021990247053489,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.5582025284444588,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.3983537681770159,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6074335154523276,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4762029797138923,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,0.01633264074884878,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5113332395614011,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
2.143023816581488,0.34708325627970993,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6220204745657701,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.5131392440404309,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,2.1298845109040747,2,1,1
-0.347333458085202,-0.5168728109737369,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,0.4220758550075693,-0.31896228875540733,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,0,1
0.1682043035256626,-0.3948662114552763,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5463940377162113,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.4705939466088579,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6157689206600091,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6069125526268475,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,-0.20923684923667896,2,0,1
0.1238342502722685,-0.10605020932287441,-0.31896228875540733,0.6914731450374082,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.4868306213536862,-0.31896228875540733,0.6914731450374082,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.35296775056182345,-0.4495817793318596,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.18493266398797267,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.22244198742253932,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.08803357844867547,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.33028129229691844,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,0.012633804687940054,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4638214298776167,-0.31896228875540733,3.6966113296717933,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.17360875141631832,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,1.69318587324887,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6204575860893299,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,1.5451041708688862,2,0,1
-0.46001930761763143,-0.30840085362675457,-0.31896228875540733,0.6914731450374082,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.4924309717275972,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,2.1298845109040747,2,0,1
-0.46001930761763143,-0.30794078255130136,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,0.37554349079850946,2,1,1
-0.46001930761763143,-0.5675798593031005,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.36744330716379964,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.1332303439735861,-0.19682798181906938,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.40649352908972747,0.00834454426514162,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.38550335179780826,-0.31896228875540733,1.69318587324887,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.24475656176323787,-0.31896228875540733,2.694898601460331,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5615887868100795,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5959723332917656,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.5636726381119999,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.27228076441083354,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.2821067021411835,-0.31896228875540733,3.6966113296717933,2,0.9658161131089493,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.3748236138754663,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,-0.4010454094072656,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.6001400358956063,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,3.6966113296717933,2,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.22732302833316467,-0.39596023338878444,-0.31896228875540733,4.698324057883255,2,-0.1369798135909032,-0.20923684923667896,2,1,1
0.030164137848436547,-0.46182440573064176,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.28183174952726986,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.4174334114539806,-0.31896228875540733,-0.3102395831740537,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.5437458100373863,-0.31896228875540733,2.694898601460331,2,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.48070930815429513,-0.31896228875540733,-0.3102395831740537,2,0.9658161131089493,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,2.694898601460331,2,2.068612039808802,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,2,-0.1369798135909032,0.9603238308336979,2,0,1
-0.46001930761763143,-0.49334265667218735,-0.31896228875540733,3.6966113296717933,2,0.9658161131089493,-0.20923684923667896,2,1,1
-0.46001930761763143,-0.4829978234010414,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.14562601880549966,0.10996499603307651,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.40931067532803816,-0.1928512989352701,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
1.1952130231726579,1.0816148295746895,-0.31896228875540733,-0.3102395831740537,5,0.9658161131089493,-0.20923684923667896,2,1,1
0.1682043035256626,0.34479259836495874,-0.22750121147977542,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,2
-0.1952075612164223,0.9383278434014513,2.1755644452992784,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.6287929912970114,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,0,1
6.4476232687202915,1.0540471757100571,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.16703609883331494,-0.4626058499688619,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.46001930761763143,-0.6069125526268475,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.44419849681926404,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,1,1
-0.46001930761763143,1.2240698589541494,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,0,1
-0.14449892892682906,0.7068428177814372,0.7180154970032933,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,0,0,2
0.17643478951711936,0.9413986124105522,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,0,1
-0.46001930761763143,-0.19106265991848717,5.534066419460738,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,0,0,2
0.06960418518478684,0.3979438868985503,4.841365587399884,-0.3102395831740537,5,-0.1369798135909032,0.9603238308336979,0,1,2
-0.2797219483657443,0.8648074293544136,7.90727547829343,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,2,1,2
-0.46001930761763143,-0.6063915898013674,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,2,1,1
0.7682564522858493,-0.4805790674479251,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.7940171892718674,0,0,1
-0.46001930761763143,-0.559244454095419,-0.31896228875540733,-0.3102395831740537,5,-1.2397757402907557,-0.20923684923667896,2,0,1
0.2104614971003236,-0.47371972356173847,-0.31896228875540733,-0.3102395831740537,5,0.9658161131089493,-0.20923684923667896,2,0,1
1.1232168783130019,-0.39240610923541946,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,0,0,1
-0.35860204303844495,0.06499925153610167,1.4930644940064206,-0.3102395831740537,5,-0.1369798135909032,1.5451041708688862,0,0,2
-0.23464760855277259,-0.33783525326637975,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,-0.20923684923667896,0,1,1
0.14284998738086596,-0.5528192459318633,-0.31896228875540733,-0.3102395831740537,5,0.9658161131089493,-0.20923684923667896,0,0,1
-0.46001930761763143,-0.24796916587106385,-0.31896228875540733,-0.3102395831740537,5,-0.1369798135909032,0.9603238308336979,2,0,1
-0.18393897626317934,-0.530851980106754,-0.31896228875540733,-0.3102395831740537,5,0.9658161131089493,-0.20923684923667896,2,0,1
