number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,dataset_name,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
1.3055451849531057,-1.182648426166789,0.49917622358725344,-1.1258455192696415,0.045619911563321416,-1.4823645805010437,0.9402814570615499,1.1855692692957185,-0.47072634749216014,0.8481784579362878,0.08607486079816792,1.2769452913688097,0.8002589086916537,-1.435499462078233,Agaricus Lepiota,0,0,0,1,0,0,0,0
1.3055451849531057,-1.182648426166789,0.6272328861194515,-1.1258455192696415,0.16141764238763923,-1.4823645805010437,1.0514653645661705,1.1852993260496139,-0.3391470470455963,0.8240376586670085,-0.3140308623747895,1.2499819471217144,0.7739500088288954,-1.4265229342270895,Agaricus Lepiota,0,0,0,1,0,0,0,0
1.3055451849531057,-1.182648426166789,0.8829333429973178,-1.1258455192696415,0.38847217485958324,-1.4823645805010437,1.2702250347235304,1.1855284995244004,-0.3391470470455963,0.8302839563598955,0.3263214927756268,1.2493655926142595,0.7807472717283206,-1.4288558553361712,Agaricus Lepiota,0,0,0,1,0,0,0,0
1.3055451849531057,-1.182648426166789,1.0092547210814546,-1.1258455192696415,0.49864949141470793,-1.4823645805010437,1.3767511369104504,1.1859980040770506,-0.3391470470455963,0.839667584702971,0.08839888912089819,1.2557865557253638,0.7909717355005186,-1.4323442894634815,Agaricus Lepiota,0,0,0,1,0,0,0,0
1.3055451849531057,-1.182648426166789,1.1641910813379983,-1.1258455192696415,0.6320403086335867,-1.4823645805010437,1.506059645295577,1.185538654817724,-0.3391470470455963,0.8259558620857316,0.06681284497609907,1.2472953857766254,0.7760366678644751,-1.4272388526362136,Agaricus Lepiota,0,0,0,1,0,0,0,0
0.4059711380527359,0.8104885585779847,1.1397141300384568,-0.2817469064639503,0.891771396169269,-0.6653328800756257,1.161766992176145,-1.2036909275138767,1.1099411531549117,-0.6768851551869633,-0.6716266307804278,0.10475054314739808,-0.6863893885558606,-0.8190741699223761,Ann thyroid,0,0,0,0,1,0,0,0
0.5655051611550327,0.8104885585779847,1.1397141300384568,-0.2817469064639503,0.8377531188936626,-0.7493851524329056,1.161766992176145,-1.2036909275138767,1.1177207856032894,-0.7372999751469372,-0.6716266307804278,0.09281368601004052,-0.7391379510609762,-0.8070884255799442,Ann thyroid,0,0,0,0,1,0,0,0
0.720783243227945,0.8104885585779847,1.1397141300384568,-0.2817469064639503,0.7870888557363399,-0.8262527166484323,1.161766992176145,-1.2036909275138767,1.124572447497574,-0.9113066001980943,-0.6716266307804278,0.09767585931940546,-0.8889278267797966,-0.6246857726695417,Ann thyroid,0,0,0,0,1,0,0,0
0.720783243227945,0.8104885585779847,1.1397141300384568,-0.2817469064639503,0.7870888557363399,-0.8262527166484323,1.161766992176145,-1.2036909275138767,1.124572447497574,-1.0330534502823594,-0.6716266307804278,0.09767585931940546,-0.9919130257431034,-0.4095501509141748,Ann thyroid,1,0,0,0,0,1,1,0
0.5655051611550327,0.8104885585779847,1.1397141300384568,-0.2817469064639503,0.8377531188936626,-0.7493851524329056,1.161766992176145,-1.2036909275138767,1.1177207856032894,-0.8794986410591793,-0.6716266307804278,0.10556477769217626,-0.8617785790923661,-0.6137226293977643,Ann thyroid,0,0,0,0,1,0,1,0
0.07249223342707448,0.8104885585779847,1.1397141300384568,-0.2817469064639503,1.0118499939143977,-0.4713773176396812,1.161766992176145,-1.2036909275138767,1.0907256429541354,-1.1550516192938678,-0.6716266307804278,-0.7221927327955417,-1.093671542750615,0.12052145263944235,Ann thyroid,0,1,0,0,0,0,1,0
-0.10245518495782852,0.8104885585779847,1.1397141300384568,-0.2817469064639503,1.079197258602005,-0.3587932951538409,1.161766992176145,-1.2036909275138767,1.2326121058560418,-0.5310959546169506,-0.6716266307804278,0.09765351060267777,-0.557461099534063,-0.7724841393944762,Ann thyroid,0,0,0,0,1,1,1,0
1.3055451849531057,0.8104885585779847,-1.2025410503196003,-0.2817469064639503,-1.6352752544034403,-1.0773722871598592,-0.9419647347656396,-1.201651289040401,0.9649071307468949,-0.9099621545488947,-0.6716266307804278,0.09552975744371449,-0.8877823569006492,-0.8189414997174911,Ann thyroid,0,0,0,0,1,1,0,0
1.3055451849531057,0.8104885585779847,-0.2728102574309477,-0.2817469064639503,-0.6836775663880037,-1.0773722871598592,-0.05691058403892461,-1.2028125775550815,0.9649071307468949,-0.9005759869065625,-0.6716266307804278,0.09857114898195317,-0.8797802637424808,-0.8378212305414863,Ann thyroid,1,0,0,0,0,0,0,0
1.3055451849531057,0.8104885585779847,0.12357881506907309,-0.2817469064639503,-0.3023760680552994,-1.0773722871598592,0.29907567621748987,-1.2044308615040251,0.9649071307468949,-0.9186939999757415,-0.6716266307804278,0.111023678526355,-0.8952186667377805,-0.8149529060484005,Ann thyroid,1,0,1,0,1,1,1,0
1.3055451849531057,0.8104885585779847,0.44817285915166727,-0.2817469064639503,-0.0008978144387387601,-1.0773722871598592,0.5820835754933169,-1.2035312444704327,0.9649071307468949,-0.9149300260688773,-0.6716266307804278,0.09764685640462097,-0.8920140879538748,-0.8197757398584536,Ann thyroid,0,0,0,0,1,0,0,0
1.3055451849531057,0.8104885585779847,0.5379159153831602,-0.2817469064639503,0.08080072531867452,-1.0773722871598592,0.6590498112350455,-1.2039613961752431,0.9649071307468949,-0.9246177999410367,-0.6716266307804278,0.09205723578374331,-0.9002592078626305,-0.8075347108577372,Ann thyroid,0,0,0,0,1,0,0,0
1.3055451849531057,0.8104885585779847,0.7487639274678137,-0.2817469064639503,0.2700167785246793,-1.0773722871598592,0.8377867820877432,-1.203561361948715,1.056177475933042,-0.9031071340826321,-0.6716266307804278,0.09828652638784792,-0.8819390435470423,-0.8379365205282686,Ann thyroid,0,0,0,0,1,0,0,0
1.3055451849531057,0.8104885585779847,1.007412780967299,-0.2817469064639503,0.4970522164186473,-1.0773722871598592,1.0531776622462683,-1.2034308373901248,1.056177475933042,-0.9176296268127747,-0.6716266307804278,0.10118443693177738,-0.8943126228361675,-0.8155285752842999,Ann thyroid,0,0,0,0,1,0,0,0
1.3055451849531057,0.8104885585779847,1.0381565845298881,-0.2817469064639503,0.523676744386022,-1.0773722871598592,1.0785052862534612,-1.2039923962605645,1.056177475933042,-0.9081311156971338,-0.6716266307804278,0.0911424365448456,-0.8862220167588288,-0.8310755511250413,Ann thyroid,0,0,0,0,1,0,1,0
-1.3197070665359785,0.8104885585779847,-1.0570703911849832,-0.2817469064639503,-0.5053426960990992,0.6728409522748355,-0.798481252501763,-0.6389109152350431,-1.2075535538029394,-0.12283384933327156,-0.6716266307804278,-0.3332281999702761,-0.1832227066930566,0.37951247142924327,Car evaluation,0,0,0,0,1,1,0,0
-1.3197070665359785,0.8104885585779847,-0.16058529182381,-0.2817469064639503,0.44307948433245303,0.6728409522748355,0.0450821603601621,-1.068740786433457,-1.2075535538029394,-0.10647012211915634,-0.25994880880376153,-0.34411368346499094,-0.16779088361108374,0.30453638300609415,Car evaluation,0,0,1,0,0,0,0,0
-1.3197070665359785,0.8104885585779847,-0.3754600654235849,-1.1258455192696415,0.22429572790071545,0.06372514363350386,0.14923141524836422,-1.0824544703232708,-1.2075535538029394,-0.7931036744192257,-0.5049801914847051,-0.9611952518707251,-0.7875166659738047,-0.18353499578932075,Car evaluation,0,0,0,0,0,1,0,0
-1.5645766815673412,0.8104885585779847,-0.1290324039699032,0.25356347073033036,0.6259474190831962,1.313022104205891,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,0.17296156250255323,-0.6716266307804278,-0.16854647647750526,0.10129530420335311,0.4120363313518129,Car evaluation,1,1,0,1,1,1,1,1
-1.5645766815673412,0.8104885585779847,-0.1290324039699032,0.25356347073033036,0.6259474190831962,1.313022104205891,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,-0.2502075907227201,-0.6716266307804278,-0.16854647647750526,-0.3021685641034006,0.731552958526255,Car evaluation,0,1,1,0,1,0,0,0
-2.119185688946918,0.8104885585779847,-0.1290324039699032,0.25356347073033036,1.053172789750176,1.8291232876823624,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,0.3015242761321164,2.281682326735528,-0.4152624633778015,0.22881262982478295,0.7609392735927883,Car evaluation,0,0,0,0,1,0,0,0
-1.8290460313358612,0.8104885585779847,-0.1290324039699032,0.25356347073033036,0.8119104000965331,1.5653230821997355,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,0.051317631324856165,1.7112720113956235,-0.3070784979029696,-0.01716441031556906,0.692818023621955,Car evaluation,0,0,0,0,1,0,0,0
-1.8290460313358612,0.8104885585779847,-0.1290324039699032,0.25356347073033036,0.8119104000965331,1.5653230821997355,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,-0.008988983877827225,1.7112720113956235,-0.409724685064498,-0.07512952699432568,0.7356283095078524,Car evaluation,0,0,0,0,1,0,0,0
-1.5645766815673412,0.8104885585779847,-0.1290324039699032,0.25356347073033036,0.6259474190831962,1.313022104205891,-0.13907118234734211,-1.0824544703232708,-1.2075535538029394,-0.2502075907227201,-0.6716266307804278,-0.16854647647750526,-0.3021685641034006,0.731552958526255,Car evaluation,0,0,0,0,1,0,0,0
-1.3197070665359785,0.8104885585779847,-1.9111167959366855,-1.1258455192696415,-1.5020903189178652,0.06372514363350386,-1.4004278622493749,-0.14888264557444314,-1.2075535538029394,-0.4132137575226954,-0.6716266307804278,-0.353241844287731,-0.4514576578074754,0.3583581473397659,Car evaluation,0,1,1,1,1,1,0,0
-1.3197070665359785,0.8104885585779847,-1.2847882757284415,0.25356347073033036,-0.7619541180568862,1.079417010899925,-1.2216668631783396,-1.084480595513475,-1.2075535538029394,0.21674498400480385,0.2769653448042007,-0.1527471969597212,0.14444975098797658,0.2098250386618376,Car evaluation,0,0,0,1,1,1,0,1
-1.3197070665359785,0.8104885585779847,-0.6991256676300522,0.25356347073033036,-0.11519701365563263,1.079417010899925,-0.6592662518612029,-1.0799174860534333,-1.2075535538029394,0.08990494470835461,0.2515453786415167,-0.09848889670774774,0.020187404897498977,0.3083409563103813,Car evaluation,0,0,1,1,0,1,0,0
-1.3197070665359785,0.8104885585779847,-0.5748703281213433,0.25356347073033036,0.01658526781478635,1.079417010899925,-0.5436870626577398,-1.0838185493284829,-1.2075535538029394,-0.007681280370099026,0.8162493336267542,-0.3293336065298758,-0.07387784822613959,0.38267291474693715,Car evaluation,0,0,0,0,1,0,0,0
-1.3197070665359785,0.8104885585779847,-0.38931046607523984,0.25356347073033036,0.21001638181493382,1.079417010899925,-0.3734029032904166,-1.0829835375282202,-1.2075535538029394,0.041059737513410244,-0.6666248066858705,-0.24408748425324112,-0.02705916736362435,0.3468406484944299,Car evaluation,0,0,0,1,0,0,0,0
-1.3197070665359785,0.8104885585779847,-0.23778844491152717,0.25356347073033036,0.36505960784417996,1.079417010899925,-0.23635734506933545,-1.082227530122354,-1.2075535538029394,0.09963224919417907,-0.25632461201536716,-0.20127594329818324,0.029636027807816427,0.30060579593997155,Car evaluation,0,0,0,1,0,0,0,0
0.5655051611550327,-0.33044638342700483,0.8026402138687765,-1.1258455192696415,0.5423858731625304,-1.2220008388262364,1.2019889557788621,-0.6552129572389798,0.6213276891408855,-1.4042774411371417,-0.6716266307804278,-1.157863392706903,-1.2972832422419003,0.8767866709508841,Churn,1,1,1,1,1,1,0,1
1.0198920742483275,-0.1832131900496534,0.8026402138687765,-1.1258455192696415,0.40024871666450024,-1.391824373537275,1.2019889557788621,-0.6552129572389798,0.7244099076008661,-1.3036131992546278,-0.6716266307804278,-1.1332687262112564,-1.2157148063320247,0.3946406169456508,Churn,1,1,1,1,1,1,0,1
0.4059711380527359,-0.38936501892092834,0.8026402138687765,-1.1258455192696415,0.5959277404523972,-1.1534815156560139,1.2019889557788621,-0.6552129572389798,0.7171688121036106,-1.3548833316603999,-0.6716266307804278,-1.1343617319288486,-1.2573707261810898,0.7566576936600304,Churn,1,1,1,1,1,1,0,1
0.07249223342707448,-0.16221232816758716,0.8026402138687765,-1.1258455192696415,0.714957817894458,-0.9923566964023597,1.2019889557788621,-0.6552129572389798,0.7906251083831825,-1.2301248648932808,-0.6716266307804278,-1.1377761063297256,-1.1555961939924744,0.5353698841474578,Churn,1,1,1,1,1,1,0,1
0.720783243227945,0.03525743584111248,0.8026402138687765,-1.1258455192696415,0.4921713566279938,-1.28400219937977,1.2019889557788621,-0.6552129572389798,0.7814415317823774,-1.2971816374774694,-0.6716266307804278,-1.1209359776402423,-1.2104727709955965,0.4749876380660412,Churn,1,1,1,1,1,1,0,1
0.8721464250297986,-0.22799013532378168,0.8026402138687765,-1.1258455192696415,0.44489955921404983,-1.340366599755416,1.2019889557788621,-0.6552129572389798,0.6941497406479152,-1.2944182744542894,-0.6716266307804278,-1.1209359776402423,-1.2082193579717642,0.41619055133785227,Churn,1,1,1,1,1,1,0,1
-0.47203269661552594,0.13808995904039914,0.8026402138687765,-1.1258455192696415,0.9342937342716133,-0.6653328800756257,1.2019889557788621,-0.6552129572389798,0.8525087111188812,-1.5315266377628758,-0.6716266307804278,-1.46744102717414,-1.399135991040618,1.818068616658788,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,-0.9385466211785917,-1.1258455192696415,-1.320028254595341,-1.4389857932593282,-0.39270570413381534,-0.6572274457582196,0.7514451734463177,-1.174553401301525,-0.6716266307804278,-0.8566278907326117,-1.1098078382640635,0.0022426285894198055,Churn,0,0,0,0,1,0,0,0
1.164281365253075,-0.1420636370366512,-0.3599755269336341,-1.1258455192696415,-0.7309589774241934,-1.4389857932593282,0.16375048616921928,-0.6545429867170972,0.7514451734463177,-1.3085869552140201,-0.6716266307804278,-1.1562274120234466,-1.2197661220678002,0.36384256012747546,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,-0.14880984400803468,-1.1258455192696415,-0.5239009931838431,-1.4389857932593282,0.3598141833438041,-0.65389869419301,0.7514451734463177,-1.2540294404160597,-0.6716266307804278,-0.9789620060283141,-1.175205442580757,0.20718557579305272,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,0.15699252573369293,-1.1258455192696415,-0.2315294525487692,-1.4389857932593282,0.6375898590810611,-0.655849032949567,0.7514451734463177,-1.3113108787160241,-0.6716266307804278,-1.2451599139137117,-1.2219839261463654,0.3711064466508647,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,0.2540430300209649,-1.1258455192696415,-0.1405555697956818,-1.4389857932593282,0.7242877866777819,-0.6555402663002999,0.7514451734463177,-1.2786768157926014,-0.6716266307804278,-1.087229109394733,-1.1953697461477057,0.27459834330566,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,0.47463725527183254,-1.1258455192696415,0.06306054548292651,-1.4389857932593282,0.9188483491073436,-0.6558867161661673,0.7514451734463177,-1.2655959614863799,-0.6716266307804278,-1.135268941049485,-1.1846749862907364,0.23735385706245776,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,0.6668054483879682,-1.1258455192696415,0.23694363527167284,-1.4389857932593282,1.0856010296811878,-0.6555295388454838,0.7514451734463177,-1.2966038884812257,-0.6716266307804278,-1.153931521395223,-1.210001696174632,0.32690624188523887,Churn,1,1,1,1,1,1,0,1
1.164281365253075,-0.1420636370366512,0.7051229438702373,-1.1258455192696415,0.27123520880869906,-1.4389857932593282,1.118555174297172,-0.6555355176152329,0.7514451734463177,-1.3373551363595018,-0.6716266307804278,-1.1570610323931019,-1.2431556658670637,0.4539735765121237,Churn,1,1,1,1,1,1,0,1
0.5655051611550327,0.8104885585779847,1.0540161509843076,-0.2817469064639503,0.7635378843905168,-0.7493851524329056,1.0915484909895166,0.7790195392435417,0.7514451734463177,2.0131690330925025,2.34588408245432,1.6194942884266166,2.148583470246307,-1.6696851619588529,Dry Bean,0,1,0,0,0,0,0,0
0.5655051611550327,0.8104885585779847,1.1895645195270164,-0.2817469064639503,0.8806547671127972,-0.7493851524329056,1.2024121588925114,-0.0012289683466998522,1.2326121058560418,1.9054789534667074,0.6240512633632356,1.5161131036542463,2.037132087448892,-1.6060037080453415,Dry Bean,1,1,0,1,1,1,0,0
0.5655051611550327,0.8104885585779847,1.4406955067617906,0.25356347073033036,1.0938395678210893,-0.3587932951538409,1.1755380286153865,0.22850949594686268,1.2326121058560418,2.0473833927315135,2.3187606266642,1.6193350464936003,2.1768307549003,-1.649805030904663,Dry Bean,0,1,0,1,1,0,1,0
0.5655051611550327,0.8104885585779847,0.7043048370083033,-1.1258455192696415,0.45443228083016485,-1.2220008388262364,1.117852590270721,0.7790195392435417,0.6213276891408855,1.752536158961385,1.8788050188982641,1.1787523024023772,1.8571114282635155,-1.6564150908693103,Dry Bean,1,0,0,1,0,0,1,1
0.5655051611550327,0.8104885585779847,0.9042913045907205,-1.1258455192696415,0.6324452415360252,-1.2220008388262364,1.2883066085056454,0.4954716671243991,1.2326121058560418,1.6523987846470265,1.5645654382300949,1.102150882556466,1.7355630657357157,-1.6295219340592295,Dry Bean,1,0,0,0,1,1,1,1
-0.8740330404708901,0.8104885585779847,1.7851975128190607,1.1162494672798817,1.972120734585247,1.4191045209058946,0.9996697527113553,-0.7182834466210545,1.2326121058560418,2.0584941509103163,2.3458919896460495,1.6804923773701812,2.184623071898043,-1.2280800812866464,Dry Bean,0,1,0,0,0,0,0,0
-0.2837025652687963,0.8104885585779847,1.7851975128190607,1.1162494672798817,1.69825824669971,1.0164230775775764,0.9996697527113553,-0.7182834466210545,1.2326121058560418,2.0850091185241726,2.345892098803625,1.6916484889899437,2.199161054714117,-1.493939248673914,Dry Bean,0,1,0,0,0,1,0,0
-0.8740330404708901,0.8104885585779847,1.7851975128190607,1.1162494672798817,1.972120734585247,1.4191045209058946,0.9996697527113553,-0.7182834466210545,1.2326121058560418,2.0854224982408396,2.3458920605775124,1.6916786598353186,2.199330552819969,-1.3414113521943716,Dry Bean,0,1,0,0,0,0,0,0
-0.47203269661552594,0.8104885585779847,1.7851975128190607,1.1162494672798817,1.7800113507838216,1.1440912726971635,0.9996697527113553,-0.7182834466210545,1.2326121058560418,2.0774849649313243,2.345954793196286,1.6918167026586717,2.1957309799307563,-1.421736626797115,Dry Bean,0,0,0,1,0,1,0,1
0.07249223342707448,0.8104885585779847,1.7851975128190607,1.1162494672798817,1.555402379513871,0.7810047548243575,0.9996697527113553,-0.7182834466210545,1.2326121058560418,2.0744781656677023,2.3458920633636273,1.6798636908184639,2.194190287261142,-1.526872691182139,Dry Bean,0,0,0,0,1,1,0,1
0.5655051611550327,0.8104885585779847,-0.028228380063942706,1.1162494672798817,-0.22796157229017638,0.4740609979108327,-0.4577099473325266,-0.7198794969317817,1.1177207856032894,2.08142543643677,2.345957860310678,1.70525384722947,2.197606704818606,-1.6191540867791099,Dry Bean,1,1,1,0,0,1,1,0
0.5655051611550327,0.8104885585779847,0.2805341515642245,1.1162494672798817,0.06568730096190498,0.4740609979108327,-0.19523166316160281,-0.717803161121152,1.2326121058560418,2.077994111744126,2.345836808862011,1.673676262832427,2.195982704854482,-1.6102199597333235,Dry Bean,0,1,0,0,1,0,0,0
0.5655051611550327,0.8104885585779847,1.206075459743955,1.1162494672798817,0.8948209670036539,0.4740609979108327,0.555130526125721,-0.71850604472051,1.2326121058560418,2.0793277756953,2.345926815397125,1.6948953777362263,2.1966290879517913,-1.613636303323932,Dry Bean,0,0,0,1,1,1,0,1
0.5655051611550327,0.8104885585779847,1.413170226747396,1.1162494672798817,1.0707087960145916,0.4740609979108327,0.7161608256684441,-0.7178698498555868,1.2326121058560418,2.0786371731447884,2.345910965676884,1.6916955524072652,2.1962967403663254,-1.611861856669579,Dry Bean,1,1,0,1,1,0,0,0
0.5655051611550327,0.8104885585779847,1.5647693927369875,1.1162494672798817,1.1974017974698286,0.4740609979108327,0.8325652477302289,-0.7175909854597421,1.2326121058560418,2.0791508759755097,2.3458850489163816,1.6932691667240554,2.196544443837322,-1.6131703347759576,Dry Bean,0,0,0,0,1,1,1,0
1.3055451849531057,-0.9110980902296686,0.5961238604991476,-1.1258455192696415,0.13341677996856624,-1.4823645805010437,1.0245570447658496,-0.6464276065876869,-0.3391470470455963,-1.058028922443051,-0.6716266307804278,-1.0913141799361041,-1.012860609705174,-0.29443913905434715,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
0.5655051611550327,-0.8413713881351331,0.5961238604991476,-1.1258455192696415,0.3567098295929174,-1.2220008388262364,1.0245570447658496,-0.6464276065876869,-0.2670833130685623,-0.9368282057699983,-0.6716266307804278,-1.0524270715136628,-0.9106379353256872,-0.2363840414109635,Indian Engineering Student Placement,0,0,1,1,0,0,1,1
0.720783243227945,-0.7764584352038423,0.5961238604991476,-1.1258455192696415,0.3067881003942196,-1.28400219937977,1.0245570447658496,-0.6464276065876869,-0.31639189653593225,-1.10515944699033,-0.6716266307804278,-1.1406794650543777,-1.0522273334208587,0.018036630197830056,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
-0.2837025652687963,-0.6967473553280901,0.5961238604991476,-1.1258455192696415,0.6670029520726165,-0.7886595237535369,1.0245570447658496,-0.6464276065876869,-0.374583557910755,-0.9221450124328563,-0.6716266307804278,-1.0919840545933455,-0.898155548510215,0.11485041151947695,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
-0.2837025652687963,-1.0055878628948092,0.5961238604991476,-1.1258455192696415,0.6670029520726165,-0.7886595237535369,1.0245570447658496,-0.6464276065876869,-0.632344254016646,-1.166805653463601,-0.6709174772545411,-1.1772338012417936,-1.103401382624611,0.5477199977526996,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
0.07249223342707448,-0.8247066386280593,0.5961238604991476,-1.1258455192696415,0.528292739366119,-0.9923566964023597,1.0245570447658496,-0.6464276065876869,-0.27991800028463487,-1.122091297189205,-0.6716266307804278,-1.0650063123093712,-1.0663184702633326,0.30787291231922964,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
0.5655051611550327,-1.0389982017068105,0.5961238604991476,-1.1258455192696415,0.3567098295929174,-1.2220008388262364,1.0245570447658496,-0.6464276065876869,-0.6157106893888267,-1.161977747718738,-0.671129313191339,-1.2283838304654402,-1.0994064617246904,0.1983472159411732,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
1.443888852037568,-0.8607855811943023,-1.4462065978046204,-1.1258455192696415,-1.9299298417691761,-1.5223961459697686,-0.9065254763895487,-0.6528326225543718,-0.5012765981062509,-0.992898742466871,-0.6716266307804278,-0.8717787387148999,-0.9581074620343996,-0.47585089101286043,Indian Engineering Student Placement,1,0,0,0,0,1,0,0
1.443888852037568,-0.8607855811943023,-0.6680885790394918,-1.1258455192696415,-1.1147609014429016,-1.5223961459697686,-0.12893812834601615,-0.6489494287699483,-0.2519704660753334,-0.9953926778206253,-0.6716266307804278,-0.9118644093375463,-0.9602116444751587,-0.4676089723840807,Indian Engineering Student Placement,0,0,1,0,0,1,1,0
1.443888852037568,-0.8607855811943023,-0.43820404916425915,-1.1258455192696415,-0.8837045733860461,-1.5223961459697686,0.09019684926427546,-0.6452231200099297,-0.374583557910755,-0.9876566012371616,-0.6716266307804278,-0.901457158792939,-0.9536825772252617,-0.4782998470943622,Indian Engineering Student Placement,0,0,0,0,0,0,1,0
1.443888852037568,-0.8607855811943023,0.00047889089443615295,-1.1258455192696415,-0.4564848638912467,-1.5223961459697686,0.49630748526730045,-0.6467891689662923,-0.374583557910755,-1.073627923576602,-0.6716266307804278,-1.0788678565357779,-1.0259134708845268,-0.31127364972031796,Indian Engineering Student Placement,0,0,1,0,0,0,1,0
1.443888852037568,-0.8607855811943023,0.11513359368869673,-1.1258455192696415,-0.3477752974012638,-1.5223961459697686,0.5999832670160392,-0.6466636276817389,-0.374583557910755,-0.9847474393894433,-0.6716266307804278,-0.9231283597097123,-0.9512257943160025,-0.4849211227169325,Indian Engineering Student Placement,0,0,0,0,0,0,1,1
