number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,dataset_name,layer_normalisation,batch_normalisation,weight_decay,baseline,dropout,prune,weight_normalisation,weight_perturbation
0.755656437163917,0.7743464472063368,1.1211671005294936,-0.29659358021968374,0.7880204742632514,-0.8218219147015782,1.140111500991869,-1.2788857350268936,1.1373743550546203,-0.9974268325314362,-0.7052644837491445,-0.05649663318613822,-0.9693326254277606,-0.47823349256023,Ann thyroid,0,0,0,0,0,1,0,0
0.755656437163917,0.7743464472063368,1.1211671005294936,-0.29659358021968374,0.7880204742632514,-0.8218219147015782,1.140111500991869,-1.2788857350268936,1.1373743550546203,-1.1058547609361968,-0.7052644837491445,-0.05649663318613822,-1.0610859239551131,-0.24431410360472292,Ann thyroid,0,0,1,1,0,0,1,0
0.5819697629807542,0.7743464472063368,1.1211671005294936,-0.29659358021968374,0.8381880886503806,-0.7432571192554841,1.140111500991869,-1.2788857350268936,1.1297607660962972,-0.9690172087174814,-0.7052644837491445,-0.04891601170818258,-0.9450962238638723,-0.46625025139122217,Ann thyroid,0,0,1,0,0,1,0,0
0.03736932808948883,0.7743464472063368,1.1211671005294936,-0.29659358021968374,1.0108399907583356,-0.45953749121016557,1.140111500991869,-1.2788857350268936,1.0997920162076718,-1.214026901661122,-0.7052644837491445,-0.8223853394606476,-1.151469931827322,0.31664705745577776,Ann thyroid,0,1,1,0,0,0,0,0
-0.1532535125171008,0.7743464472063368,1.1211671005294936,-0.29659358021968374,1.0777368759984702,-0.34484055356373516,1.140111500991869,-1.2788857350268936,1.2578139797374501,-0.6554845583582788,-0.7052644837491445,-0.05651810195603768,-0.6719801949515235,-0.6403574755053886,Ann thyroid,0,0,1,0,0,1,1,0
1.4184362236772146,0.7743464472063368,-1.1765523736175354,-0.29659358021968374,-1.5700603663107302,-1.078820659587025,-0.9072442131003091,-1.2772922838794805,0.9607094876820674,-0.9962267192167044,-0.7052644837491445,-0.05855806665116167,-0.9683104639743672,-0.6915234782837242,Ann thyroid,0,0,0,0,0,1,1,0
1.4184362236772146,0.7743464472063368,-0.2652778907636509,-0.29659358021968374,-0.6532519538348909,-1.078820659587025,-0.035142800161585455,-1.2781996005389231,0.9607094876820674,-0.9878464996680857,-0.7052644837491445,-0.055636563733297284,-0.9611687788827122,-0.7123429852623234,Ann thyroid,0,0,0,1,0,0,0,0
1.4184362236772146,0.7743464472063368,0.12356814980341241,-0.29659358021968374,-0.28241014886582905,-1.078820659587025,0.31112550449178117,-1.2794636626915816,0.9607094876820674,-1.004020075402666,-0.7052644837491445,-0.04366773094808913,-0.9749456215347819,-0.6871269962034645,Ann thyroid,0,0,1,1,1,1,1,0
1.4184362236772146,0.7743464472063368,0.44211966524241075,-0.29659358021968374,0.012197066498905663,-1.078820659587025,0.584635135474909,-1.2787610043427597,0.9607094876820674,-1.0006609640003346,-0.7052644837491445,-0.056524494147982565,-0.9720864748931005,-0.6924431158552758,Ann thyroid,0,0,0,0,0,1,0,0
1.4184362236772146,0.7743464472063368,0.5302126899492307,-0.29659358021968374,0.09224562273058627,-1.078820659587025,0.6587516389805979,-1.2790969940166437,0.9607094876820674,-1.0093057324741013,-0.7052644837491445,-0.061892867475616,-0.9794422561751402,-0.6789519817404587,Ann thyroid,0,0,0,0,0,1,0,0
1.4184362236772146,0.7743464472063368,0.7372182009896123,-0.29659358021968374,0.2779865529096924,-1.078820659587025,0.8304369249557527,-1.278784529796331,1.0615041502548292,-0.9901066681139218,-0.7052644837491445,-0.05590999587454695,-0.9630956142297221,-0.71247016624767,Ann thyroid,0,0,0,0,0,1,0,0
1.4184362236772146,0.7743464472063368,0.991217450552395,-0.29659358021968374,0.5014892526013535,-1.078820659587025,1.0365336991326988,-1.2786825731768523,1.0615041502548292,-1.0030702372063776,-0.7052644837491445,-0.05312574090207712,-0.9741372716785233,-0.6877614939863484,Ann thyroid,0,0,0,0,0,1,0,0
1.4184362236772146,0.7743464472063368,1.021413184680383,-0.29659358021968374,0.5277449251724675,-1.078820659587025,1.0607118420158566,-1.2791212070802827,1.0615041502548292,-0.9945921526630608,-0.7052644837491445,-0.06277123722143915,-0.9669180344714702,-0.7049025186034069,Ann thyroid,0,0,1,0,0,1,0,0
-1.4363583906278339,0.7743464472063368,-1.0340443659213625,-0.29659358021968374,-0.48005565352968554,0.6996838496416516,-0.7647425081635146,-0.8147798758265816,-1.2900786517229408,-0.2819620409233607,-0.7052644837491445,-0.46406036169074905,-0.3321114674467642,0.5810553914894541,Car evaluation,0,0,0,0,0,1,1,0
-1.4363583906278339,0.7743464472063368,-0.1552072954466629,-0.29659358021968374,0.4482934965149623,0.6996838496416516,0.06432314217273864,-1.1722213068597234,-1.2900786517229408,-0.2668365710669677,-0.43779467110245734,-0.4742032635093076,-0.3179926961217323,0.5051904893274038,Car evaluation,0,0,0,0,1,0,0,0
-1.4363583906278339,0.7743464472063368,-0.3659438378743443,-1.1600192738445485,0.23306093589306026,0.08447324278451832,0.16567795788990722,-1.1831764851857862,-1.2900786517229408,-0.8916773025133764,-0.5985385500414867,-1.0387220617785051,-0.8786967595753795,-0.0020133570347949125,Car evaluation,0,0,0,0,0,0,1,0
-1.6841500600823427,0.7743464472063368,-0.12425741964456469,0.24670919340009964,0.6286872786919621,1.3399492077460355,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,-0.006491417421278071,-0.7052644837491445,-0.309734421567464,-0.07033647760611503,0.6137902100239139,Car evaluation,1,1,1,1,0,1,1,1
-1.6841500600823427,0.7743464472063368,-0.12425741964456469,0.24670919340009964,0.6286872786919621,1.3399492077460355,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,-0.3992731889246914,-0.7052644837491445,-0.309734421567464,-0.44064929749437687,0.9296413348167668,Car evaluation,0,1,0,0,1,1,0,0
-2.2301222477879836,0.7743464472063368,-0.12425741964456469,0.24670919340009964,1.0518792687915874,1.8487463644110367,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,0.11470111035496923,1.9334168315992573,-0.5403279516979419,0.048062375124443335,0.9581572039603704,Car evaluation,0,0,0,0,0,1,0,0
-1.9472793410102025,0.7743464472063368,-0.12425741964456469,0.24670919340009964,0.8125944063485593,1.589767419417281,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,-0.12031922056938647,1.1461561938929608,-0.43966575862485685,-0.1797129131017265,0.8919144891208918,Car evaluation,0,0,0,0,0,1,0,0
-1.9472793410102025,0.7743464472063368,-0.12425741964456469,0.24670919340009964,0.8125944063485593,1.589767419417281,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,-0.1764643371460388,1.1461561938929608,-0.5351917057866676,-0.23302928278356547,0.9336014274560911,Car evaluation,0,0,0,0,0,1,0,0
-1.6841500600823427,0.7743464472063368,-0.12425741964456469,0.24670919340009964,0.6286872786919621,1.3399492077460355,-0.11542003120175826,-1.1831764851857862,-1.2900786517229408,-0.3992731889246914,-0.7052644837491445,-0.309734421567464,-0.44064929749437687,0.9296413348167668,Car evaluation,0,0,0,0,0,1,0,0
-1.4363583906278339,0.7743464472063368,-1.8702641889437621,-1.1600192738445485,-1.4424950828833383,0.08447324278451832,-1.365579341940508,-0.3705759494291329,-1.2900786517229408,-0.5483572088930406,-0.7052644837491445,-0.48270333499597495,-0.5761849069773708,0.5597070005184863,Car evaluation,1,1,0,0,1,1,1,0
-1.4363583906278339,0.7743464472063368,-1.2571116100383624,0.24670919340009964,-0.7291359132589251,1.1072355235730778,-1.1863165946173555,-1.1847928061730983,-1.2900786517229408,0.03467595335237493,-0.06686655711105202,-0.2948392790222138,-0.03034660605989053,0.40856156330592514,Car evaluation,1,0,0,0,0,1,1,1
-1.4363583906278339,0.7743464472063368,-0.6832687433763436,0.24670919340009964,-0.099642149288476,1.1072355235730778,-0.6269004242595642,-1.181151815866758,-1.2900786517229408,-0.08429650958193062,-0.08509337346133321,-0.24356208687515377,-0.14528658685540943,0.5090536188935051,Car evaluation,1,0,0,0,1,0,1,0
-1.4363583906278339,0.7743464472063368,-0.5614631534326122,0.24670919340009964,0.029319467776082558,1.1072355235730778,-0.5127721755069924,-1.1842647290925932,-1.2900786517229408,-0.17524882253501683,0.33949484221096266,-0.46042974403697895,-0.23187936369451254,0.584240986246592,Car evaluation,0,0,0,0,0,1,0,0
-1.4363583906278339,0.7743464472063368,-0.37952557515962143,0.24670919340009964,0.21903579369861628,1.1072355235730778,-0.34513406048026046,-1.1835985990135565,-1.2900786517229408,-0.12988234936284693,-0.702089866781933,-0.38073303932939206,-0.18882341169720684,0.5480650606823866,Car evaluation,1,0,0,0,0,0,0,0
-1.4363583906278339,0.7743464472063368,-0.23093000852495352,0.24670919340009964,0.3714660404198389,1.1072355235730778,-0.21065291780646558,-1.1829954099067277,-1.2900786517229408,-0.07520337867538708,-0.43538071295622904,-0.34054002094172986,-0.1365691471637478,0.5011979015311216,Car evaluation,1,0,0,0,0,0,0,0
0.5819697629807542,-0.5315661871161367,0.7901202257541758,-1.1600192738445485,0.5462005566936489,-1.2270571959347214,1.178422222437468,-0.8288562147751952,0.5858758745005426,-1.4335975739906266,-0.7052644837491445,-1.214776639046132,-1.3315338334086213,1.0696762388878727,Churn,1,1,0,1,1,1,1,1
1.092995279946691,-0.37201542263301807,0.7901202257541758,-1.1600192738445485,0.40610719264041023,-1.4013136826438022,1.178422222437468,-0.8288562147751952,0.697574711288684,-1.345132456429756,-0.7052644837491445,-1.1928519114486387,-1.2595219712233612,0.5962948619049289,Churn,1,1,0,1,1,1,1,1
0.40458035035867895,-0.5945331243698366,0.7901202257541758,-1.1600192738445485,0.5990429437556225,-1.1568089499111054,1.178422222437468,-0.8288562147751952,0.6897071058251755,-1.3902259981313632,-0.7052644837491445,-1.1938268103496652,-1.2963176839898904,0.9540081404241396,Churn,1,1,0,1,1,1,1,1
0.03736932808948883,-0.34901075027580714,0.7901202257541758,-1.1600192738445485,0.7166558231081598,-0.9917587238238136,1.178422222437468,-0.8288562147751952,0.7696680052008329,-1.2803621821542572,-0.7052644837491445,-1.1968719093352287,-1.2063422032142526,0.7369528656201816,Churn,1,1,0,1,1,1,1,1
0.755656437163917,-0.1298488845640656,0.7901202257541758,-1.1600192738445485,0.496677045473274,-1.2906528604912961,1.178422222437468,-0.8288562147751952,0.7596531167371279,-1.3394702823859788,-0.7052644837491445,-1.181848258258854,-1.2548885349878967,0.676847182968029,Churn,1,1,0,1,1,1,1,1
0.9259173255716179,-0.42086234277786405,0.7901202257541758,-1.1600192738445485,0.4500867318673937,-1.3484908117560692,1.178422222437468,-0.8288562147751952,0.6647177153668862,-1.3370371175133358,-0.7052644837491445,-1.181848258258854,-1.2528965344193572,0.6179637249422492,Churn,1,1,0,1,1,1,1,1
-0.5511159618156638,-0.013771543649508382,0.7901202257541758,-1.1600192738445485,0.9338774007667291,-0.6574062486596913,1.178422222437468,-0.8288562147751952,0.8372884714859328,-1.5450139758052948,-0.7052644837491445,-1.488625555014332,-1.421229742249319,1.9192149793266173,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,-0.9179132143828663,-1.1600192738445485,-1.2677186160096228,-1.4497426165841893,-0.3641066984142772,-0.8305926997681671,0.7269774934737705,-1.2312753940445489,-0.7052644837491445,-0.9444057442918542,-1.165777908608237,0.19372732477256305,Churn,0,0,0,0,0,1,0,0
1.257104735550088,-0.3268833243464156,-0.35075938291270103,-1.1600192738445485,-0.699098180990735,-1.4497426165841893,0.17979037438099427,-0.8282785571602888,0.7269774934737705,-1.3495103829015063,-0.7052644837491445,-1.2133190547560468,-1.263102466429254,0.5652460193784608,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,-0.14365702809578781,-1.1600192738445485,-0.4980994281084033,-1.4497426165841893,0.36995641923804146,-0.8277229714550981,0.7269774934737705,-1.301448583439599,-0.7052644837491445,-1.0546970739345392,-1.2236980557057997,0.4058560562296609,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,0.15635436531552557,-1.1600192738445485,-0.2132890295250037,-1.4497426165841893,0.6380976211798803,-0.8294045811214915,0.7269774934737705,-1.3519076868765936,-0.7052644837491445,-1.2923910261657128,-1.2650623590935257,0.572577605770961,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,0.2515894907022566,-1.1600192738445485,-0.12443094109791174,-1.4497426165841893,0.7214858201955815,-0.8291383988489117,0.7269774934737705,-1.323172324399415,-0.7052644837491445,-1.1517405694065352,-1.2415351735997617,0.47474173027095684,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,0.4680965686786225,-1.1600192738445485,0.07485605164123801,-1.4497426165841893,0.9081021701664281,-0.8294370661085706,0.7269774934737705,-1.3116453542627864,-0.7052644837491445,-1.1946359504932063,-1.2320759678770803,0.43673859464782533,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,0.6567476892488563,-1.1600192738445485,0.24548597992177826,-1.4497426165841893,1.067483426224414,-0.8291291506244975,0.7269774934737705,-1.3389615880525945,-0.7052644837491445,-1.2112733293858484,-1.2544721186660595,0.5278840596851366,Churn,1,1,0,1,1,1,1,1
1.257104735550088,-0.3268833243464156,0.6943686376550088,-1.1600192738445485,0.27918417113803595,-1.4497426165841893,1.0989199496188407,-0.8291343049718942,0.7269774934737705,-1.3748180709531097,-0.7052644837491445,-1.2140617867185057,-1.2837659351381956,0.6558423888376587,Churn,1,1,0,1,1,1,1,1
0.5819697629807542,0.7743464472063368,1.0369904001024057,-0.29659358021968374,0.7647120672444618,-0.7432571192554841,1.0731584709856457,0.6023904950328446,0.7269774934737705,1.9012897448355375,2.146827857872226,1.5373410584722236,2.0008603018576454,-1.6417333870793296,Dry Bean,0,1,0,0,0,0,0,0
0.5819697629807542,0.7743464472063368,1.1701359756402887,-0.29659358021968374,0.8806960400661791,-0.7432571192554841,1.1788251587120064,-0.22813781193914748,1.2578139797374501,1.7659635144944315,0.18996065969076426,1.415601207265262,1.863784189412557,-1.569887168307078,Dry Bean,1,1,0,1,0,1,1,0
0.5819697629807542,0.7743464472063368,1.4168637582060777,0.24670919340009964,1.0922892741568269,-0.34484055356373516,1.1532315079461717,0.0022009392049019915,1.2578139797374501,1.947313781022473,2.028066073538443,1.5371506662823649,2.038882175174762,-1.6192938091217257,Dry Bean,1,1,1,0,0,1,0,0
0.5819697629807542,0.7743464472063368,0.6935653862722206,-1.1600192738445485,0.4594796081066471,-1.2270571959347214,1.098249929866279,0.6023904950328446,0.5858758745005426,1.5869033527826206,1.3325642116521526,1.0383080893334848,1.6597684654069018,-1.6267538194142293,Dry Bean,1,0,1,1,0,0,0,1
0.5819697629807542,0.7743464472063368,0.8899414077618443,-1.1600192738445485,0.6351054493796024,-1.2270571959347214,1.2605385885782452,0.28423553410455804,1.2578139797374501,1.4746187247163496,0.9960018549787063,0.9558878393982951,1.528172132918029,-1.5964092287781428,Dry Bean,0,0,1,1,0,1,1,1
-0.9759475104213955,0.7743464472063368,1.7554250518411068,1.113413247826225,1.9703868672003804,1.4452016158246643,0.9854152179837299,-0.8829157370976045,1.2578139797374501,1.962794075553686,2.1469874982231105,1.6110099913186353,2.0499228802632175,-1.145697064832322,Dry Bean,0,1,0,0,0,0,0,0
-0.3492105064821874,0.7743464472063368,1.7554250518411068,1.113413247826225,1.6954850133220898,1.0442853545967095,0.9854152179837299,-0.8829157370976045,1.2578139797374501,2.001385919291763,2.1469897381235286,1.6246528768000603,2.071883434773997,-1.4437001539764116,Dry Bean,0,1,0,0,0,0,1,0
-0.9759475104213955,0.7743464472063368,1.7554250518411068,1.113413247826225,1.9703868672003804,1.4452016158246643,0.9854152179837299,-0.8829157370976045,1.2578139797374501,2.0020128963107604,2.1469889536114675,1.6246898484980417,2.0721586150494424,-1.2724845697868523,Dry Bean,0,1,0,0,0,0,0,0
-0.5511159618156638,0.7743464472063368,1.7554250518411068,1.113413247826225,1.7774446482868589,1.1717818825008675,0.9854152179837299,-0.8829157370976045,1.2578139797374501,1.9901358649008771,2.1485729788676506,1.624859013000551,2.066451378816172,-1.3625718395784336,Dry Bean,1,0,0,0,0,0,1,1
0.03736932808948883,0.7743464472063368,1.7554250518411068,1.113413247826225,1.5524805754842472,0.80838309830305,0.9854152179837299,-0.8829157370976045,1.2578139797374501,1.9857162430370736,2.146989010786459,1.610242807457836,2.0640782436187877,-1.480750610795537,Dry Bean,0,0,0,0,0,1,1,1
0.5819697629807542,0.7743464472063368,-0.025372009151662493,1.113413247826225,-0.20980624376037926,0.49945899980557895,-0.4280557723404046,-0.884275579890022,1.1297607660962972,1.9959911031889368,2.1486836899325374,1.6413673386890728,2.0693924498220713,-1.58471548774349,Dry Bean,0,1,1,1,1,0,1,0
0.5819697629807542,0.7743464472063368,0.2775869276402534,1.113413247826225,0.07743062478603442,0.49945899980557895,-0.17037173704841294,-0.8825064529674678,1.2578139797374501,1.9908882379975337,2.145957154738,1.602701505780397,2.0668425265741055,-1.574640934373191,Dry Bean,0,1,0,0,0,1,0,0
0.5819697629807542,0.7743464472063368,1.1863554994879935,1.113413247826225,0.8947376469373253,0.49945899980557895,0.558653266065781,-0.8831054158480222,1.2578139797374501,1.9928647614097714,2.1477682264105646,1.6286340205031251,2.067851748570259,-1.5784931365606512,Dry Bean,1,0,0,0,0,1,1,1
0.5819697629807542,0.7743464472063368,1.3898180631263677,1.113413247826225,1.0693018461987471,0.49945899980557895,0.7136751702862035,-0.8825632851717911,1.2578139797374501,1.9918402196849112,2.1473942303822118,1.6247105490281586,2.067331953844177,-1.5764922693416121,Dry Bean,1,1,0,1,0,1,0,0
0.5819697629807542,0.7743464472063368,1.5387849792647106,1.113413247826225,1.1952971725569794,0.49945899980557895,0.8254299408156643,-0.8823256320037093,1.2578139797374501,1.9926021045094662,2.1468471037097987,1.626639457634449,2.067719181739653,-1.5779677026110939,Dry Bean,0,0,1,0,0,1,1,0
1.4184362236772146,-1.126880631479877,0.5873550884010097,-1.1600192738445485,0.14384681313881634,-1.4943009303979546,1.0091977470638787,-0.8212756365437589,-0.4239998292594762,-1.1280381768902168,-0.7052644837491445,-1.1553920581644783,-1.0797141391028202,-0.12038758410584306,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
0.5819697629807542,-1.0586578973760017,0.5873550884010097,-1.1600192738445485,0.3632487302797836,-1.2270571959347214,1.0091977470638787,-0.8212756365437589,-0.350143982373414,-1.0201970593790515,-0.7052644837491445,-1.1206028417750706,-0.988698863201269,-0.05828429009516152,Indian Engineering Student Placement,1,0,1,0,1,0,0,1
0.755656437163917,-0.9942614224907841,0.5873550884010097,-1.1600192738445485,0.3141385939616843,-1.2906528604912961,1.0091977470638787,-0.8212756365437589,-0.40071199313008543,-1.1698457113450653,-0.7052644837491445,-1.1994608692119033,-1.1146908814812497,0.21021833879472335,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
-0.3492105064821874,-0.9140788154392985,0.5873550884010097,-1.1600192738445485,0.6692490607217587,-0.7833924947815138,1.0091977470638787,-0.8212756365437589,-0.4602049475923677,-1.0070994698732298,-0.7052644837491445,-1.1559907644416125,-0.9775656797186875,0.3107841336154137,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
-0.3492105064821874,-1.2176649424863888,0.5873550884010097,-1.1600192738445485,0.6692490607217587,-0.7833924947815138,1.0091977470638787,-0.8212756365437589,-0.7213308748644484,-1.2244242448553446,-0.7048144952585941,-1.2320261884798465,-1.1600981312314191,0.74920051918662,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
0.03736932808948883,-1.0422052621989963,0.5873550884010097,-1.1600192738445485,0.5322979392300329,-0.9917587238238136,1.0091977470638787,-0.8212756365437589,-0.36332035066814544,-1.184848139474319,-0.7052644837491445,-1.1318637285948796,-1.127200829410981,0.508578448556548,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
0.5819697629807542,-1.2492794602680162,0.5873550884010097,-1.1600192738445485,0.3632487302797836,-1.2270571959347214,1.0091977470638787,-0.8212756365437589,-0.7045978894048445,-1.220154108285095,-0.7049489179423533,-1.2775001997073019,-1.1565558198516965,0.39679159309229833,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
1.5771599959570803,-1.07775423060139,-1.4151893265214408,-1.1600192738445485,-1.8514090186416976,-1.5354325044136612,-0.872006270063626,-0.8268035311166549,-0.5890401449671215,-1.0701467786181116,-0.7052644837491445,-0.9581029122869841,-1.0309988131836403,-0.31611002186897474,Indian Engineering Student Placement,0,0,0,1,0,0,1,0
1.5771599959570803,-1.07775423060139,-0.6528454069862867,-1.1600192738445485,-1.0701177033745544,-1.5354325044136612,-0.10551188605077731,-0.8234529008613093,-0.33461629102120743,-1.0723660645114976,-0.7052644837491445,-0.9942905032974224,-1.0328724367627113,-0.3071697598761644,Indian Engineering Student Placement,0,0,1,0,1,0,1,0
1.5771599959570803,-1.07775423060139,-0.4274688593514551,-1.1600192738445485,-0.8469984227211177,-1.5354325044136612,0.10825382531021005,-0.8202353582503231,-0.4602049475923677,-1.0654812747950761,-0.7052644837491445,-0.9849025011941542,-1.0270583828243993,-0.3187672868951814,Indian Engineering Student Placement,0,0,1,0,0,0,0,0
1.5771599959570803,-1.07775423060139,0.002791049821113374,-1.1600192738445485,-0.432529951427603,-1.5354325044136612,0.5019013183787677,-0.8215878613391926,-0.4602049475923677,-1.1418832083344759,-0.7052644837491445,-1.1442645021618372,-1.0913159059502,-0.13844872376821124,Indian Engineering Student Placement,0,0,1,0,1,0,0,0
1.5771599959570803,-1.07775423060139,0.11528172796685295,-1.1600192738445485,-0.3266678127138814,-1.5354325044136612,0.6018821735278844,-0.8214794533806932,-0.4602049475923677,-1.0628917332894499,-0.7052644837491445,-1.0044456433100515,-1.0248703514039312,-0.32595360757698905,Indian Engineering Student Placement,0,0,1,0,0,0,0,1
